,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액(수익)(*),매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,유보이익대총자산비율,자기자본비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율
1,(주)네이처셀,7390,11-Dec,제조업,215.45,-7.12,5.51,6.9,-1.42,2.15,26.94,4.79,1.84,7.86,0.9,-38.72,5.87,2.75,227.53,85.98,63.55,49.74,-9.22,0.024457112381873442,1.08,-6.41,22793853.0,6.53,93.47,42.88,3.81,0.6946816184757935,-0.342277577414947,0.30531838152420654,0.10296407544613015,1.422748718615292,7.418397289626552,1996.9577364384968,10.937576131848337,-22.89703555557435,-0.033924638679581065,-0.07679125229367186,0.023946011778015825,-219.82174707943844,-511.8334696708674
3,(주)디에스,51710,11-Dec,제조업,1044.81,-3.05,0.82,2.73,-5.7,0.6,27.36,2.53,83.32,6.7,2.69,-78.95,14.27,9.61,1261.87,52.04,197.42,31.04,-36.79,0.07663536329179112,3.01,-8.21,861261040.0,-3.05,103.05,45.67,17.75,0.9265718120366806,-0.09656696560690095,0.07342818796331942,0.015329345444442722,8.181061549962621,8.443897306028985,-55.69414002325361,-44.43412473731815,-40.29427288668792,-0.11431374766464744,-0.09161060094808887,0.020064848577040936,-1544.7494300932378,-887.6296037249531
5,(주)디지텍시스템스,91690,11-Dec,제조업,34.38,3.24,0.49,0.98,8.46,-0.11,42.72,0.37,20.12,12.58,0.85,4.09,8.09,2.43,61.03,285.58,1635.86,171.21,39.63,0.0408033902325488,2.59,2.75,137875122.0,9.02,90.98,23.63,3.76,0.3789873848977681,0.4453169303276351,0.6210126151022318,0.06308273656504906,0.6282970953564688,8.256484462868904,5.617103407951718,41.660774337391906,1.1464773414631368,0.0414701734623784,0.0839812648710178,0.004903413270490268,-67.29299813689562,-75.46554776908323
7,(주)렉스엘이앤지,4790,11-Dec,제조업,100.87,1.04,-31.19,-24.28,1.22,3.85,49.51,-12.19,1.18,8.22,0.37,0.89,2.39,2.1,100.91,65.88,410.46,30.94,-17.13,0.0024138667543051238,0.65,0.38,20014889.0,20.11,79.89,19.33,2.15,0.5022653478547819,-0.3244526141885303,0.49773465214521806,0.21438120391274715,1.3445649214655782,7.709203267901731,20.081229822969494,-29.46751885820985,-0.7656039330257602,0.01952970085960342,0.006734275133177847,0.016063042141695162,922.6120360450242,4509.269938768437
9,(주)마이스코,88700,11-Dec,제조업,105.66,-10.27,-0.56,-0.48,-0.76,5.29,7.16,-0.32,20.18,4.4,0.57,-16.58,3.11,0.94,207.43,104.49,1150.8,68.15,1.54,0.01959847888867442,0.89,-5.88,121087968.0,0.71,99.29,57.95,4.5,0.6747272446388851,0.0011404434395481313,0.3252727553611149,0.06072733832646362,1.9703539561872943,8.32690489311416,-14.740869269987723,-8.237139622154633,48.249327746149405,-0.026737083396289246,-0.09107309093960149,0.03531202131746666,67.74912285282365,43.000052196881505
11,(주)모린스,110310,11-Dec,제조업,76.27,-118.27,-4.9,-3.13,-15.43,2.94,-19.96,-1.35,2.74,-15.29,0.24,-43.51,9.05,0.35,76.27,36.42,564.02,26.76,-27.51,0.06418139560080759,0.72,-28.8,19375924.0,-28.85,128.85,39.26,4.59,0.432677623453596,-0.055783229002913284,0.567322390791377,0.6937905516144676,1.4848858464766879,7.846338367993799,-39.210828937406895,-60.424236752542,-74.0100044437755,-0.2517073745278225,-0.8519198050872461,0.016308878387760482,-1226.1956653756358,-1195.007769376615
13,(주)삼우이엠씨,26250,11-Dec,제조업,275.54,-19.11,-5.25,-5.47,-0.56,4.13,-7.61,-4.09,8.95,-1.31,0.77,-46.39,5.56,3.8,295.0,86.31,287.8,83.88,-9.55,0.0016918508697814183,1.13,-14.71,149183871.0,4.87,95.13,56.35,22.51,0.7468352194485902,0.0036607717891979133,0.25316478055140973,0.078383379661733,1.5719430895322777,8.282480401468643,-34.76661259308788,32.57199021056729,-16.26878101498036,-0.022891832089033184,-0.21546326699683738,0.04080154632177206,41.17447790142709,-1630.3168926022781
15,(주)아라온테크,41060,11-Dec,정보통신업,18.8,-680.64,-61.68,-176.92,1.12,0.0,-45229.54,-28.53,0.18,-303.46,0.18,-137.31,2.36,60.81,19.23,334.26,146.86,334.26,36.95,0.06459114840792916,1.81,-123.56,6426493.0,10.03,89.97,14.75,18.88,0.16125937584014113,-3.404181388068817,0.8387406241598588,0.24555243427480586,0.5637438512761901,7.142788376958336,-77.61787730392224,-2.109194358355193,-11.744618462087363,0.014744590224727518,-12.342119887287796,0.013157936365262413,2211.40501789368,-296.4398995535158
17,(주)아이에이,38880,11-Dec,제조업,109.97,-67.52,-30.01,-13.67,-9.2,3.6,-14.32,-8.67,1.47,-5.91,0.35,-59.51,1.98,0.87,173.6,68.99,186.51,60.53,-12.46,0.03410274070513175,0.59,-23.88,19469438.0,12.81,87.19,41.36,7.76,0.6345041025124968,-0.1921199300465732,0.3654958974875032,0.6091444961071809,1.9773309847224592,7.828624803607905,26.024780071899166,16.522062217074527,-37.56142856391502,-0.21607291903010922,-0.39891518486299604,0.02347879594966058,-116.99973799961612,-114.69841310281123
19,(주)아큐텍,13780,11-Dec,제조업,442.26,-69.55,-1.7,-1.2,-9.54,3.4,-20.01,-1.0,0.75,-14.97,0.5,-125.5,6.65,0.74,509.26,32.05,19.88,11.13,-49.33,0.0014060699163945033,0.7,-35.01,13957567.0,-27.71,127.71,62.66,2.82,0.8358652716277398,-0.6595907358834999,0.16413477073397129,0.1551364933444346,4.675269356697798,7.373026505440535,-66.58781731360015,-45.892751398395724,-31.93879938911739,-0.2855198202775843,-0.4855709596530053,0.02994118579728128,-1484.7930273316565,-2382.9734340352284
21,(주)에스비엠,37630,11-Dec,제조업,7.38,32.3,30.21,183.47,169.86,-3.19,2203.17,22.54,3.64,34.23,0.87,32.77,12.88,48.55,14.0,1341.08,413.36,1183.49,80.31,0.02572767998716061,6.36,28.26,26083938.0,44.31,55.69,4.0,8.7,0.12283513697059006,0.6469019698549481,0.87716486302941,0.12180967459744767,0.1507403192705101,7.543663304296325,47.81474009074036,50.41770792710896,43.99484744094977,0.2829294977101648,2.0545619533684114,0.0016656457363455818,35.40356487942169,40.0256653938679
23,(주)엔케이바이오,19260,11-Dec,제조업,15.41,-6.57,-33.12,-34.93,1.14,5.08,61.38,-5.06,0.12,9.6,0.15,-1.15,2.51,0.89,16.95,230.94,66.15,222.3,17.26,0.05446986016249531,1.04,-0.98,8118376.0,74.52,25.48,10.67,11.2,0.14493737522444816,-1.199196845247695,0.8550626436074655,0.6492639660937114,0.813571436736046,7.725105545969056,-4.128061151988294,4.814487389013045,56.84873453586188,0.014372954692030697,-0.06854502138208926,0.012603728825966628,973.8775237571645,95.97329308196612
25,(주)엔터기술,68420,11-Dec,제조업,129.01,-34.28,10.41,9.8,-4.62,2.64,-12.69,5.52,5.42,-1.48,0.5,-36.11,4.0,4.46,129.08,90.96,422.81,51.22,-5.09,0.06537200186292012,0.95,-17.17,23824507.0,21.57,78.43,32.92,2.26,0.5634742766051841,-0.5373688710034631,0.4365257233948159,0.3207197949573521,1.1173483271901181,7.652593483052642,-23.46019447267087,1.8551751560437868,9.626137915250087,-0.13157816855053642,-0.32733641638881766,0.028464707321057596,55.16160932150057,45.422088005426644
27,(주)오리엔탈정공,14940,11-Dec,제조업,1233.42,-28.68,-0.33,-0.38,-3.65,2.76,-58.39,-0.35,31.24,-21.18,1.05,-151.35,10.93,2.93,1488.84,72.83,158.99,51.35,-21.09,0.029894927477455844,1.31,-30.14,389403693.0,-8.84,108.84,61.53,5.97,0.9370611478214758,-0.053775558661574144,0.0629388521785243,0.06258623489736652,6.905732423071918,8.553468310384064,-81.99972356602072,14.458444771758794,20.130015538303027,-0.15131419152098433,-0.37638194893232146,0.04146933202000746,-525.3796521919791,-3016.593788844837
29,(주)위다스,56810,11-Dec,제조업,89.14,-57.13,-24.12,-16.06,-14.39,0.78,-13.93,-7.98,1.16,-2.15,0.36,-32.41,3.03,2.17,98.73,114.03,171.49,85.68,6.29,0.08331732197171748,0.97,-20.42,11414048.0,25.92,74.08,27.85,3.23,0.49681581530065805,0.014751505019706722,0.503184184699342,0.6778136906380628,0.9708642439609161,7.538035005340135,-24.043336067632424,5.895389010081242,-36.88893272965774,-0.19366224115751698,-0.5521588578552997,0.013461798074125165,55.1273836327387,46.70727416353801
31,(주)제이에이치코오스,65310,11-Dec,제조업,17.32,-77.92,-28.78,-82.72,-2.33,2.05,-4389.29,-14.78,0.74,-19.87,0.47,-43.21,8.01,85.02,21.75,276.5,105.41,209.49,25.11,0.02189959372898768,2.9,-36.27,12643103.0,19.11,80.89,13.13,7.15,0.1786528107484319,-0.23434669212327386,0.8213471892515681,0.2669724354851811,0.7385142443418583,7.391383893266876,-20.26803789978465,-18.59994782382939,-6.058462768455275,-0.03533882699879976,-2.2573298847710457,0.015155157584232654,55.14816966065159,-133.9977995228499
33,(주)지티앤티,53870,11-Dec,제조업,74.71,-28.83,11.79,11.02,-5.95,2.75,44.58,6.09,2.82,4.3,0.52,-28.46,6.2,5.22,123.56,78.4,244.39,53.73,-7.22,0.06900741765048934,1.09,-14.92,11284772.0,6.13,93.87,31.72,9.19,0.5526876942869151,0.0758334132197124,0.4473123057130849,0.260295733046268,1.6498784773388036,7.33953004447545,-25.30206662991198,21.07954669215073,-34.12484740706425,-0.15081647818205657,-0.31366892225516935,0.02536649993402968,-723.032146206975,-2087.9154927855966
35,(주)케이피엠테크,42040,11-Dec,제조업,265.8,-5.21,-11.21,-14.53,-1.02,2.58,24.41,-10.6,10.71,5.35,1.06,-16.62,5.6,4.61,269.89,68.0,306.18,30.26,-22.99,0.014411672528432774,1.6,-5.55,75930193.0,5.06,94.94,59.35,3.93,0.7296506093237017,0.08081189241376192,0.27034939067629826,0.06946959821371718,1.8913430165555984,7.904814118397669,-16.193659405362038,7.298280778558075,2.62379438466136,-0.033101619989457404,-0.08324071313855408,0.03241360659163809,-215.605784878827,-45.3507652475693
37,(주)큐리어스,45050,11-Dec,제조업,39.54,-36.08,-27.14,-23.04,0.2,13.06,24.09,-14.13,1.61,2.78,0.57,-48.82,5.45,6.26,158.55,310.53,115.58,296.3,32.2,0.05990827682355053,1.0,-20.72,20629637.0,25.88,74.12,51.13,26.87,0.6132241143691147,-1.7487958355327982,0.3867758856308853,0.2352743773436246,1.357618867666502,7.5979918743910355,1.0700700668356156,182.395776530163,68.7580765821757,0.013503697460523387,-0.3599454511672462,0.06879230022400985,533.0149123277167,40.236225568382196
39,(주)티에스넥스젠,43220,11-Dec,제조업,49.52,-14.36,2.08,10.51,-3.12,1.92,178.83,4.08,2.13,3.07,1.57,-66.79,14.23,93.58,63.41,181.49,55.84,125.56,24.7,0.14163670461123376,2.38,-22.59,25509487.0,7.8,92.2,30.26,9.95,0.38803648463176404,-0.41670543477652433,0.611963515368236,0.1580850293069398,0.7352975265855373,7.1153181214359575,166.6946368999224,-44.756430533357815,125.41959728345806,-0.12590896273968336,-0.34139746150370903,0.040337169923245285,-1879.2298309810071,-141.03082747075288
41,(주)피에스엠씨,24850,11-Dec,제조업,36.94,-11.67,3.9,13.87,-7.63,0.83,55.42,4.32,4.35,14.68,1.03,-17.33,7.04,4.14,45.18,149.44,267.41,96.33,12.58,0.08429918250438166,3.33,-11.99,76942620.0,-5.05,105.05,16.03,5.83,0.311208736191358,0.01940726589122091,0.688791263808642,0.06621318587799584,0.8998084306384059,7.842287049587134,-14.133549508469656,-27.45117846374139,-7.196563721802962,-0.10885580839777007,-0.38887646204187953,0.014272162610812196,-1256.2952831793184,-2093.206205788638
43,금강제강(주),105070,11-Dec,제조업,156.25,-5.9,-5.93,-8.92,-2.01,2.18,3.09,-5.57,45.05,1.14,0.94,-13.77,3.21,2.55,166.51,93.87,1798.36,57.81,-3.59,0.039759379437916215,1.57,-5.53,152985662.0,0.79,99.21,41.75,4.77,0.6247805392669895,0.19939820837013833,0.37521946073301043,0.04287900522337838,1.1984534503731206,8.211559184122493,-12.760671267161683,1.1657034054475268,24.740609594696174,-0.046055281393912004,-0.0925061998859972,0.022927866595417144,-382.0980537803437,-1646.5707676490747
45,에스에스씨피(주),71660,11-Dec,제조업,99.67,3.44,-19.06,-11.04,0.4,3.0,16.53,-5.71,11.18,2.73,0.31,2.21,1.91,1.67,107.25,137.24,1739.88,86.96,17.91,0.037513018771681034,0.61,1.08,173064104.0,10.7,89.3,44.27,1.66,0.5174881613135764,0.055541275277871976,0.4825118386864236,0.09748357753032368,0.7046806525188858,8.761421816829815,7.325761837603362,1.6935500239744217,-10.135873352098667,0.010442050626154612,0.02100485606467235,0.026021223157169097,-46.09136485742923,267.4732721355085
47,엘컴텍(주),37950,11-Dec,제조업,236.56,-9.08,1.82,1.91,-1.66,3.32,22.64,1.38,17.9,7.6,0.77,-22.82,5.43,2.29,258.85,45.96,643.91,25.01,-35.62,0.003352604886409644,1.12,-7.02,134130345.0,3.54,96.46,54.34,5.96,0.7213359121599169,0.10502621734015345,0.2786640878400832,0.10436275997053464,2.501307961826683,8.247947602970878,-14.105400872749051,-13.963142724623378,8.231324046389311,-0.05725294745203483,-0.10147978655553934,0.03448165980981334,33.05962770766065,27.7004811732185
49,엠텍비젼(주),74000,11-Dec,제조업,288.79,-181.51,-10.44,-2.61,-7.91,5.63,-106.0,-2.22,2.58,-4.88,0.2,-167.21,10.35,1.4,566.75,42.42,129.89,35.44,-24.94,0.05990384036466833,0.25,-35.94,32339497.0,-15.81,115.81,37.07,2.18,0.8500180146698203,-0.5057025875734147,0.14998198533017973,0.702255263896034,5.442404748340208,8.183050502339439,-51.719720786383384,-48.1222491494365,-59.94329869638182,-0.3034388798418906,-0.45775477270494097,0.03834804140248388,-412.1809973510698,-241.16785794449274
51,(주)네오퍼플,28090,11-Dec,제조업,158.3,-15.96,13.96,16.9,-2.49,2.89,-2.11,10.56,1.29,-0.61,0.73,-34.04,6.33,2.58,166.46,84.91,60.08,69.51,-8.97,0.00028780216844448485,1.12,-11.7,32534707.0,13.84,86.16,49.48,8.66,0.6247078556878363,-0.15898812124334816,0.37529214431216373,0.13260196257492038,1.32054477244697,7.633556416553546,12.299884811575513,10.639412492715294,-11.801745671571028,-0.0807124946340154,-0.17823286499807772,0.03243660817606439,-306.0086525332375,-143.74494587421415
53,(주)룩손에너지홀딩스,33550,11-Dec,도매 및 소매업,201.31,8.54,-9.02,-12.97,2.2,5.14,291.94,-8.67,4.72,16.46,1.02,28.23,6.55,9.07,201.71,32.66,162.9,32.66,-44.93,0.003465985632083738,1.48,8.72,33974566.0,12.56,87.44,44.3,102.55,0.668557571818024,-0.26771135055659184,0.33144242818197595,0.14152687042418732,2.3596709115621097,7.548645999919631,32.866449057325255,2.4406621069504197,364.18439948868706,0.1354729085107775,0.12608051790818797,0.06159735620337745,362.2450713009159,222.86975289633605
55,(주)상지카일룸,42940,11-Dec,건설업,128.88,-63.64,-1.53,-1.82,-3.08,4.5,-696.84,-1.11,1.92,-25.38,0.56,-89.29,2.79,14.97,157.0,58.64,83.84,58.08,-20.74,0.004919543438499382,0.94,-35.71,31834166.0,4.08,95.92,42.61,164.71,0.6109024845731438,-0.2929111596894937,0.3890975154268562,0.23243178414034782,1.8142805872987349,7.643785780889675,-39.34664086718159,-53.016481453892396,-61.055478380135085,-0.10087953565461256,-0.5951497488844228,0.03271443399916794,-263.39178605299685,-355.5847103600469
57,(주)에듀언스,9010,11-Dec,교육 서비스업,108.72,-95.58,-4.73,-4.81,-1.93,8.87,-1402.03,-2.77,1.34,-14.2,0.43,-87.56,200.81,49.73,135.64,46.22,92.25,46.22,-24.81,0.007191888848841116,0.83,-41.49,19965637.0,46.17,53.83,30.04,0.0,0.5756255198268926,-0.9046869667465557,0.4243744801731074,0.701717856535206,1.8538552113699471,7.532129857917615,-50.40726930257718,-7.46604818480654,17.24732041310848,-0.05731071918660315,-0.7885710196043122,0.02969546058608829,-103.8031662383369,-410.57613439295073
59,(주)위너지스,26260,11-Dec,도매 및 소매업,43.19,-24.46,-49.81,-32.15,0.65,6.21,89.62,-15.31,0.72,2.82,0.32,-18.49,4.85,7.09,90.91,131.99,98.67,131.99,7.24,0.0019190661265158727,0.55,-7.81,6656653.0,43.46,56.54,33.77,0.0,0.4761830466423754,-2.7500799841753922,0.5238169533576247,0.3792927166250066,1.339060240373368,7.33560649825835,80.83400136097514,15.385793079082188,-0.27372596302219776,0.017654927630517406,-0.13515182054895644,0.027034940953552786,887.5699264618024,89.87203243182663
61,(주)유에이블,71530,11-Dec,제조업,301.87,-10.37,-75.12,-10.63,0.55,13.74,3036.98,-8.6,0.53,5.0,0.12,-7.51,1.42,81.81,424.1,99.43,80.02,40.04,-0.33,0.03731671050986097,0.14,-1.22,4472270.0,12.77,87.23,35.34,0.33,0.8091961059524041,-1.6856472914539837,0.19080389404759596,0.37776364128283846,2.23957321256941,7.591846723721893,52.03191812410153,13.671049945028457,11.77075981533946,0.01974206898176913,-0.014564451606595061,0.035635902736997405,8743.878316358816,99.29724773850711
63,(주)자유투어,46840,11-Dec,"사업시설 관리, 사업 지원 및 임대 서비스업",182.45,-149.78,10.87,5.66,-3.64,1.39,-158.19,3.73,1.37,-36.82,0.33,-133.08,0.0,1.25,193.51,60.4,102.08,36.94,-24.62,0.02890732087269267,0.53,-49.62,22357344.0,0.0,0.0,0.0,0.0,0.6592979487455464,-0.7831688536851867,0.3407020359005803,1.2080035535526938,1.8331142178496567,7.8137820450500195,-21.132600499456224,-15.34864893878014,-34.594674894284424,-0.1399769455046664,-0.7911499860485897,0.038414759737111094,-256.71540472919236,-804.9868132594586
65,(주)트라이써클,34010,11-Dec,교육 서비스업,52.86,-88.31,-23.67,-9.33,-6.06,6.53,-154.01,-4.79,0.94,-4.4,0.29,-52.54,9.21,5.97,105.33,18.57,194.0,14.48,-20.96,0.0045745449633486715,0.55,-25.25,6823447.0,56.1,43.9,38.11,15.02,0.5129882008570704,-0.17865819949501283,0.4870117991429295,1.0960365047167508,1.9551679885450732,7.527995507945029,152.308290646091,-49.76641052870626,-13.679580821195858,-0.2170050773118024,-0.4859279936703581,0.03583453468588663,45.271474009788136,38.79993869683238
67,(주)해피드림,65180,11-Dec,교육 서비스업,20.68,-23.74,-5.96,-15.25,-35.22,-4.4,-1491.36,-2.61,1.18,-7.78,0.45,-12.49,1.49,1.78,20.68,151.82,209.88,151.82,8.88,0.02248362760366128,2.93,-10.59,5214334.0,4.88,95.12,11.91,189.96,0.17135430638755422,-0.2548523289807924,0.8286456936124458,0.27156852629693456,0.8928352079141101,7.075091954757837,-1.1409792289392984,-59.678816513180145,41.884516014046056,-0.09045086498234589,-0.6961090675935613,0.002568508024084448,39.6259728390478,35.229452861292096
69,(주)휴먼텍코리아,66060,11-Dec,"전문, 과학 및 기술 서비스업",645.6,-27.81,5.73,5.44,-5.66,0.66,-1182.15,4.72,9.44,-11.25,0.79,-92.1,3.52,59.0,649.92,71.33,153.01,71.33,-24.68,0.06319106032316431,1.04,-21.95,141646288.0,-2.9,102.9,41.72,0.0,0.8666518494140285,-0.1432311252384878,0.13334815058597152,0.16268264650888697,2.8942379156726363,8.235817908692376,-63.33098482568378,-30.870250814078137,-18.523541854722215,-0.15124882808973047,-0.2881528047649073,0.026711957082697912,-692.9448332503298,-4587.472988281435
71,쌍용건설(주),12650,11-Dec,건설업,362.34,-9.06,-0.58,-0.75,-4.44,1.19,185.89,-0.62,11.65,3.98,1.07,-43.2,3.86,47.35,477.51,108.19,188.25,104.24,5.14,0.055629259122074594,1.38,-9.69,1733641220.0,0.0,0.0,0.0,0.0,0.8268430811040567,0.07928011408403328,0.17315691889594334,0.11821279953184316,1.8548307365719692,9.209040894716228,-37.2770074625367,-1.9910933744800463,-19.694977016434557,-0.10420061900707492,-0.12485155612986479,0.023447149127536888,-367.3103083119596,-767.104006444888
1,(주)광무,29480,12-Dec,제조업,52.02,-37.4,5.08,8.68,-2.61,1.6,-20.62,3.41,1.17,-4.23,0.55,-35.22,6.13,2.71,64.75,85.63,564.61,56.56,-4.54,0.010369062698989039,1.34,-20.7,40406860.0,17.79,82.21,26.92,4.85,0.3930182075541163,-1.095501158593027,0.6069817924458837,0.316809893171605,1.202052470192693,7.779333021130453,-25.92107836481817,-54.700190583848475,-19.762709509123887,-0.07691163484755002,-0.502218760093326,0.02943505304511072,50.7519783953847,70.67542052540072
3,(주)나노트로닉스,10670,12-Dec,제조업,102.12,-25.77,-19.12,-13.71,1.96,7.97,-1840.22,-6.98,2.89,-2.69,0.38,-19.64,1.07,176.68,103.63,108.08,369.83,93.45,4.05,0.060277769670474574,0.74,-9.67,19147210.0,46.04,53.96,41.4,5.52,0.5089073056335868,0.027382971162953313,0.4910926753153091,0.24012260794131365,0.9325831071716432,7.720079849201102,5.303254052931439,9.436329700097644,12.838601964679608,0.0826228234013911,-0.19044900778366808,0.042246162834936735,410.96076302729523,-432.72868389435405
5,(주)대성엘텍,25440,12-Dec,제조업,206.89,-0.26,4.75,13.12,1.64,1.96,65.8,9.38,10.74,21.42,2.11,-2.05,11.53,6.58,251.3,71.69,140.35,44.69,-16.67,0.001259380893813546,2.89,-0.55,249582562.0,7.41,92.59,53.76,12.5,0.7153401005887009,-0.006353571662781508,0.2846598994112991,0.04083827779602647,2.029788545873123,8.101581316368282,30.67562187514692,-2.127542662410964,4.209286274008361,0.07034457054074149,-0.0075274485590345495,0.042844000232058824,326.8321736871291,95.5150952202049
7,(주)삼표시멘트,38500,12-Dec,제조업,95.46,-11.37,4.17,2.81,0.7,7.08,15.12,1.84,9.57,7.99,0.43,-13.62,4.38,0.8,191.64,68.57,742.57,51.36,-10.29,0.0008327748488165237,0.68,-4.92,611754903.0,17.05,82.95,53.47,8.31,0.6571098887774931,-0.05204685785753168,0.34289011122250695,0.11397295821918406,2.2618177621549154,9.141106550815477,-13.199030988835592,17.828396185888984,12.357178549037462,0.024445767421215205,-0.07696546843878428,0.03489121847176574,202.29413910624015,17.135954035512977
9,(주)씨유전자,56340,12-Dec,제조업,28.28,-500.42,65.59,18.06,-1.94,-6.61,-355.81,4.34,0.14,-34.94,0.06,-35.94,0.89,0.65,31.61,138.82,158.37,138.64,8.34,0.005169276376558923,0.26,-28.07,3620244.0,0.58,99.42,17.27,120.55,0.2401716606846482,-0.09745385339182894,0.7598283393153518,0.6642590941384061,0.9235138667786851,7.738381236138331,-29.753481055092447,36.50296695266173,-7.596108884265041,-0.0369315780969734,-1.2819211769189545,0.01906246324868612,19.44088738292536,-1790.7389472058312
11,(주)에이제이에스,13340,12-Dec,제조업,74.41,0.48,-12.66,-12.45,1.07,4.38,39.51,-6.09,2.18,7.87,0.48,0.48,1.26,2.3,95.9,189.87,213.21,123.5,34.13,0.0025688740999269136,0.92,0.23,44745963.0,13.44,86.56,30.76,2.05,0.48953604758394764,0.03470305284764865,0.5104639524160524,0.07607209168791383,0.5462707677913188,7.968386062059101,14.493618832447064,4.7440073862720755,-11.683820235905017,0.0279959172745826,0.004418826522418038,0.026206776803567387,14.28536386437643,-89.3681020847033
13,(주)와이즈파워,40670,12-Dec,제조업,309.63,-55.71,3.46,3.6,-2.43,4.77,-70.36,2.78,3.18,-19.36,0.61,-135.13,8.72,2.75,337.03,38.54,86.67,28.12,-43.54,0.0006045473662008835,0.82,-33.99,18340175.0,4.11,95.89,61.91,7.7,0.7711852709228719,-0.8287489620887547,0.22881472907712808,0.28088221622748966,3.1769965903436637,7.359297629402912,-47.070826801517065,-26.643127636982122,-45.75307574019946,-0.14631657501615006,-0.4540552107806074,0.06014106605518604,-82.4462855990901,-107.5590937985871
15,(주)유니드코리아,110500,12-Dec,제조업,154.77,-25.68,-8.1,-8.08,-9.47,1.52,-46.41,-4.91,5.71,-9.87,0.63,-32.04,1.81,3.17,154.77,94.18,370.13,87.31,-3.54,0.01957475108551137,1.28,-16.23,20501581.0,0.72,99.28,40.72,19.76,0.6074854680100235,0.03383001093115794,0.39251453198997655,0.2642847885731349,1.0901267316791694,7.529288993150172,-32.21969926249753,5.432951314076551,20.51749749725036,-0.16249647184869365,-0.3289860166625268,0.01715225275977309,-584.9659112865384,-868.1613315999655
17,(주)피앤텔,54340,12-Dec,제조업,10.77,-57.28,-43.54,-95.66,999999999.0,-3.68,-19.47,-10.69,4.28,-2.79,0.23,-14.61,4.69,1.55,12.58,542.53,1546.63,523.2,42.33,0.03481092532218903,2.84,-13.4,35911793.0,-19.05,119.05,0.0,19.01,0.11175927235149587,0.7335004904219778,0.8882407276485041,0.41594389341685056,0.5415765181215385,8.165133933615605,-14.38116685794112,-10.301456567968737,-33.31097415731499,-0.1419122325950345,-1.6280562880712073,0.0,-39.820732271516825,-5.913172477163898
19,(주)한진피앤씨,61460,12-Dec,제조업,110.04,-16.15,7.75,8.3,0.47,3.5,11.79,5.02,8.93,6.18,0.68,-26.66,8.51,1.05,153.2,40.2,514.08,25.29,-25.99,0.00023810488683620072,1.15,-10.95,102123635.0,12.0,88.0,47.85,9.56,0.605053914995496,-0.08168498580734247,0.394946085004504,0.09975169802759175,2.089581371180151,8.19764496990724,1.3425115779364116,-21.059869822044273,-4.888964426143893,0.01375954115599261,-0.18576756960712218,0.02918406274833064,-28.719551561517033,-16.3580913979462
21,디에스티(주),33430,12-Dec,제조업,130.02,-77.83,-14.95,-6.2,-2.39,9.4,-4445.89,-3.8,0.44,-11.89,0.24,-42.92,5.72,70.64,158.67,99.93,60.81,99.93,-0.03,0.015446954520749501,0.41,-18.38,8322837.0,9.64,90.36,36.08,35.9,0.6134142418205265,-0.25326780242841557,0.3865857581794735,0.42839250606493917,1.2874865788991607,7.514967633245031,-27.812143352453422,53.8122635438756,7.410377106468058,-0.07841819696153017,-0.3215427817092192,0.03286034869033418,-642.5235562414467,-238.56402440299226
23,에버테크노(주),70480,12-Dec,제조업,170.45,-51.9,-4.73,-4.65,-5.68,1.71,-42.3,-3.09,13.43,-15.85,0.55,-66.61,3.25,1.81,197.89,39.38,690.24,33.75,-34.69,0.010326080389468128,0.97,-28.66,56431791.0,8.31,91.69,47.45,18.69,0.6643043777154906,0.13069346463752943,0.3356956222845095,0.3319230644301188,2.307647019498315,7.936512113871532,-50.79230365248133,-70.65021581900872,-45.04873938379088,-0.13741705818745117,-0.5030652814105916,0.024177019615411962,-686.0517960608352,-818.6470807763397
