회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),유동부채비율(IFRS),매출액순이익률(IFRS),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 부채비율(IFRS),이자보상배율(이자비용)(IFRS),금융비용 대 총비용비율(IFRS),설비투자효율(IFRS),CASH FLOW 대 총자본비율(IFRS),자본금회전률(IFRS),총자본투자효율(IFRS),총자본회전률(IFRS),자기자본순이익률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),부채비율(IFRS),유동비율(IFRS),자기자본배율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),현금비율(IFRS),타인자본회전률(IFRS),총자본순이익률(IFRS),부채(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),자본(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(결손금)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),이자비용(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),유동자산(*)(IFRS연결),재고자산(*)(IFRS연결),매출원가(*)(IFRS연결),매출총이익(손실)(IFRS연결),부채(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),자본(*)(IFRS),비유동자산(*)(IFRS),이익잉여금(결손금)(*)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),이자비용(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),유동자산(*)(IFRS),재고자산(*)(IFRS),매출원가(*)(IFRS),매출총이익(손실)(IFRS)
(주)노블엠앤비,106520,Dec-13,56.79,11.17,8.76,19.65,17.99,0.4,113.02,10.4,56.31,38.85,1.39,33.13,6.22,4.04,112.43,227.79,2229.22,197.22,34.16,103.96,2.62,15.54,54.52,10.13,9.44,21.38,19.14,0.36,111.22,11.18,55.93,36.59,1.38,29.14,6.28,4.25,109.64,234.38,2250.51,202.84,34.95,106.9,2.66,14,68524469,129473218,35981621,60948749,50633649,36146569,153755286,17180083,1249269,6414411,22475678,13253050,8756168,349740,78839569,10581806,124865197,28890089,67463009,128993822,35863010,61530814,50361317,36371254,152712125,15474487,1183730,5103019,22658976,13253050,7749238,349740,78632505,10581806,124950130,27761995
(주)노블엠앤비,106520,Dec-14,44.1,-6.08,16.75,26.3,1.3,0.95,55.88,12.41,27.8,21.88,0.66,-8.09,4.34,1.8,89.32,142.9,1952.91,106.73,9.99,8.1,1.31,-4.02,44.8,-8.24,18.06,28.36,1.27,0.89,43.24,13.49,27.8,17.02,0.66,-10.99,4.44,1.84,90.76,139.91,1920.92,103.71,9.37,7.97,1.32,-5.47,49147118,104172101,1966443,55024983,69492494,29566360,77158349,-4693738,1538973,8054590,2005395,12983850,13362061,269200,34679607,8776940,67098364,10059984,49123637,103247253,1933106,54123615,69324788,28129123,77158349,-6355661,1495514,8414466,1904475,12983850,12729300,269200,33922465,8776940,66839407,10318941
(주)노블엠앤비,106520,Dec-15,72.43,-17.24,-0.34,-0.32,-4.2,1.69,14.24,-0.15,12.36,4.13,0.53,-17.89,4.72,1.57,86.61,96.72,916.15,78.18,-1.27,11.86,1.14,-9.17,31.49,-17.01,1.2,1.54,-4.16,1.71,24.38,0.6,11.33,5.26,0.56,-16.64,5.69,1.88,64.4,193.24,909.25,156.15,17.86,20.46,1.3,-9.5,75108646,161827043,7447893,86718397,101076654,17955322,70713722,-12191197,3142383,17100101,-13208369,9220503,13913467,2824995,60750389,11644177,66821991,3891731,50526567,128981670,5055075,78455103,81245482,17467560,64856256,-11029188,3023625,13223754,-12578232,3337490,10125000,1107545,47736188,9163563,64210734,645522
(주)노블엠앤비,106520,Dec-16,72.99,-76.46,-14.15,-16.06,-6.13,2.5,-45.16,-7.26,6.71,-14.48,0.45,-68.88,4.16,1.42,82.53,58.21,580.87,38.96,-16.71,3.07,0.97,-34.05,36.65,-102.69,-12.06,-15.8,-6.84,1.5,-128.33,-6.73,5.51,-35.36,0.47,-81.17,5.05,1.91,74.19,110.79,520.08,71.35,2.27,6.12,1.16,-48.2,56103630,124085655,1522251,67982025,95200033,-30303876,63662855,-48675871,3723141,24277478,-22834860,4235518,8834556,936409,28885622,9553098,62220237,1442618,39885828,93648196,1206244,53762368,71818348,-36593369,52251867,-53658104,2380169,10344566,-16273999,2040227,7931000,670720,21829848,7771135,58181300,-5929433
(주)노블엠앤비,106520,Dec-17,71.4,-43.25,-25.05,-26.22,-4.91,3.43,-7.5,-12.79,4.39,-2.39,0.5,-41.36,4.9,1.54,95.18,69.8,331.07,46.85,-11.05,11.27,1.06,-21.54,67.38,-51.45,-14.15,-17.51,-4.65,3.06,-47.46,-8.02,4.03,-12.06,0.58,-53.45,5.83,2.15,84.49,72.87,309.01,51.72,-9.91,8.38,1.31,-29.81,57628292,118174546,4869865,60546255,87999618,-54621392,60316673,-26087212,3295234,14690741,-16187767,6508817,6149630,798350,30174928,9921412,61813700,-1497027,44828844,97888905,2996977,53060061,71835777,-65185124,55483850,-28548691,2894094,9529622,-13467464,1577840,3900000,462387,26053128,7560899,59421692,-3937842
(주)대성엘텍,25440,Dec-10,287.96,0.08,1.39,3.2,0.98,2.07,64.31,2.41,14.87,24.29,1.82,0.7,10.13,4.81,303.14,78.67,189.2,47,-15.24,1.84,2.32,0.15,216.57,1.41,2.34,6.33,1.84,2,87.87,4.41,14.06,22.47,2.01,10.95,7.94,8.5,230.46,94.15,200.97,62.38,-3.83,0.2,2.7,2.82,119549941,158987759,2083959,39437818,69652828,11875700,275635361,229364,6062637,15451076,5919274,2307489,66687328,7114977,89334931,35957840,254265011,21370350,96543144,138433843,180965,41890698,53017086,14325480,260575650,3664570,5452442,8868670,10024689,2307489,54463984,7114977,85416757,28828280,241682291,18893359
(주)대성엘텍,25440,Dec-11,345.05,-5.26,2.12,5.57,-1.38,1.68,35.76,4.37,12.2,15.65,1.8,-40.66,9.65,4.46,366.91,63.18,126.56,36.16,-27.21,2.49,2.35,-9.48,278.5,-6.06,4.81,13.97,-0.73,1.87,30.35,10.47,11.49,9.58,1.93,-41.79,8,6.83,299.53,71.1,132.05,45.21,-20.14,1.06,2.68,-11.68,96794466,123175327,2262131,26380861,65663765,-1362564,254383050,-13381325,5617925,12386607,-7760531,4000000,67215525,3321705,57511562,24597143,249756975,4626076,82443531,109967624,810321,27524094,55462207,-35156,239501268,-14503697,4991511,9463108,-3664336,4000000,56081543,3321705,54505417,19851533,233702496,5798772
(주)대성엘텍,25440,Dec-12,331.41,-3.2,2.01,5.2,0.62,1.92,51.68,4.14,11.44,22.15,2.11,-32.33,12.28,4.86,392.18,69.82,102.52,44,-20.32,4.99,2.66,-6.74,206.89,-0.26,4.75,13.12,1.64,1.96,65.8,9.38,10.74,21.42,2.11,-2.05,11.53,6.58,251.3,71.69,140.35,44.69,-16.67,0.21,2.89,-0.55,103038252,129311446,4344705,26273194,68521686,-9991630,265749156,-8511915,5591759,13974862,3444874,1000000,58171891,3000000,60789760,22479079,248329419,17419737,90384485,126351766,159125,35967281,73005975,-802785,249582562,-650477,5062434,10192522,8311893,1000000,49560522,3000000,53345791,20093316,231078147,18504415
(주)대성엘텍,25440,Dec-13,199.74,-7.53,2.81,10.71,-0.49,1.28,32.1,8.15,10.62,13.89,2.66,-91.37,14.58,6.1,318.49,90.76,76.35,55.55,-4.41,3.34,3.41,-20.07,188.31,-11.61,3.36,13.98,0.44,1.17,-15.31,10.69,10.3,-6.12,2.77,-121.98,15.35,7.73,324.71,96.69,66.47,56.21,-1.47,0.23,3.76,-32.11,83591389,109837636,1752700,26246247,62258023,-34047981,318663155,-23994182,4494695,14316478,-2187862,2000000,25420442,1693201,47579614,18455997,306534539,12128616,74196365,97046616,99471,22850250,55443283,-36736412,309012177,-35871457,4148958,12252198,1806167,2000000,19810042,1693201,41603333,17417675,294953812,14058365
(주)대성엘텍,25440,Dec-14,217.94,0.52,2.95,13.88,1.98,0.88,75.18,10.49,11.42,33.27,3.56,7.61,20.3,8,309.63,83.92,78.43,49.97,-8.55,3.52,4.7,1.84,207.09,0.77,2.86,14.35,2.61,0.84,77.51,10.81,11.26,31.14,3.89,12.37,20.79,9.7,304.96,87.24,73.48,50.3,-6.53,2.41,5.12,2.99,83485685,110449029,2066091,26963344,61134141,-32006930,392611689,2025783,3535495,13117973,6994999,0,22736666,9107577,49314888,19948930,372498717,20112972,77030591,102289764,1262878,25259173,56656009,-33744374,387258043,2976770,3342816,11447526,8719787,0,18854262,9107577,45633755,19324859,367090730,20167312
(주)대성엘텍,25440,Dec-15,190.34,0.39,2.9,11.56,1.25,0.92,84.16,8.79,10.33,32.04,3.12,5.09,16.55,7.54,317.14,109.48,81.62,64.84,4.33,5.95,4.12,1.23,170.19,0.54,3.42,14.54,1.83,0.9,76.65,10.92,10.07,28.86,3.29,7.15,18.08,8.39,302.31,108.86,78.34,59.8,3.75,0.16,4.37,1.77,88986778,117045540,3176491,28058763,58574172,-31006563,355223578,1400717,3314184,13945520,4135620,3500000,20823839,3353546,58471369,23842987,337142439,18081139,81413011,108342998,72376,26929987,58449477,-32277935,346123894,1866789,3186904,11996845,5825964,3500000,16743819,3353546,49893521,22486301,328301085,17822809
(주)대성엘텍,25440,Dec-16,112.89,0.42,2.55,13.78,2.04,0.74,86.64,7.99,8.74,33.45,3.13,3.99,13.94,8.09,138.06,105.95,99.27,69.17,2.82,4.18,4.67,1.32,95.02,0.78,2.94,17.61,2.02,0.74,79.61,9.62,8.39,30.8,3.26,7.23,16.17,8.45,120.32,106.92,98.78,66.45,2.98,2.83,5.02,2.54,67918597,117113444,2319937,49194848,58276270,-7234263,366692739,1542817,2805034,14338494,5711527,0,23543727,6787629,58837175,20422092,346642718,20050022,58896269,107847174,1314032,48950905,58117513,-7305022,352277390,2743431,2682740,12142837,5408485,0,19156938,6787629,49729661,18822167,334726067,17551322
(주)대성엘텍,25440,Dec-17,115.4,-1.17,2.95,17.22,1.5,0.38,75.28,9.68,7.07,30.33,3.13,-8.52,13.25,7.92,128.33,99.05,94.29,61.96,-0.48,5.8,5.48,-3.65,114.33,-1.83,3.11,18.98,1.79,0.24,59.11,10.66,6.95,23.99,3.3,-13.55,15.54,8.31,128.04,91.2,88.92,55.61,-4.41,3.73,5.97,-6.05,60053460,106850466,3133296,46797006,53362244,-3992409,350575739,-4087929,1375902,12884533,2063147,0,24096044,6095460,53488222,20025770,335628059,14947680,56507680,100641653,1881286,44133973,54625283,-6282132,344500547,-6306893,1221804,11678861,2186233,0,20855999,6095460,46016370,17955160,330635453,13865094
(주)더블유아이,73570,Dec-10,100.54,2.55,2.74,3.99,0.69,1.08,120.71,2.12,13.99,2.86,0.77,4.68,12.38,6.42,112.96,147.57,748.38,115.31,22.46,14.46,1.29,1.96,63.75,1.49,-1.71,-3.28,0.5,-0.86,-3.13,-1.4,13.99,-0.08,0.81,2.36,12.37,6.44,74.42,200.87,865.35,156.76,36.87,18.92,1.63,1.2,54699485,103125225,7040024,48425739,31272991,9113501,79793456,2036021,4107753,3997492,2843272,5055558,0,45546413,71852233,15709948,72682841,7110615,41573918,97435961,6739049,55862043,25904607,17262751,79793456,1187698,2418838,3646411,1212665,5055558,0,32546413,71531354,15709948,73192831,6600625
(주)더블유아이,73570,Dec-11,80.16,2.15,-0.08,-0.1,0.05,1.6,257.08,-0.05,8.1,8.42,0.55,2.39,10.21,19.79,82.2,131.15,735.63,101.02,13.7,0.71,1.11,1.18,48.48,-8.23,1.28,2.53,0.12,-0.6,-20.22,0.88,8.09,-0.75,0.6,-8.15,10.25,19.98,53.04,206.99,768.45,159.19,33.89,0.4,1.54,-4.96,39118289,86706549,270467,47588260,36675397,10184023,52297039,1122916,2698597,4069236,146218,722226,0,36247671,50031152,11494951,48498540,3798500,26311619,75918528,95456,49606909,26140268,13015811,52230213,-4296024,1906727,3713351,234145,722226,0,22247671,49778261,11494951,48678335,3551878
(주)더블유아이,73570,Dec-12,115.84,-54.49,-3.37,-1.71,-4.74,2.68,-330.69,-0.93,3.4,-9.33,0.26,-28.55,5.58,8.64,118.98,109.79,562.8,96.17,5.18,24.36,0.53,-14.39,83.13,-75.37,6.4,4.83,-7.53,0.43,-568.76,2.19,3.4,-19.93,0.31,-39.15,5.62,8.68,83.27,136.29,541.36,116.56,16.46,12.55,0.79,-23.65,43228136,79559151,10252636,36331014,33354652,-1494257,21961327,-11966757,2046732,5050637,-9692684,0,40801875,0,46204499,5733211,26603373,-4642047,29099401,64046496,3645951,34947095,24451567,-3456582,21961327,-16553005,1284046,5025464,-9667511,0,27801875,0,39594929,5733211,26603373,-4642047
(주)더블유아이,73570,Dec-13,154.13,-27.13,7.52,3.87,-1.94,3.85,21.83,2.7,14.78,15.01,0.55,-57.57,73.93,1.02,229.06,40.76,317.54,36.08,-27.75,8.76,0.84,-14.98,104.59,-64.83,-1.03,-0.68,-4.88,2.53,-257.81,-0.35,2.56,-12.91,0.29,-36.39,9.48,7.03,104.75,65.33,372.03,53.02,-17.71,21.64,0.61,-18.95,185172266,266012667,10940938,80840401,215230793,-15382577,95416105,-25891003,5981210,15652574,-11609439,47927391,78606310,28383388,50781874,5830216,91372969,4043135,25157555,49173513,5434994,24015959,32765072,-14184203,16547458,-10727621,1700349,4977809,-8295345,0,23366310,0,16408441,3090924,19864994,-3317536
(주)더블유아이,73570,Dec-14,,,,,,,,,,,,,,,,,,,,,,,801.25,-21.83,6.34,24.15,-0.44,4.11,648.11,21.58,17.56,99.09,2.82,-186.55,85.83,30.44,839.13,24.9,52.67,8.98,-64.07,0.32,4.21,-61.59,,,,,,,,,,,,,,,,,,,31080885,34784838,98493,3703952,27394129,-34345039,118448729,-25855173,6132165,14052699,-2682494,609000,22292992,424000,7390709,4726477,107078523,11370205
(주)더블유아이,73570,Dec-15,,,,,,,,,,,,,,,,,,,,,,,42.68,-4.88,62.04,130.24,0.18,6.57,109.42,41.77,2.15,21.48,0.53,-7.78,9.72,2.96,47.21,43.54,216.58,40.47,-16.37,3.89,0.79,-2.58,,,,,,,,,,,,,,,,,,,7224401,22525573,253909,15301172,19681887,-33950045,15165610,-739692,1308080,2292466,241190,213000,4640738,396000,2843686,200492,12631953,2533656
(주)더블유아이,73570,Dec-16,193.51,-237.11,-115.4,-20.26,-4.46,4.86,-133.59,-13.57,0.5,-22.8,0.12,-93.49,5.19,0.69,202.58,37.68,127.73,37.57,-39.86,3.98,0.18,-27.87,178.82,-237.11,-48.04,-10.28,-4.46,4.86,-226.67,-6.67,0.58,-26.91,0.17,-82.51,4.4,1.06,184.21,42.45,127.73,42.32,-36.21,4.25,0.32,-39.73,27138781,40535256,1030523,13396475,30768162,-11408853,4764944,-11298279,1110404,4259537,-4957238,713000,3947971,0,9767094,28811,5462645,-697701,22260161,34344539,918095,12084378,25171809,-11408853,4764944,-11298279,1110404,4259537,-4957238,213000,3120466,0,9172729,28811,5462645,-697701
(주)더블유아이,73570,Dec-17,20.01,-89.82,-41.57,-71.84,-4.07,4.69,-75.45,-16.4,1.72,-18.8,0.34,-58.13,14.36,1.66,29.57,222.06,497.98,222.06,18.85,130.59,0.71,-30.48,13.54,-97.37,-45.84,-131.25,-2.95,4.96,-120.96,-17.17,1.43,-24.05,0.33,-55.3,12.46,2.13,15.05,316.09,506.4,316.09,25.43,192.32,0.78,-32.02,6987066,30613446,6173246,23626380,20116107,-10128424,12072601,-10843899,1215855,6284958,-4945079,587120,2155579,110480,10497340,0,10732723,1339879,3514646,26873064,6081100,23358418,16878506,-9740380,10064001,-9799765,1178209,2802009,-3470731,159600,1795579,38000,9994558,0,10732723,-668722
(주)데코앤이,17680,Dec-10,581.05,-13.61,-0.73,-0.74,-3.11,2.58,33.17,-0.65,10.1,1.58,1.76,-183.23,10.6,36.98,664.61,115.84,75.02,49.2,12.03,0.07,2.03,-23.96,575.99,-13.69,-3.29,-3.3,-2.66,2.63,29.36,-2.86,8.54,1.4,1.17,-106.93,6.79,21.97,658.99,115.99,75.53,49.22,12.13,0,1.38,-16.02,124462609,143189700,86375,18727091,17143988,-10824800,126053403,-17156436,4303616,72203496,-13395121,7100000,0,450000,126045712,72510114,68206057,57847345,124251266,143106046,2721,18854779,17143988,-10714417,124524871,-17046053,4166096,72239039,-11096844,7100000,46344820,10650000,125962058,72510114,62832070,61692801
(주)데코앤이,17680,Dec-11,508.59,-0.65,2.06,4.04,0.58,1.8,394.49,3.42,7.63,21.46,1.48,-6.84,8.75,29.17,556.03,113,70.05,44.24,10.08,8.26,1.72,-0.96,503.92,-0.65,2.44,4.78,0.58,1.8,394.58,4.05,7.63,21.46,1.48,-6.76,8.75,29.17,551,113.17,70.6,44.31,10.19,8.27,1.72,-0.96,97236378,114724023,7345368,17487645,14223491,-12062765,190468301,-1237965,4366421,96148586,2537489,700000,0,0,100500532,61154011,106168474,84299827,97100697,114723439,7344784,17622742,14223491,-11946454,190468301,-1232037,4366421,96142657,2543418,700000,18693355,900000,100499948,61154011,106168474,84299827
(주)데코앤이,17680,Dec-12,369.5,-1.08,1.24,2.89,-1.09,1.55,415.85,2.32,6.65,25.22,1.63,-10.19,8.72,28.51,407.26,116.01,70.36,39.16,11.66,5.23,1.97,-1.75,366.12,-1.02,1.27,2.95,-1.06,1.55,417.69,2.37,6.65,25.34,1.63,-9.55,8.72,28.51,403.61,116.24,70.87,39.23,11.8,5.24,1.97,-1.65,71532951,89097524,3397368,17564574,13806658,-13745305,165991015,-1785666,3013035,85259185,-3283045,0,17900000,0,75290866,49877420,84014874,81976140,71405172,89096974,3396818,17691803,13806658,-13529761,165991015,-1686433,3013035,85159952,-3183812,0,17900000,0,75290316,49877420,84014874,81976140
(주)데코앤이,17680,Dec-13,189.91,10.56,-1.22,-2.46,-1.81,1.72,1072.73,-1.66,5.31,35.56,1.42,56.95,8.82,30.71,208.41,128.12,126.7,61.03,17.32,10.95,1.93,15.01,188.73,10.57,-1.22,-2.47,-1.8,1.72,1073.32,-1.66,5.31,35.58,1.42,56.73,8.82,30.71,207.16,128.4,127.21,61.16,17.45,10.97,1.93,15.03,65912903,97539717,6575430,31626814,20585844,299497,132647215,14006259,2707982,69300882,-4890628,0,21579563,0,76953873,40296629,68236961,64410254,65783481,97539160,6574873,31755678,20585844,534115,132647215,14025333,2707982,69281808,-4871554,0,21579563,0,76953316,40296629,68236961,64410254
(주)데코앤이,17680,Dec-14,89.62,-6.07,1.24,4.8,-7.23,0.75,535.56,2.47,4.29,13.9,1.42,-22.57,11.69,46.34,105.97,160.09,104.18,63.21,26.14,18.53,2.29,-8.61,88.67,-6.12,1.24,4.82,-7.28,0.75,531.75,2.47,4.29,13.8,1.42,-22.66,11.69,46.34,104.93,160.99,104.7,63.56,26.39,18.63,2.3,-8.68,27557203,53562843,4318558,26005640,16252605,-6353112,107124529,-6505164,1119476,52857102,-8091496,0,1500000,0,37310238,22578965,62358923,44765606,27425759,53562277,4317993,26136519,16252605,-6171490,107124529,-6558161,1119476,52910099,-8144493,0,1500000,0,37309672,22578965,62358923,44765606
(주)데코앤이,17680,Dec-15,66.56,-6.84,-8.18,-23.37,-2.95,1.33,517.42,-9.6,2.32,13.07,1.18,-15.02,11.02,46.13,69.71,184,106.5,63.59,32.94,21.51,2.56,-8.07,49.62,2.62,-5.81,-12.78,2.39,1.64,768.78,-4.32,1.54,11.2,0.77,3.48,8.31,38.11,51.11,194.72,125.24,115.26,31.1,20.3,1.81,2.01,22294972,54275849,4579113,31980877,15111153,-10649458,63686918,-4353912,1139927,37471601,-3357669,0,0,0,39164697,25630305,29572986,34113932,19221968,56831683,3787546,37609715,20495190,-5058999,42277095,1109511,1139927,21831838,2720185,0,0,0,36336493,14828845,17725072,24552023
(주)데코앤이,17680,Dec-16,50.43,-15.66,-12.03,-35.88,-7.42,1.17,170.48,-12.56,1.72,7.29,1.03,-26.12,11.15,30.46,53.88,209.93,100.19,99.92,36.02,49.44,2.71,-16.17,43.79,-33.42,-3.61,-9.42,0.78,0.64,-617.62,-2.95,1.29,-15.82,0.77,-38.3,11.8,39.01,45.57,234.53,101.74,158.07,40.47,54.12,2.37,-25.8,18568818,53034331,8592101,34465513,16550431,-19532316,55398415,-8678103,1095818,34584501,-8128229,0,0,0,36483900,19118998,28942143,26456272,15947212,50945700,8294868,34998488,15000993,-19072031,41605038,-13905209,1095818,22402999,851483,0,0,0,35944707,11719381,18350556,23254482
(주)데코앤이,17680,Dec-17,91.32,-45.45,-7.06,-12.16,-12.04,0.66,-624.98,-5.9,1.17,-17.86,0.86,-67.27,9.67,24.22,94.34,117.38,62.8,64.33,8.17,34.02,2.05,-39.04,69.28,-58.3,-0.22,-0.45,-2.28,0.13,-1187.22,-0.19,0.99,-32.5,0.81,-74.34,10.23,30.7,71.71,153.27,59.2,89.32,21.49,45.05,2.24,-47.35,27204008,56039766,8958905,28835758,25128757,-40694014,46847589,-21293121,812848,31909543,-9783131,0,0,0,30911009,13969419,24721177,22126412,19493044,46675197,8482686,27182153,17812766,-42258966,39642881,-23112588,812849,24061280,-1850451,0,0,0,28862431,12043782,17432053,22210828
(주)디아이디,74130,Dec-10,203.92,3.14,-0.98,-3.46,7.16,0.46,49.85,-2.4,59.5,19.59,2.46,28.99,11.15,6.21,227.58,95.68,586.17,74.85,-2.69,2.99,3.54,7.72,243.43,1.89,1.62,6.79,7.8,0.29,68.37,4.93,60.69,15.72,3.63,23.37,12.53,16.15,264.84,102.33,545.72,79.8,1.56,0.13,5.14,6.87,158041166,227486698,4239833,69445532,91984635,31664644,560151400,17560928,2836234,8421278,20313768,1198840,68832319,813994,135502063,29500827,532379379,27772022,136072351,187452227,167185,51379876,59461249,29687595,571358241,10813594,1884775,6342705,14694256,45000,53319642,60000,127990978,28189100,550685450,20672790
(주)디아이디,74130,Dec-11,401.33,-2.43,5.38,14.74,-6.2,0.37,12.52,12.22,79.5,5.83,2.69,-36.02,11.84,6.09,484.75,75.21,446.27,53.31,-17.01,7.26,3.47,-6.54,198.56,-0.28,2.7,12.26,-2.24,0.13,44.72,8.34,52.35,9.18,2.84,-2.7,11.99,12.52,212.9,66.23,542.31,53.95,-21.43,1.47,4.03,-0.8,273108125,329448445,16423485,56340321,159379794,12234790,748516405,-18221425,3143443,12797327,-19489505,390992,68166156,815485,170068652,49524581,756033388,-7516984,108705449,159764210,1494658,51058761,92618221,26400066,492850757,-1385402,1280839,7789046,-2868279,0,40782850,45000,67145989,12447984,491475717,1375041
(주)디아이디,74130,Dec-12,286.24,1.74,7.84,23.11,3.9,0.59,47.45,17.67,84.58,19.83,2.33,26.82,9.18,5.17,324.92,82.26,572.42,59.51,-11.95,9.84,2.93,4.07,189.34,1.54,3.53,19.48,10.63,0.14,139.91,12.99,69.04,24.6,3.86,18.24,15.37,19.22,200.28,82.25,625.3,71.7,-11.19,7.53,5.74,5.96,270082505,353205286,23421048,83122781,157484849,24012449,796311164,13887943,5136539,15351813,20008574,1000000,35661831,367320,195720437,54128236,760950777,35360387,117910494,176782186,8395011,58871692,85104049,35341103,650018189,10024191,1612535,8246730,17140887,1000000,17909787,0,91678137,11753613,624630573,25387617
(주)디아이디,74130,Dec-13,565.08,-6.72,-1.11,-3.58,-11.51,0.33,115.04,-3.07,73.56,15.52,2.3,-119.38,11.86,7.27,606.65,101.09,136,97.66,0.88,1.21,2.86,-15.42,551.6,-6.95,0.34,1.97,-21.18,0.11,65.5,1.71,63.66,18.63,4.06,-111.51,17.25,16.9,647.39,50.17,168.58,43.48,-36.78,0.11,5.43,-28.21,214663986,250049137,2422690,35385151,47906388,-17123545,692597926,-46515075,3418444,18982968,-39359510,7777090,58849956,883410,202142749,6862535,712974468,-20376542,102749294,118620711,97616,15871417,74699100,-7656589,599381042,-41671973,1209852,11677820,-25621927,7777090,40500000,883410,43921611,5855832,613325149,-13944107
(주)디아이디,74130,Dec-14,960.01,-6.02,-21.03,-36.99,-4.58,1.61,109.18,-34.04,19.61,38.35,1.01,-95.83,12.58,4.71,1151.84,60.71,96.78,59.15,-30.13,38.02,1.16,-6.11,0,-15.07,-15.38,-24.16,-5.75,1.44,56.72,-25.92,16.53,23.74,1.48,0,11.94,4.05,0,22.46,0,20.99,-73.26,6.97,1.54,-22.24,104957622,114069808,33256092,9112186,60966219,-26759397,184589313,-11119212,3676535,11166804,-16842800,7101474,66830000,1097098,53103589,1356562,190265310,-5675996,99070208,92350985,6078584,-6719223,72749597,-30247229,155675835,-23455474,2727191,8723703,-15671927,7101474,66830000,1097098,19601388,1289310,162624058,-6948223
(주)디에스,51710,Dec-10,716.87,-0.25,3.01,11.62,-0.09,0.61,35.84,10.36,147.84,15.04,3.93,-8.04,19.15,9.1,823.17,67.25,439.15,48.56,-25.43,11.56,4.49,-0.97,573.38,-0.18,3.13,14.33,-0.25,0.5,49.44,12.5,139.55,15.11,4.58,-5.64,21.67,13.65,684.52,75.62,445.58,55.83,-17.82,10.87,5.39,-0.84,396400078,444555453,40407363,48155375,212396836,-1557390,1528172568,-3776459,10791309,21776633,-945913,15280204,66593139,39634782,232158617,64514177,1512466068,15706500,315272968,361330318,29191748,46057350,161635805,-1950901,1442509926,-2656463,8935915,14147667,-2221416,15280204,17000000,26554808,199694513,52261077,1433365247,9144679
(주)디에스,51710,Dec-11,822.07,-4.95,0.23,0.65,-3.26,0.95,12.61,0.59,86.43,5.27,2.24,-131.56,14.13,5.31,958.66,51.99,209.28,31.11,-37.28,11.27,2.49,-11.06,1044.81,-3.05,0.82,2.73,-5.7,0.6,27.36,2.53,83.32,6.7,2.69,-78.95,14.27,9.61,1261.87,52.04,197.42,31.04,-36.79,9.63,3.01,-8.21,321007533,354492569,31778865,33485036,211380000,-42465965,893352870,-44178931,9675817,20030058,-31506383,44256856,89028648,53612882,143112570,57482037,909726395,-16373525,257499500,277905605,21297397,20406105,166943601,-26836501,861261040,-26236015,6413086,13202568,-36536727,43261856,30041834,53612882,110962004,44790876,887546807,-26285767
(주)디에스,51710,Dec-12,,,,,,,,,,,,,,,,,,,,,,,698.02,-3.34,1.62,9.35,-6.57,1.45,35.46,8.24,59.32,18.63,3.16,-120.72,39.92,9.34,747.64,15.38,132.94,12.22,-69.69,0.75,3.46,-10.53,,,,,,,,,,,,,,,,,,,110403007,125169906,1709346,14766899,109319318,-59193436,636051168,-21230911,11275315,20567123,-74135129,6381000,22900000,50535141,15850588,3256595,689619173,-53568005
