,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),총자산부채비율,순이익률,현금비율,이자비용/부채,유보이익대총자산비율,자기자본비율,매출액대판매관리비,고정비율,총자산영업이익율,log총자산,총자본증가율(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),차입금의존도(IFRS연결),매출액총이익률(IFRS연결),재고자산회전률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업이익증가율,순이익증가율,업종,규모,층화,label
11,(주)국영지앤엠,6050,17-Dec,제조업,21.36,2.28,-2.43,-11.33,17.57,-0.06,30.51,-2.31,3.64,14.66,0.95,2.78,16.26,1.98,25.64,266.88,301.54,238.44,28.37,64.83,4.4,2.17,0.2040734269050868,0.0217288179847911,0.1102408856071501,0.0056121298081569,0.3132517870152709,0.7959265730949131,0.0278893044203843,0.5462187698758334,0.0214061088600539,7.820208042840748,0.65,1.42,22.16,4.16,5.03,17.33,94.97,466.7860228665581,271.36520338363124,2,0,2,0
535,(주)케이씨피드,25880,17-Dec,제조업,68.28,8.47,6.26,10.63,2.71,0.16,40.81,4.73,9.7,11.31,0.75,12.24,4.03,2.63,79.99,136.76,698.42,118.3,13.95,47.66,1.58,6.38,0.4444064400456224,0.0637683934939947,0.180830404528324,0.0210235428094909,0.3934621505220992,0.5555935599543775,0.1199655854173445,0.4811557880625691,0.0271479481802596,8.023298471828603,-0.72,5.96,-1.35,34.88,15.6,10.74,84.4,51.18814781468628,794.7546253294342,2,0,2,0
817,알리코제약(주),260660,17-Dec,제조업,137.29,4.68,10.37,19.58,14.73,0.83,70.19,12.82,32.23,21.3,1.44,19.85,6.96,4.03,189.67,109.02,620.72,79.07,4.27,20.03,2.17,6.71,0.6547775645829917,0.0671431375390446,0.0949334691364166,0.0183052826878832,0.2718611322961897,0.3452224354170082,0.4829351798177484,0.483309778312076,0.1784061289208116,7.761524591426485,38.48,48.1,48.0,23.93,60.73,8.86,39.27,96.47348859604652,46.3727513425851,2,0,2,0
132,(주)메타바이오메드,59210,17-Dec,제조업,117.46,-6.08,3.66,3.3,1.3,2.35,38.9,2.0,5.97,14.5,0.55,-8.41,5.32,1.38,153.12,78.53,420.69,52.18,-9.96,9.85,0.94,-3.31,0.6049237837027059,-0.0331395607352085,0.0457341739896175,0.0256101192675761,0.0589097904937945,0.395076216297294,0.2811707972575999,0.6355681017906349,0.0194658163063132,8.077966277754694,-0.34,-6.67,-0.67,50.12,31.69,4.32,68.31,-41.97062647536605,-630.5496530861642,2,0,2,0
318,(주)에스티오,98660,17-Dec,제조업,83.41,-0.15,4.86,12.04,1.16,0.98,82.45,6.28,21.59,18.04,1.25,-0.4,22.19,5.63,108.94,160.87,796.23,38.37,24.3,9.46,2.32,-0.19,0.5213887555595127,-0.0018638520722039,0.0377596708285622,0.0239520004856922,0.4061802594903256,0.4786112444404873,0.5489618565357516,0.3577740132431024,0.0149087039732525,7.847148360914404,-6.8,-4.83,-9.64,27.54,56.09,2.53,43.91,-78.5252311964715,-104.2277831886908,2,0,2,0
172,(주)비엠티,86670,17-Dec,제조업,68.74,4.81,11.93,19.13,7.68,1.08,40.77,7.81,15.62,16.49,0.66,5.44,4.03,1.65,68.93,136.37,1441.71,75.49,14.8,11.76,1.62,3.2,0.4080360350296373,0.0319567314600374,0.0478714836873827,0.0198200750666187,0.3419424023413416,0.5919639546877546,0.2022658497071539,0.445087911774236,0.0625050939121539,7.987896719418374,3.09,-0.29,54.74,32.5,29.64,2.84,70.36,617.0493963512519,357.653921773265,2,0,2,0
705,국일신동(주),60480,17-Dec,제조업,7.27,8.94,9.67,49.41,817.49,-0.03,27.35,6.76,6.01,16.53,0.72,7.49,3.34,1.16,15.86,620.73,741.03,414.79,32.66,59.66,5.03,6.42,0.1369122512023242,0.0642169511072768,0.0374140175602996,0.0007205275349144,0.7481739414418204,0.8630877487976757,0.0550923434650494,0.6107284021418652,0.0840780131969162,7.677683704750501,5.45,12.78,20.24,1.05,17.22,6.24,82.78,448.4519363980956,678.1788490430466,2,0,2,0
450,(주)이브이첨단소재,131400,17-Dec,제조업,116.76,1.34,4.3,9.29,3.0,1.77,43.61,5.07,10.16,23.45,1.21,3.59,6.54,2.13,120.46,83.93,385.37,67.12,-8.51,23.7,2.21,1.62,0.546396211334299,0.0162371865933543,0.125597584184483,0.0399339698761836,-0.0487531475021768,0.453603802221127,0.1265573751741399,0.5554761779922884,0.0656140538966361,7.867886824423405,5.19,29.93,43.1,28.81,18.08,15.34,81.92,209.981738208518,574.3281865080078,2,0,2,0
333,(주)에이텍티앤,224110,17-Dec,제조업,52.11,28.12,46.08,47.01,74.94,-0.37,46.24,17.57,15.33,9.47,0.38,23.06,2.76,1.86,59.69,180.16,1428.56,128.28,26.16,46.46,1.02,10.72,0.3737904094125011,0.1628612036366761,0.1516086364466169,0.0022065288715301,0.0985993856390806,0.6262095999016426,0.1460414457375978,0.4121153258646319,0.0524241383688144,8.030857065361452,0.0,0.0,0.0,6.93,23.66,2.25,76.34,416.1571790882844,1464.8455169189283,2,0,2,0
718,다믈멀티미디어(주),93640,17-Dec,제조업,65.76,-22.63,-6.5,-17.06,-18.12,0.16,1621.91,-10.78,5.63,22.71,1.42,-68.4,25.63,132.08,171.62,305.38,124.57,266.33,49.73,42.76,2.66,-32.03,0.6318340688322777,-0.3202579257218935,0.1035232106528574,0.0224759201601858,-0.7666784775986192,0.3681658406856083,0.4325744587179704,0.2606161759580336,-0.2165564472438377,7.043437261038299,-25.63,-29.52,-28.55,38.91,27.95,20.05,72.05,-1763.6822381138743,-5134.221062848823,2,0,2,0
576,(주)큐에스아이,66310,17-Dec,제조업,3.89,3.32,12.36,113.75,2467274.0,-2.04,78.04,5.08,5.47,19.32,0.41,1.43,4.97,1.52,4.68,1355.85,1269.96,1010.84,46.72,524.5,8.69,1.36,0.0446963689307066,0.0135949432564219,0.2031730635985746,0.0,0.5622749896977569,0.9553036310692932,0.2028534996515886,0.4956101404058288,0.0193038424769691,7.74055551291313,-0.9,-13.96,2.76,0.0,25.0,3.06,75.0,19.32669639941489,-47.03230786039283,2,0,2,0
69,(주)동방선기,99410,17-Dec,제조업,7.11,-19.09,7.64,31.95,2467274.0,-0.51,34.78,4.21,2.85,19.27,0.5,-10.85,2.71,0.98,15.17,705.88,449.65,606.15,37.43,308.18,4.22,-9.56,0.1317034367186366,-0.0953524762533002,0.1903874727741703,0.0,0.1210672339840531,0.8682965347595749,0.0989229206004613,0.5639178555379972,-0.0172618939341031,7.544823245878301,-16.56,28.62,-33.93,0.0,6.44,7.78,93.56,-137.1263393570196,-62.24447609592012,2,0,2,0
687,(주)휴메딕스,200670,17-Dec,제조업,10.17,24.44,14.96,51.94,84.41,-0.89,71.63,6.37,12.39,23.17,0.42,10.69,3.19,1.43,13.97,569.01,2399.75,490.63,41.87,331.12,3.23,10.3,0.1225482739582161,0.1029794521381082,0.2956049416185976,0.0082853406838746,0.293244530903277,0.8774517260417838,0.225058351436519,0.4920208950333247,0.0912945049214583,8.109337076845417,-1.93,-20.74,16.11,7.77,44.17,8.61,55.83,-7.636354997914559,27.75632116371149,2,0,2,0
20,(주)나노엔텍,39860,17-Dec,제조업,69.31,-8.7,-2.76,-3.53,3.38,1.72,54.33,-1.55,1.95,17.91,0.54,-8.41,3.92,1.61,78.54,137.62,193.97,101.73,14.61,59.37,1.23,-4.71,0.4399089391203604,-0.0470534966874168,0.2304533860550424,0.0255312394425441,-0.0930281962457495,0.5600910608796397,0.3659091106681243,0.4657470247271789,0.0379756576544438,7.627057397994816,-7.3,3.25,7.22,29.6,43.61,3.82,56.39,679.124028495473,85.99776903181548,2,0,2,0
444,(주)이녹스,88390,17-Dec,제조업,22.99,363.52,-11.3,-6.77,-5.81,2.67,205.24,-1.99,8.52,11.67,0.16,115.54,1.41,0.75,41.7,175.21,3499.46,132.58,12.21,57.02,0.42,58.38,0.2942685844706615,0.583778413910709,0.0925345059386513,0.0242529137608555,1.0432864243855928,0.7057314155293385,0.5584191092261811,0.7156614016371441,-0.0534623063179123,8.417866160636907,-16.31,-52.43,-80.16,22.32,22.55,1.43,77.45,-261.4614809104638,5216.815056603355,2,0,2,0
805,씨아이에스(주),222080,17-Dec,제조업,131.8,-28.73,-38.8,-15.99,-89.66,-0.69,-27.2,-9.17,4.87,-2.47,0.24,-15.95,0.92,2.42,134.38,155.16,863.35,115.17,31.02,30.69,0.41,-6.79,0.5733345236993012,-0.1357436417579332,0.1725768237500327,0.0016892986868016,0.2024110173633106,0.4266654763006988,0.3333418446371359,0.1274342199597552,-0.0868384452290454,8.043707371583722,0.0,0.0,0.0,1.81,14.95,1.05,85.05,0.0,0.0,2,0,2,0
926,케이맥(주),43290,17-Dec,제조업,20.8,-7.96,-3.15,-10.67,-0.33,1.37,84.61,-3.59,26.31,13.71,0.97,-12.94,2.0,4.97,50.76,477.61,1528.72,457.77,52.11,18.05,2.43,-7.76,0.336681621516762,-0.0775689011095191,0.0249163112053683,0.0384271174508953,0.2983554489572659,0.6633183784832379,0.2922234787089978,0.3408786974599431,-0.0050172477373466,7.896315296467685,-25.55,-23.4,0.47,20.25,28.71,25.94,71.29,-103.8927275124374,-173.61586871582213,2,0,2,0
380,(주)오이솔루션,138080,17-Dec,제조업,37.06,-2.33,-0.42,-1.1,-3.98,0.43,67.03,-0.33,23.71,20.42,0.82,-2.92,4.07,2.57,43.48,230.77,1729.98,154.82,33.77,88.37,2.4,-1.92,0.3030488585038199,-0.019205375044151,0.2282351483692577,0.0151232795770086,0.3533026741185736,0.6969511310855808,0.320361068022676,0.4040280586470697,-0.0206185959462471,7.982524271562456,6.81,8.17,-3.92,20.82,29.53,4.2,70.47,-140.61246125120869,-129.14711767259527,2,0,2,0
983,휴림로봇(주),90710,17-Dec,제조업,197.2,2.44,2.53,3.64,1.89,2.97,147.47,2.44,8.92,13.98,1.22,9.16,3.99,9.8,202.35,65.2,221.81,57.38,-22.7,17.08,1.81,2.98,0.6692577802934847,0.0297822284044552,0.1148301797677992,0.0585404276874599,-0.2333968752301433,0.3307422197065153,0.1531572112401761,0.5747696906993699,0.0746917162478084,7.871552989063036,74.57,-4.11,58.56,47.49,21.43,17.58,78.57,168.88205086554115,59.58825506644283,2,0,2,0
297,(주)야스,255440,17-Dec,제조업,17.08,18.77,14.03,62.33,141.98,-0.25,126.59,9.62,13.3,22.47,0.69,15.22,7.52,3.48,18.26,509.37,1639.86,489.6,59.13,37.32,4.44,12.87,0.1544153326811985,0.1567376171156409,0.0539054441262334,0.0048675343334802,0.3843308634910785,0.8455846593919103,0.1123116773166438,0.2643027969060487,0.1713447361615553,8.100897104258454,0.0,0.0,0.0,0.3,31.75,24.02,68.25,10.579208975899917,24.318241542093745,2,0,2,0
762,바디텍메드(주),206640,17-Dec,제조업,31.43,-5.97,12.05,16.76,2.47,1.56,70.09,5.86,2.37,17.87,0.53,-3.0,4.11,1.98,53.78,268.28,291.28,213.17,34.39,103.03,2.06,-3.16,0.3497209950409997,-0.0315533352431167,0.2105645565931373,0.0454605346627017,0.2599528335783741,0.6502790049590004,0.5056565719137657,0.4517302177422874,0.0288867018833147,8.034092203088063,19.14,42.72,-4.33,26.27,56.03,4.87,43.97,-76.800072854498,-125.49661388822034,2,0,2,0
57,(주)대창솔루션,96350,17-Dec,제조업,109.27,-26.48,-6.15,-3.24,-2.64,5.42,6.12,-1.92,5.82,4.66,0.3,-19.8,4.71,0.4,144.26,38.99,617.27,16.0,-27.29,1.09,0.51,-7.98,0.5906040258193948,-0.0798005258811891,0.0048615245349491,0.0357442922577199,0.1190066852333613,0.4093959668991678,0.1643501810666612,0.8255655565290029,-0.056257295685576,8.137782876238521,-6.28,-19.86,-13.28,47.84,-2.23,3.03,102.23,-32.04420867103938,-35.26948575031918,2,0,2,0
706,국일제지(주),78130,17-Dec,제조업,81.55,4.03,-4.57,-4.1,0.2,-2.11,66.29,-1.88,3.79,11.67,0.42,3.14,4.18,2.31,84.89,98.77,495.88,73.57,-0.54,8.23,0.92,1.7,0.459148198725118,0.0169712049358093,0.0362885225947882,0.0325573299312469,0.3183461086794224,0.540851801274882,0.1323991784547006,0.564402074407387,0.0029810963722679,8.028214513034715,4.63,12.55,8.77,38.16,13.95,3.6,86.05,177.9857915195925,660.1768819806227,2,0,2,0
87,(주)디스플레이테크,66670,17-Dec,제조업,10.78,5.7,-0.78,-3.5,31.42,-0.44,41.03,-0.39,8.85,6.79,0.48,3.22,4.36,2.75,12.46,435.94,1587.47,410.71,32.21,12.78,3.05,2.71,0.1107592257029808,0.027141060911301,0.0122491664193699,0.009527796620596,0.8030835590650356,0.8892407742970191,0.0513095437320977,0.5820700341506856,0.0468248234520121,8.222310822351519,-7.45,-20.8,-7.26,4.04,14.96,25.21,85.04,80.36726474079163,18.591216983378843,2,0,2,0
869,와토스코리아(주),79000,17-Dec,제조업,2.4,17.0,21.43,150.58,2467274.0,-4.51,76.76,6.1,6.54,12.07,0.29,5.13,4.34,1.88,4.22,3040.54,2124.06,2909.42,67.69,218.76,7.55,4.93,0.0405019802822879,0.0493322412847536,0.0503610887291726,0.0,0.822697301544689,0.959498006431596,0.1887407028831787,0.3000422950213389,0.0479270331098603,7.876601963532392,4.01,5.66,20.96,0.0,35.39,8.15,64.61,38.29087439317613,7.265208903991562,2,0,2,0
612,(주)파루,43200,17-Dec,제조업,11.51,-96.71,-49.9,-173.36,-22.5,1.44,-65.9,-21.0,2.02,-24.63,0.32,-36.29,3.42,1.03,13.78,419.48,403.81,279.75,32.32,91.88,1.59,-31.26,0.1211061718788507,-0.3125587475036832,0.0960139998276196,0.0564353524766417,-0.161892754518492,0.8788938281211492,0.7463833148496452,0.5756317846897493,-0.2584023654486997,7.836423510920057,-37.65,-61.11,-72.68,2.66,-5.32,2.31,105.32,-559.9468102276436,-957.8879254323342,2,0,2,0
901,자안바이오(주),221610,17-Dec,제조업,40.17,-0.77,11.34,34.99,3.73,0.05,82.21,10.26,22.93,16.83,0.85,-0.94,3.74,4.24,41.5,246.48,1790.53,194.46,41.58,96.37,2.75,-0.65,0.2932960698388869,-0.0065106068883548,0.2735821467952431,0.0130273947959108,0.299253466311891,0.706703930161113,0.2982773605092346,0.300286434351912,0.0149611396767218,7.704049278378417,-11.76,-14.13,-17.3,7.01,31.59,5.75,68.41,-86.92537568693199,-106.5285159733642,2,0,2,0
322,(주)에쎈테크,43340,17-Dec,제조업,86.26,0.94,8.36,21.71,0.72,1.2,91.82,10.22,1.84,23.5,1.07,2.19,3.73,4.31,88.95,130.37,79.52,66.53,13.86,0.53,1.97,1.0,0.4707621519372693,0.0100151506739095,0.0024044318219929,0.0243316133344754,-0.1525268035947191,0.5292378665509648,0.0775192784491961,0.4048397833667052,0.0095147253989263,7.733104568262836,-22.3,-36.72,-9.31,24.88,8.64,3.96,91.36,-79.05548971246142,-65.67486738050945,2,0,2,0
915,조아제약(주),34940,17-Dec,제조업,31.02,2.34,0.22,0.42,0.58,0.57,123.29,0.15,4.16,29.22,0.74,3.18,2.57,2.84,57.03,319.72,382.73,264.55,43.4,64.12,2.02,1.74,0.3631940462111134,0.0173659145451349,0.1266665922716848,0.018702112446338,-0.2196498826878143,0.6368059537888865,0.4767927421756159,0.3684487226241932,0.0040054207801637,7.921781011362484,11.21,17.93,5.97,19.96,48.22,7.47,51.78,6674.110099337749,1110.8774397749253,2,0,2,0
578,(주)크린앤사이언스,45520,17-Dec,제조업,74.64,6.11,6.46,14.71,11.7,0.42,93.58,7.59,21.13,25.31,1.33,16.08,4.71,4.95,106.61,172.77,870.86,121.96,26.29,18.92,2.67,8.1,0.5159853718780424,0.0810325570374179,0.0683332283928335,0.0186320964500809,0.3388566398823489,0.4840146281219576,0.1378940876223821,0.37585901539519,0.1082155132271688,7.817381135423376,29.67,18.33,28.58,28.35,21.95,7.84,78.05,44.5318682509814,31.17096059148949,2,0,2,0
265,(주)아스타,246720,17-Dec,제조업,43.48,-417.26,-636.57,-71.4,-47.72,-0.76,-6.92,-27.83,0.24,-0.29,0.07,-45.63,4.47,1.28,63.89,243.36,306.3,219.74,38.03,44.84,0.17,-28.38,0.389846474530233,-0.2837878940764911,0.1189758427915428,0.0183367618782185,-0.3966374397296182,0.610153525469767,5.350009961681377,0.3544116027000116,-0.342843669457841,7.3737680622031,249.89,164.32,331.56,32.85,30.91,0.88,69.09,-1.029766603035975,16.491058480487535,2,0,2,0
766,비디아이(주),148140,17-Dec,제조업,158.17,3.79,-11.8,-17.18,6.45,0.69,98.85,-11.55,35.94,13.33,0.98,11.41,1.67,7.26,205.17,148.95,1199.18,148.95,25.37,9.67,1.46,3.71,0.6723169211011446,0.042251548903348,0.0501299152608375,0.0143712885683667,0.1140893334895473,0.3276830685790701,0.0448898888871408,0.2280087929936831,0.0660466786161493,7.986329339032198,0.0,0.0,0.0,35.14,10.41,0.0,89.59,-17.50332996913544,-8.988183615020969,2,0,2,0
579,(주)클라우드에어,36170,17-Dec,제조업,36.52,-5.16,23.03,14.58,4.83,-0.73,17.19,4.02,0.66,2.63,0.2,-1.29,4.73,1.1,38.04,276.09,262.54,269.82,46.59,196.55,1.05,-1.04,0.275557488382082,-0.0104147028851641,0.5200333682334456,0.0193981922502077,-0.0870600130970274,0.724442511617918,0.2019885301813449,0.2695225916260898,0.0180198583548951,7.978394099847575,37.52,57.98,-6.07,15.75,29.12,11.06,70.88,34.95985795330252,-241.9009290903272,2,0,2,0
67,(주)동국알앤에스,75970,17-Dec,제조업,47.57,2.72,3.28,6.24,4.25,0.77,34.77,2.47,5.17,12.55,0.76,3.49,3.57,2.07,65.32,172.07,395.03,92.47,20.73,18.87,1.92,2.06,0.3951255838660828,0.0205585050692723,0.0542820785157803,0.0179289213530221,0.2930144546692327,0.604874424033153,0.1364272520301686,0.5049432469141675,0.0299825633626523,8.102414927013157,1.15,3.21,0.7,17.77,17.61,3.81,82.39,4.917219302476541,34.951704400265754,2,0,2,0
124,(주)맥스로텍,141070,17-Dec,제조업,94.93,-5.87,3.77,2.92,0.62,4.7,24.23,1.74,3.02,12.55,0.47,-6.67,4.08,0.77,148.05,106.19,261.14,102.59,2.37,19.82,0.81,-2.78,0.5968617920063255,-0.0278437221253178,0.0758485907737514,0.0428865432566317,-0.0753730351213363,0.4031382079936745,0.0965834727054491,0.5936193942881697,0.015523958639643,7.922223181347409,5.34,59.96,-3.59,39.3,12.93,23.78,87.07,377.4708369302964,74.11208809841423,2,0,2,0
40,(주)뉴로스,126870,17-Dec,제조업,95.51,-12.36,2.83,1.78,0.89,4.52,22.01,1.02,5.93,6.43,0.39,-10.83,1.52,1.17,135.5,143.02,656.22,103.09,17.45,15.93,0.72,-4.88,0.5753768615809167,-0.0487823982511581,0.0646150019956883,0.040726331534559,0.0865413042783756,0.4246231384190832,0.2678978689446658,0.4199743371059324,0.0200350139654171,8.09216444084474,19.75,18.46,1.53,43.07,31.87,2.29,68.13,38.46502498346011,-608.7744233231991,2,0,2,0
856,영풍정밀(주),36560,17-Dec,제조업,3.67,13.9,16.45,18.36,2467274.0,-5.9,44.52,2.92,8.36,6.03,0.18,2.99,4.52,1.13,18.93,622.7,3957.69,466.78,16.15,118.73,1.1,2.5,0.1591486504582888,0.0250095532416943,0.0366790415040048,0.0,0.3511183849354503,0.8408513495417111,0.1658702176793896,0.8076356694675234,0.0204141313932768,8.568972829691274,2.57,15.76,8.68,0.0,27.93,3.67,72.07,68.67576063706706,30.131781416116404,2,0,2,0
421,(주)윈팩,97800,17-Dec,제조업,111.81,-15.13,2.44,3.04,-1.86,3.28,37.26,1.62,3.68,22.28,0.66,-24.87,14.91,0.96,114.21,56.51,194.88,44.88,-22.7,29.34,1.11,-10.05,0.5331620862852453,-0.1005048637232343,0.1531226362517158,0.0459398899967822,-0.3080974624971789,0.4668379137147547,0.0574730797410758,0.7050287655381919,-0.0508434549184703,7.852216696004933,0.54,128.86,35.73,41.75,-1.91,12.07,101.91,62.432242712844456,44.82499927864501,2,0,2,0
941,테고사이언스(주),191420,17-Dec,제조업,32.03,-72.59,25.43,18.59,3.97,0.65,-33.45,4.54,4.53,-5.17,0.19,-19.99,3.01,0.62,32.32,208.62,1855.72,201.01,26.3,3.66,0.57,-13.49,0.2442420870616701,-0.1348608545095585,0.0088676797380846,0.0345735013790914,0.1374846227192816,0.7557579336042874,0.5551146912532406,0.4949612572193164,0.0448612283540238,7.684744466188508,8.39,-22.32,3.59,8.25,79.66,10.67,20.34,-10.586417055291902,-932.1145091630676,2,0,2,0
268,(주)아우딘퓨쳐스,227610,17-Dec,제조업,13.09,-0.63,-4.28,-32.46,-8.22,-0.07,89.35,-4.15,13.7,18.62,1.2,-0.93,4.69,4.7,14.64,636.4,918.89,532.96,61.22,28.49,6.49,-0.76,0.1277381536400626,-0.0075784318390649,0.0325191104617342,0.0082398641412888,0.2718590002566793,0.8722618463599373,0.3384198530693968,0.2736330305326932,-0.01255293966306,7.721585745744794,63.54,95.35,-10.15,0.0,32.8,9.57,67.2,-105.54466222093724,-103.52567594913064,2,0,2,0
253,(주)씨유메디칼시스템,115480,17-Dec,제조업,40.55,-5.4,5.76,17.17,-2.2,0.24,52.69,5.45,7.79,6.1,0.93,-7.53,4.07,7.97,46.55,202.53,540.49,125.16,28.37,40.63,2.81,-5.03,0.3176423018104016,-0.0503247581366962,0.1140070041685888,0.0293549567284343,0.1690690400154434,0.6823576981895983,0.2377264613384862,0.4396625560253052,-0.0214844685806549,7.790038679493599,-2.95,-12.73,6.91,21.62,21.47,4.65,78.53,-345.57055165437885,-79.34388023642582,2,0,2,0
942,티제이미디어(주),32540,17-Dec,제조업,8.43,2.0,1.53,7.03,89.16,-0.01,32.64,1.3,12.01,16.92,0.86,2.07,11.21,1.75,22.62,591.34,1162.75,291.93,33.79,144.08,4.84,1.72,0.1844418725107505,0.0171625857416669,0.0990999073968312,0.0014691527976207,0.6625884341344269,0.8155581274892495,0.22801989899708,0.5932768049927027,0.023200664483294,7.9949803158208175,2.71,-9.26,7.3,5.76,25.51,3.88,74.49,717.8150306981249,94.32676882932368,2,0,2,0
936,코위버(주),56360,17-Dec,제조업,19.65,11.98,11.51,26.04,29.42,-0.81,99.9,5.28,11.09,12.29,0.47,7.13,3.06,2.54,25.45,306.37,1925.97,238.87,32.33,132.89,2.16,5.59,0.2028717302733782,0.0558990338257536,0.2081762161889772,0.0081570902794674,0.6532702855490542,0.7971282697266218,0.2489269571120741,0.5200531443084973,0.0517485606151093,8.073174551875171,3.24,-14.58,-7.44,8.47,35.99,3.82,64.01,16.200753559282894,-1.6346989585382012,2,0,2,0
142,(주)미래생명자원,218150,17-Dec,제조업,19.5,-4.89,10.22,66.44,21.9,0.02,-11.64,13.51,23.93,-1.36,1.32,-8.11,7.73,7.54,25.53,516.62,1442.2,454.91,64.73,315.92,6.5,-6.46,0.203379402182044,-0.1292317058139694,0.4908132756216278,0.0219867794094455,0.4895845095697952,0.7966205978179559,0.1116517012033911,0.1973850858427598,0.0979453447650813,7.490805553039133,0.0,0.0,0.0,13.11,14.87,13.79,85.13,0.0,0.0,2,0,2,0
820,알에프에이치아이씨(주),218410,17-Dec,제조업,19.55,9.87,8.42,18.91,27.16,-0.32,50.17,3.37,5.63,11.33,0.4,4.99,3.81,1.73,21.69,430.26,1117.42,230.96,53.07,142.28,2.24,3.95,0.1782558432033206,0.0790171353195758,0.2322992604108709,0.0215085131006105,0.3952081137909747,0.8217441567966793,0.2084411324699346,0.30864195524672,0.1041508529910415,8.19054298566798,0.0,0.0,0.0,11.74,33.86,1.25,66.14,0.0,0.0,2,0,2,0
345,(주)엑시콘,92870,17-Dec,제조업,15.27,12.22,12.0,50.56,26.5,0.0,74.03,8.82,15.13,20.35,0.72,11.24,9.87,2.6,21.14,339.7,1694.9,224.81,30.21,50.54,3.33,8.83,0.1745064564649149,0.0883462344801181,0.0636857257005034,0.0141520534582139,0.5350102191152349,0.8254935435350851,0.2303574117085577,0.571935178695489,0.0814016783362109,7.960959153101281,-3.33,-9.11,48.99,11.48,34.3,5.82,65.7,144.99040067277832,60.89974466784784,2,0,2,0
108,(주)로보로보,215100,17-Dec,제조업,6.54,-7.76,-7.34,-38.84,164.64,-0.7,7.43,-4.31,8.74,0.86,0.59,-5.13,5.38,5.05,12.49,1128.01,1321.94,967.63,59.81,153.47,5.29,-4.56,0.1110306477109741,-0.0911218638523292,0.0901479764311149,0.0078467414666226,0.4102179723664708,0.8889693522890258,0.2831166640325481,0.343731891135568,0.1434361475971951,7.388451232612571,0.0,0.0,0.0,5.07,40.52,6.3,59.48,0.0,0.0,2,0,2,0
120,(주)마이크로프랜드,147760,17-Dec,제조업,12.42,10.98,8.48,52.73,96.88,-0.51,146.73,7.59,9.35,33.5,0.9,12.21,37.53,4.81,16.8,623.35,887.97,316.26,55.66,280.33,4.75,9.89,0.1438636981121449,0.0989494733294884,0.2981510677890721,0.0061535920845391,-0.0231425244606519,0.8561363018878551,0.1182242330167561,0.3370249007169445,0.1131961496029693,7.749048279586422,1.56,-14.56,12.09,3.81,24.38,3.03,75.62,16.53869103365617,18.41496550974097,2,0,2,0
381,(주)오킨스전자,80580,17-Dec,제조업,106.0,-2.63,2.86,3.4,0.07,2.33,57.67,1.97,12.68,26.98,0.69,-4.2,7.05,1.37,138.43,96.35,766.72,68.83,-1.62,6.97,1.19,-1.8,0.5805935488234661,-0.0180467463290205,0.0325303865336774,0.0328136560089861,0.0610380443512959,0.4194064511765339,0.159930929251823,0.5716565031216927,0.0013039027094567,7.755049147905781,-1.08,8.37,56.73,48.37,16.18,5.99,83.82,12406.53062866183,89.45075405333046,2,0,2,0
646,(주)플래스크,41590,17-Dec,제조업,90.25,-31.14,15.15,7.45,-0.21,7.34,-36.03,3.59,2.01,-2.47,0.26,-17.42,6.42,3.09,92.85,71.24,381.36,69.93,-13.46,7.81,0.49,-8.19,0.4814587591625618,-0.0818667414880128,0.03652819940135,0.0635915578443574,-0.2575542612451535,0.5185412408374382,0.1014947626755316,0.6665990076735326,-0.0069944214883511,8.180030971164236,25.05,60.88,-55.64,33.76,7.49,7.79,92.51,91.63383510359154,53.01753616915996,2,0,2,0
313,(주)에스엠코어,7820,17-Dec,제조업,26.78,-2.53,-17.93,-56.49,17.01,-0.27,78.35,-13.1,8.2,13.01,0.91,-3.39,2.24,4.41,30.19,375.38,755.7,363.96,56.64,123.13,3.47,-2.31,0.2318930830139323,-0.0230768198198057,0.2532535470174442,0.0015006250246379,0.2581033609764442,0.768106906896666,0.0607859652130818,0.2279182522371608,0.0067040187116,7.99613458729199,65.98,110.75,43.71,0.01,6.81,54.27,93.19,2748.3586249903738,85.83043225629116,2,0,2,0
