회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도2019
(주)씨유메디칼시스템,115480,19-Dec,631869,8647340,566680,94436187,21031869,8829340,2316680,129280916,0.248898987
(주)씨제이이엔엠,35760,19-Dec,0,0,169924347,4350964815,24892282,137432257,290416608,5434907588,0.083302455
(주)씨젠,96530,19-Dec,0,3000000,0,181120290,1720582,5617518,798126,195715540,0.041571691
(주)씨티씨바이오,60590,19-Dec,5264070,30664806,1921385,168288053,5264070,37053505,1921385,186497921,0.237208864
(주)씨티케이,260930,19-Dec,0,0,0,195941411,74759,3429026,0,202468010,0.017305376
(주)아가방앤컴퍼니,13990,19-Dec,0,2000000,0,185124158,1168000,2000000,0,187823149,0.01686693
(주)아나패스,123860,19-Dec,0,5000000,0,124489670,0,5000000,0,124489670,0.040163975
(주)아난티,25980,19-Dec,13363840,0,728456,527646693,205087940,7000000,3310857,845966626,0.254618552
(주)아리온테크놀로지,58220,19-Dec,0,4759907,0,85947297,0,4509139,0,86960616,0.051852657
(주)아모그린텍,125210,19-Dec,7230000,12438854,5985000,88827141,7230000,12438854,5985000,88827141,0.288806481
(주)아모텍,52710,19-Dec,66815124,36000000,63818501,448549925,66815124,38312471,63818501,430547774,0.392398025
(주)아미노로직스,74430,19-Dec,0,1000000,0,57772372,0,1000000,0,57773776,0.017308891
(주)아바코,83930,19-Dec,0,0,0,196777944,0,0,0,198606306,0
(주)아바텍,149950,19-Dec,0,0,0,144778503,0,0,0,144778503,0
(주)아스타,246720,19-Dec,0,0,0,16905036,0,8100000,0,25811265,0.313816467
(주)아스트,67390,19-Dec,65113682,60010000,9015016,450128809,137793682,65500000,11335016,578756230,0.37084473
(주)아시아경제,127710,19-Dec,0,6000000,0,128813843,83100,6000000,0,134950581,0.045076501
(주)아우딘퓨쳐스,227610,19-Dec,1909600,5000000,639439,50373154,1909600,7596518,881818,54307215,0.191280956
(주)아이디스,143160,19-Dec,0,0,0,170335082,0,0,0,170723399,0
(주)아이디스홀딩스,54800,19-Dec,72300000,27700000,0,262808987,72300000,27994000,0,799552850,0.125437612
(주)아이비김영,339950,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)아이센스,99190,19-Dec,19932243,0,5134157,255471343,19932243,0,15023671,270042338,0.12944605
(주)아이스크림에듀,289010,19-Dec,0,0,1982559,95666665,0,0,1982559,95666665,0.020723614
(주)아이씨디,40910,19-Dec,5165240,5000000,893680,194048979,5165240,7100000,893680,203772358,0.06457657
(주)아이앤씨테크놀로지,52860,19-Dec,0,10000000,0,66575669,366500,10700000,1295977,72454410,0.170624217
(주)아이에스시,95340,19-Dec,0,0,0,196776621,2917671,10000000,1190829,208455083,0.067681247
(주)아이에스이커머스,69920,19-Dec,0,1500000,0,57924121,3659761,2805346,0,78983800,0.081853583
(주)아이에이,38880,19-Dec,0,12805000,833330,124143730,0,13032826,833330,109347269,0.126808435
(주)아이엘사이언스,307180,19-Dec,6440000,1792564,0,27215219,6440000,1792564,0,27215219,0.30249854
(주)아이엠,101390,19-Dec,2850000,13440000,338563,100222500,5150231,24902220,1894234,117389823,0.272141862
(주)아이엠비씨,52220,19-Dec,0,0,0,63356556,0,0,467600,66610004,0.007019967
(주)아이엠텍,226350,19-Dec,3750000,4200000,700000,52827782,3750000,4437771,700000,54274661,0.16375544
(주)아이오케이컴퍼니,78860,19-Dec,0,0,0,136083850,0,0,0,156580009,0
(주)아이윈,90150,19-Dec,17333400,7045000,3682720,85047178,20433400,9605000,3682720,96723157,0.348635436
(주)아이윈플러스,123010,19-Dec,3005360,2899700,2820837,28829937,3005360,2899700,2820837,28829937,0.302667918
(주)아이즈비전,31310,19-Dec,0,0,0,76450854,0,1148336,0,157431620,0.007294189
(주)아이컴포넌트,59100,19-Dec,2700000,13762668,1900000,49844304,2700000,13762668,1900000,49844304,0.36840053
(주)아이톡시,52770,19-Dec,0,0,0,8573109,0,0,0,8560505,0
(주)아이티센,124500,19-Dec,996667,17800000,1520000,133509589,30702467,42234200,1632410,392923342,0.189780217
(주)아이티엑스에이아이,99520,19-Dec,0,2915045,0,21640097,0,2915045,0,22007317,0.132457991
(주)아이티엠반도체,84850,19-Dec,22712500,29204820,6680000,395101942,31278669,55832510,10298069,430519931,0.226259555
(주)아즈텍더블유비이,32080,19-Dec,8308730,9116319,1614697,117389875,8308730,9116319,1614697,117389875,0.162192404
(주)아진엑스텍,59120,19-Dec,0,500000,0,48167634,0,500000,0,48167634,0.010380414
(주)아톤,158430,19-Dec,0,0,0,55935145,0,400000,0,58962831,0.006783935
(주)아프리카티비,67160,19-Dec,0,1000000,0,217039521,8100000,1983700,0,228549555,0.04412041
(주)안랩,53800,19-Dec,0,0,0,256804581,0,0,0,260216804,0
(주)안트로젠,65660,19-Dec,0,0,0,84593765,0,0,0,84593765,0
(주)알로이스,297570,19-Dec,411130,2857082,112620,21853390,411130,2857082,112620,21853390,0.154705151
(주)알에프세미,96610,19-Dec,5859880,24780000,4994770,105031599,5859880,24780000,4994770,102545695,0.347500205
(주)알에프텍,61040,19-Dec,0,14000000,0,191326521,0,14034100,0,254270323,0.055193622
(주)알엔투테크놀로지,148250,19-Dec,5825350,500000,1484874,50518526,5825350,500000,1484874,50518526,0.154601185
(주)알테오젠,196170,19-Dec,0,0,0,79536561,1000000,3100000,0,85979112,0.047686001
(주)알톤스포츠,123750,19-Dec,0,2700000,0,24581097,0,8329210,0,33706229,0.247111891
(주)알티캐스트,85810,19-Dec,0,0,0,95090420,0,1701552,0,169930839,0.010013203
(주)알파홀딩스,117670,19-Dec,4840000,14840000,0,133776939,4840000,14700000,0,134595649,0.14517557
(주)애니플러스,310200,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)액션스퀘어,205500,19-Dec,0,0,0,30870534,0,0,0,30255626,0
(주)액토즈소프트,52790,19-Dec,0,8287000,0,165726567,0,9187000,0,175372734,0.052385566
(주)액트로,290740,19-Dec,0,1000000,0,87495654,0,1000000,0,99003423,0.010100661
(주)앤디포스,238090,19-Dec,0,8000000,0,180062104,1080000,8575000,335366,189924143,0.052601875
(주)앤씨앤,92600,19-Dec,0,2315600,0,78739999,2900000,4833600,2061640,71516824,0.136964136
(주)야스,255440,19-Dec,0,0,0,212394252,1500000,0,0,214004929,0.007009184
(주)어스앤에어로스페이스,263540,19-Dec,10560350,7902000,4981650,41897759,10560350,7902000,4981650,41897759,0.5595526
(주)얼라인드제네틱스,238120,19-Dec,0,0,0,24461132,0,0,0,24619170,0
(주)에너토크,19990,19-Dec,0,0,82798,44109277,0,0,0,42867117,0
(주)에스디생명공학,217480,19-Dec,6966750,13450000,3163000,125357556,7504083,14278700,3384333,137235392,0.183386484
(주)에스디시스템,121890,19-Dec,0,1750000,0,24820711,0,1750000,0,24820711,0.070505635
(주)에스비에스콘텐츠허브,46140,19-Dec,0,0,0,197213142,0,0,0,197100484,0
(주)에스씨디,42110,19-Dec,0,0,0,129808209,0,0,0,139154002,0
(주)에스아이리소스,65420,19-Dec,0,0,15173,13041168,0,0,15173,13041168,0.001163469
(주)에스앤더블류,103230,19-Dec,0,0,0,55567064,0,0,0,55567064,0
(주)에스앤에스텍,101490,19-Dec,6862500,18745361,5030000,135575184,6862500,18745361,5030000,135575184,0.225984285
(주)에스에너지,95910,19-Dec,12204760,32036040,1586410,207600721,28528266,59273391,6781967,327670045,0.288655083
(주)에스에스알,275630,19-Dec,0,0,0,26461298,0,0,0,26461298,0
(주)에스에이엠티,31330,19-Dec,0,21000000,0,238982306,0,21000000,0,285718635,0.073498881
(주)에스에이티,158300,19-Dec,3232020,3204101,1302660,35556604,4476180,3461301,1670311,38585331,0.249001155
(주)에스에이티,60540,19-Dec,0,0,0,79829335,3741667,18422769,881323,135282080,0.170353376
(주)에스에프에이,56190,19-Dec,0,0,0,1191212985,4970845,38584751,202737875,1805907173,0.136382132
(주)에스에프에이반도체,36540,19-Dec,4970845,0,191437875,564429867,4970845,180842626,18574582,661228514,0.309103508
(주)에스엘바이오닉스,214310,19-Dec,0,4500000,0,42746226,0,4500000,0,41920291,0.107346583
(주)에스엠라이프디자인그룹,63440,19-Dec,0,0,0,53864446,1000000,3406214,0,60354837,0.073005151
(주)에스엠엔터테인먼트,41510,19-Dec,0,0,32009600,565047824,2711561,6874641,35566429,1115620587,0.040473107
(주)에스엠컬처앤콘텐츠,48550,19-Dec,0,0,7569017,349836222,0,0,7569017,350709749,0.021581998
(주)에스엠코어,7820,19-Dec,0,3034391,0,106711792,0,3034391,0,106789669,0.028414649
(주)에스제이그룹,306040,19-Dec,11552,0,32924,89588318,11552,0,32924,91857647,0.000484184
(주)에스제이케이,80440,19-Dec,2652800,21228765,529055,59723547,2652800,21351314,0,55342770,0.433735319
(주)에스지엔지,40610,19-Dec,20000000,16000000,0,145844940,65604959,138352409,77652100,1121522424,0.251095709
(주)에스코넥,96630,19-Dec,6333333,24570000,10533332,115856763,6333333,27966310,10533332,162129965,0.276524916
(주)에스텍파마,41910,19-Dec,0,0,0,115960615,0,0,0,116425611,0
(주)에스티아이,39440,19-Dec,0,9000000,393961,253139385,0,12776546,741133,265663605,0.050882691
(주)에스티오,98660,19-Dec,0,9238230,6199381,67483861,0,9238230,6199381,68168878,0.226461275
(주)에스티큐브,52020,19-Dec,0,0,0,56802206,0,0,0,52377928,0
(주)에스폴리텍,50760,19-Dec,3520000,26400000,5080000,112049382,3520000,26400000,5230000,109458241,0.321127031
(주)에스피시스템스,317830,19-Dec,6709450,3900000,4200,56744844,7199450,6368456,4200,59090833,0.22968209
(주)에스피지,58610,19-Dec,8000000,37501239,14700000,224003291,8000000,50150828,14700000,275739191,0.264201936
(주)에쎈테크,43340,19-Dec,166667,8773580,333333,42894804,166667,8773580,333333,42894804,0.216193551
(주)에이디칩스,54630,19-Dec,0,0,0,42768736,0,0,0,42768736,0
(주)에이디테크놀로지,200710,19-Dec,0,12750000,0,110877555,0,12750000,0,110161797,0.115738853
(주)에이루트,96690,19-Dec,0,0,0,163236712,0,2005000,0,190315597,0.010535132
(주)에이비프로바이오,195990,19-Dec,0,0,0,180812258,841883,2601320,0,188942135,0.018223585
(주)에이스침대,3800,19-Dec,0,0,0,519688129,0,0,0,519688129,0
(주)에이스테크놀로지,88800,19-Dec,25120000,31422333,60054960,302881683,25120000,83438475,60054960,380498821,0.443137865
(주)에이스토리,241840,19-Dec,0,0,254760,40251454,0,0,254760,40251454,0.006329212
(주)에이치디,102210,19-Dec,0,10000000,17000000,146820812,0,10000000,17000000,146820812,0.183897634
(주)에이치비테크놀러지,78150,19-Dec,5000000,12204111,675000,228286149,5000000,12204111,675000,286110809,0.062490163
(주)에이치시티,72990,19-Dec,3262000,12300000,1161600,76913972,3262000,12300000,1161600,75458915,0.221625238
(주)에이치알에스,36640,19-Dec,0,9930000,0,89419508,0,9930000,0,90079783,0.110235612
(주)에이치앤비디자인,227100,19-Dec,233320,3050000,967391,24426676,233320,3166018,967391,24712438,0.176701667
(주)에이치엘사이언스,239610,19-Dec,0,0,0,94422424,0,0,0,94422424,0
(주)에이치케이,44780,19-Dec,4603479,12289299,8919246,80737212,4603479,12289299,8919246,81423667,0.317008862
(주)에이텍,45660,19-Dec,193320,403229,386640,91237050,193320,403229,386640,91237050,0.010776203
(주)에이텍티앤,224110,19-Dec,0,8500000,651637,52392324,0,10500000,1387607,128021358,0.092856436
(주)에이트원,230980,19-Dec,0,2600000,0,32473783,0,2600000,0,33494934,0.077623679
(주)에이티세미콘,89530,19-Dec,11214271,32020000,8620166,148298586,13767643,32033376,8620166,152543768,0.356757839
(주)에이팩트,200470,19-Dec,30375000,16000000,10000000,127408208,30375000,16000000,10000000,127408208,0.442475417
(주)에이팸,73070,19-Dec,0,6367900,0,117564448,231590,8810902,182127,119641377,0.077102247
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,0,1019768,105980,219513249,0,1019768,105980,218360723,0.005155451
(주)에치에프알,230240,19-Dec,7300000,20600000,0,133298566,7300000,20628924,0,136530378,0.204561977
(주)에코마케팅,230360,19-Dec,0,0,0,126022659,0,0,0,139596964,0
(주)에코프로,86520,19-Dec,50000,25500000,40000,380935613,171629010,136144575,30773490,927834885,0.36487858
(주)에코프로비엠,247540,19-Dec,132300000,55737763,16250000,650356539,132300000,55737763,16250000,650356539,0.314116566
(주)에프알텍,73540,19-Dec,9231680,3640000,7968917,61526764,9231680,3640000,7946152,60056996,0.346634587
(주)에프앤리퍼블릭,64090,19-Dec,0,8500000,0,87205201,0,8508280,0,86585036,0.098265017
(주)에프에스엔,214270,19-Dec,0,3490000,1647816,180852338,397862,1472210,2623933,196990249,0.022813337
(주)에프에스티,36810,19-Dec,15377000,18620000,0,166839090,15517000,25120000,0,181134486,0.224347119
(주)에프엔씨엔터테인먼트,173940,19-Dec,0,0,0,98884157,0,0,0,115339954,0
(주)엑사이엔씨,54940,19-Dec,24720,17993282,0,83576665,2335066,19022478,0,143107906,0.149240839
(주)엑세스바이오인코퍼레이션,950130,19-Dec,0,1468692,12963772,83196219,14319424,1468692,13130428,69730399,0.414719325
(주)엑셈,205100,19-Dec,0,0,0,71355037,4322880,0,177120,86036975,0.052303094
(주)엑시콘,92870,19-Dec,322000,7272080,0,103909825,322000,7272080,0,103959650,0.073048341
(주)엔바이오니아,317870,19-Dec,2610895,0,2346545,30141955,2610895,0,2346545,30141955,0.164469757
(주)엔에스,217820,19-Dec,8750000,13570000,200000,105242209,8890879,13570000,481758,107444751,0.213529621
(주)엔에스엔,31860,19-Dec,0,0,3797498,71991449,0,1011861,3797498,68332140,0.070382093
(주)엔에이치엔벅스,104200,19-Dec,0,0,0,93502488,0,0,0,99589700,0
(주)엔이능률,53290,19-Dec,0,0,0,92271601,0,0,0,92271601,0
(주)엔지스테크널러지,208860,19-Dec,8200000,2000000,0,54473350,5200000,3200000,0,86181796,0.09746838
(주)엔지켐생명과학,183490,19-Dec,0,2314000,300000,83885134,0,2314000,300000,84991166,0.030756138
(주)엔케이맥스,182400,19-Dec,0,0,0,174102001,0,0,0,182158965,0
(주)엔텔스,69410,19-Dec,0,0,0,64698343,0,0,0,65880953,0
(주)엔피,291230,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)엔피디,198080,19-Dec,5319444,7400000,8066667,91726817,18961446,35556235,11924627,170756933,0.389104599
(주)엔피케이,48830,19-Dec,13525000,0,1900000,76431276,13525000,0,1900000,76532516,0.20154832
(주)엘디티,96870,19-Dec,0,0,0,11824918,0,0,0,11824918,0
(주)엘아이에스,138690,19-Dec,25910847,38550000,0,216697256,25910847,38746069,0,217824901,0.296829773
(주)엘앤씨바이오,290650,19-Dec,1000000,0,0,64048897,1000000,0,0,66226107,0.015099785
(주)엘앤에프,66970,19-Dec,82402060,120540000,6657397,393357840,86720949,138917763,8025687,416201279,0.561421626
(주)엘앤케이바이오메드,156100,19-Dec,0,9262657,1262500,72235719,0,14116387,1262500,71663905,0.21459739
(주)엘엑스세미콘,108320,19-Dec,0,0,0,629264178,0,0,0,629733290,0
(주)엘엠에스,73110,19-Dec,19550000,27700000,3712500,221187269,19550000,28860180,3712500,246427622,0.21151314
(주)엘오티베큠,83310,19-Dec,4400000,17000000,3600000,198277239,4400000,18000000,3600000,210032402,0.123790424
(주)엠게임,58630,19-Dec,1013000,1000000,0,49087281,1013000,1010000,0,48508081,0.041704391
(주)엠디에스테크,86960,19-Dec,0,0,0,138217302,100000,1263049,12480,154474423,0.008904574
(주)엠씨넥스,97520,19-Dec,0,51565836,0,467688104,4716563,51565836,25488938,476580874,0.171579141
(주)엠아이텍,179290,19-Dec,0,3000000,345838,57395498,0,3000000,345838,57312610,0.058378741
(주)엠앤씨생명과학,225860,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)엠에스씨,9780,19-Dec,8700000,27685797,2000000,152760508,8700000,27685797,2000000,158200567,0.242640072
(주)엠에스오토텍,123040,19-Dec,48443159,70318241,32193571,483463180,113534258,138601519,174087659,1008067426,0.422812428
(주)엠투엔,33310,19-Dec,300000,21335508,1300000,90577734,300000,21460844,1300000,99125583,0.232642707
(주)엠플러스,259630,19-Dec,10616667,6646711,1763333,142034463,10616667,6646711,1763333,142053853,0.133940126
(주)엠피대산,65150,19-Dec,0,2000000,0,54035947,0,2000000,0,92627714,0.02159181
(주)연우,115960,19-Dec,20423829,9000000,15551017,289309212,20423829,17328634,15551017,295923408,0.180125933
(주)연이비앤티,90740,19-Dec,3750000,6000000,1250000,135599178,8031188,23501445,2483563,237655059,0.14313264
(주)영우디에스피,143540,19-Dec,116667,17696000,6600000,112411734,116667,18196000,6600000,111870864,0.22269129
(주)예림당,36000,19-Dec,0,0,0,115349225,0,0,0,962926087,0
(주)예선테크,250930,19-Dec,2300000,3440000,0,38550147,2300000,3440000,0,48570877,0.118177813
(주)예스티,122640,19-Dec,27819760,17700000,6870880,162657722,27905690,18200000,11334720,172007119,0.33394205
(주)오공,45060,19-Dec,2000000,9400000,1500000,92783057,2000000,15691077,3000000,126890976,0.163061848
(주)오디텍,80520,19-Dec,0,0,0,118234154,0,0,0,124506786,0
(주)오르비텍,46120,19-Dec,4345400,15700000,15899570,126252852,4345400,15700000,15899570,126660776,0.283789277
(주)오리엔탈정공,14940,19-Dec,0,5000000,0,65089445,0,67746000,0,156435187,0.433061137
(주)오리엔트정공,65500,19-Dec,0,18008527,0,85155077,6725618,29735592,237500,110170921,0.333107046
(주)오리콤,10470,19-Dec,0,0,0,140917191,0,0,0,195640666,0
(주)오스코텍,39200,19-Dec,1314180,1100000,375480,67291544,1314180,1100000,375480,72393422,0.038534717
(주)오스테오닉,226400,19-Dec,5480800,1837100,841935,52317322,5480800,1837100,841935,52317322,0.155968132
(주)오스템,31510,19-Dec,0,60400000,8000000,213496364,0,64360000,8000000,221364227,0.326882085
(주)오이솔루션,138080,19-Dec,0,27000000,200000,182714758,0,27000000,200000,184366984,0.147531838
(주)오킨스전자,80580,19-Dec,4066400,12935510,1399285,55574356,4116400,12935510,1399285,54821462,0.336568824
(주)오텍,67170,19-Dec,0,47600000,666667,211376528,44357101,110966423,2366667,538032236,0.293086883
(주)오파스넷,173130,19-Dec,0,8647882,0,65756400,0,8647882,0,65756400,0.131513921
(주)오픈베이스,49480,19-Dec,0,11405682,29139,81509917,0,22581202,302319,134687437,0.169900931
(주)오하임아이엔티,309930,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)옵투스제약,131030,19-Dec,0,0,0,118968820,0,0,0,118968820,0
(주)옵트론텍,82210,19-Dec,35184996,41403700,10765004,254015846,53279178,61604001,14248004,280165577,0.460910239
(주)옵티팜,153710,19-Dec,0,3350000,0,41719479,0,3350000,0,41719479,0.080298222
(주)와이비엠넷,57030,19-Dec,0,14320000,0,75749192,0,14320000,0,75749192,0.189044921
(주)와이솔,122990,19-Dec,0,12700000,0,326706206,10000,26055487,561955,419012003,0.06354816
(주)와이어블,65530,19-Dec,3000000,16000000,5000000,149671361,3000000,16000000,5000000,149671361,0.160351318
(주)와이엔텍,67900,19-Dec,35367900,23000000,10378100,221476027,41793690,23500000,19464497,242863498,0.348995167
(주)와이오엠,66430,19-Dec,1600000,5806000,0,37987572,1600000,5806000,0,37987572,0.194958499
(주)와이제이엠게임즈,193250,19-Dec,0,0,0,65603505,0,0,0,91707821,0
(주)와이즈버즈,273060,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)와이지-원,19210,19-Dec,74537079,136584103,24559017,686510706,75922383,212267077,63438092,847036891,0.415126609
(주)와이지엔터테인먼트,122870,19-Dec,0,0,0,369572810,7650000,2000000,0,516346905,0.018688986
(주)와이티엔,40300,19-Dec,0,0,0,280022667,0,0,0,282069114,0
(주)우리기술,32820,19-Dec,0,13229973,10000000,91742992,524880,16623764,11268910,104000981,0.273243134
(주)우리넷,115440,19-Dec,0,7204724,0,94460310,0,7204724,0,94123633,0.076545324
(주)우리로,46970,19-Dec,227000,12134747,300000,71699814,251000,16553843,348000,76027899,0.225612482
(주)우양,103840,19-Dec,17653950,18904330,4166600,102405412,17653950,18904330,4166600,102405412,0.397682888
(주)우정바이오,215380,19-Dec,1000000,1000000,0,57631946,1000000,1000000,0,57631946,0.034702975
(주)우주일렉트로닉스,65680,19-Dec,0,34318358,0,251744344,0,34318358,0,251507308,0.136450739
(주)원바이오젠,307280,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)원바이오젠,278380,19-Dec,190020,0,835862,17513758,190020,0,835862,17513758,0.058575778
(주)원익,32940,19-Dec,3000000,25934000,0,153164098,3109365,38044000,147492,179530983,0.230048632
(주)원익머트리얼즈,104830,19-Dec,0,0,189363,334692809,334725,23818449,261547,358756325,0.068053772
(주)원익아이피에스,240810,19-Dec,0,15000000,0,899386012,0,15000000,0,899161666,0.016682206
(주)원익큐브,14190,19-Dec,0,40374182,0,141856755,0,40374182,0,142869413,0.282595002
(주)원익큐엔씨,74600,19-Dec,42474840,19328000,15392946,317129072,231061786,43125343,31157602,640996511,0.476359427
(주)원익피앤이,131390,19-Dec,0,5800000,151830,172575995,800000,6615991,152014,177485962,0.04264002
(주)원익홀딩스,30530,19-Dec,0,38000000,40000000,704969433,13334725,72181508,74629450,1225200283,0.130709799
(주)원일특강,12620,19-Dec,21349350,37930995,9930472,204284065,21349350,49615813,9902840,224025381,0.360976969
(주)원풍,8370,19-Dec,0,0,0,80846327,7641,112105,0,83058039,0.001441715
(주)월덱스,101160,19-Dec,2672000,25100000,548219,118297743,12046018,27751362,1633389,149727470,0.276707868
(주)웨이버스,336060,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)웨이브일렉트로닉스,95270,19-Dec,6612945,4400000,11807650,68425635,7537945,9078386,12057650,73216150,0.391634646
(주)웰크론,65950,19-Dec,8125000,25751241,7037167,127202737,8333110,47812838,6598571,273714945,0.229233077
(주)웰크론한텍,76080,19-Dec,0,6000000,266273,131799519,0,6000000,0,153912091,0.038983292
(주)웹스,196700,19-Dec,1960000,7344073,11597325,64478506,2917825,10125075,11597325,68602447,0.359174141
(주)웹젠,69080,19-Dec,0,0,0,413500074,0,0,0,413962495,0
(주)위니아,71460,19-Dec,10050000,33831329,26578580,319346462,18850000,46708444,36592449,470730952,0.217004836
(주)위닉스,44340,19-Dec,5833310,36591439,3333320,255551136,9086791,49912606,3501249,276306305,0.226200578
(주)위메이드,112040,19-Dec,0,0,0,216781681,0,0,0,296259243,0
(주)위메이드맥스,101730,19-Dec,0,0,0,19086875,0,0,0,27174430,0
(주)위메이드플레이,123420,19-Dec,0,0,854959,155441290,0,0,1011687,155395536,0.006510399
(주)위세아이텍,65370,19-Dec,0,0,0,17922690,0,0,0,17922690,0
(주)위지윅스튜디오,299900,19-Dec,0,17500000,0,77918202,4785000,18499692,180000,109200110,0.214877915
(주)위지트,36090,19-Dec,5900000,0,10900000,92272490,6100000,570000,11000000,104295338,0.169422721
(주)윈스,136540,19-Dec,0,2000000,15000000,158252381,0,3850000,15000000,166991985,0.112879669
(주)윈팩,97800,19-Dec,29298671,11280119,2154998,117478347,29298671,11280119,2154998,117478347,0.363758847
(주)윈하이텍,192390,19-Dec,6715352,29510149,0,107129982,9432490,29530149,1844784,112973265,0.361213098
(주)윌링스,313760,19-Dec,3107100,550000,1171400,48729957,3107100,550000,1171400,48729957,0.099086892
(주)유니온커뮤니티,203450,19-Dec,1000000,8000000,0,54525583,1000000,8000000,0,54503048,0.16512838
(주)유니크,11320,19-Dec,9916620,50400000,6166640,209312992,9916620,50400000,6166640,211759012,0.313957169
(주)유니테스트,86390,19-Dec,0,2000000,0,153181320,6965936,4900000,558953,195733302,0.063478666
(주)유니테크노,241690,19-Dec,19753690,4222649,631820,104146666,19753690,4222649,631820,115154024,0.213697778
(주)유니트론텍,142210,19-Dec,1000000,27640690,0,99476094,1330480,31195897,2233280,114607991,0.30329174
(주)유라테크,48430,19-Dec,0,0,0,123552505,0,0,0,132900385,0
(주)유바이오로직스,206650,19-Dec,6000000,0,0,92765393,6000000,0,0,92765393,0.064679293
(주)유비케어,32620,19-Dec,0,0,54501,131769145,0,0,137241,136746661,0.001003615
(주)유비쿼스,264450,19-Dec,0,5000000,0,127751791,0,5000000,0,127751791,0.039138395
(주)유비쿼스홀딩스,78070,19-Dec,0,0,0,182330764,0,5000000,0,295097246,0.016943567
(주)유성티엔에스,24800,19-Dec,52000,79947236,3288667,309796718,52000,99537578,3288667,397249776,0.258976219
(주)유신,54930,19-Dec,0,28519502,0,156433355,0,28519502,0,156433355,0.182310876
(주)유씨아이,38340,19-Dec,0,50000,0,48134429,0,148000,0,54578385,0.002711696
(주)유아이디,69330,19-Dec,500000,12460000,54146,30471495,500000,31041967,54146,57326297,0.551162637
(주)유에스티,263770,19-Dec,0,11439448,0,60962055,0,11439448,0,60962055,0.187648661
(주)유진로봇,56080,19-Dec,8722000,1500000,787600,70579401,8722000,5567194,787600,89205031,0.169012822
(주)유진테크,84370,19-Dec,0,0,0,318549599,0,0,0,278351029,0
(주)유테크,178780,19-Dec,86849,0,25802,37883273,86849,1386225,25802,41962991,0.035718998
(주)유티아이,179900,19-Dec,2719280,5500000,906330,78845711,2719280,9540200,3228330,82836837,0.186967665
(주)유틸렉스,263050,19-Dec,9100000,0,0,76035356,9100000,0,0,76010008,0.119721077
(주)육일씨엔에쓰,191410,19-Dec,2955556,21563700,2195643,77471447,2955556,35244999,2977306,90702931,0.453986002
(주)율호,72770,19-Dec,0,3981700,0,46580595,1701441,6182698,1159068,64001089,0.141297705
(주)이건홀딩스,39020,19-Dec,0,11000000,0,180829761,41625779,151976151,19314093,680251524,0.312996025
(주)이글루코퍼레이션,67920,19-Dec,0,0,0,59255476,0,0,0,59418054,0
(주)이글벳,44960,19-Dec,3698160,1400000,1674540,45944755,3698160,1400000,1674540,45944755,0.147409644
(주)이노메트리,302430,19-Dec,0,0,0,61813309,0,0,0,61620374,0
(주)이노와이어리스,73490,19-Dec,0,0,0,99767260,0,3000000,0,120988656,0.024795713
(주)이노인스트루먼트,215790,19-Dec,750000,26180172,3010000,77447633,3526145,39439372,5496100,106078446,0.456846973
(주)이노테라피,246960,19-Dec,300000,0,500000,17058999,300000,0,500000,17232558,0.046423752
(주)이녹스,88390,19-Dec,7000000,4000000,30000000,174509497,8984820,12409210,30652400,200991055,0.258948987
(주)이녹스첨단소재,272290,19-Dec,19166520,7072894,10833480,323313962,20219515,20308427,10833480,337430508,0.152213332
(주)이라이콤,41520,19-Dec,0,41357,0,232126119,0,41357,0,237250056,0.000174318
(주)이랜시스,264850,19-Dec,5500000,6370690,0,45061052,5500000,6370690,0,46611707,0.254671857
(주)이랜텍,54210,19-Dec,10000000,61142480,0,233713380,16960072,130306272,3085024,420465721,0.357582938
(주)이루온,65440,19-Dec,500000,4100000,3000000,48067652,500000,7038053,3000000,59101420,0.178304565
(주)이매진아시아,36260,19-Dec,0,100000,356104,18295141,0,297571,404099,17924929,0.039144925
(주)이미지스테크놀로지,115610,19-Dec,0,0,0,14682653,0,0,0,14660413,0
(주)이브이수성,84180,19-Dec,9561553,8400000,3775008,46990397,9561553,8700000,3775008,47293762,0.465950689
(주)이브이첨단소재,131400,19-Dec,908333,14974999,291667,74431026,908333,19202638,291667,78274536,0.260654857
(주)이상네트웍스,80010,19-Dec,0,8841188,24000000,119351579,0,8841188,24000000,152945743,0.214724433
(주)이수앱지스,86890,19-Dec,0,0,0,92763104,0,0,0,92763104,0
(주)이스트소프트,47560,19-Dec,20375000,0,9240012,111305627,20375000,0,9240012,134558590,0.220090089
(주)이십일스토어,270020,19-Dec,992930,2945220,627145,14569143,2782374,3663220,740479,19362638,0.371130886
