회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도
피에스텍(주),2230,17-Dec,0,500000,7000000,157509294,0,500000,7000000,160860295,0.046624308
피에이치에이(주),43370,17-Dec,0,45895101,0,557222137,489118,110481866,1558974,896344885,0.125543147
하나마이크론(주),67310,17-Dec,13268148,139016000,13804067,393772776,29381798,156859972,36881840,511669698,0.436069618
하나머티리얼즈(주),166090,17-Dec,8125000,10000000,15375000,135008497,8125000,10000000,15375000,135008497,0.248132531
하이록코리아(주),13030,17-Dec,0,15000000,0,360355376,0,15000000,2000000,379437474,0.044803166
하이즈항공(주),221840,17-Dec,35462384,4975000,6055804,128532042,35462384,5824681,6055804,130846672,0.361819435
한국기업평가(주),34950,17-Dec,0,0,0,97991709,0,0,0,127666774,0
한국맥널티(주),222980,17-Dec,4566667,1200000,233333,40588924,4566667,1200000,233333,40563919,0.147914702
한국선재(주),25550,17-Dec,16178280,46205169,7171360,169792597,16178280,50063868,9952660,182356940,0.417833333
한국알콜산업(주),17890,17-Dec,0,0,0,268016147,27465899,0,5988041,328626342,0.101799326
한국전자금융(주),63570,17-Dec,52250000,50000000,20652391,265881789,54250000,107332728,20652391,381285563,0.477949172
한국전자인증(주),41460,17-Dec,0,0,0,48167920,0,0,0,48493863,0
한국정밀기계(주),101680,17-Dec,0,17400000,0,109120353,0,17400000,0,109120353,0.159456962
한국정보공학(주),39740,17-Dec,0,9155399,0,98583400,98390,9632279,0,99380104,0.097913653
한국정보인증(주),53300,17-Dec,0,0,0,93235749,0,0,0,93375453,0
한국정보통신(주),25770,17-Dec,0,8500000,0,265654516,0,8500000,0,264909032,0.032086486
한국컴퓨터(주),54040,17-Dec,9500000,0,0,125881533,29012026,0,4213739,146066345,0.227470366
한라아이엠에스(주),92460,17-Dec,3500000,15700000,0,96800124,3500000,15700000,0,99173676,0.193599761
한솔아이원스(주),114810,17-Dec,19849920,45497003,7699920,248477638,19849920,45497003,7699920,248477638,0.293977533
한솔인티큐브(주),70590,17-Dec,387900,0,103440,50283357,387900,0,103440,50283357,0.009771424
한양디지텍(주),78350,17-Dec,0,554444,0,48601405,0,3738016,0,58900382,0.063463358
한양이엔지(주),45100,17-Dec,0,2760000,0,384179400,0,5215512,0,422699479,0.012338582
한일네트웍스(주),46110,17-Dec,0,2000000,0,83015216,0,2000000,0,82870685,0.024133987
한일단조공업(주),24740,17-Dec,13009394,77886696,8203212,215294683,18784869,86497918,8993553,231164009,0.494351783
한일사료(주),5860,17-Dec,1800000,28919472,2683333,91655133,1800000,72773697,2683333,166853273,0.463023761
한일화학공업(주),7770,17-Dec,0,2000000,0,115051373,0,11489923,0,123462660,0.093063951
한창산업(주),79170,17-Dec,1500000,0,0,58183651,1500000,0,0,58183651,0.025780438
해성산업(주),34810,17-Dec,13288000,0,0,170032917,13288000,0,0,170032917,0.078149574
해성옵틱스(주),76610,17-Dec,8913980,38017146,3293440,173035577,16633657,55226712,5892978,197292558,0.394101773
헝셩그룹유한회사,900270,17-Dec,,,,,2167104,34347105,0,278627214,0.131050404
현대바이오사이언스(주),48410,17-Dec,0,7032720,0,48723426,0,7032720,0,49498781,0.14207865
현대에이치티(주),39010,17-Dec,0,0,0,100569316,0,0,0,100631143,0
현대정보기술(주),26180,17-Dec,0,61282297,0,178066001,0,61282297,1943627,178481654,0.354243266
현우산업(주),92300,17-Dec,18668906,13951801,6149885,137952570,18668906,13951801,6149885,137952570,0.281042912
현진소재(주),53660,17-Dec,12287000,96431003,21983160,180808436,12287000,96431003,21983160,180808436,0.722870934
화성밸브(주),39610,17-Mar,4000000,2800000,0,75174363,4000000,2800000,0,75174363,0.09045637
화일약품(주),61250,17-Dec,4370970,8031389,1354840,123903471,4370970,8031389,1354840,123903471,0.111031587
휴림네트웍스(주),192410,17-Dec,0,0,0,71397708,0,11327899,0,100378313,0.112852056
휴림로봇(주),90710,17-Dec,1266600,7925898,200040,75159019,1266600,7485898,200040,74396583,0.120335339
휴마시스(주),205470,17-Dec,4533340,3900040,0,28944370,4533340,3900040,0,28944370,0.291365126
휴젤(주),145020,17-Dec,0,0,0,689741328,0,0,0,820929775,0
흥구석유(주),24060,17-Dec,0,6000000,0,79912056,0,6000000,0,79912056,0.075082538
