,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
712,나이스정보통신(주),36800,17-Dec,173.22,9.98,31.11,15.98,18.68,4.45,89.83,-0.2,591.56,11.85,73.29,19.29,0.84,40.51,15.57,31.78,22.14,10.8,66.74,17.81,68.22,173.58,126.54,3594.13,124.62,16.8,45.0,1.36,8.4,-8.65363891624371,20.659949549045525,0.0990080943010366,0.6344700510523241,8.693900527406432,0.0839772732477564,0.2849488421411035,0.0017821602866329,0.1988096171619296,0.2000860328093498,0.3530046180061367,서비스업,1,1,4
713,나이스평가정보(주),30190,17-Dec,36.32,8.51,7.32,11.17,63.75,0.0,999999999.0,-0.3,1424.81,17.15,11.87,65.97,1.59,4.8,4.3,0.0,18.77,10.07,0.0,15.17,0.0,36.81,197.39,565.07,197.39,25.86,115.59,5.7,13.53,8.714575845180855,8.327394213916662,0.1880344174701087,0.2690671337163906,8.370487586308032,0.1353006247843477,0.306882716052802,0.0,0.4759585925066976,0.8817338140877503,0.4202536639795354,서비스업,1,1,4
714,남화토건(주),91590,17-Dec,7.74,12.29,4.55,1.66,4.85,0.05,999999999.0,-1.13,479.05,0.7,11.3,9.85,0.43,1.09,2.78,13.59,6.21,7.66,3845.54,20.3,86.41,16.86,435.58,2191.94,435.25,22.21,81.02,2.9,5.3,55.36868024297807,36.99181281282526,0.0346533891384424,0.144255475859199,8.196580763966285,0.0529975461856793,0.053634410587118,0.0,0.7116630935805285,0.0555339445290976,0.7257109810557911,제조업,2,0,2
715,넥슨지티(주),41140,17-Dec,33.05,-26.87,14.59,21.66,21.43,16.68,-4.43,-1.08,46.54,6.14,2.79,16.29,0.3,-22.66,-19.46,52.16,-10.06,5.42,0.0,1.59,47.84,40.16,226.72,701.13,226.72,29.88,49.21,1.58,-8.13,-113.03640989796754,-183.56606194735224,-0.0142462432564495,0.2865302011063513,8.240141786316569,-0.0813494355140973,0.1160251964332045,0.0168087515878517,0.4654563500517643,0.5686424163824634,0.2929416331327769,서비스업,1,0,1
716,농업회사법인(주)농우바이오,54050,17-Dec,31.48,8.84,8.44,-4.49,-7.2,15.79,10.74,0.81,77.47,-1.96,14.61,20.21,0.45,8.75,1.33,53.69,5.45,2.74,1.51,1.65,46.31,37.35,236.88,2430.7,104.39,31.38,22.74,1.76,4.0,-26.10637797572577,222.27281326908928,0.0431636330052869,0.2719323322906963,8.380043638658774,0.0400263953459452,0.0521302934231744,0.0156305960372929,0.4569927870960977,0.4415797340449918,0.558365438811376,1차산업,0,1,3
717,뉴지랩파마(주),214870,17-Dec,34.84,-29.79,0.0,-11.15,-9.61,42.42,-37.16,-0.1,-13.95,-4.65,8.69,-1.18,0.42,0.0,0.0,0.74,-24.09,7.27,5.22,3.2,99.26,93.84,470.72,1075.02,426.22,66.62,291.53,0.86,-12.43,-122.42359891461376,-736.9586175868369,-0.1017054948655825,0.4841210398981942,7.865422593151301,-0.1546353027897368,0.5238954232170888,0.0069780091185748,0.1540766615540932,0.2032912108139046,0.1391294596396892,서비스업,1,0,1
718,다믈멀티미디어(주),93640,17-Dec,65.76,-22.63,-25.63,-6.5,-17.06,38.91,-18.12,0.16,1621.91,-10.78,5.63,22.71,1.42,-29.52,-28.55,27.95,-68.4,25.63,20.05,132.08,72.05,171.62,305.38,124.57,266.33,49.73,42.76,2.66,-32.03,-1763.6822381138743,-5134.221062848823,-0.2165564472438377,0.6318340688322777,7.043437261038299,-0.3202579257218935,0.1035232106528574,0.0224759201601858,0.2606161759580336,0.4325744587179704,-0.7666784775986192,제조업,2,0,2
719,대동금속(주),20400,17-Dec,105.62,1.12,6.14,2.39,4.27,26.24,3.08,0.7,31.61,2.57,31.13,20.64,1.11,26.88,22.28,8.42,3.1,6.57,11.56,1.6,91.58,151.3,75.62,1150.44,49.17,-10.25,0.08,1.85,1.24,157.0617655573487,430.228163134866,0.0238532592645043,0.6020737403367203,7.841272615389621,0.0124222395805219,0.0003154088940148,0.0129312851120857,0.6821775830042786,0.0627251317623688,0.2345205284710968,제조업,2,0,2
720,대동기어(주),8830,17-Dec,133.84,0.06,11.48,4.23,3.9,36.96,1.39,1.88,18.0,2.62,25.26,9.89,0.65,28.55,22.2,7.32,0.12,4.43,4.13,1.05,92.68,204.12,89.18,1342.51,55.51,-4.76,11.02,1.0,0.04,201.07672391519776,4389.311077559694,0.0172196815822834,0.6711797165953209,8.26356876547912,0.0004110442649886,0.0484864452973952,0.0189123624078721,0.6075368954311803,0.0467768126246183,0.2142871948576881,제조업,2,1,5
721,대봉엘에스(주),78140,17-Dec,10.65,11.83,6.66,12.14,78.61,0.8,416.95,-0.49,104.5,9.9,11.84,21.88,0.84,3.21,-7.58,29.7,10.8,2.88,6.0,4.18,70.3,14.42,717.86,1248.9,562.48,57.53,160.72,6.27,9.96,-18.350993955483567,-12.227051236755909,0.117271611230095,0.1260046861341933,7.905522021273014,0.0996445366890383,0.1496348617477546,0.0020940118768616,0.3316311049944602,0.1577894116151109,0.7203741503929918,제조업,2,0,2
722,대아티아이(주),45390,17-Dec,38.99,7.79,10.86,11.64,26.9,3.15,294.16,-0.76,553.93,7.86,12.06,23.68,0.71,13.52,-13.37,24.63,8.34,3.61,29.2,17.28,75.37,41.29,224.96,1240.41,212.95,34.48,11.92,2.49,5.53,-49.26523450034742,-38.383135307637794,0.0589334781045551,0.2922348885231036,8.104093944692881,0.0553001041302988,0.0360502315546572,0.0007036887016493,0.3792179382321257,0.1632606320853114,0.5086018796662999,제조업,2,0,2
723,대양전기공업(주),108380,17-Dec,32.07,8.27,7.88,22.36,51.76,0.0,36057.47,-0.78,60.94,13.03,29.91,16.85,0.6,10.69,-18.22,19.58,6.66,6.27,12.98,2.02,80.42,33.65,256.42,3840.84,240.6,37.53,119.07,2.43,5.0,-19.47649882874443,-27.75305061760303,0.062334753640366,0.2517528600204947,8.39014192820565,0.050014294510106,0.2891159427593744,6.947784621156882e-06,0.3846908174417853,0.0926999958417208,0.5956830782184361,제조업,2,1,5
724,대양제지공업(주),6580,17-Dec,100.62,-0.99,8.54,-0.25,-0.47,41.38,1.01,0.86,19.01,-0.28,19.58,10.54,1.18,18.43,34.73,7.79,-0.25,7.28,29.28,2.02,92.21,143.54,54.67,629.93,44.48,-18.73,1.39,2.09,-1.17,-61.82634498246,-194.1280235016336,0.0106966399167853,0.5893974054029958,8.365897518630174,-0.0116797240640575,0.0057258006881404,0.0187105475466526,0.7741302735441713,0.0688012595438424,0.3102328511830364,제조업,2,1,5
725,대원미디어(주),48910,17-Dec,22.31,6.46,6.74,5.76,29.71,0.0,933.83,-0.66,198.48,6.66,19.11,32.01,1.19,-2.2,27.1,24.02,10.25,9.21,19.58,6.72,75.98,28.91,304.32,1007.7,263.86,35.37,67.07,5.16,7.72,193.59624644353804,1522.9548359164576,0.0691413027891067,0.2242361902803645,8.018489215429584,0.0771570010599629,0.1161057147124681,0.0003196181669308,0.4731902169812056,0.1822996579885411,0.0866817674979886,서비스업,1,1,4
726,대원산업(주),5710,17-Dec,55.43,4.26,-3.14,7.14,33.19,5.83,89.35,-0.17,124.77,13.42,83.34,23.85,1.85,-3.69,-3.22,9.01,14.33,5.57,38.04,9.75,90.99,67.87,208.38,2519.7,193.36,35.79,102.42,4.11,7.89,5.217406343190471,-20.669451835082302,0.0988867124768472,0.4043083456774359,8.627143184673605,0.0788612002463358,0.3381724427414163,0.0024603795456936,0.3119282779907593,0.0366427298617717,0.580430595813285,제조업,2,1,5
727,대정화금(주),120240,17-Dec,10.93,11.02,0.05,12.27,58.08,0.0,3347.41,-2.51,34.99,7.27,21.71,13.99,0.59,6.32,9.11,25.11,7.95,5.27,7.9,1.89,74.89,14.3,444.58,3167.34,364.43,32.94,20.69,3.31,6.53,7.112680347820632,-2.5849404507393965,0.0803370846605951,0.1250972627370427,8.050246322666172,0.0653003013064989,0.019777678453707,0.0001342549448577,0.5750505529294297,0.115461741815258,0.5266943802558331,제조업,2,0,2
728,대주산업(주),3310,17-Dec,40.54,3.15,9.69,6.03,15.26,17.35,11.75,0.17,24.78,6.12,4.57,13.13,1.06,10.31,0.54,21.81,5.47,8.19,8.72,1.78,78.19,66.93,130.69,270.11,83.07,7.45,17.33,2.75,3.34,10.89106211962998,39.77165321617383,0.0444451703270362,0.40096391442018,7.925652312002948,0.0334147884097664,0.0420933893529307,0.0098056472444939,0.6826246039223394,0.1762377577456269,0.2982545258741229,제조업,2,0,2
729,대주전자재료(주),78600,17-Dec,94.71,-8.48,-5.22,2.71,3.18,48.03,1.18,2.33,7.98,1.89,13.43,5.15,0.68,-1.23,37.52,20.36,-14.52,5.56,7.43,1.06,79.64,145.79,81.91,730.92,53.02,-6.97,13.14,1.15,-5.76,-26.21077135025141,-1221.8711032262454,0.0216468257932256,0.5931460771315463,8.126651712874711,-0.0575596529754127,0.0508954878510446,0.0310789203689214,0.6843954787930923,0.1717322475044134,0.0428961392765702,제조업,2,0,2
730,대한광통신(주),10170,17-Dec,45.3,9.46,22.58,6.84,16.1,15.03,8.58,1.23,61.35,6.13,5.24,21.96,0.99,32.17,19.91,21.55,16.93,4.44,7.4,2.32,78.45,61.55,206.77,323.3,162.1,29.94,55.48,2.22,9.34,1075.3162049174152,204.9354363039617,0.1061721390980249,0.3809836060353669,8.192472957525688,0.0933983511986705,0.1583011474691567,0.0277711401385443,0.4201302421995481,0.1079451351375947,-0.1787222912117003,제조업,2,1,5
731,대한뉴팜(주),54670,17-Dec,97.0,-15.73,-6.81,2.42,4.51,36.97,8.7,1.1,364.11,2.6,18.23,71.5,1.04,-8.78,19.57,53.49,-33.49,3.42,10.41,5.29,46.51,135.53,121.88,720.6,95.88,9.01,8.69,2.02,-16.3,13.593467873111669,-262.8935219103428,0.1038172385899179,0.5754179142952646,8.085703500478225,-0.1629928353126273,0.0357753363386476,0.0232601700229496,0.4980344087808798,0.4347282243218069,-0.1234066450807361,제조업,2,1,5
732,대한약품공업(주),23910,17-Dec,37.47,17.19,15.03,16.75,35.3,11.17,91.81,0.26,84.53,13.12,48.15,41.59,0.84,13.32,3.59,37.93,23.78,2.92,9.83,1.66,62.07,59.13,192.23,3862.69,153.28,21.72,30.15,2.13,14.41,48.49072323642556,40.635150550248525,0.187136108309011,0.3715920485391358,8.265769037289052,0.1440769501730778,0.0709925716790284,0.0051708920013523,0.5473407959269829,0.156018671674592,0.6111852637375847,제조업,2,1,5
733,대화제약(주),67080,17-Dec,81.83,9.91,7.59,8.07,12.03,29.76,6.32,0.89,66.64,5.96,13.41,26.55,0.77,-10.94,-14.12,37.91,17.71,4.89,7.62,1.79,62.09,98.2,80.79,842.3,61.02,-7.93,12.07,1.5,7.59,56.9602272460449,222.57815822558453,0.0523424025477391,0.4954638319400105,8.218731284830739,0.0758784448630773,0.0498322645679612,0.016292304153635,0.6664450858037838,0.3106773066568602,0.2553462486827055,제조업,2,1,5
734,덕산네오룩스(주),213420,17-Dec,16.01,16.7,26.33,14.37,53.92,0.67,890.0,-0.71,87.44,9.67,27.88,23.75,0.75,46.43,137.19,32.12,14.52,22.56,8.19,2.57,67.88,21.85,391.15,2550.65,299.98,38.26,243.29,5.52,12.55,368.6235440216526,258.84177449318486,0.1376045845049307,0.1793218465416197,8.173899563353187,0.1254545438905512,0.3197397697725354,0.0011366395540281,0.4859386103602238,0.1379523369945879,0.1580884138892176,제조업,2,1,5
735,덕산하이메탈(주),77360,17-Dec,2.76,17.67,-0.8,10.55,73.93,0.76,97.91,-1.1,88.91,2.61,9.92,10.37,0.25,3.22,5.24,21.4,4.62,8.71,9.11,1.63,78.6,3.66,991.1,3966.97,889.44,23.73,556.11,3.92,4.36,-49.907919140730606,309.0962628151564,0.0146699840420754,0.0353267785578793,8.260139896115227,0.0435844851686622,0.148082254188559,0.0023814244889368,0.7360859038545523,0.154479610735747,0.9538012332911524,제조업,2,0,2
736,덕우전자(주),263600,17-Dec,36.9,12.62,88.32,16.44,60.86,4.65,1038.71,-0.11,88.04,16.43,49.72,27.89,1.31,198.43,49.69,24.02,23.25,16.22,24.17,2.72,75.98,36.97,212.69,2087.92,191.84,30.36,68.6,4.36,16.48,35.2995862717796,36.58957684934406,0.211026936982649,0.2699204666096147,8.063720507950876,0.1647979904110947,0.1847941903774564,0.0006784991237716,0.4270256260479741,0.0785697811242059,0.4659154455387782,제조업,2,1,5
737,데브시스터즈(주),194480,17-Dec,1.69,-91.17,-4.73,-1.75,-6.92,0.0,-4464.24,-7.03,-35.29,-0.22,3.16,-0.93,0.12,-13.68,15.5,0.0,-11.07,5.69,93.27,4.52,0.0,3.22,4782.7,2474.89,4777.41,76.54,229.7,5.23,-10.96,-18.56093610659014,-62.72723525331436,-0.0983045752701818,0.0311490114666366,8.154240255390645,-0.1096401125582855,0.0375470853485777,0.0009568774938192,0.2182148207363412,1.817420061059712,0.1497157448798229,서비스업,1,0,1
738,도이치모터스(주),67990,17-Dec,153.47,0.45,28.74,1.54,3.74,57.21,1.71,0.66,28.58,2.63,72.36,12.92,1.92,-2.09,41.1,7.8,3.48,64.37,13.38,4.72,92.2,235.94,72.99,1116.32,48.0,-12.34,20.41,2.57,0.86,700.0075304753727,244.10228748525705,0.0236355203987032,0.7023316590986383,8.74648403784541,0.008582493901126,0.093230665224591,0.0185563438669371,0.5177389567110207,0.0656406812876926,0.0534106826535553,서비스업,1,1,4
739,동국산업(주),5160,17-Dec,42.5,2.91,-1.07,7.15,18.56,16.15,9.28,0.29,36.24,6.78,14.46,14.18,0.94,4.34,3.9,11.53,5.41,6.73,4.88,2.34,88.47,57.53,181.24,682.11,111.23,21.91,23.06,2.52,2.74,-24.06615762810337,-25.064532942999644,0.0461552695836821,0.3652114594438158,8.91751967719428,0.0274202177261726,0.0622075256386527,0.01325728650877,0.5110832037318579,0.066400419334945,0.1754024217872583,제조업,2,1,5
740,동국제약(주),86450,17-Dec,28.69,11.52,14.83,9.59,36.28,2.65,209.11,-0.36,188.75,9.12,15.96,32.83,1.02,15.89,14.56,59.01,15.8,3.73,7.4,5.37,40.99,33.57,338.21,1187.31,274.98,51.17,78.74,3.93,11.7,6.70107813987787,0.4297562985911768,0.1433846369651805,0.2513020862806593,8.572067319071886,0.1170313533997156,0.1691153867230481,0.0026520386999947,0.2735585329068433,0.4489859307329167,0.6417836472995776,제조업,2,1,5
741,동아화성(주),41930,17-Dec,91.13,3.58,-6.41,7.26,19.4,33.9,7.2,0.55,58.33,9.56,31.88,23.67,1.27,-8.96,6.21,12.53,9.76,4.17,12.62,3.18,87.47,97.23,118.46,1198.37,96.09,8.53,13.91,2.44,4.56,-10.623750849544274,-39.57161530172813,0.0649568883924197,0.4929687032855184,8.28693453003113,0.0456383331703702,0.0642960470109324,0.0172442345556649,0.452640059456336,0.0742535504160757,0.4033606998314942,제조업,2,1,5
742,동양이엔피(주),79960,17-Dec,31.17,2.06,3.25,4.75,27.22,1.46,171.54,-0.11,114.92,7.49,108.07,24.05,1.6,5.09,-3.6,9.53,4.46,9.66,11.1,6.9,90.47,37.93,312.72,4951.05,248.36,48.07,138.59,5.89,3.29,-10.130933431762893,-42.32892370453191,0.054206253896088,0.2750073262127622,8.430654587358802,0.0329189979058619,0.3131583960030548,0.001161935790654,0.2933850225092819,0.0614232172294925,0.6343587058448914,제조업,2,1,5
743,동양파일(주),228340,17-Dec,8.72,9.31,-15.39,31.37,217.07,0.0,36.7,-0.22,30.88,17.4,8.86,10.83,0.51,-24.13,-26.76,30.77,5.67,3.3,20.54,1.56,69.23,8.72,603.4,1468.94,563.36,40.35,374.96,3.06,4.73,-61.72264399968363,-71.03695461004736,0.0844749947628169,0.0801638883150731,8.203294231329405,0.0473253029046215,0.3005794613444184,0.0138634538444141,0.5162906168179929,0.1415658105919343,0.4267554898078863,제조업,2,0,2
744,동일금속(주),109860,17-Dec,17.1,5.34,1.36,6.71,24.05,6.0,15.2,-3.07,40.01,3.92,20.36,8.75,0.59,66.64,20.71,10.15,3.7,12.26,6.42,2.55,89.85,19.48,210.28,2899.92,140.67,15.79,26.46,3.69,3.14,78.51683341536877,3.2795027414682285,0.0231047911636189,0.1630482349806822,8.086356388343368,0.0314017302294305,0.0378799805732886,0.0095318094001475,0.6989985732100024,0.0622196415900965,0.665922278252812,제조업,2,0,2
745,동화기업(주),25900,17-Dec,51.0,7.99,1.09,13.14,18.15,24.21,10.04,1.0,37.64,8.36,101.43,23.13,0.64,-0.64,12.76,27.44,7.26,7.12,11.35,1.02,72.56,85.33,82.05,6282.13,60.37,-4.94,7.83,1.36,5.11,10.13042985871452,6.275847638926015,0.074855882452322,0.4604260060046226,9.087821003508596,0.0511043666948796,0.0215398747982753,0.0158534365333541,0.7741984576222927,0.15740380261629,0.5564276431821854,제조업,2,1,5
746,디와이피엔에프(주),104460,17-Dec,77.32,-2.98,-7.22,2.14,4.97,9.19,9.68,0.02,68.21,2.17,17.81,9.6,0.98,-8.61,3.35,11.32,-4.73,3.27,581.47,5.76,88.68,77.84,156.27,999.47,155.86,24.46,37.0,2.23,-2.92,49.78896165931361,-681.8499722333717,0.0249426515670585,0.4377122502682825,7.972139842590519,-0.029188519584074,0.1608498546084429,0.0058703424916748,0.3206295113486343,0.0877331408989931,0.3708102651775878,제조업,2,0,2
747,디케이락(주),105740,17-Dec,23.0,0.91,1.88,10.98,26.26,9.46,7.36,0.33,34.98,5.91,13.64,14.75,0.54,0.66,2.99,21.54,0.63,3.12,2.54,1.27,78.46,29.03,288.33,1964.04,175.52,33.57,49.54,2.51,0.49,-32.7137310634854,-81.35330245330368,0.018175670155235,0.2250066119051101,7.997998273407681,0.0049244692764677,0.0882974393065487,0.0114229746249124,0.4861148184371761,0.1818984487116626,0.4715204355838497,제조업,2,0,2
748,라온시큐어(주),42510,17-Dec,22.2,16.17,22.42,14.38,69.96,1.8,201.54,-0.3,1676.55,15.02,1.34,54.74,1.15,55.98,27.18,61.48,23.82,5.61,0.0,30.34,38.52,27.34,389.34,99.33,389.34,50.44,104.16,4.96,18.59,73.63767710785454,101.22694247341526,0.1798745146875746,0.214704902342221,7.308263653882774,0.185945708882617,0.1815729238010077,0.0038485908165779,0.3213088746646819,0.4584098879060747,0.3093948773971878,서비스업,1,0,1
749,램테크놀러지(주),171010,17-Dec,133.42,3.79,-2.2,10.77,8.57,58.59,1.29,3.79,22.04,5.44,4.29,15.86,0.5,22.11,-1.75,14.95,5.33,13.38,4.08,0.66,85.05,174.1,46.65,310.02,17.8,-25.97,5.6,0.77,1.89,282.1982666805889,451.6154101404803,0.0244777050202681,0.6351638648410253,7.684510475862778,0.0189172864686367,0.0272795189465565,0.029421725046575,0.7729146720593082,0.1005074843751765,0.0496152685294013,제조업,2,0,2
750,로체시스템즈(주),71280,17-Dec,23.03,0.98,0.0,1.72,32.61,4.7,8.43,0.05,96.89,6.83,44.06,28.8,3.96,0.0,0.0,6.87,4.93,30.84,19.9,13.27,93.13,26.49,355.24,879.89,245.96,46.46,129.58,18.9,3.9,-54.47860626504543,-18.21961150534284,0.0238653352563682,0.2094332773602048,7.930052941388502,0.0381807220614043,0.2358840578552416,0.0084737799812702,0.3533208778046379,0.0625815991704622,0.4572816090563222,제조업,2,1,5
751,리노공업(주),58470,17-Dec,7.83,28.52,13.73,27.09,206.76,0.0,999999999.0,-1.11,128.74,15.55,18.57,35.83,0.61,22.25,25.47,42.14,18.82,6.91,20.93,2.06,57.86,8.13,943.02,2990.95,898.45,61.05,336.36,8.24,17.43,25.02981975378101,14.02957003509808,0.2122484879977335,0.0752078547552864,8.391788127084485,0.174274496553286,0.2435751277561381,0.0,0.3171081128397414,0.074007225153017,0.8954320525008765,제조업,2,1,5
752,매일홀딩스(주),5990,17-Dec,66.05,1.2,0.17,4.83,19.0,17.31,11.41,0.15,106.84,8.92,240.05,28.93,1.85,-7.35,0.21,35.12,0.18,9.09,9.69,6.12,64.88,88.56,153.02,3680.83,103.02,18.57,22.97,3.78,2.21,15.231805110416069,-41.81480451127239,0.068348865476785,0.4696694975144371,8.947962365788426,0.0221011205056236,0.0804606589677233,0.0122362297620004,0.4640238524017684,0.3141774960815796,0.4044131201290859,제조업,2,1,5
753,메가스터디(주),72870,17-Dec,18.47,-2.67,-6.22,9.34,18.67,0.09,-42.04,-1.97,198.85,3.65,65.78,13.21,0.38,-18.55,-12.07,46.71,-0.68,8.44,12.75,4.63,53.29,24.34,263.11,11911.79,253.43,24.22,122.72,1.83,-1.01,-399.4118913227064,-111.15528580413496,-0.0381764231362229,0.1957710715890848,8.528456449971001,-0.0100955442620616,0.1822646146063308,0.0043824708470995,0.6092342886891358,0.5678880249500472,0.6782353482700281,서비스업,1,1,4
754,메가스터디교육(주),215200,17-Dec,52.47,4.3,22.69,11.6,27.44,2.09,85.97,-0.11,76.25,10.29,216.96,33.48,0.98,113.66,44.48,58.8,5.52,28.29,188.66,2.0,41.2,59.97,59.36,15363.51,57.51,-13.33,14.46,3.02,4.2,316.8424288857002,258.7306329578475,0.0557299974393952,0.3748852172535596,8.453979969738928,0.0419576964099355,0.0474378548885074,0.0020073234834997,0.8052948442774177,0.530992731835005,0.0506983170222391,서비스업,1,1,4
755,메가엠디(주),133750,17-Dec,60.93,-4.7,0.58,9.13,17.98,0.0,-29.43,-0.84,169.19,6.85,6.19,20.45,0.75,8.82,5.27,58.46,-4.65,21.35,53.85,5.77,41.54,61.51,94.99,519.26,91.09,-1.89,67.93,2.15,-3.53,-354.82530211252754,-377.5754055370002,-0.0229655085376805,0.3808275342334937,7.96528533347888,-0.0353015142947476,0.2562756602802043,0.0022321920071744,0.6416422769976607,0.6151234738988636,0.3619102565902367,서비스업,1,0,1
756,메디포스트(주),78160,17-Dec,5.24,-4.37,-22.42,-13.44,-14.13,11.21,-9.26,-2.38,16.16,-4.08,10.75,4.95,0.27,9.37,47.45,59.64,-1.52,10.52,6.0,0.97,40.36,40.67,809.97,2516.33,664.96,26.44,174.96,1.11,-1.16,60.94826615811354,65.57143623636932,-0.0228641621758665,0.2891130415149069,8.143233220439502,-0.0116104971790115,0.0652689213717487,0.0103218823077745,0.6983877642847653,0.6824933925886933,-0.2542954057104726,제조업,2,0,2
757,모바일어플라이언스(주),87260,17-Dec,38.3,2.78,47.75,-5.13,-10.2,36.2,1.96,1.75,101.87,-5.2,7.56,11.35,1.21,73.88,-12.25,18.92,6.5,3.07,15.15,9.26,81.08,104.03,358.84,351.55,317.16,48.59,35.55,2.51,3.36,-60.42486280350502,-68.04323803855638,0.0436446618384196,0.5098705165085373,7.730736648131865,0.033644599090528,0.0667364348388421,0.0462525114615255,0.3263175343253532,0.1531316074317447,-0.1067995098667242,서비스업,1,0,1
758,모트렉스(주),118990,17-Dec,43.68,7.89,47.47,6.64,26.15,8.61,13.32,0.67,287.43,8.4,159.14,26.31,1.51,58.55,8.35,24.81,20.09,6.8,5.86,13.81,75.19,47.31,245.43,5034.98,172.99,43.12,18.09,3.67,11.89,25.09630465023369,-2.068009722411265,0.1570863606110135,0.3211757411726056,8.304283178066045,0.1188998167835608,0.0536409018370182,0.0286881203074004,0.2722744727194212,0.1438899935383353,0.4014641542365973,제조업,2,1,5
759,무림에스피(주),1810,17-Dec,34.9,5.21,7.49,6.73,12.39,17.29,5.96,0.49,61.71,4.48,18.34,14.12,0.69,7.76,-1.95,13.71,5.55,6.37,6.42,2.74,86.29,56.65,144.03,1747.52,93.32,9.81,42.68,1.93,3.59,-23.558315120750464,310.3757956128424,0.0256068215518566,0.3616472165305558,8.484457586319914,0.0359445758046504,0.0950856168305334,0.012049398449644,0.6791052407308396,0.0999453741308603,0.4228872242754143,제조업,2,1,5
760,미래나노텍(주),95500,17-Dec,64.7,3.67,-4.78,5.73,13.44,29.39,1.94,0.57,135.86,5.66,24.1,22.75,0.96,3.41,-10.79,16.73,7.07,8.16,8.52,5.11,83.27,72.67,148.51,1245.45,115.43,18.18,57.23,2.1,3.53,-56.91227102799129,1253.9454603728168,0.0188954823143567,0.4208656970360477,8.453575390760873,0.0353485782603432,0.2144373156760315,0.0212626971757858,0.4435428272354131,0.1477323590923908,0.2684609081305046,제조업,2,1,5
761,미스터블루(주),207760,17-Dec,27.76,10.31,10.1,8.68,29.98,7.9,53.52,-0.04,134.42,6.89,12.48,27.15,0.83,13.7,25.5,0.0,10.09,7.93,492.62,4.0,0.0,29.86,196.77,1193.56,196.03,20.68,60.83,3.63,8.58,-23.25542359723373,-22.296472768612112,0.0999110336400005,0.2299436050187876,7.579621585989134,0.0857887121169908,0.1300215472470824,0.0081460583862251,0.5794112103969725,0.8799390942861206,0.1775430873204366,서비스업,1,0,1
762,바디텍메드(주),206640,17-Dec,31.43,-5.97,19.14,12.05,16.76,26.27,2.47,1.56,70.09,5.86,2.37,17.87,0.53,42.72,-4.33,56.03,-3.0,4.11,4.87,1.98,43.97,53.78,268.28,291.28,213.17,34.39,103.03,2.06,-3.16,-76.800072854498,-125.49661388822034,0.0288867018833147,0.3497209950409997,8.034092203088063,-0.0315533352431167,0.2105645565931373,0.0454605346627017,0.4517302177422874,0.5056565719137657,0.2599528335783741,제조업,2,0,2
763,바이온(주),32980,17-Dec,58.96,-35.12,20.68,-4.32,-3.77,34.3,-1.93,4.97,-14.77,-1.49,1.34,-2.59,0.38,18.06,-31.69,12.44,-23.22,3.03,11.12,2.24,87.56,65.82,100.62,198.02,92.43,0.22,25.73,0.88,-13.29,-360.3857238708103,-235.63992587133487,-0.054190620175391,0.3969267366709823,7.741469991005801,-0.1328802882931187,0.0914951666119276,0.0651097847802776,0.6422223193480063,0.2676071991282998,-0.6409749220217985,서비스업,1,0,1
764,베뉴지(주),19010,17-Dec,60.3,-5.62,5.68,2.49,0.82,33.17,0.35,2.37,7.37,0.39,2.8,4.14,0.16,22.7,-3.18,54.46,-0.86,46.18,22.45,0.23,45.54,88.55,56.22,861.14,54.48,-14.0,10.53,0.35,-0.89,-67.81956769576377,-129.7010187268414,0.0028141439450349,0.4696501395710706,8.639998702394939,-0.0089379940193641,0.0336776351232919,0.0178276277340733,0.8201892629791235,0.5269095583738008,0.4200068823368005,서비스업,1,0,1
765,보성파워텍(주),6910,17-Dec,42.51,-12.39,-3.96,-12.7,-24.53,10.72,-23.59,0.05,7.88,-7.8,3.31,2.63,0.6,-9.8,5.43,-0.06,-10.59,4.06,3.73,1.91,100.06,46.63,192.83,367.06,122.36,26.91,24.62,2.05,-7.45,-68.3822875513954,-2104.314739201964,-0.0505743333265975,0.3180209918948928,8.092095090968161,-0.0745460617255131,0.0713569890516404,0.0072962043290004,0.4410082078721903,0.083459743846136,-0.1261400173018016,제조업,2,0,2
