,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
255,(주)씨젠,96530,17-Dec,14.08,4.62,-13.44,20.48,45.45,11.02,8.46,1.03,163.75,9.99,6.68,16.8,0.45,-23.7,18.96,66.44,2.84,1.72,5.33,5.02,33.56,28.16,601.6,1066.75,503.86,55.12,140.82,1.67,2.09,38.6442300655057,-43.43638754535348,0.0721867341599874,0.2197441468795347,8.254605261492742,0.0209151692094275,0.1547409925647909,0.0315096198164541,0.338918576347957,0.5049513335484385,0.3051483932864199,제조업,2,0,2
256,(주)씨티씨바이오,60590,17-Dec,95.2,-15.86,4.36,2.74,2.91,37.68,-4.7,1.75,3.84,1.82,14.9,1.73,0.68,-2.14,6.02,22.93,-25.11,4.21,4.25,1.42,77.07,165.8,102.08,841.9,56.29,0.74,9.26,1.18,-10.74,-433.32545415914166,-655.8083167310496,-0.0729122556307327,0.6237786402353542,8.294243706777081,-0.1073837766425338,0.0331736730381723,0.0271384254690859,0.6344024628778246,0.3369689313387682,-0.008109763270667,제조업,2,1,5
257,(주)씨티케이,260930,17-Dec,6.95,13.54,0.0,19.65,165.12,0.0,3085.87,-0.98,144.02,11.99,22.33,12.92,0.61,0.0,0.0,31.27,8.93,5.89,29.14,6.29,68.73,7.83,1369.22,3390.76,1336.75,81.84,340.9,8.4,8.26,-8.471357549725958,-34.415223871805026,0.1882415604347447,0.0725874141625119,8.2677003209278,0.1178107950446149,0.2198113523429676,0.0003069163746453,0.1171364996962132,0.0964029736376593,0.258245063987099,제조업,2,1,5
258,(주)아가방앤컴퍼니,13990,17-Dec,9.4,-3.48,-6.48,-0.93,-2.96,0.65,-16.64,0.01,33.78,-0.62,8.57,7.52,0.64,-14.49,-6.25,45.73,-2.65,3.32,3.81,2.15,54.27,26.64,584.79,1015.9,346.95,35.97,59.26,2.86,-2.24,-339.2115828422406,-362.9681567729361,-0.0179999416092541,0.2103484853553146,8.325197561646265,-0.0223808885580435,0.0439737518778458,0.0048014783895522,0.5660639548893902,0.4852998817951664,0.5264817218319714,서비스업,1,1,4
259,(주)아나패스,123860,17-Dec,12.34,0.78,-2.58,18.98,80.18,11.62,17.22,-1.52,153.17,17.1,17.19,4.81,0.89,2.06,-12.33,36.87,0.89,59.8,8.17,15.56,63.13,27.11,837.26,1501.14,772.65,71.57,131.24,4.03,0.69,-30.72719779715568,3844.214742078461,0.0508887790350905,0.2133005595137987,7.985091749745392,0.006931861380504,0.1274013808715233,0.0133758009051334,0.187213811956614,0.3115198020074358,0.3361687167069636,제조업,2,0,2
260,(주)아난티,25980,17-Dec,37.13,1.74,8.5,6.31,2.37,32.74,1.28,6.41,8.51,1.3,18.28,7.52,0.21,-55.16,11.51,44.85,0.82,4.94,4.31,0.26,55.15,120.88,58.76,4016.76,40.06,-6.93,13.7,0.4,0.37,-64.97021170329889,-90.41144188971792,0.0178376017945101,0.5472739162837343,8.863550306608232,0.003739207426685,0.0230230324878085,0.025602491749955,0.9012306829754274,0.3652780474861438,0.1118227981097661,서비스업,1,1,4
261,(주)아모텍,52710,17-Dec,64.54,8.03,11.27,10.26,15.99,32.9,10.55,1.04,78.77,8.21,64.75,27.03,0.84,24.45,6.57,25.15,14.2,9.53,7.81,2.23,74.85,105.5,147.41,3936.97,108.0,14.89,37.53,1.61,6.77,41.06686916186735,55.0077447979392,0.1092752185626153,0.5133880002378289,8.595660313352093,0.0676955021663814,0.1178619567105471,0.0198003943721444,0.537013374095594,0.1218816482419533,0.3453935447415119,제조업,2,1,5
262,(주)아미노로직스,74430,17-Dec,7.1,3.22,0.7,21.2,84.4,2.03,63.25,-1.03,454.57,7.23,1.92,4.25,0.34,3.97,2.87,23.1,1.21,3.8,2.53,41.52,76.9,9.37,873.47,513.99,700.94,50.2,233.12,3.87,1.1,37.83238816990381,790.1599065904978,0.0218552845829211,0.0856535754240286,7.693474114194345,0.0110192203053386,0.1512909669350273,0.0039049951434494,0.4331378977266708,0.1671442708290021,-1.6710702822203265,서비스업,1,0,1
263,(주)아바코,83930,17-Dec,71.44,-0.98,7.21,6.48,14.67,0.91,21.81,-0.18,82.54,6.47,23.26,13.33,1.03,12.68,-6.81,12.12,-0.82,3.27,49.73,5.8,87.88,78.9,195.08,1312.04,192.02,37.97,56.15,2.43,-1.01,-85.24129156471335,-113.2373816264624,0.00997953440301,0.441029889941029,8.270250210074817,-0.0100892254330644,0.2242284312366582,0.0010763356648931,0.2209790167002543,0.1115367725720566,0.2899834407695205,제조업,2,1,5
264,(주)아바텍,149950,17-Dec,9.21,15.1,15.22,28.21,212.26,0.0,999999999.0,-1.23,112.55,17.96,11.73,35.28,0.68,29.59,21.26,22.76,11.2,18.84,66.07,1.83,77.24,9.24,736.33,1686.39,726.64,53.62,298.18,8.38,10.29,49.0121763836902,77.22782512271665,0.1132587856487143,0.0846087467336425,8.176709205339463,0.1028978391343724,0.251264041814381,0.0,0.379532721751268,0.0614002813797269,0.646284231167031,제조업,2,0,2
265,(주)아스타,246720,17-Dec,43.48,-417.26,249.89,-636.57,-71.4,32.85,-47.72,-0.76,-6.92,-27.83,0.24,-0.29,0.07,164.32,331.56,30.91,-45.63,4.47,0.88,1.28,69.09,63.89,243.36,306.3,219.74,38.03,44.84,0.17,-28.38,-1.029766603035975,16.491058480487535,-0.342843669457841,0.389846474530233,7.3737680622031,-0.2837878940764911,0.1189758427915428,0.0183367618782185,0.3544116027000116,5.350009961681377,-0.3966374397296182,제조업,2,0,2
266,(주)아스트,67390,17-Dec,88.36,1.51,38.55,-13.1,-6.52,51.33,1.75,4.03,35.22,-4.1,13.33,11.24,0.36,28.94,10.6,15.48,1.65,2.95,1.66,0.96,84.52,169.79,140.77,1343.01,70.52,13.35,22.67,0.59,0.55,9.68888465062104,-76.30738764234695,0.030121583833396,0.6293363805611346,8.4920694539123,0.0054845685887824,0.0742605000002383,0.0281079719927961,0.538923251409704,0.0719696003690804,0.0056346066943228,제조업,2,0,2
267,(주)아시아경제,127710,17-Dec,14.97,18.38,29.99,15.62,41.74,2.11,105.72,-2.46,260.22,6.57,4.3,25.11,0.48,-3.69,-10.07,51.79,13.14,4.61,832.79,4.24,48.21,18.68,394.64,622.11,394.34,37.15,192.41,3.06,8.74,-34.80528875628398,45.9079079070294,0.0559092518233983,0.1573809160712637,8.110598776522753,0.0874078480209686,0.242626555090598,0.0034034951042402,0.5023567686296285,0.4003212345953603,0.1575631215698729,서비스업,1,0,1
268,(주)아우딘퓨쳐스,227610,17-Dec,13.09,-0.63,63.54,-4.28,-32.46,0.0,-8.22,-0.07,89.35,-4.15,13.7,18.62,1.2,95.35,-10.15,32.8,-0.93,4.69,9.57,4.7,67.2,14.64,636.4,918.89,532.96,61.22,28.49,6.49,-0.76,-105.54466222093724,-103.52567594913064,-0.01255293966306,0.1277381536400626,7.721585745744794,-0.0075784318390649,0.0325191104617342,0.0082398641412888,0.2736330305326932,0.3384198530693968,0.2718590002566793,제조업,2,0,2
269,(주)아이디스,143160,17-Dec,7.15,10.0,-11.8,10.72,90.11,0.0,999999999.0,-1.55,288.07,6.25,17.76,22.67,0.55,-11.75,-26.52,31.79,6.7,4.84,4.57,5.27,68.21,7.45,1187.98,2835.61,1026.61,72.42,394.59,6.33,5.46,-310.1615201742061,218.6695555920496,-0.0282890486860965,0.0693438420590293,8.2128754321718,0.0546374564312335,0.2626644463250491,0.0,0.2092079743468697,0.3696494575141012,0.4507523874994678,제조업,2,0,2
270,(주)아이디스홀딩스,54800,17-Dec,24.66,7.04,39.79,8.82,19.18,14.17,61.53,-0.55,133.28,4.99,84.7,13.28,0.66,34.1,-0.72,24.2,6.13,4.15,4.69,5.84,75.8,35.13,362.5,3853.59,289.38,47.9,101.81,3.14,4.65,3.045653688380818,47.951983907143976,0.0485157928148521,0.2599699618555318,8.889155754479274,0.0464526373872395,0.1857854615741669,0.0037517446802879,0.3384838135787609,0.1684656911624017,0.2006899056156286,서비스업,1,1,4
271,(주)아이센스,99190,17-Dec,15.61,9.65,7.58,10.86,24.74,17.95,18.36,0.78,90.55,7.28,22.87,30.22,0.7,0.94,18.49,44.09,10.07,4.51,5.17,1.75,55.91,41.73,371.53,2370.66,258.67,29.9,106.57,2.38,6.71,-11.44834971182807,-13.683106532537751,0.1007678982091334,0.2944536636802335,8.369358753902585,0.0670614216497641,0.1173732288766543,0.0187574926051769,0.5908254012784152,0.2959112846662015,0.4764900444770726,제조업,2,1,5
272,(주)아이씨디,40910,17-Dec,49.12,7.98,-1.39,-3.3,-10.08,22.58,14.78,0.76,113.77,-4.33,37.69,24.73,1.3,-0.74,35.05,17.87,20.04,8.32,21.17,5.96,82.13,75.2,233.7,1631.11,212.21,37.49,24.44,2.7,10.39,131.0744027049894,140.4159890528383,0.1556382929079918,0.4292166537279985,8.376306137468994,0.1039215937382101,0.0685260336219764,0.0218782623243617,0.3447760688697899,0.0591427102433332,0.2855745161102173,제조업,2,1,5
273,(주)아이에스시,95340,17-Dec,17.6,14.13,7.49,17.34,50.12,6.15,45.16,-0.19,65.09,9.36,17.18,29.12,0.56,30.73,21.84,36.85,11.1,5.59,11.43,1.19,63.15,22.98,298.32,2359.27,266.02,28.38,84.65,3.12,7.91,106.17622374452048,83.54104699160268,0.1088589787241231,0.1868409054806209,8.324762702551451,0.0790734750704868,0.1211557184443155,0.0134303776471974,0.5730464665268103,0.1739631550192192,0.4043800779568747,제조업,2,1,5
274,(주)아이에스이커머스,69920,17-Dec,28.11,92.39,71.13,-8.17,-13.93,0.0,-7.34,-1.12,6844.21,-3.07,2.86,55.38,0.47,97.37,48.32,48.53,58.94,4.6,25.51,19.41,51.47,28.31,291.12,592.84,289.26,41.87,71.39,1.85,43.85,-239.21809580245,114193.99837243998,-0.0150339593839695,0.2206533008172252,7.98695769784765,0.3628053125519296,0.156393791508511,0.005970177345068,0.3622501513372458,0.5235412195579007,0.2309214597822145,서비스업,1,0,1
275,(주)아이엠,101390,17-Dec,163.88,-1.48,-7.78,4.34,12.19,41.91,0.77,0.53,47.41,7.94,22.1,27.51,1.76,-39.44,29.59,6.73,-7.48,10.56,17.44,3.19,93.27,186.98,49.03,418.88,31.79,-29.11,5.29,2.7,-2.59,1004.9755302470686,76.64591987830728,0.0084992734998782,0.6515467630218281,8.134089745653037,-0.0259356569292547,0.0301961543586538,0.0170327959671196,0.7200180976195616,0.0625043471768027,0.1046522316291151,제조업,2,1,5
276,(주)아이엠비씨,52220,17-Dec,24.18,-0.31,-7.66,15.27,67.31,0.76,16.93,-0.83,998.91,13.4,4.99,22.65,0.84,-38.76,-14.63,0.0,-0.21,8.53,0.0,38.77,0.0,24.86,178.58,446.67,178.58,15.22,48.56,3.78,-0.26,-92.4836399393874,-109.8925317878413,0.002107282276509,0.1990719914366649,7.815619535536703,-0.0025763599349107,0.094036180891646,0.0005580003163756,0.6541959043604566,0.997499221805908,0.4865356457367183,서비스업,1,0,1
277,(주)아이오케이컴퍼니,78860,17-Dec,11.77,-23.8,0.0,-3.54,-4.28,7.53,-0.45,0.96,266.75,-0.77,1.38,1.61,0.22,0.0,0.0,21.93,-6.13,5.95,35.54,35.8,78.07,21.82,236.86,524.19,230.55,13.22,130.15,1.21,-5.16,93.29670244464889,8.371433191406648,-0.0017127975837212,0.179092191776637,7.928624738871039,-0.0509820837783291,0.1257397986797148,0.029261640559736,0.7711614268817533,0.227283408354226,-0.0892683649411989,서비스업,1,0,1
278,(주)아이윈,90150,17-Dec,108.98,-3.07,-0.14,4.87,8.22,35.02,-3.59,0.76,74.66,4.87,20.13,12.12,1.0,-10.26,-8.14,17.6,-7.21,5.92,5.34,5.97,82.4,145.38,112.79,820.63,72.61,5.68,26.05,1.74,-3.07,-333.52508763513777,-244.1392782602906,-0.0364684314580362,0.592475047457648,7.987865494261855,-0.0307015875304074,0.1156854879345485,0.0177165560651023,0.49908923477499,0.2125085313094955,0.2923870528543487,제조업,2,0,2
279,(주)아이윈플러스,123010,17-Dec,83.25,-22.7,-22.26,9.38,11.7,42.06,-7.82,1.92,31.19,6.1,5.39,18.94,0.57,-32.25,-50.72,-7.76,-28.41,5.27,7.83,0.97,107.76,108.83,86.27,387.12,67.21,-5.47,22.44,1.04,-12.91,-9899.659241496813,-716.4980901994005,-0.1245108259015056,0.5211460624725033,7.338870668764539,-0.1290568943466529,0.0894602397712274,0.0291920185291386,0.6560885485408418,0.1413921814718977,-0.1052025590262501,제조업,2,0,2
280,(주)아이즈비전,31310,17-Dec,53.77,3.36,13.94,1.33,4.0,14.75,25.06,-0.02,117.33,1.7,21.18,20.3,1.36,21.97,4.54,20.31,7.75,6.66,8.05,7.44,79.69,73.75,219.56,954.1,159.42,37.0,72.05,3.35,4.57,88.40011044266167,41.762112689686575,0.0696840446425409,0.424451347059196,8.116920930676342,0.0456543933784137,0.2229528088372395,0.0068531489894853,0.3205379843756292,0.1518460488267549,0.4789797855230721,서비스업,1,1,4
281,(주)아이컴포넌트,59100,17-Dec,60.6,-33.86,-18.53,28.29,29.71,36.99,-6.08,1.36,7.51,12.27,6.94,3.75,0.39,-19.96,-54.27,7.41,-22.34,6.29,4.83,0.82,92.59,70.39,129.57,938.11,104.76,10.52,36.23,0.95,-13.19,-174.77761963493705,-246.82871293852017,-0.0649363403528394,0.4131132359630496,7.752143613219924,-0.1319236073747625,0.1288583624027739,0.0260861262834359,0.5391898186135562,0.2407406289663574,0.0474005855920212,제조업,2,0,2
282,(주)아이티센,124500,17-Dec,100.85,-0.04,8.75,-2.21,-7.06,28.94,1.14,0.86,177.85,-4.0,50.58,30.95,1.89,14.47,13.85,13.22,3.65,7.01,33.51,10.86,86.78,130.59,137.99,463.49,125.17,16.61,61.59,3.13,-0.08,206.73959092488028,98.29200674012368,0.021328028939029,0.5663360395232152,8.235873228204918,-0.0007653781354763,0.2693462412523617,0.031069572822196,0.3965172009348877,0.1209377160925471,0.0198489452008065,서비스업,1,1,4
283,(주)아이티엑스에이아이,99520,17-Dec,55.94,-1.08,9.14,-3.68,-10.67,26.76,1.01,0.84,64.77,-4.11,4.07,18.61,1.16,19.13,26.83,26.75,-2.14,7.96,4.73,3.7,73.25,62.56,160.02,208.53,80.19,20.65,2.97,2.83,-1.26,1208.8425087250655,95.1413140073948,0.0146152701990542,0.3848496270774452,7.445748632760206,-0.0126065998287839,0.0102275658848956,0.0351594168612369,0.4493750107491128,0.2549652350013824,-0.4364806616293935,제조업,2,0,2
284,(주)아즈텍더블유비이,32080,17-Dec,10.76,-1.06,9.22,7.97,19.76,10.9,-23.17,-3.83,18.26,2.7,3.37,3.17,0.35,-2.28,-34.49,6.19,-0.42,2.96,1.51,1.97,93.81,15.85,675.87,838.53,426.45,53.48,20.88,3.51,-0.37,-179.73940085066374,-108.4422080529546,-0.028377467019132,0.1367906657470044,8.00686728186354,-0.0037464570493543,0.0193873509114501,0.0121353421090617,0.3723116302214373,0.1421260461712105,0.566864137343475,제조업,2,0,2
285,(주)아진엑스텍,59120,17-Dec,15.91,20.05,12.28,5.96,27.05,6.42,16.35,1.83,214.78,3.97,10.03,28.81,0.7,14.04,74.8,52.62,18.49,3.62,4.92,3.88,47.38,17.18,509.8,1191.62,365.69,55.64,215.43,2.97,14.11,656.3813128906196,435.9569763291459,0.1782755517850683,0.1466083484340672,7.664130861880171,0.1411268305677859,0.292499446318462,0.046082394943251,0.3078244194578645,0.2729549029902688,0.4858881636973011,제조업,2,0,2
286,(주)아프리카티비,67160,17-Dec,47.55,15.5,23.99,22.6,64.11,0.0,999999999.0,-0.59,329.14,20.66,17.05,44.23,1.01,26.23,18.44,0.0,23.24,28.08,0.0,7.29,0.0,47.55,190.12,1232.59,190.12,29.04,69.01,3.18,15.69,14.374881750091776,45.88611462300804,0.1961054089181072,0.3222481557712312,8.014697563778226,0.1568931397462044,0.2223859873918328,0.0,0.3873368609989142,0.8062137565636179,0.27502061151935,서비스업,1,0,1
287,(주)안랩,53800,17-Dec,20.89,10.83,4.2,16.19,61.23,0.0,999999999.0,-1.24,148.5,10.88,28.99,42.22,0.69,7.03,5.16,77.14,9.15,8.19,36.64,2.31,22.86,21.61,380.94,3548.18,373.4,48.26,48.99,3.65,7.43,9.82835628305666,11.366451949133022,0.0764097849230339,0.1776704235287586,8.349511418038404,0.0742960631384662,0.0849827747601863,0.0,0.3456294119214053,0.6599822438940334,0.5798283232649093,서비스업,1,1,4
288,(주)안트로젠,65660,17-Dec,13.28,13.79,70.2,5.05,2.34,15.46,3.21,-5.0,43.43,0.45,1.39,5.15,0.11,48.78,9.42,60.69,1.78,2.92,10.99,0.75,39.31,23.64,582.51,1226.32,573.95,51.82,183.12,0.83,1.54,62.33028206933688,98.7741484152182,0.004094109293833,0.1912142413195998,7.780305795621344,0.0154349196933474,0.1966631420292554,0.0094397726055006,0.3743995300969921,0.5702979419370025,-0.0804147360391861,서비스업,1,0,1
289,(주)알에프세미,96610,17-Dec,57.95,-2.21,3.87,6.15,9.19,31.92,0.3,1.11,60.65,4.09,15.31,25.05,0.68,3.29,-3.11,12.78,-2.56,6.16,2.87,1.58,87.22,80.03,142.3,1280.53,67.72,13.62,25.42,1.6,-1.5,-91.64410973952982,-231.5609183696909,0.0023888299515489,0.444550007889937,7.971453353527264,-0.0149584432399354,0.0818349430314086,0.0188866225189995,0.5419273364572414,0.1242669932527446,0.4545869624409098,제조업,2,0,2
290,(주)알에프텍,61040,17-Dec,43.62,1.3,6.05,3.14,13.36,17.91,4.34,0.33,103.97,4.85,30.15,18.51,1.59,8.67,-10.82,11.25,3.19,18.43,10.32,7.85,88.75,57.08,244.19,1242.88,191.25,40.04,127.1,4.53,2.07,15.4620588284421,-61.72227171202287,0.0573982714307576,0.363365193339718,8.269405356616515,0.020672545144294,0.3529340504170474,0.0376529860248616,0.3219379479846212,0.0763881245101877,0.4426475196587404,제조업,2,1,5
291,(주)알엔투테크놀로지,148250,17-Dec,15.25,5.4,30.62,12.81,13.15,29.33,4.3,0.55,61.06,5.2,4.55,20.6,0.46,28.75,19.53,37.17,3.66,5.54,6.48,1.12,62.83,65.4,530.15,677.29,442.4,39.67,154.34,1.43,2.48,-33.67677321354745,-36.981526070533874,0.0228111225599519,0.3954121041398566,7.54961648453706,0.02482168265772,0.1474534287991939,0.0164626298332561,0.5110786961474211,0.3220623672169705,0.3106308825777813,제조업,2,0,2
292,(주)알테오젠,196170,17-Dec,6.76,-61.54,-10.29,-31.0,-118.45,0.0,-3313.32,-2.59,-74.82,-8.72,2.57,-8.74,0.27,-9.34,76.87,8.55,-17.51,8.98,58.87,2.48,91.45,7.95,1323.49,631.94,1315.47,76.66,194.02,4.11,-16.38,-14.08721296291334,-107.6538825975364,-0.1357360100115437,0.0736595915038529,7.633603570842229,-0.1637799634895486,0.1215698231573524,0.0006326764659636,0.1707179719426838,0.5955261890843263,-0.1316221371117545,서비스업,1,0,1
293,(주)알티캐스트,85810,17-Dec,67.49,1.49,0.35,11.83,11.34,3.41,16.17,-0.04,1098.41,4.87,6.66,24.66,0.41,-0.26,7.99,0.0,1.6,3.02,0.0,17.84,0.0,75.22,203.84,874.89,203.84,40.0,15.29,0.97,0.61,262.29357630220284,16.49893128281538,0.0335156922192179,0.4292931928526334,8.234375871823916,0.0061364746152202,0.0588741320644633,0.0048856748425017,0.2148866775007299,0.918755220606288,0.2722894505970108,서비스업,1,0,1
294,(주)액토즈소프트,52790,17-Dec,23.81,-13.5,-2.71,21.49,32.51,5.69,26.6,-1.46,247.5,8.28,9.78,3.56,0.38,24.89,-23.47,51.27,-6.72,4.76,0.0,18.51,48.73,34.2,359.66,1890.58,359.66,46.07,231.84,1.61,-5.13,-38.9557318075909,-230.373370763632,0.0455826885937811,0.2548371182798302,8.157567095744449,-0.0513095504361133,0.4113094717549493,0.0072506209294143,0.3619355652923533,0.392754376845495,-0.0199193927833645,서비스업,1,0,1
295,(주)앤디포스,238090,17-Dec,8.98,15.42,4.43,16.98,72.78,0.7,151.55,-1.94,36.69,9.58,6.95,18.78,0.58,-45.21,-25.84,31.35,10.03,6.57,14.78,1.85,68.65,15.16,592.37,1068.64,539.26,38.4,95.72,5.11,8.89,-45.9173731341579,-45.92720746481418,0.1001800016359978,0.131674484372626,7.967202762135278,0.0889444380391366,0.0746564209682814,0.0058541235658575,0.5380090585769745,0.139842134909037,0.3594667310223994,제조업,2,0,2
296,(주)앤씨앤,92600,17-Dec,20.1,-16.78,-7.58,-12.33,-53.71,8.21,-85.98,-0.95,181.16,-10.91,7.94,9.72,0.85,-12.96,-16.64,32.18,-16.05,12.14,5.12,16.42,67.82,25.48,444.69,707.21,337.51,55.22,72.54,4.93,-14.26,-744.1154205400671,-1205.4977522933516,-0.1729656549963935,0.2030801098997267,7.780888821824067,-0.1425690669648122,0.1162098751421925,0.0116706055391074,0.2876296360924662,0.5253510391800943,0.4138645356618624,제조업,2,0,2
297,(주)야스,255440,17-Dec,17.08,18.77,0.0,14.03,62.33,0.3,141.98,-0.25,126.59,9.62,13.3,22.47,0.69,0.0,0.0,31.75,15.22,7.52,24.02,3.48,68.25,18.26,509.37,1639.86,489.6,59.13,37.32,4.44,12.87,10.579208975899917,24.318241542093745,0.1713447361615553,0.1544153326811985,8.100897104258454,0.1567376171156409,0.0539054441262334,0.0048675343334802,0.2643027969060487,0.1123116773166438,0.3843308634910785,제조업,2,0,2
298,(주)얼라인드제네틱스,238120,17-Dec,2.63,-31.13,-6.01,-17.89,-60.5,0.0,999999999.0,-3.79,312.1,-4.15,3.15,8.6,0.22,-8.47,19.62,63.86,-7.49,6.01,3.67,10.06,36.14,7.36,3738.54,1259.64,3510.67,89.25,1242.09,3.37,-6.99,3.498918544550078,-12.775999280029826,-0.0614357275015104,0.0685745070414712,7.385732522345743,-0.0699399508995604,0.3046596946196507,0.0,0.0830129429447775,0.9120309617913638,-0.2963496415548319,제조업,2,0,2
299,(주)에너토크,19990,17-Dec,3.88,1.64,-0.85,6.69,103.21,0.0,999999999.0,-0.85,61.45,3.85,5.02,14.66,0.57,-6.74,-5.98,26.52,0.98,3.49,4.61,2.25,73.48,3.88,1539.84,838.9,1194.78,53.73,260.35,13.08,0.94,-85.63141222207828,-79.7070003930668,0.0070413389570157,0.0373197376887236,7.628471928567694,0.0093726166544224,0.0971601592476807,0.0,0.425335176526143,0.2528726659812404,0.6736246152294233,제조업,2,0,2
300,(주)에스디생명공학,217480,17-Dec,18.18,10.56,86.72,2.5,14.41,3.83,134.81,-0.31,88.0,2.48,12.45,22.4,1.3,65.24,21.69,54.43,17.89,10.34,7.11,4.63,45.57,20.83,405.58,949.11,280.78,45.98,45.2,7.04,13.69,-30.7819363003096,-40.04953119163168,0.1976667759653989,0.1724147532207519,8.107459044132872,0.1368809349956544,0.0680087660023725,0.0079695886511023,0.3897063552549006,0.3917069083929743,0.4427188961619994,제조업,2,1,5
301,(주)에스비에스콘텐츠허브,46140,17-Dec,38.43,-3.07,-11.74,6.61,20.74,0.0,999999999.0,-1.72,95.46,6.19,18.45,11.78,0.88,-17.16,-23.17,6.06,-3.99,5.35,0.0,7.37,93.94,42.55,286.32,1382.6,286.32,50.23,102.42,2.7,-2.69,-99.0582518856978,-294.4640430714011,0.0005973450800751,0.2984893612083144,8.325332385673878,-0.0269006152155595,0.2760884825313418,0.0,0.2281536499513894,0.0599059858927011,0.5148650077175048,서비스업,1,1,4
302,(주)에스씨디,42110,17-Dec,18.58,2.37,1.81,0.92,5.78,0.68,148.38,-0.38,102.98,1.12,6.05,26.86,1.22,-2.49,8.74,12.55,3.62,9.15,9.87,4.57,87.45,23.92,434.07,402.58,344.96,50.08,43.61,6.18,2.9,-21.390645895332906,-50.622787773999534,0.0642478840882383,0.1930410190535053,8.081179870493523,0.0289883019601305,0.0653768837080674,0.002185589061772,0.3493372358215724,0.0730463375959175,0.3223845496729738,제조업,2,1,5
303,(주)에스아이리소스,65420,17-Dec,70.41,-2.02,-7.91,0.71,1.72,20.63,2.5,0.43,68.46,0.8,6.49,12.28,1.08,4.66,32.35,26.98,-6.91,5.85,60.15,4.98,73.02,86.22,143.52,365.75,137.74,16.46,50.93,2.12,-2.18,630.3542775189804,-40.46427769320989,0.0237035012462078,0.4629900388926135,7.472342443982446,-0.0218272459115175,0.1925873747514508,0.0186706420224365,0.4573332010861123,0.2478511707414581,0.0340669380565677,제조업,2,0,2
304,(주)에스앤에스텍,101490,17-Dec,23.11,5.81,-0.01,20.58,26.04,27.88,6.84,0.53,25.79,9.17,5.46,15.83,0.45,9.94,-0.21,20.9,4.08,6.13,6.79,0.71,79.1,54.37,192.9,794.11,147.16,13.91,79.12,1.22,2.59,-66.55574961210745,-65.05402843390354,0.0201957969433808,0.3522017104133607,8.082653532959473,0.0258883786816313,0.118422439524909,0.008075874976731,0.7112646851803962,0.163626284911922,0.2582606767075435,제조업,2,0,2
305,(주)에스에너지,95910,17-Dec,138.99,-1.2,-12.63,-2.48,-2.87,40.98,1.73,1.36,34.08,-1.9,37.21,7.41,0.71,7.42,-24.14,14.87,-3.6,7.06,18.44,3.21,85.13,195.91,133.06,1527.29,123.96,15.53,24.13,1.02,-0.86,25.36291594168472,-193.68310813225733,0.0235407068217179,0.6620616658747404,8.479870587599809,-0.0085827925612037,0.1133616925228408,0.0195503500470545,0.374983509724026,0.1157069084324133,0.1504190076940577,제조업,2,1,5
306,(주)에스에이엠티,31330,17-Dec,46.65,2.43,1.16,1.32,17.18,10.5,11.53,0.23,522.76,5.6,24.24,20.66,4.27,-2.33,13.97,4.36,16.27,11.77,15.58,114.08,95.64,48.38,219.07,384.98,143.02,37.44,6.11,11.79,10.38,19.81733421462424,-23.76523376344968,0.1204087826592142,0.3260741875833264,8.45577579349918,0.1037536774671681,0.0192196101804952,0.0288293736333478,0.3112516401996714,0.0154335521649108,0.2419947255077567,서비스업,1,1,4
307,(주)에스에이티,60540,17-Dec,56.42,7.09,32.75,6.59,13.12,21.18,34.01,-0.29,59.2,5.17,7.79,17.84,0.9,24.42,14.9,17.9,9.89,7.51,10.04,3.5,82.1,65.05,139.25,563.56,112.72,13.42,55.9,2.57,6.35,54.47647432930584,69.77372044710589,0.0740616568070471,0.3941196998909502,8.093213878079027,0.0634951846576115,0.1910975218862965,0.006248047237677,0.5239863414983172,0.0963098887528128,0.1969832084430777,제조업,2,0,2
