회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
크루셜텍(주),114120,2017/12,제조업
크리스탈지노믹스(주),083790,2017/12,"전문, 과학 및 기술 서비스업"
키네마스터(주),139670,2017/12,정보통신업
테고사이언스(주),191420,2017/12,제조업
테라사이언스(주),073640,2017/12,제조업
티제이미디어(주),032540,2017/12,제조업
티케이지애강(주),022220,2017/12,제조업
팅크웨어(주),084730,2017/12,제조업
파나케이아(주),058530,2017/12,제조업
패션플랫폼(주),225590,2017/12,제조업
풍국주정공업(주),023900,2017/12,제조업
피씨엘(주),241820,2017/12,제조업
피아이첨단소재(주),178920,2017/12,제조업
피앤씨테크(주),237750,2017/12,제조업
피에스케이홀딩스(주),031980,2017/12,제조업
피에스텍(주),002230,2017/12,제조업
피에이치에이(주),043370,2017/12,제조업
하나마이크론(주),067310,2017/12,제조업
하나머티리얼즈(주),166090,2017/12,제조업
하이록코리아(주),013030,2017/12,제조업
하이즈항공(주),221840,2017/12,제조업
한국기업평가(주),034950,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국맥널티(주),222980,2017/12,제조업
한국선재(주),025550,2017/12,제조업
한국알콜산업(주),017890,2017/12,제조업
한국전자금융(주),063570,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국전자인증(주),041460,2017/12,정보통신업
한국정밀기계(주),101680,2017/12,제조업
한국정보공학(주),039740,2017/12,도매 및 소매업
한국정보인증(주),053300,2017/12,정보통신업
한국정보통신(주),025770,2017/12,정보통신업
한국컴퓨터(주),054040,2017/12,제조업
한라아이엠에스(주),092460,2017/12,제조업
한솔아이원스(주),114810,2017/12,제조업
한솔인티큐브(주),070590,2017/12,정보통신업
한양디지텍(주),078350,2017/12,제조업
한양이엔지(주),045100,2017/12,"전문, 과학 및 기술 서비스업"
한일네트웍스(주),046110,2017/12,정보통신업
한일단조공업(주),024740,2017/12,제조업
한일사료(주),005860,2017/12,제조업
한일화학공업(주),007770,2017/12,제조업
한창산업(주),079170,2017/12,제조업
해성산업(주),034810,2017/12,금융 및 보험업
해성옵틱스(주),076610,2017/12,제조업
헝셩그룹유한회사,900270,2017/12,"전문, 과학 및 기술 서비스업"
현대바이오사이언스(주),048410,2017/12,제조업
현대에이치티(주),039010,2017/12,제조업
현대정보기술(주),026180,2017/12,정보통신업
현우산업(주),092300,2017/12,제조업
현진소재(주),053660,2017/12,제조업
화성밸브(주),039610,2017/03,제조업
화일약품(주),061250,2017/12,제조업
휴림네트웍스(주),192410,2017/12,제조업
휴림로봇(주),090710,2017/12,제조업
휴마시스(주),205470,2017/12,제조업
휴젤(주),145020,2017/12,제조업
흥구석유(주),024060,2017/12,도매 및 소매업
