,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
780,(주)코스나인,82660,19-Dec,243.43,-157.46,-12.51,-14.39,-6.9,55.49,-1.17,10.73,17.04,-5.1,1.16,1.19,0.33,-80.75,133.27,6.76,-210.06,2.16,12.44,10.07,93.24,282.97,31.45,127.89,22.49,-43.57,0.79,0.44,-52.06,70.50977725074299,41.556911505786836,18356749,-0.049520837390683255,0.7388817176886452,7.714503333854441,-0.4406030647773166,0.005052439751545652,0.053216166235304445,0.2611182823113548,0.8000854754837675,0.24453077176138324,-1.8385124888396447,제조업
781,(주)코스메카코리아,241710,19-Dec,63.73,1.16,11.39,4.35,8.46,31.96,2.34,1.01,61.48,4.3,64.98,22.89,1.04,13.07,14.42,18.35,3.85,6.38,7.19,2.46,81.65,103.53,126.01,2391.67,81.18,8.14,14.18,2.16,1.21,-15.866987579061991,-55.97737786016347,347017988,0.0248280130377104,0.5086774277312283,8.545195150567597,0.012115753314832015,0.04443153893345498,0.021906176782964682,0.4913225751185092,0.6054262876652649,0.1596916295878011,0.15057142650333338,제조업
784,(주)코아시아,45970,19-Dec,102.79,2.8,-0.36,5.79,13.81,32.81,3.74,1.12,67.36,7.79,39.09,27.26,1.34,-0.77,15.99,13.61,5.82,12.79,13.02,3.5,86.39,129.23,91.37,948.65,64.8,-3.87,25.87,2.35,3.76,310.0816944193721,246.78815724950974,438868162,0.06269721839443705,0.5637500666490546,8.513615346189473,0.03756782927583074,0.11598895051687946,0.02937220754660346,0.4362499333509454,0.5902640519851041,0.08942318991916301,0.16423117735846832,제조업
786,(주)코엔텍,29960,19-Dec,11.14,33.93,1.49,58.37,91.38,11.34,75.88,-3.5,75.43,20.94,2.84,26.16,0.36,4.15,10.68,45.82,16.0,8.54,1688.08,0.97,54.18,29.73,694.42,611.22,694.2,51.05,203.17,1.55,12.26,-2.949211228264391,-1.4792027148613964,71114061,0.14418879142111796,0.2291454067219294,8.297166751927437,0.1222942613873777,0.17446519880057793,0.00805547554697133,0.7708545932780706,0.40367598956357503,0.05818071618775927,0.6382864195313698,"수도, 하수 및 폐기물 처리, 원료 재생업"
787,(주)코원플레이,56000,19-Dec,16.74,-17.0,-5.27,1.89,9.89,7.25,-28.51,-0.53,-15.63,1.77,2.81,-0.2,0.91,-7.92,-23.02,30.22,-17.92,14.35,7.01,48.9,69.78,21.81,642.23,245.78,584.9,74.51,196.86,6.7,-15.48,-15.07052360621185,-235.1772452491426,19805335,-0.16426723430116863,0.17904904277702197,7.325537357021105,-0.15484459168659787,0.2705212220731696,0.042416947960452235,0.8209509572229781,0.11746161829250779,0.4825519487552218,-0.1245527574544126,정보통신업
788,(주)코윈테크,282880,19-Dec,11.41,18.81,0.0,9.21,71.07,0.05,130.85,-0.1,134.56,7.29,19.98,27.99,0.79,0.0,0.0,29.89,16.57,2.71,449.75,3.75,70.11,11.42,756.02,2268.27,754.3,67.2,139.97,7.71,14.87,98.37098575,65.71981988,91102339,0.26793595616819077,0.10251471591002047,8.061520275759166,0.22022382778825683,0.1433809053334859,0.010252718774255595,0.8974852840899795,0.22557377652455907,0.07008101076307163,0.2910052714426485,제조업
789,(주)코이즈,121850,19-Dec,96.02,-2.8,-11.52,-7.97,-12.36,37.24,-2.76,2.35,37.02,-6.88,5.47,19.92,0.81,20.34,85.22,11.04,-5.89,12.11,6.69,1.51,88.96,125.42,102.35,236.59,70.26,1.0,28.79,1.32,-2.27,61.94218734580905,87.54246637164813,35464086,-0.06440525877614481,0.5563852109067072,7.613805713702436,-0.022702056585068797,0.12262754302468407,0.03800995077400671,0.44361478909329277,0.5640444608253684,0.18987160701110414,-0.08795020744182065,제조업
790,(주)코콤,15710,19-Dec,18.63,6.14,-0.13,11.2,50.77,0.0,192.48,-0.12,88.68,10.17,15.28,17.95,0.91,-0.62,-18.16,28.33,7.12,4.27,10.43,4.33,71.67,25.06,336.55,1344.95,286.23,35.24,98.03,4.18,5.57,-22.40922028848671,-40.77175402356723,133903684,0.09044515151678559,0.2003908369763878,8.168562534432235,0.05570648063871772,0.14604314360508278,0.0021635698981348696,0.7996091630236122,0.4986000943684962,0.18363381249465846,0.6321355254246853,제조업
791,(주)코텍,52330,19-Dec,9.9,10.78,0.0,26.09,211.69,0.0,999999999.0,-1.2,96.63,21.07,36.63,19.51,0.81,0.0,0.0,24.93,9.68,6.02,4.85,3.54,75.07,11.06,768.99,4082.49,582.34,59.65,306.82,8.12,8.71,-21.910164216136554,-12.233642278724473,285258696,0.09767129419436836,0.09955207288384266,8.547887105445932,0.09068293056079853,0.2735575396614336,0.0,0.9004479271161574,0.31436907781479295,0.13320089985968386,0.6796896186973382,제조업
793,(주)코프라,126600,19-Dec,42.03,4.9,-6.55,2.4,9.27,9.09,17.47,0.02,65.87,2.8,17.32,15.08,1.13,-6.92,13.34,13.22,8.5,3.4,4.74,4.94,86.78,43.35,258.7,1033.47,185.15,46.54,48.6,3.24,5.54,44.41222442242555,85.057580684096,182893389,0.056452419374136226,0.3023975536165337,8.194265834928181,0.05535495024754329,0.1424944333172059,0.009259952376239621,0.6976024527769,0.24142005834327912,0.08224558625243693,0.47479066219829585,제조업
794,(주)큐로컴,40350,19-Dec,137.63,-164.07,2.72,-58.35,-14.88,35.08,-4.57,6.48,-255.76,-9.09,0.28,-9.68,0.16,-46.92,8.17,32.83,-33.25,21.25,16.83,2.45,67.17,156.94,9.55,86.03,7.99,-48.45,1.9,0.33,-25.91,-12.273228027957442,14.904925975586531,15051780,-0.12386247046443524,0.6108008050780701,7.985007606884021,-0.2590607044745813,0.01019576472790005,0.055991403601662056,0.3891991949219299,0.9488354958109565,1.112779883840981,-1.5476393789338596,정보통신업
795,(주)큐로홀딩스,51780,19-Dec,67.81,-35.43,-4.64,-3.04,-3.26,43.12,0.28,8.19,3.55,-1.59,0.73,0.92,0.51,-34.44,2.12,26.48,-34.12,7.84,6.33,3.06,73.52,95.16,82.65,55.23,57.41,-6.03,5.84,0.97,-18.09,237.4610114272761,25.7450190792433,25752114,0.0155112516650857,0.48759660378449926,7.692265968135133,-0.18091858013113118,0.02030521693746545,0.10545066449201762,0.5124033962155007,0.7128222685352037,0.23437376830500206,-1.943946162838046,도매 및 소매업
797,(주)큐브엔터테인먼트,182360,19-Dec,52.73,3.31,11.01,11.73,24.32,16.29,5.79,-0.16,169.42,10.93,11.23,30.51,0.98,-15.95,-13.44,15.28,5.75,11.24,0.0,8.98,84.72,81.67,168.58,662.9,168.58,19.91,76.06,2.25,3.24,-50.238255061366225,-10.447028283048326,29829672,0.03158690314870713,0.44955712912569884,7.505186199683514,0.03243747100738471,0.2207756796784668,0.01251634753969103,0.5504428708743011,0.5106826871221272,0.12056180168524816,-0.18659106213922344,정보통신업
798,(주)큐에스아이,66310,19-Dec,6.41,4.87,8.23,14.11,80.6,0.82,19.66,-2.49,85.42,5.47,5.48,18.88,0.4,26.9,20.48,24.31,2.08,5.14,3.33,1.71,75.69,7.29,829.71,1316.51,641.02,43.61,324.8,6.97,1.96,352.87306651686146,412.4563860944862,22679509,0.007406528168383797,0.06791830040143568,7.766876766342388,0.01963335141990107,0.19410181074107832,0.006513954114922786,0.9320816995985644,0.5041528645659655,0.22475998047400408,0.5308441489854927,제조업
799,(주)크레버스,96240,19-Dec,92.13,6.4,16.28,21.16,34.98,31.78,12.41,0.66,133.86,19.15,45.6,42.43,0.97,26.85,14.59,0.0,12.06,10.95,83.61,2.99,0.0,120.95,72.21,1713.74,69.69,-11.59,36.47,1.91,6.23,43.53307787181046,10.141835335111233,174974828,0.12588808616912067,0.5474190807192146,8.286436380355589,0.06225927609054797,0.1520831671975892,0.01994297093025795,0.4525809244516554,0.6989185394273718,0.8706042391423297,0.0570682550807133,교육 서비스업
800,(주)크리스에프앤씨,110790,19-Dec,26.3,9.57,1.91,9.5,40.9,7.7,58.13,0.0,86.19,8.89,22.15,21.66,0.94,-2.77,0.61,66.19,11.77,19.33,2.51,3.91,33.81,27.78,323.33,1852.32,136.36,45.97,86.6,4.07,9.04,-13.51347886,-24.80625451,259452905,0.13727754480472013,0.21738053516236652,8.442925917725495,0.09039173983305396,0.17824943731931095,0.010175786632107945,0.7826194648376334,0.3345060858332876,0.5165719381712068,0.5902824240501658,제조업
801,(주)크린앤사이언스,45520,19-Dec,95.71,6.86,42.54,5.3,8.51,38.81,14.01,0.28,76.55,5.41,32.42,21.51,1.2,21.02,24.23,20.02,20.57,4.5,6.53,3.23,79.98,174.6,149.95,1156.78,99.22,17.41,7.49,2.0,8.23,34.06642024413424,18.457192291594552,118318802,0.1103181821448991,0.6358285614283914,8.064236180333879,0.08229063463770186,0.026121070267171764,0.013126676198293923,0.3641714385716086,0.47734451823978746,0.1081972415508399,0.2909485420874814,제조업
802,(주)클라우드에어,36170,19-Dec,12.12,-102.11,-8.26,12.72,12.31,7.99,0.0,6.22,-23.9,1.68,0.39,-3.14,0.13,-36.09,-6.41,21.28,-16.79,5.64,8.86,0.98,78.72,15.78,507.3,225.77,492.85,42.63,163.88,0.54,-12.89,-101.32816954620294,-489.2128062873856,13489259,-8.916531206740797e-05,0.13625674435861865,8.009642427568096,-0.12891049488264392,0.1715117505602861,0.10452093096546482,0.8637432556413813,0.4690651331278701,0.21346739654120364,-0.24159455415175862,제조업
803,(주)클래시스,214150,19-Dec,28.99,41.16,50.19,33.91,106.88,8.69,152.13,0.3,112.23,24.21,12.84,50.41,0.86,116.72,70.87,78.77,48.06,34.93,11.09,1.67,21.23,29.28,226.18,1365.92,191.96,28.3,133.31,3.22,35.28,138.6604805,124.6857983,81133257,0.44058999344784466,0.22647761355105647,8.05559787366815,0.3527504224068448,0.2989378055766714,0.01088515135053177,0.7735223952473116,0.492799226405247,0.27357062714738545,0.5102772285714228,제조업
804,(주)클리오,237880,19-Dec,52.43,1.18,25.5,20.38,55.84,12.27,16.75,-0.22,90.56,21.56,29.51,17.22,1.18,19.63,33.62,54.6,2.05,11.04,9.38,6.02,45.4,62.87,184.65,1712.61,153.5,27.25,33.78,3.61,1.38,1280.6210432566904,195.4760682928103,250382613,0.08747869771698226,0.3860275725236317,8.37410745942432,0.013839028868003547,0.10874479894440797,0.01600102574982844,0.6139724232507279,0.4056323553029366,0.47171408024246475,0.3316965272816348,제조업
805,(주)키이스트,54780,19-Dec,31.47,-10.69,5.65,22.31,55.43,13.72,-4.99,-0.07,879.02,20.64,11.76,26.75,0.95,19.7,-3.36,14.31,-17.44,20.05,895.2,30.83,85.69,59.32,282.99,510.36,282.87,36.15,60.66,3.03,-10.16,36.822937167243275,-27.052954533298973,100245744,-0.014457842840467331,0.372341357403347,8.034873877938336,-0.10158299350877645,0.1198365544396151,0.009245727942790358,0.6276586425966529,0.4409453389495862,0.15834157507973606,-0.15229394154650422,정보통신업
806,(주)타이거일렉,219130,19-Dec,34.15,4.6,28.87,10.82,22.57,19.88,29.7,-0.23,72.82,6.28,11.11,24.24,0.65,26.53,3.9,12.15,3.77,4.83,5.87,1.42,87.85,38.52,186.81,1382.9,147.72,21.4,88.03,3.2,3.0,-38.11956217860199,-25.736171333509223,35062583,0.027201240583967702,0.27810143397597087,7.781610446863225,0.030031649075897015,0.21704507887540792,0.004489300840432935,0.7218985494895868,0.5394176476799349,0.07984639922278401,0.47313179567648805,제조업
807,(주)탑엔지니어링,65130,19-Dec,57.29,5.04,7.02,3.64,21.38,14.98,32.04,0.07,118.44,7.98,156.88,34.29,2.27,10.55,42.32,12.37,18.76,9.29,11.51,7.1,87.63,59.6,160.47,2550.95,107.47,21.71,24.79,5.49,11.41,108.25656653534274,102.63632422178692,1305900598,0.1225186187621855,0.37342105828169464,8.77530116828841,0.1140615779532748,0.08899941641271472,0.009270171208517737,0.6265789417183053,0.4239129845055598,0.06964052864305373,0.2841138183739513,제조업
808,(주)탑코미디어,134580,19-Dec,20.33,-13.34,-23.56,-9.82,-63.36,0.51,-445.61,-0.17,-1432.72,-10.77,5.77,-1.26,0.95,-23.28,-27.13,19.74,-16.19,1.89,3.45,719.97,80.26,20.48,587.45,436.15,409.26,82.24,122.9,4.38,-12.68,-390.20220774135663,-395.2421734466315,32429047,-0.13123101769368722,0.16997524335932734,7.470665082858486,-0.1268305092479465,0.207351667380421,0.0013615428125996786,0.8300247566406727,0.008911937285793347,0.3354587324135674,0.3019324281137513,제조업
809,(주)태광,23160,19-Dec,6.74,3.9,3.83,-6.54,-27.78,0.25,27.32,-0.85,24.02,-2.59,14.32,7.77,0.4,2.42,19.61,11.68,1.75,2.69,1.3,1.16,88.32,10.29,968.95,3230.62,401.04,53.11,44.32,4.89,1.58,-28.67433517806603,-26.121481534663143,189754435,0.006119812884128754,0.09331725322991315,8.680025878029758,0.015769645642232363,0.02708560056768476,0.0027107532275153505,0.9066827467700869,0.4078054999921207,0.101653587174392,0.8249043060675062,제조업
811,(주)태양,53620,19-Dec,12.98,5.19,1.87,8.75,42.58,1.87,46.4,-0.19,31.73,6.61,32.98,16.83,0.76,11.8,3.73,15.11,4.75,9.43,17.66,1.38,84.89,18.38,345.2,3687.03,310.98,26.89,133.94,4.61,3.96,592.3274387960951,299.83505685083963,141821714,0.037902654727438076,0.15525417388785634,8.27341867509156,0.039615830011952444,0.14689402607180485,0.004932816665985491,0.8447458261121437,0.621414979241241,0.10143522168967722,0.7921070125774633,제조업
812,(주)태웅,44490,19-Dec,23.52,-9.04,-3.62,-9.16,-8.06,28.71,-3.67,1.0,6.2,-3.45,37.39,3.45,0.37,-1.74,29.18,1.94,-5.77,3.46,2.33,0.65,98.06,74.81,296.3,5680.24,182.79,26.41,14.36,0.88,-3.34,6.303012687720301,-3.465573842743784,374030762,-0.02965720293890962,0.4279345660907083,8.997081463821084,-0.03340472376648228,0.01931766491981487,0.019195582136954117,0.5720654339092917,0.6012901155397646,0.09961088441169445,0.3446698714753471,제조업
813,(주)태웅로직스,124560,19-Dec,110.23,3.34,31.98,4.06,25.13,11.18,16.33,0.3,577.6,13.28,175.24,34.56,3.72,34.08,17.27,13.3,30.62,9.43,0.0,60.65,86.7,112.03,161.84,2336.9,161.84,32.15,29.62,6.28,12.43,28.16723309,30.65979866,286073126,0.19480127744097875,0.5283649216303832,7.942027275711501,0.12433574816133096,0.15399993780846707,0.020154476563639716,0.4716350783696169,0.15860172269174874,0.08065867396436252,0.3388255740405913,운수 및 창고업
814,(주)테라젠이텍스,66700,19-Dec,49.72,31.84,38.25,-6.72,-9.64,19.46,1.24,1.76,190.6,-3.84,8.92,37.03,0.66,4.84,17.54,27.31,40.27,2.18,6.88,2.97,72.69,66.18,152.36,875.68,122.7,15.67,13.69,1.53,21.13,205.89645440369958,541.6486459337833,138083445,0.017807373483486936,0.39822984994047783,8.382913844147932,0.21129060028981558,0.04097587157699787,0.032878454823071016,0.601770145918704,0.5441150299399784,0.24628677970773397,0.05918246916736471,제조업
815,(주)테스,95610,19-Dec,14.34,5.47,2.51,19.64,106.21,4.12,263.69,-0.58,129.93,14.13,18.05,15.58,0.73,7.14,-37.86,16.52,4.56,10.15,3.03,5.62,83.48,15.35,592.01,2174.39,429.91,61.18,190.26,5.72,3.98,-79.67887962867836,-77.02262037006685,178374964,0.04798249871723421,0.13304553572926503,8.394279208909001,0.03981826397077853,0.23658839363924702,0.0014287771841766616,0.866954464270735,0.26383060538662023,0.0993275771593148,0.6538846587437978,제조업
816,(주)테크윙,89030,19-Dec,63.72,6.06,12.92,16.07,15.75,36.52,5.09,2.07,36.4,7.92,19.46,17.65,0.52,14.21,-3.53,34.41,6.41,3.16,3.07,1.07,65.59,101.16,140.91,1803.4,90.52,12.96,12.72,1.03,3.17,-2.7611501541727916,-39.012680411771264,186865006,0.06822906907492308,0.5028829325065077,8.579010126943274,0.03165260022926919,0.04029782415726425,0.026395003193589752,0.4971170674934923,0.5536571219372113,0.21352049189991196,0.33466207751830407,제조업
817,(주)텔레칩스,54450,19-Dec,29.49,6.29,12.91,16.46,41.24,0.45,203.02,-0.59,887.52,13.97,19.58,31.26,0.9,8.54,4.83,44.54,8.32,9.97,6.05,6.72,55.46,51.24,264.47,1524.87,195.49,32.07,35.42,2.82,5.66,-6.235888838258067,-9.78612354567656,132195565,0.05207381682734145,0.3388103503037625,8.192401380605041,0.056633853406682706,0.06917226774904198,0.0008038841280342136,0.6611896561171776,0.4843304212186798,0.38757185235374575,0.5430803409729807,제조업
818,(주)텔레필드,91440,19-Dec,109.68,8.65,17.76,-4.34,-7.91,30.02,4.92,1.98,494.01,-4.21,12.43,28.1,1.05,25.33,87.06,32.28,19.28,4.5,2.84,16.59,67.72,113.91,145.1,594.17,72.39,23.12,16.46,1.95,9.08,291.05296882237695,361.7004898315712,56538905,0.10567406416169807,0.5325086560183783,7.765073588575217,0.09081049520816999,0.08441709547269395,0.03980803560586918,0.4674913439816218,0.25604918197959725,0.22216035135452306,0.17771185066292985,제조업
819,(주)텔콘알에프제약,200230,19-Dec,12.91,-97.12,-28.77,-3.74,-12.95,9.4,1.63,1.98,-689.22,-1.64,6.75,-30.85,0.36,27.2,-1.94,26.77,-41.23,4.66,13.04,8.99,73.23,14.46,223.19,1311.66,194.5,13.89,107.7,2.65,-35.31,362.90619350250654,-262.2073394114513,56590831,0.01924403697028309,0.12635937801828775,8.112225166263588,-0.35313211173325637,0.12146262804239641,0.08593935264967241,0.8736406219817122,0.7482923362145121,0.2147899365535028,-0.4812763744749355,제조업
820,(주)토박스코리아,215480,19-Dec,13.06,0.54,14.97,-3.43,-10.32,24.32,1.73,1.53,45.82,-3.02,7.22,1.42,0.94,15.5,16.39,53.96,0.76,11.43,2.76,27.78,46.04,41.44,1004.74,555.06,613.9,83.54,44.17,2.84,0.51,314.919012144841,2629.288834048221,28366406,0.037408169446819586,0.2930107413933326,7.506910766101888,0.005099148359230642,0.040779267901095435,0.06491525223613667,0.706989289730225,0.07231698671176595,0.4999830080694749,0.043737126323953344,도매 및 소매업
821,(주)토비스,51360,19-Dec,43.88,5.27,-4.02,4.88,23.47,13.58,20.46,0.27,130.05,7.27,50.11,32.35,1.46,-2.92,-2.63,19.68,11.88,5.0,6.22,5.49,80.32,44.87,213.57,2321.19,137.82,34.4,24.45,4.13,7.69,7.54483387093883,12.216337279434704,418881870,0.10679960268210135,0.3097176455054496,8.448959827513063,0.07692438568736171,0.0740632460746034,0.014781031847040946,0.6902823544945504,0.35305997522286575,0.12362724841731632,0.5557553451868107,제조업
822,(주)토탈소프트뱅크,45340,19-Dec,34.51,21.81,4.88,8.12,9.47,15.45,25.5,0.38,90.99,4.49,2.76,39.07,0.57,14.12,1.61,47.11,25.64,5.49,141.82,1.28,52.89,90.19,286.92,262.52,284.21,33.92,165.26,1.09,12.35,24.408262586341714,-8.029729722014467,11817222,0.11642990706652448,0.47420408738714526,7.329681878133266,0.123518282154862,0.29987933888305196,0.008811139796189157,0.5257959126128547,0.47934957395082917,0.2655389735421743,0.29225898412307905,정보통신업
823,(주)톱텍,108230,19-Dec,31.32,0.13,14.82,-13.24,-20.28,9.63,-1.75,0.24,42.28,-4.91,9.02,10.1,0.4,-3.4,-45.87,12.61,1.09,5.3,4.05,1.37,87.39,31.93,256.97,1802.41,200.72,37.26,137.56,2.11,0.05,-179.78996154764792,-98.8086343906273,167160373,-0.015558998108785806,0.24200729026628873,8.654186831935286,0.0004995520606394509,0.32654494354929764,0.04737901773905335,0.7579927097337112,0.390005947663954,0.16540340574616927,0.5794071761749787,제조업
824,(주)투비소프트,79970,19-Dec,78.68,-52.64,-18.52,-4.13,-4.38,30.48,-6.45,1.87,359.85,-1.96,3.19,10.48,0.42,-13.26,-24.37,42.58,-37.84,3.8,28.21,15.68,57.42,80.54,113.69,355.55,111.5,5.97,18.15,0.97,-22.37,-14.682522325419233,14.726504917274315,40782024,-0.11257228526360862,0.4461187503744247,7.935333523359596,-0.22372343960682078,0.07909643952484846,0.039641252110743666,0.5538812612311453,0.5045142185757315,0.6906859993020454,-0.6033445372732728,정보통신업
826,(주)특수건설,26150,19-Dec,70.56,0.41,16.43,3.86,8.69,18.25,0.65,0.58,336.93,4.33,25.59,47.46,1.21,-3.66,3.76,6.51,0.91,43.38,19.24,8.13,93.49,99.06,170.03,1137.9,153.59,24.83,40.54,2.61,0.49,-20.117779339674794,10.53459008749477,193202917,0.005588401704479451,0.49763424104846365,8.236042004415355,0.0049023611646661054,0.1437006697052729,0.01858092572517465,0.5023657589515363,0.39726132298625827,0.06042137034608023,0.17136878718245885,건설업
827,(주)티라유텍,322180,19-Dec,15.27,9.17,0.0,6.75,30.33,7.38,8.71,0.81,398.55,5.54,52.52,42.75,0.82,0.0,0.0,24.23,9.2,8.39,63.84,7.65,75.77,22.33,512.35,5232.8,502.05,51.46,121.39,4.49,7.52,29.54421635,71.50090729,28539531,0.08019677705921992,0.18255980543630013,7.5413779991765635,0.09446965710298892,0.15150303252558556,0.025720999700179714,0.8174401945636999,0.3605429216374321,0.16444853280875568,0.23509187215985522,정보통신업
828,(주)티로보틱스,117730,19-Dec,79.26,-6.54,26.13,3.6,3.88,40.37,-2.84,2.01,46.92,2.37,18.78,14.12,0.74,-5.49,-22.5,17.88,-10.37,5.82,4.35,2.67,82.12,157.76,171.07,1065.35,122.98,21.85,68.98,1.33,-4.81,-170.8561415,-164.9561287,51553281,-0.057017414335209904,0.6120372518078472,7.89328615171584,-0.048112914354753795,0.2121000050399992,0.03628527344340066,0.3879627481921528,0.47395625797216767,0.25639016069607673,-0.05556076204890313,제조업
829,(주)티비씨,33830,19-Dec,8.8,11.3,4.23,2.42,10.8,0.0,521.2,-3.39,127.85,0.98,0.99,21.11,0.41,3.69,21.36,26.59,5.13,3.61,21548.62,2.04,73.41,9.99,919.06,221.32,919.04,65.55,15.27,4.64,4.67,104.07146756840413,64.60410118511265,49281263,0.044010267538099695,0.09082659595879204,8.085345669826085,0.04669377431283852,0.012222730429456858,0.0009472344592024077,0.9091734040412079,0.26449587878494196,0.1594194937739319,0.5138776930344884,정보통신업
831,(주)티씨케이,64760,19-Dec,13.5,27.33,17.15,22.12,124.68,0.15,5311.6,-1.38,124.64,15.11,29.36,37.02,0.74,7.62,0.5,43.56,23.15,8.04,5.67,2.13,56.44,13.79,520.76,3776.58,404.19,49.93,93.09,5.67,20.14,0.16156709126489902,-0.057406636266055036,171378814,0.25449636368313916,0.12122479422441793,8.399447928289415,0.20141682403494135,0.11046547672306661,0.0003687944051306519,0.8787752057755821,0.3820493398526901,0.09034118417927668,0.8305203592734338,제조업
832,(주)티앤알바이오팹,246710,19-Dec,3.63,-485.66,-12.91,-420.86,-232.44,4.15,-149.08,-5.43,-566.56,-20.0,0.31,-12.12,0.04,-24.1,32.11,47.3,-22.72,7.96,3.16,2.31,52.7,9.41,2543.32,593.15,2496.13,81.13,525.13,0.81,-21.48,-39.03177621,-33.18799325,1287126,-0.23576385515774473,0.08603537551785573,7.432771489603809,-0.21484414061864296,0.17438028977032347,0.029052389389024078,0.9139646244821442,0.1554456161957142,5.802449022084862,-0.7401524162662999,제조업
834,(주)티에스이,131290,19-Dec,28.84,8.35,14.85,10.0,27.84,11.61,33.85,-0.04,112.61,7.26,34.62,35.23,0.78,17.96,3.83,27.22,10.33,3.91,8.13,2.13,72.78,35.3,236.72,2972.35,187.71,29.14,47.09,3.19,6.49,39.3039790260312,24.899474327220624,191490314,0.08380948768630983,0.2609121472192243,8.420948500012,0.0648522304799299,0.1003671415421403,0.009921591956576806,0.7390878527807757,0.4954427335301458,0.1643197524862798,0.5329014158237522,제조업
836,(주)티엘아이,62860,19-Dec,5.05,2.59,2.19,6.17,51.79,0.12,35.2,-0.98,29.37,3.25,8.5,10.57,0.53,-7.49,-13.43,26.03,2.0,18.06,8.3,1.42,73.97,6.69,777.39,1443.84,666.51,32.1,259.45,5.88,1.38,7596.503579292981,2001.9309168427803,41981841,0.0032083329701197358,0.06267527729353196,7.902208452287904,0.013761196229281339,0.12356852858383588,0.0010077660851430736,0.9373247101810697,0.6316626915227352,0.25427815326154946,0.26832102545937525,제조업
837,(주)티움바이오,321550,19-Dec,1.04,-637.15,0.0,-399.87,-464.43,0.13,-408.77,-10.28,-664.62,-4.76,0.09,-6.11,0.01,0.0,0.0,0.0,-7.67,0.0,0.0,1.3,0.0,1.04,9437.54,788.57,9437.54,95.74,300.85,1.16,-7.59,-53.01830174,48.43204962,1113000,-0.13063427263889235,0.010253692419508825,7.970610325641431,-0.11551412037009699,0.0308480801398081,0.025594863023974554,0.9897463182806364,0.032304519714616425,8.205439353099731,-0.3173350004159681,"전문, 과학 및 기술 서비스업"
838,(주)티케이케미칼,104480,19-Dec,114.48,1.53,0.0,0.04,0.06,42.21,1.11,1.17,49.36,0.03,13.66,10.85,0.91,0.0,0.0,6.0,3.49,11.29,5.84,3.93,94.0,150.37,68.78,597.79,34.57,-14.28,2.79,1.52,1.4,-82.33435664035825,-66.4409761610227,620804114,0.01413440627537298,0.6005982032676536,8.832650435796419,0.013923641857637921,0.012737104579005102,0.020853443420816412,0.3994017967323465,0.685538075372014,0.04443188016630959,0.11540024586721939,제조업
840,(주)티플랙스,81150,19-Dec,36.41,1.69,14.09,2.62,6.39,23.68,3.33,0.86,13.06,2.27,10.81,6.81,0.92,4.92,7.85,6.98,2.44,3.88,4.27,1.83,93.02,55.0,199.27,807.99,109.17,23.32,8.93,2.54,1.56,12.254730659767583,5.367234320524409,131217033,0.027642684589895796,0.3548451961941421,8.181751690653334,0.015566014653229389,0.020977405482633694,0.02291438515652075,0.6451548038058579,0.5318643141864753,0.039811409239835505,0.2992425107838606,제조업
841,(주)티피씨,130740,19-Dec,63.46,-3.37,-4.74,4.62,6.32,36.96,0.24,1.95,28.8,3.04,17.13,13.19,0.64,-8.76,7.97,18.86,-3.81,5.75,5.43,1.41,81.14,92.72,130.88,1134.15,97.4,10.17,19.64,1.31,-2.17,-52.18462455474098,-225.82583336637282,84685070,0.0040625576641401435,0.4811191735014734,8.109575442379512,-0.021654179487780062,0.06466154225811094,0.034641847530871545,0.5188808264985266,0.5690448758452663,0.1822850237946311,0.3127651961459243,제조업
842,(주)티피씨메카트로닉스,48770,19-Dec,221.65,-4.02,-4.07,1.08,1.36,37.25,0.07,1.94,64.44,1.01,15.36,18.62,0.92,-7.57,-3.38,16.06,-14.31,3.77,5.28,3.19,83.94,289.92,112.08,406.0,80.5,6.87,11.69,1.24,-3.68,-94.47762771344762,-197.90894177749473,101092281,0.0015750125678510312,0.7435374863417638,8.034165937432016,-0.03675088459650272,0.06644186721261928,0.0291254955134081,0.2564625136582362,0.36287234381512445,0.15883081122682355,0.108743708665779,제조업
