,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
1013,동신건설(주),25950,19-Dec,8.72,3.5,3.29,-14.67,1.06,1.72,0.63,-50.25,-2.66,3359.07,0.25,5.72,8.36,0.24,3.64,-11.32,15.34,0.96,34.38,0.93,95.06,84.66,16.93,1020.56,2077.53,682.11,68.61,614.24,1.83,0.0,0.84,-0.004374731261033783,0.14481546081342875,8.00873680826254,0.008237819597472544,0.45780099430673266,0.0006011847054225399,0.8551845391865712,24422788,0.1719421080356818,0.7970190086068604
1014,동아화성(주),41930,19-Dec,103.02,3.54,15.31,57.32,6.5,14.71,35.39,3.83,0.74,58.54,7.87,36.06,24.48,1.3,14.54,13.87,11.92,9.72,4.56,11.74,3.09,88.08,114.96,113.22,1348.14,91.16,6.33,13.53,2.47,-18.6,4.59,0.04504445296141568,0.534787004787722,8.37736296432979,0.042884462395754074,0.0648487877426276,0.021974126050412785,0.46521299521227794,109056854,0.08202299401474057,0.3872225009004067
1015,동양이엔피(주),79960,19-Dec,24.96,5.3,8.04,404.02,0.86,6.03,0.47,352.15,-0.29,118.09,1.44,122.82,29.91,1.75,-4.6,23.41,14.26,12.15,10.01,10.01,7.55,85.74,31.33,320.05,5563.92,219.33,41.83,33.89,7.01,611.77,9.26,0.10218435226962555,0.2385567954855236,8.458135924042407,0.08913410283037847,0.06441576390421408,0.0012163777115764653,0.7614432079967595,112466194,0.08185208376847915,0.6804824101505405
1016,동양파일(주),228340,19-Dec,6.25,-28.68,-12.27,0.0,-5.3,-36.55,0.08,-2086.22,-0.9,-27.07,-2.17,5.32,-10.86,0.38,-8.12,-21.73,7.18,-11.74,4.08,9.54,0.98,92.82,6.3,851.27,1222.46,787.77,44.2,153.92,5.81,0.0,-10.97,-0.042253082725414406,0.05931042538684674,8.113788298204609,-0.11734010128769427,0.09055619430920707,0.0003414810025892615,0.9406895823082078,64867637,0.1750629147078652,0.33494580123004675
1017,동일금속(주),109860,19-Dec,11.78,18.12,8.97,65.1,14.48,70.98,3.32,62.02,-3.62,84.27,8.79,24.74,17.9,0.63,-8.35,-9.83,20.13,13.31,11.65,6.27,3.12,79.87,14.13,261.73,3548.59,170.95,16.69,25.25,4.55,29.08,11.47,0.08799359318911577,0.12382865068895069,8.154239664719057,0.11001703715170584,0.02605676705728814,0.011456983926320842,0.8761713493110493,104116595,0.05635120146311887,0.770746204417932
1018,동일철강(주),23790,19-Dec,38.86,14.56,-37.77,0.0,-13.71,-10.18,28.23,-21.55,0.45,-3.97,-4.04,7.23,-1.77,0.23,-6.54,-40.1,-0.34,7.33,2.71,1.77,0.38,100.34,65.85,124.36,1479.42,65.77,5.71,11.36,0.41,0.0,3.29,-0.044299761608874534,0.39704391852713006,7.95477249808987,0.042919535876069906,0.026615189376865127,0.005177710838911523,0.60295607037531,63851391,0.1469083537444143,0.09923291667692266
1019,동화기업(주),25900,19-Dec,56.66,6.05,17.15,-21.02,10.86,10.21,35.84,4.35,1.44,28.83,5.41,78.5,15.1,0.54,14.84,-5.6,22.46,5.3,7.66,8.08,0.93,77.54,112.58,84.62,4997.8,58.69,-4.1,5.62,1.09,-30.46,3.25,0.04058635991134957,0.5295881317352291,9.158554387949623,0.03013262789843656,0.014980675061570393,0.01763293365508541,0.47041186826477094,1115734305,0.14314231523230703,0.5079144702224638
1020,디아이티(주),110990,19-Dec,67.77,11.09,-4.11,74.29,6.14,6.22,0.12,6.5,-0.36,146.58,2.52,62.84,15.5,0.4,-4.83,54.49,18.89,7.85,19.28,1.12,3.84,81.11,68.04,211.4,9120.38,126.43,44.93,29.88,0.93,126.98,4.45,0.04544021551639451,0.4048996509866568,8.461884638576825,0.04545220209058904,0.12050071276098939,0.01726897426525562,0.5951003524656975,42711035,0.07807157702668965,0.47474815308278995
1021,디에스티(주),33430,19-Dec,1270.45,-86.4,-4.36,0.0,-12.68,-5.21,25.99,-0.64,10.82,-50.16,-4.84,3.58,-13.8,0.37,-36.84,-24.6,43.91,-164.98,3.17,5.29,2.26,56.09,1312.06,48.4,64.37,48.13,-46.42,2.11,0.46,-484.02,-32.24,-0.07586169862196886,0.9291812604960396,7.736598286780066,-0.3297499099867863,0.01897092668566799,0.12784748781642666,0.07081873950396043,30780444,0.6378986575581552,-1.7817746827676122
1022,디엑스앤브이엑스(주),180400,19-Dec,26.09,-299.36,-50.9,0.0,-108.91,-96.54,16.25,-5.24,10.74,-119.49,-20.85,0.56,-37.2,0.13,-72.49,8.44,13.3,-70.05,9.89,7.4,0.64,86.7,27.55,91.83,220.79,75.43,-1.67,44.76,0.27,0.0,-37.75,-0.23241338130277886,0.21600577555603007,7.477815801839673,-0.573177809809473,0.09156754309502498,0.2051943249757917,0.7839942244439699,24403363,1.3468443992980523,-1.113874939363717
1023,디와이씨(주),310870,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
1024,디와이피엔에프(주),104460,19-Dec,123.62,12.73,18.88,103.77,9.48,17.26,8.63,62.08,0.12,110.07,9.92,30.91,28.83,1.14,21.36,47.74,23.63,36.0,5.31,128.92,4.17,76.37,135.23,129.1,1280.46,126.3,15.29,25.69,1.88,111.68,14.46,0.17905826376252215,0.5748914192677986,8.199413828604863,0.1331370267431516,0.13501426553257445,0.005016855740697279,0.4251085807322014,50896207,0.06519015629179277,0.3300347800404723
1025,디젠스(주),113810,19-Dec,255.2,-3.72,0.84,0.0,0.97,1.29,40.09,-1.7,1.61,63.23,0.97,4.86,25.11,1.01,0.55,-16.54,15.66,-14.22,4.91,10.45,2.42,84.34,305.75,82.31,119.43,67.84,-11.12,22.52,1.38,0.0,-3.75,-0.029375836308145387,0.7535426222388375,7.897925464525755,-0.037359513956319694,0.1416528999677108,0.022980125491054507,0.24645736511162822,38127185,0.1859110731144176,-0.19375415584636047
1026,디케이락(주),105740,19-Dec,27.8,11.42,13.24,51.7,5.91,14.27,9.89,52.71,0.22,57.31,3.55,17.83,22.31,0.64,21.11,11.82,30.4,9.57,3.0,3.07,1.5,69.6,33.18,253.85,2199.09,151.74,32.11,20.23,2.69,67.29,7.29,0.0794915492969015,0.2491465273990212,8.092510318758237,0.06866201672006637,0.04222669717653844,0.006052565527859992,0.7508534726009788,58180034,0.1717429398065912,0.47622986021042707
1027,라온시큐어(주),42510,19-Dec,52.01,8.32,86.5,-43.84,11.44,12.32,30.39,3.1,1.54,395.22,6.81,1.91,27.41,0.78,90.12,23.7,59.63,10.15,3.11,0.0,13.38,40.37,123.65,327.05,136.39,327.05,52.8,198.08,1.72,-47.28,6.45,0.04149733066801161,0.5528722495774645,7.7085804974003285,0.04954550755923723,0.460648260359568,0.02418690208913998,0.4471277504225355,12239515,0.5266400869761334,0.2386752289990008
1028,라온피플(주),300120,19-Dec,4.42,27.41,0.0,0.0,15.23,161.24,0.91,1587.04,-1.82,6110.8,7.13,5.97,28.05,0.47,0.0,0.0,69.64,13.44,5.74,11.36,102.07,30.36,4.63,2266.1,1217.99,2168.53,91.53,405.43,10.59,0.0,12.84,0.12490453672247068,0.044249136878000944,7.817474488723648,0.12841024742269894,0.17132610684917587,0.001778734999449521,0.9557508631219991,2785206,0.42981068392923205,0.3544598441320743
1029,램테크놀러지(주),171010,19-Dec,54.61,7.31,39.28,111.71,7.67,10.6,40.11,4.61,2.37,40.34,4.97,7.02,19.19,0.75,172.87,33.09,20.23,11.64,16.26,5.71,1.33,79.77,88.26,165.26,536.52,123.76,18.93,99.16,1.43,111.29,5.51,0.06702640692640047,0.46882892601319054,7.826315030736683,0.04734860805598144,0.28763103328306217,0.031036989564833254,0.5311710739868095,34903349,0.09874802445648524,0.09214901408804092
1030,로스웰인터내셔널유한회사,900260,19-Dec,28.8,2.84,20.33,-78.16,60.03,78.81,14.69,1.61,1.92,73.54,17.7,0.75,4.6,0.32,22.75,-27.91,19.57,1.19,0.83,11.51,2.11,80.43,28.97,374.23,168.73,365.83,61.23,209.32,1.39,-72.08,0.91,0.013303030336226037,0.22463699657941805,8.520310413220908,0.008372630970998479,0.46738291471657195,0.03672128314489288,0.7753630004027879,54470909,0.1505439128879802,0.3169304280463415
1031,로체시스템즈(주),71280,19-Dec,41.51,1.5,27.0,0.0,-2.47,-3.6,25.49,36.11,-0.14,32.93,-1.64,10.43,16.7,0.74,7.24,7.81,18.37,1.84,4.19,5.74,1.62,81.63,83.62,206.21,854.72,157.59,24.01,49.77,1.89,0.0,1.12,0.03550813453562487,0.4553952104736917,8.07930790403864,0.009970416795594338,0.11251483962986063,0.0021594535938283346,0.5446047978572117,64080841,0.13027493195803427,0.32108065445777223
1032,리노공업(주),58470,19-Dec,7.66,31.0,15.25,8.53,30.24,201.68,0.08,8094.6,-2.6,147.92,15.81,22.35,34.55,0.56,14.29,13.27,43.54,18.75,4.9,16.57,2.1,56.46,8.51,980.36,3938.73,932.01,62.18,138.52,7.52,25.29,17.36,0.1969250786108375,0.07840494641612587,8.512838964738684,0.16207431492200025,0.09784071213176007,0.0003102858992444828,0.9215950535838742,100169356,0.058793274432195126,0.8882240119291197
1033,마이크로로봇(주),182690,19-Dec,92.23,-40.66,32.48,0.0,-12.36,-10.37,42.57,-4.67,4.95,49.98,-5.8,1.41,22.12,0.53,116.94,40.92,-15.4,-58.9,6.47,17.48,1.01,115.4,126.88,117.34,109.67,114.18,7.05,91.48,0.85,0.0,-21.74,-0.1589396568014411,0.5592294317785799,7.420406734656522,-0.19072192104590951,0.37187169604203996,0.06087442008311477,0.44077056822142013,13769395,0.1848308651684911,-0.5544867927144136
1034,매일유업(주),267980,19-Dec,53.18,4.62,9.66,10.28,5.46,27.99,12.56,30.57,0.04,120.36,11.26,355.26,39.21,2.16,12.57,7.13,29.39,17.14,9.22,12.25,6.12,70.61,67.28,182.57,10292.02,128.41,26.25,39.29,5.16,14.69,9.97,0.12632613187478628,0.4021965679643225,8.829429830544383,0.09528359243586876,0.12492606868453786,0.010275606267376013,0.5978034320356775,283281533,0.23264502907485393,0.21994792525067164
1035,매일홀딩스(주),5990,19-Dec,51.28,4.23,12.67,-11.15,5.44,22.61,15.02,17.72,0.13,109.13,9.04,231.92,33.92,1.76,21.07,6.71,31.91,8.01,9.82,12.85,5.12,68.09,66.68,167.31,4246.67,124.28,20.71,35.38,4.45,26.08,7.45,0.08827106373465796,0.40003560387772896,8.980668280153052,0.07028893707616254,0.10884529525872533,0.012450157153187551,0.599964396122271,464088128,0.2660417879769253,0.43363254716974575
1036,메가스터디(주),72870,19-Dec,21.72,8.14,3.62,-44.18,14.16,24.24,2.52,4.82,-5.66,222.06,5.23,23.52,15.77,0.38,-14.13,4.19,51.08,4.83,9.33,36.67,4.51,48.92,27.53,227.94,4473.03,222.97,21.79,95.27,1.79,-63.59,3.06,0.006087715343282766,0.21585404774799338,8.579273815253822,0.030082211286328712,0.1622869989386391,0.005855655785320516,0.7841459522520067,232187054,0.49435549837966464,0.6900868748625558
1037,메가스터디교육(주),215200,19-Dec,58.9,11.07,17.87,15.11,17.55,42.11,7.45,53.22,-0.01,104.27,17.73,370.89,41.92,1.09,11.4,22.56,57.18,20.45,22.33,89.0,2.61,42.82,72.74,61.43,20874.31,56.78,-13.15,4.45,2.62,23.7,12.11,0.13778613415606858,0.4211007981039537,8.636303733502192,0.11188889839381673,0.015167520502485552,0.006148688937985961,0.578899199585598,342166183,0.43545834855773297,0.2009515258114338
1038,메가엠디(주),133750,19-Dec,80.35,1.0,7.61,-62.76,15.34,24.19,8.49,-2.81,-1.15,783.2,11.39,7.07,30.55,0.77,-0.19,6.7,60.47,0.72,26.95,75.56,10.59,39.53,88.95,80.22,496.68,78.18,-8.41,46.49,1.7,-144.66,0.77,-0.007796982393323164,0.470762924669581,8.03471269677212,0.0074309499831191565,0.19769966322968796,0.005902397589183644,0.5292370753304191,71367625,0.6151917333846598,0.31288540711432994
1039,메디앙스(주),14100,19-Dec,27.29,33.23,16.84,916.75,6.91,11.8,20.26,-0.19,0.57,133.1,4.82,16.49,41.83,0.75,-35.7,-9.73,46.07,48.8,9.9,5.01,2.7,53.93,68.97,173.76,1400.88,103.43,11.91,60.73,1.54,0.0,24.96,-0.0010613117330684418,0.4081668401864854,8.145052123014827,0.23158019504202385,0.09808245825621276,0.014052427348691318,0.5918331598135146,100459760,0.4622707581886666,0.5583764846270053
1040,메디포스트(주),78160,19-Dec,34.87,-30.83,21.6,0.0,15.72,7.08,16.63,-1.94,4.11,19.22,3.37,7.8,6.5,0.24,59.98,3.22,63.36,-11.85,5.54,6.1,0.64,36.64,90.89,233.65,1428.99,214.28,24.42,30.5,0.61,0.0,-7.25,-0.037729530498216396,0.47613822557006724,8.329843212685043,-0.0660736032974582,0.055782938458749105,0.04079904674344695,0.5238617744299328,122491899,0.8095883212204,-0.22113216595550947
1041,명성티엔에스(주),257370,19-Dec,67.3,1.44,0.96,-71.01,-16.64,-20.8,22.56,2.11,1.21,28.82,-8.79,10.99,9.94,0.53,4.3,-11.79,19.75,1.33,4.66,1.78,1.52,80.25,73.22,148.42,1200.95,88.25,18.81,13.4,1.25,-63.91,0.76,0.013555847539952636,0.42269324695993754,7.8212265503343765,0.007611860770049549,0.052083288683426536,0.015176613624556122,0.5773067530400625,28048764,0.17179838223411675,0.13788553295326125
1042,모바일어플라이언스(주),87260,19-Dec,73.71,-5.97,-11.34,-231.2,9.05,18.26,34.22,-1.2,1.35,53.19,8.04,5.97,5.57,0.83,-14.55,-27.24,30.2,-8.98,2.43,7.52,7.89,69.8,78.61,152.76,376.39,121.47,21.77,2.02,1.88,-128.25,-4.99,-0.01539690934879022,0.4401238365998057,7.702602746591522,-0.053047611731926396,0.008335920105020253,0.02908007146488274,0.5598761634001943,18633823,0.3193677036152856,-0.13149919568606014
1043,모트렉스(주),118990,19-Dec,197.65,-12.26,1.79,0.0,0.85,0.75,45.26,-0.21,3.34,29.32,0.6,115.1,6.67,0.71,8.18,47.35,13.91,-33.13,4.7,3.65,3.01,86.09,409.29,116.66,3291.82,68.05,6.47,12.28,0.94,0.0,-8.73,-0.00596189520527389,0.8036482745096457,8.647677126503691,-0.08654494034348331,0.047649577662731,0.03495040941073257,0.19635172774108153,243146071,0.14755836511275805,0.08489725042873654
1044,무림에스피(주),1810,19-Dec,21.92,1.02,-7.19,-87.88,-0.8,-1.18,15.73,0.77,0.71,33.89,-0.37,12.46,7.42,0.44,-27.64,-32.88,8.98,0.66,5.61,3.71,2.06,91.02,45.67,182.15,1840.67,116.7,12.36,61.76,1.31,-55.59,0.46,0.003946716140379827,0.31352370354773074,8.475295225830305,0.004730581718886167,0.09293673021516759,0.016450815358595605,0.6864762964522693,216863630,0.0812214819107872,0.46508680595026725
1045,미디어젠(주),279600,19-Dec,21.89,-3.98,100.44,0.0,-0.81,-0.91,26.97,-33.1,-0.64,162.72,-0.37,6.65,25.19,0.61,109.94,3.33,77.98,-4.11,7.29,1390.8,1.9,22.02,68.77,437.96,778.19,437.96,43.83,92.6,1.47,0.0,-2.41,-0.02430433864052833,0.4074879432048988,7.483715141861953,-0.01805465156153533,0.12009997713316917,0.0018021761954342774,0.5925120567951012,13157592,0.8333658753179171,-0.11197084339536816
1046,미래나노텍(주),95500,19-Dec,68.0,0.57,4.14,-86.17,-0.34,-0.71,33.11,0.55,0.34,80.42,-0.32,24.88,17.26,0.94,-6.47,4.18,14.45,0.56,6.34,6.27,4.94,85.55,81.07,139.77,1322.21,98.14,14.93,37.29,2.06,-63.64,0.54,0.004460773537197767,0.4477223677311933,8.499638265724847,0.00524489964666345,0.14005179544199528,0.01827267228554221,0.5522776322688068,150112553,0.13964992618563823,0.265626283273194
1047,미래오토스,176440,19-Dec,96.22,-0.86,14.29,-914.31,3.39,13.73,31.23,1.46,0.43,183.53,6.89,31.22,8.34,2.17,-1.06,6.64,7.81,-3.48,8.84,42.63,10.77,92.19,100.66,104.49,694.54,104.44,2.15,10.36,4.25,-75.21,-1.85,0.016745321008502068,0.5016535996837796,8.076111895581972,-0.01736858536330236,0.049699384155399,0.022789440102727446,0.49834640031622035,59451367,0.06983921641941539,0.2508494552263345
1048,미스터블루(주),207760,19-Dec,44.09,18.85,40.71,337.15,18.43,60.71,10.21,86.85,0.0,329.38,18.9,26.07,41.67,1.2,72.96,106.24,0.0,32.13,10.57,1164.72,8.18,0.0,45.21,210.6,1750.34,210.48,33.58,113.46,4.05,250.64,22.59,0.22249058132266245,0.31132927814103817,7.794511287414558,0.19325800445927982,0.344484887437966,0.008228397061543801,0.6886707218589618,22465003,0.7830300337357583,0.33961171323512157
1049,바디텍메드(주),206640,19-Dec,22.25,16.34,-2.11,0.0,15.49,46.69,15.78,8.67,2.66,132.93,11.14,3.11,39.39,0.71,-8.12,9.96,56.33,16.78,5.13,4.87,2.42,43.67,31.33,336.34,313.39,250.73,40.05,138.81,2.44,131.2,11.62,0.1482804588761116,0.23854006120152052,8.005447315650374,0.11748730696027807,0.23523277543177765,0.07166498123852907,0.7614599387984795,43545490,0.3570128361021825,0.36057277647263997
1050,바이온(주),32980,19-Dec,51.47,-108.59,-21.04,0.0,-26.56,-19.26,34.67,-3.16,7.16,-93.23,-8.44,0.79,-21.76,0.28,-30.4,-44.01,7.64,-52.99,1.99,3.4,1.48,92.36,77.94,136.14,125.94,110.64,10.45,31.09,0.67,0.0,-30.45,-0.16147331097663253,0.4380088126358652,7.790695803968465,-0.3450694057373635,0.08992320020378777,0.11648644773044581,0.5619911873641348,37439869,0.5845224395652071,-1.0996003181236964
1051,베뉴지(주),19010,19-Dec,74.64,3.98,3.05,53.14,12.8,2.64,35.95,1.0,7.36,4.22,1.3,2.45,3.04,0.1,5.71,12.56,61.16,1.41,54.23,47.47,0.14,38.84,97.78,41.71,1069.84,41.1,-22.0,5.41,0.21,194.94,0.41,0.010454990484443854,0.4943926174647951,8.762231624076287,0.004059071482105892,0.020398446175158045,0.021145829811920973,0.5056073825352049,487365866,0.5090773461161775,0.32261926173845745
1052,보성파워텍(주),6910,19-Dec,55.18,0.75,1.05,0.0,-2.02,-4.95,15.71,-0.67,1.16,35.61,-1.8,4.87,11.42,0.89,1.4,5.62,6.94,1.06,6.15,3.81,2.75,93.06,57.17,163.51,348.54,101.52,22.3,52.98,2.44,0.0,0.67,-0.00840092845657948,0.3637303176329835,8.098966748435892,0.006701794314318159,0.18602517107191477,0.03471677759263362,0.6362696823670165,53489900,0.07881244893770184,0.11888370230978734
1053,브릿지바이오테라퓨틱스(주),288330,19-Dec,6.28,2.27,585.02,0.0,-18.95,-234.03,0.2,0.23,4.07,2366.56,-13.85,28.13,19.15,1.28,816.84,0.0,38.24,9.11,0.0,60.3,153.89,61.76,6.29,1671.87,2410.2,1630.81,92.81,1361.27,1.87,0.0,2.9,0.0077403463104327936,0.05918048467508173,7.901660599929407,0.01661129513941623,0.8037327654005104,0.580860042696554,0.9408195153249183,1026715,0.3718314528431705,-0.6441514009847107
1054,비디아이(주),148140,19-Dec,366.09,-0.17,-0.25,-112.24,-2.18,-2.39,33.05,0.7,2.77,75.93,-1.9,32.47,7.76,0.87,-1.97,49.98,9.75,-0.31,1.52,53.94,8.42,90.25,380.4,108.7,774.14,104.47,6.63,12.52,1.11,-47.83,-0.15,0.020233789154866785,0.7918390795850303,8.169368192577693,-0.001502391916098693,0.09538283061451111,0.03641561323476822,0.20816092041496964,25348858,0.07429225651625022,0.07428285578516321
1055,비에이치아이(주),83650,19-Dec,334.4,-6.63,1.31,0.0,8.32,6.18,47.41,-1.37,3.56,17.54,5.01,17.14,8.8,0.61,7.54,5.21,3.82,-19.22,12.9,47.06,1.18,96.18,429.87,60.25,536.98,58.12,-25.09,6.46,0.77,0.0,-4.02,-0.033667439477000474,0.8112738072067202,8.568393828710995,-0.039926378410615686,0.040747760948067674,0.030310830073041122,0.18872619279327985,229421398,0.09410636039798621,0.0345972091952906
1056,빛샘전자(주),72950,19-Dec,10.52,4.06,1.51,12.09,12.04,62.25,0.15,2746.93,-0.87,54.83,8.39,15.48,19.24,0.7,4.01,-2.03,16.84,3.46,5.37,7.15,1.96,83.16,15.58,683.31,1864.54,601.63,53.09,101.36,5.11,17.03,2.85,0.02820170756816373,0.13478680103943474,7.8236275680417355,0.028281634297942143,0.09225284242340907,7.616951101512466e-05,0.8652131989605653,25188999,0.12790642241920025,0.6382285210722658
1057,삼강엠앤티(주),100090,19-Dec,155.44,-9.66,16.7,0.0,0.74,0.66,42.8,-1.42,3.36,0.73,0.45,28.33,0.55,0.66,157.44,167.1,-1.16,-15.4,16.1,29.11,0.8,101.16,220.74,46.68,965.76,40.77,-25.84,4.08,1.03,0.0,-6.37,-0.03279825126869284,0.6882161483564994,8.797912161966602,-0.05913034498879865,0.01977827372159336,0.033455354998752046,0.3117838516435007,485884358,0.04196180755875855,0.06882650852351782
1058,삼륭물산(주),14970,19-Dec,65.88,0.65,-1.28,0.0,5.66,9.29,30.07,1.29,1.22,38.56,4.0,11.73,16.94,0.7,-1.15,4.41,8.8,0.85,7.69,6.23,1.57,91.2,75.56,97.5,951.1,64.67,-0.94,28.86,1.58,40.56,0.46,0.012475200295619842,0.4303828212450247,8.098967976003166,0.004623733819206826,0.10829278227930716,0.022444921396783543,0.5696171707927947,79636206,0.07037306636042358,0.46454163497884665
1059,삼목에스폼(주),18310,19-Dec,8.71,9.5,6.09,-65.35,39.7,105.86,0.7,227.89,-1.62,30.36,14.44,19.62,15.99,0.37,15.63,-23.67,23.67,4.07,11.34,416.09,0.63,76.33,15.8,483.26,4657.39,483.26,28.82,32.58,2.96,-74.02,3.56,0.028675158244088887,0.13644930891581522,8.598142252734636,0.03455922175265871,0.024496737017240144,0.0009221739537328245,0.8635506910841848,252371615,0.157857932748239,0.7661832514237559
1060,삼보모터스(주),53700,19-Dec,227.73,-1.65,2.72,-458.92,5.25,9.17,46.59,-0.91,1.1,42.9,6.7,121.77,19.7,1.29,0.65,-0.68,8.21,-7.4,8.5,8.67,2.58,91.79,271.08,71.05,2431.62,45.66,-17.77,14.48,1.79,-182.43,-2.14,-0.01456490725059477,0.7305127301002725,8.866634798130772,-0.02109245691824003,0.08884552027423222,0.02194498033883827,0.26948726989972754,414837693,0.09351714845353684,0.16515663874604308
1061,삼보산업(주),9620,19-Dec,373.33,-1.18,1.52,0.0,3.81,4.92,64.91,0.79,2.84,38.89,4.06,109.5,16.67,1.07,3.39,12.45,7.27,-28.77,5.41,5.18,2.32,92.73,468.46,74.97,655.27,43.79,-16.44,9.91,1.29,77.89,-1.27,0.02486711539981669,0.8240859038736951,8.477797736222191,-0.012591651252611842,0.06509299514931825,0.03816515316732649,0.17591409612630493,152538146,0.049340236474313404,-0.021021553464284463
1062,삼아제약(주),9300,19-Dec,8.8,14.25,0.0,0.0,18.47,58.42,4.44,170.85,-3.87,91.34,6.93,11.23,19.24,0.38,0.0,0.0,61.05,6.06,3.26,6.37,1.78,38.95,13.46,578.13,2639.71,502.28,37.09,87.83,3.16,0.0,5.35,0.05449641551602462,0.11862446193375838,8.280534843139284,0.05345010520393978,0.0681324624158612,0.0026889774987971294,0.8813755380662416,105225153,0.4651710623859788,0.7832870178949486
1063,삼영엠텍(주),54540,19-Dec,48.37,5.03,7.5,148.87,9.09,15.82,23.08,3.85,-0.13,41.34,5.29,10.31,13.14,0.6,14.72,1.06,15.58,4.57,4.23,3.9,1.8,84.42,50.2,188.15,1144.88,133.28,28.39,40.04,1.89,270.25,3.03,0.02614727525281725,0.3342145269089716,8.079095417358369,0.0292494882759624,0.12894462219855163,0.020343775314656774,0.665785464756048,47277711,0.11088391403747856,0.45690497156325566
1064,삼영이엔씨(주),65570,19-Dec,14.68,-25.43,-7.57,0.0,17.48,58.65,5.6,-21.15,-0.01,-8.47,7.51,8.42,-1.61,0.41,-10.11,4.95,26.57,-11.79,2.48,1.17,2.25,73.43,14.68,484.06,1708.72,203.03,49.17,19.03,3.76,0.0,-10.49,-0.028557402009871502,0.12802517321278392,7.935618742265684,-0.10922230881123336,0.024364835621259132,0.010546624423398505,0.871974826787216,32788390,0.33215507274303885,0.7336312352018123
1065,삼지전자(주),37460,19-Dec,46.36,2.27,-1.49,3.27,0.93,6.08,23.82,5.71,0.38,259.9,2.48,179.92,30.86,2.65,-5.45,3.85,4.82,7.12,11.2,15.74,20.58,95.18,68.78,217.33,2426.85,177.66,32.23,30.19,6.07,11.51,6.02,0.06469388865945788,0.40752194163564104,8.747809548988835,0.060675036058419354,0.0829224049874803,0.027793557058456875,0.592478058364359,225500766,0.02394296408157824,0.19377857338352694
1066,삼천당제약(주),250,19-Dec,20.25,10.5,11.1,19.39,14.91,41.55,8.22,30.86,-0.71,114.22,9.59,16.88,21.79,0.68,14.21,16.66,59.3,6.82,6.2,8.21,3.16,40.7,30.0,359.45,1428.33,308.49,40.42,133.33,3.05,62.64,7.11,0.08688620736833942,0.23075661240431644,8.462624020800156,0.06755007667284485,0.20772888621022204,0.01219982228463034,0.7692433875956836,127658412,0.45790198701381657,0.4438814689315906
1067,삼천리자전거(주),24950,19-Dec,79.13,-9.55,-9.32,0.0,-2.25,-2.92,37.56,-3.51,2.26,34.35,-1.34,13.12,9.85,0.56,22.64,9.41,26.44,-9.2,9.56,5.61,1.96,73.56,84.52,74.94,1198.13,56.86,-10.75,4.13,1.24,0.0,-5.39,-0.056168785268932424,0.45805944741165056,8.166509123384023,-0.056721104682991866,0.017726815634382432,0.034892364324371955,0.5419405525883495,99568890,0.35896466990068077,0.18880666367648133
1068,삼현철강(주),17480,19-Dec,14.71,2.76,2.45,-9.46,3.16,34.04,0.08,1449.64,-0.19,45.32,4.39,27.79,10.12,1.4,4.71,4.22,6.44,4.45,4.93,10.49,6.03,93.56,14.8,588.22,1744.0,489.45,62.55,261.97,10.73,-11.97,3.87,0.04642651614836106,0.12889074990864097,8.233512963633691,0.038248108854328715,0.3356060363393701,0.0002484754762907356,0.8711092500913591,42191436,0.03094405184721145,0.8064626819707349
1069,상신이디피(주),91580,19-Dec,98.5,3.41,3.8,-42.62,10.88,17.86,46.28,3.66,1.5,42.35,10.37,22.3,23.3,0.97,-0.66,-5.96,16.29,8.06,10.58,11.25,1.66,83.71,138.38,93.87,981.08,71.78,-2.53,42.74,1.65,-45.75,3.31,0.05756524705848386,0.5805080756845096,8.17055800854663,0.032522270645480966,0.17661006299984214,0.027072784823009514,0.41949191756334187,90652618,0.10255329893334182,0.21701675004152235
