,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
791,(주)코텍,52330,19-Dec,9.9,10.78,0.0,0.0,26.09,211.69,0.0,999999999.0,-1.2,96.63,21.07,36.63,19.51,0.81,0.0,0.0,24.93,9.68,6.02,4.85,3.54,75.07,11.06,768.99,4082.49,582.34,59.65,306.82,8.12,0.0,8.71,0.09382663986476565,0.09955207288384266,8.547887105445932,0.08711336056095983,0.2735575396614336,0.0,0.9004479271161574,111001009,0.13320089985968386,0.6796896186973382
792,(주)코퍼스코리아,322780,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
793,(주)코프라,126600,19-Dec,42.03,4.9,-6.55,85.06,2.4,9.27,9.09,17.47,0.02,65.87,2.8,17.32,15.08,1.13,-6.92,13.34,13.22,8.5,3.4,4.74,4.94,86.78,43.35,258.7,1033.47,185.15,46.54,48.6,3.24,44.41,5.54,0.05843232686301861,0.3023975536165337,8.194265834928181,0.05729636713909347,0.1424944333172059,0.01105912293177671,0.6976024527769,37760626,0.08224558625243693,0.47479066219829585
794,(주)큐로컴,40350,19-Dec,137.63,-164.07,2.72,0.0,-58.35,-14.88,35.08,-4.57,6.48,-255.76,-9.09,0.28,-9.68,0.16,-46.92,8.17,32.83,-33.25,21.25,16.83,2.45,67.17,156.94,9.55,86.03,7.99,-48.45,1.9,0.33,0.0,-25.91,-0.12222328494956565,0.6108008050780701,7.985007606884021,-0.25563231690363764,0.01019576472790005,0.04381849839119601,0.3891991949219299,91663942,1.112779883840981,-1.5476393789338596
795,(주)큐로홀딩스,51780,19-Dec,67.81,-35.43,-4.64,0.0,-3.04,-3.26,43.12,0.28,8.19,3.55,-1.59,0.73,0.92,0.51,-34.44,2.12,26.48,-34.12,7.84,6.33,3.06,73.52,95.16,82.65,55.23,57.41,-6.03,5.84,0.97,0.0,-18.09,0.015888562267904745,0.48759660378449926,7.692265968135133,-0.18531941766535126,0.02030521693746545,0.11623948435703212,0.5124033962155007,35095160,0.23437376830500206,-1.943946162838046
796,(주)큐리언트,115180,19-Dec,14.35,0.0,-52.51,0.0,0.0,-602.94,3.79,-2208.97,-2.56,-53897.76,-92.15,0.0,-95.74,0.0,-55.37,0.0,0.0,-79.94,0.0,0.0,0.0,0.0,18.04,758.04,357.14,758.04,80.02,149.65,0.0,0.0,-71.25,-1.1294949281540283,0.15282937311103395,7.312040549063912,-1.106481246993144,0.18197671128094584,0.0033456977529376527,0.847170626888966,1604210,inf,-4.568502984151392
797,(주)큐브엔터테인먼트,182360,19-Dec,52.73,3.31,11.01,-10.45,11.73,24.32,16.29,5.79,-0.16,169.42,10.93,11.23,30.51,0.98,-15.95,-13.44,15.28,5.75,11.24,0.0,8.98,84.72,81.67,168.58,662.9,168.58,19.91,76.06,2.25,-50.24,3.24,0.030020996061297264,0.44955712912569884,7.505186199683514,0.03082939738557431,0.2207756796784668,0.011523575265162478,0.5504428708743011,16343209,0.12056180168524816,-0.18659106213922344
798,(주)큐에스아이,66310,19-Dec,6.41,4.87,8.23,0.0,14.11,80.6,0.82,19.66,-2.49,85.42,5.47,5.48,18.88,0.4,26.9,20.48,24.31,2.08,5.14,3.33,1.71,75.69,7.29,829.71,1316.51,641.02,43.61,324.8,6.97,0.0,1.96,0.007124936350134138,0.06791830040143568,7.766876766342388,0.01888690301668506,0.19410181074107832,0.0053371372272877,0.9320816995985644,29473995,0.22475998047400408,0.5308441489854927
799,(주)크레버스,96240,19-Dec,92.13,6.4,16.28,10.17,21.16,34.98,31.78,12.41,0.66,133.86,19.15,45.6,42.43,0.97,26.85,14.59,0.0,12.06,10.95,83.61,2.99,0.0,120.95,72.21,1713.74,69.69,-11.59,36.47,1.91,43.53,6.23,0.11707367291146777,0.5474190807192146,8.286436380355589,0.05790001537506487,0.1520831671975892,0.017229949273681974,0.4525809244516554,135164593,0.8706042391423297,0.0570682550807133
800,(주)크리스에프앤씨,110790,19-Dec,26.3,9.57,1.91,-26.53,9.5,40.9,7.7,58.13,0.0,86.19,8.89,22.15,21.66,0.94,-2.77,0.61,66.19,11.77,19.33,2.51,3.91,33.81,27.78,323.33,1852.32,136.36,45.97,86.6,4.07,-13.51,9.04,0.1359889314054381,0.21738053516236652,8.442925917725495,0.08954323975753917,0.17824943731931095,0.010762090930003698,0.7826194648376334,92753422,0.5165719381712068,0.5902824240501658
801,(주)크린앤사이언스,45520,19-Dec,95.71,6.86,42.54,18.46,5.3,8.51,38.81,14.01,0.28,76.55,5.41,32.42,21.51,1.2,21.02,24.23,20.02,20.57,4.5,6.53,3.23,79.98,174.6,149.95,1156.78,99.22,17.41,7.49,2.0,34.07,8.23,0.09385606978459778,0.6358285614283914,8.064236180333879,0.07001090298089274,0.026121070267171764,0.010536235750904866,0.3641714385716086,55343691,0.1081972415508399,0.2909485420874814
802,(주)클라우드에어,36170,19-Dec,12.12,-102.11,-8.26,0.0,12.72,12.31,7.99,0.0,6.22,-23.9,1.68,0.39,-3.14,0.13,-36.09,-6.41,21.28,-16.79,5.64,8.86,0.98,78.72,15.78,507.3,225.77,492.85,42.63,163.88,0.54,-101.33,-12.89,-9.317807579243763e-05,0.13625674435861865,8.009642427568096,-0.13471193656043035,0.1715117505602861,0.18606738272796297,0.8637432556413813,47959603,0.21346739654120364,-0.24159455415175862
803,(주)클래시스,214150,19-Dec,28.99,41.16,50.19,124.69,33.91,106.88,8.69,152.13,0.3,112.23,24.21,12.84,50.41,0.86,116.72,70.87,78.77,48.06,34.93,11.09,1.67,21.23,29.28,226.18,1365.92,191.96,28.3,133.31,3.22,138.66,35.28,0.36697531312534126,0.22647761355105647,8.05559787366815,0.2938121578859056,0.2989378055766714,0.01065115680257222,0.7735223952473116,56010299,0.27357062714738545,0.5102772285714228
804,(주)클리오,237880,19-Dec,52.43,1.18,25.5,195.48,20.38,55.84,12.27,16.75,-0.22,90.56,21.56,29.51,17.22,1.18,19.63,33.62,54.6,2.05,11.04,9.38,6.02,45.4,62.87,184.65,1712.61,153.5,27.25,33.78,3.61,0.0,1.38,0.07859067521669232,0.3860275725236317,8.37410745942432,0.012432953981533225,0.10874479894440797,0.01215385815286476,0.6139724232507279,95993107,0.47171408024246475,0.3316965272816348
805,(주)키이스트,54780,19-Dec,31.47,-10.69,5.65,0.0,22.31,55.43,13.72,-4.99,-0.07,879.02,20.64,11.76,26.75,0.95,19.7,-3.36,14.31,-17.44,20.05,895.2,30.83,85.69,59.32,282.99,510.36,282.87,36.15,60.66,3.03,0.0,-10.16,-0.014071547257802141,0.372341357403347,8.034873877938336,-0.09886882223859832,0.1198365544396151,0.00757340696590258,0.6276586425966529,47781374,0.15834157507973606,-0.15229394154650422
806,(주)타이거일렉,219130,19-Dec,34.15,4.6,28.87,-25.74,10.82,22.57,19.88,29.7,-0.23,72.82,6.28,11.11,24.24,0.65,26.53,3.9,12.15,3.77,4.83,5.87,1.42,87.85,38.52,186.81,1382.9,147.72,21.4,88.03,3.2,-38.12,3.0,0.02415452203606314,0.27810143397597087,7.781610446863225,0.026667906088467797,0.21704507887540792,0.002924161404577288,0.7218985494895868,32623879,0.07984639922278401,0.47313179567648805
807,(주)탑엔지니어링,65130,19-Dec,57.29,5.04,7.02,115.3,3.64,21.38,14.98,32.04,0.07,118.44,7.98,156.88,34.29,2.27,10.55,42.32,12.37,18.76,9.29,11.51,7.1,87.63,59.6,160.47,2550.95,107.47,21.71,24.79,5.49,108.26,11.41,0.11850137579416595,0.37342105828169464,8.77530116828841,0.11032163151424891,0.08899941641271472,0.009905161121854996,0.6265789417183053,252684084,0.06964052864305373,0.2841138183739513
808,(주)탑코미디어,134580,19-Dec,20.33,-13.34,-23.56,0.0,-9.82,-63.36,0.51,-445.61,-0.17,-1432.72,-10.77,5.77,-1.26,0.95,-23.28,-27.13,19.74,-16.19,1.89,3.45,719.97,80.26,20.48,587.45,436.15,409.26,82.24,122.9,4.38,0.0,-12.68,-0.15145411346806048,0.16997524335932734,7.470665082858486,-0.1463754733936992,0.207351667380421,0.0019995967367122656,0.8300247566406727,263413,0.3354587324135674,0.3019324281137513
809,(주)태광,23160,19-Dec,6.74,3.9,3.83,-26.08,-6.54,-27.78,0.25,27.32,-0.85,24.02,-2.59,14.32,7.77,0.4,2.42,19.61,11.68,1.75,2.69,1.3,1.16,88.32,10.29,968.95,3230.62,401.04,53.11,44.32,4.89,-28.67,1.58,0.006006830174807697,0.09331725322991315,8.680025878029758,0.015478509732781096,0.02708560056768476,0.002356364830164622,0.9066827467700869,195199615,0.101653587174392,0.8249043060675062
810,(주)태성,323280,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
811,(주)태양,53620,19-Dec,12.98,5.19,1.87,299.84,8.75,42.58,1.87,46.4,-0.19,31.73,6.61,32.98,16.83,0.76,11.8,3.73,15.11,4.75,9.43,17.66,1.38,84.89,18.38,345.2,3687.03,310.98,26.89,133.94,4.61,0.0,3.96,0.03755428366922742,0.15525417388785634,8.27341867509156,0.03925171280901766,0.14689402607180485,0.005212856863351203,0.8447458261121437,116627346,0.10143522168967722,0.7921070125774633
812,(주)태웅,44490,19-Dec,23.52,-9.04,-3.62,0.0,-9.16,-8.06,28.71,-3.67,1.0,6.2,-3.45,37.39,3.45,0.37,-1.74,29.18,1.94,-5.77,3.46,2.33,0.65,98.06,74.81,296.3,5680.24,182.79,26.41,14.36,0.88,0.0,-3.34,-0.030214792041487082,0.4279345660907083,8.997081463821084,-0.03403277051739026,0.01931766491981487,0.019254594762159356,0.5720654339092917,597262886,0.09961088441169445,0.3446698714753471
813,(주)태웅로직스,124560,19-Dec,110.23,3.34,31.98,30.35,4.06,25.13,11.18,16.33,0.3,577.6,13.28,175.24,34.56,3.72,34.08,17.27,13.3,30.62,9.43,0.0,60.65,86.7,112.03,161.84,2336.9,161.84,32.15,29.62,6.28,28.17,12.43,0.17119942793846393,0.5283649216303832,7.942027275711501,0.10927140333548437,0.15399993780846707,0.019845880876741363,0.4716350783696169,13878265,0.08065867396436252,0.3388255740405913
814,(주)테라젠이텍스,66700,19-Dec,49.72,31.84,38.25,0.0,-6.72,-9.64,19.46,1.24,1.76,190.6,-3.84,8.92,37.03,0.66,4.84,17.54,27.31,40.27,2.18,6.88,2.97,72.69,66.18,152.36,875.68,122.7,15.67,13.69,1.53,0.0,21.13,0.015343793288371502,0.39822984994047783,8.382913844147932,0.18205937543957373,0.04097587157699787,0.03095021221401954,0.601770145918704,131402784,0.24628677970773397,0.05918246916736471
815,(주)테스,95610,19-Dec,14.34,5.47,2.51,-77.0,19.64,106.21,4.12,263.69,-0.58,129.93,14.13,18.05,15.58,0.73,7.14,-37.86,16.52,4.56,10.15,3.03,5.62,83.48,15.35,592.01,2174.39,429.91,61.18,190.26,5.72,-79.68,3.98,0.04739428172389948,0.13304553572926503,8.394279208909001,0.03933013225319693,0.23658839363924702,0.0013509108187836636,0.866954464270735,65404011,0.0993275771593148,0.6538846587437978
816,(주)테크윙,89030,19-Dec,63.72,6.06,12.92,-45.92,16.07,15.75,36.52,5.09,2.07,36.4,7.92,19.46,17.65,0.52,14.21,-3.53,34.41,6.41,3.16,3.07,1.07,65.59,101.16,140.91,1803.4,90.52,12.96,12.72,1.03,-2.76,3.17,0.06432523630271264,0.5028829325065077,8.579010126943274,0.029841547260555712,0.04029782415726425,0.025114680846914594,0.4971170674934923,210015340,0.21352049189991196,0.33466207751830407
817,(주)텔레칩스,54450,19-Dec,29.49,6.29,12.91,-9.79,16.46,41.24,0.45,203.02,-0.59,887.52,13.97,19.58,31.26,0.9,8.54,4.83,44.54,8.32,9.97,6.05,6.72,55.46,51.24,264.47,1524.87,195.49,32.07,35.42,2.82,-6.24,5.66,0.04909683248988506,0.3388103503037625,8.192401380605041,0.053396178413115246,0.06917226774904198,0.0007137866013438724,0.6611896561171776,75429830,0.38757185235374575,0.5430803409729807
818,(주)텔레필드,91440,19-Dec,109.68,8.65,17.76,0.0,-4.34,-7.91,30.02,4.92,1.98,494.01,-4.21,12.43,28.1,1.05,25.33,87.06,32.28,19.28,4.5,2.84,16.59,67.72,113.91,145.1,594.17,72.39,23.12,16.46,1.95,0.0,9.08,0.09770726256353766,0.5325086560183783,7.765073588575217,0.08396426284175733,0.08441709547269395,0.03730130030710498,0.4674913439816218,14907231,0.22216035135452306,0.17771185066292985
819,(주)텔콘알에프제약,200230,19-Dec,12.91,-97.12,-28.77,0.0,-3.74,-12.95,9.4,1.63,1.98,-689.22,-1.64,6.75,-30.85,0.36,27.2,-1.94,26.77,-41.23,4.66,13.04,8.99,73.23,14.46,223.19,1311.66,194.5,13.89,107.7,2.65,0.0,-35.31,0.02313098547471682,0.12635937801828775,8.112225166263588,-0.4244584314492652,0.12146262804239641,0.11215198713055773,0.8736406219817122,96893906,0.2147899365535028,-0.4812763744749355
820,(주)토박스코리아,215480,19-Dec,13.06,0.54,14.97,0.0,-3.43,-10.32,24.32,1.73,1.53,45.82,-3.02,7.22,1.42,0.94,15.5,16.39,53.96,0.76,11.43,2.76,27.78,46.04,41.44,1004.74,555.06,613.9,83.54,44.17,2.84,0.0,0.51,0.03497313710179237,0.2930107413933326,7.506910766101888,0.0047672264456371195,0.040779267901095435,0.06891320945832549,0.706989289730225,2323545,0.4999830080694749,0.043737126323953344
821,(주)토비스,51360,19-Dec,43.88,5.27,-4.02,12.34,4.88,23.47,13.58,20.46,0.27,130.05,7.27,50.11,32.35,1.46,-2.92,-2.63,19.68,11.88,5.0,6.22,5.49,80.32,44.87,213.57,2321.19,137.82,34.4,24.45,4.13,7.54,7.69,0.10903870314526741,0.3097176455054496,8.448959827513063,0.07853713913677321,0.0740632460746034,0.017205174808993532,0.6902823544945504,99267781,0.12362724841731632,0.5557553451868107
822,(주)토탈소프트뱅크,45340,19-Dec,34.51,21.81,4.88,-8.03,8.12,9.47,15.45,25.5,0.38,90.99,4.49,2.76,39.07,0.57,14.12,1.61,47.11,25.64,5.49,141.82,1.28,52.89,90.19,286.92,262.52,284.21,33.92,165.26,1.09,24.41,12.35,0.11371989639002421,0.47420408738714526,7.329681878133266,0.12064328318066037,0.29987933888305196,0.009404415016267096,0.5257959126128547,10240808,0.2655389735421743,0.29225898412307905
823,(주)톱텍,108230,19-Dec,31.32,0.13,14.82,-81.48,-13.24,-20.28,9.63,-1.75,0.24,42.28,-4.91,9.02,10.1,0.4,-3.4,-45.87,12.61,1.09,5.3,4.05,1.37,87.39,31.93,256.97,1802.41,200.72,37.26,137.56,2.11,-179.79,0.05,-0.014554803697045883,0.24200729026628873,8.654186831935286,0.00046731043530086114,0.32654494354929764,0.03431271597649259,0.7579927097337112,175896850,0.16540340574616927,0.5794071761749787
824,(주)투비소프트,79970,19-Dec,78.68,-52.64,-18.52,0.0,-4.13,-4.38,30.48,-6.45,1.87,359.85,-1.96,3.19,10.48,0.42,-13.26,-24.37,42.58,-37.84,3.8,28.21,15.68,57.42,80.54,113.69,355.55,111.5,5.97,18.15,0.97,0.0,-22.37,-0.12536684916735025,0.4461187503744247,7.935333523359596,-0.24915104674930189,0.07909643952484846,0.043562840896039304,0.5538812612311453,43471731,0.6906859993020454,-0.6033445372732728
825,(주)트루윈,105550,19-Dec,100.73,-10.75,7.34,0.0,1.25,1.17,47.8,-2.19,4.14,37.24,0.66,5.14,16.41,0.54,50.49,-12.15,8.83,-13.56,4.89,7.77,1.04,91.17,126.46,77.89,414.94,60.13,-9.83,13.9,0.96,0.0,-5.85,-0.05743162362412168,0.5584123221716566,7.750069041572272,-0.0564707764101012,0.06181552348677676,0.04689171859938087,0.4415876778283434,36756231,0.19754469938048447,-0.4318117895158396
826,(주)특수건설,26150,19-Dec,70.56,0.41,16.43,10.53,3.86,8.69,18.25,0.65,0.58,336.93,4.33,25.59,47.46,1.21,-3.66,3.76,6.51,0.91,43.38,19.24,8.13,93.49,99.06,170.03,1137.9,153.59,24.83,40.54,2.61,-20.12,0.49,0.005194191393727208,0.49763424104846365,8.236042004415355,0.00455654470043561,0.1437006697052729,0.016081022551261363,0.5023657589515363,68409795,0.06042137034608023,0.17136878718245885
827,(주)티라유텍,322180,19-Dec,15.27,9.17,0.0,0.0,6.75,30.33,7.38,8.71,0.81,398.55,5.54,52.52,42.75,0.82,0.0,0.0,24.23,9.2,8.39,63.84,7.65,75.77,22.33,512.35,5232.8,502.05,51.46,121.39,4.49,0.0,7.52,0.06384745254683794,0.18255980543630013,7.5413779991765635,0.07521059037753065,0.15150303252558556,0.04015739500464399,0.8174401945636999,12541081,0.16444853280875568,0.23509187215985522
828,(주)티로보틱스,117730,19-Dec,79.26,-6.54,26.13,0.0,3.6,3.88,40.37,-2.84,2.01,46.92,2.37,18.78,14.12,0.74,-5.49,-22.5,17.88,-10.37,5.82,4.35,2.67,82.12,157.76,171.07,1065.35,122.98,21.85,68.98,1.33,0.0,-4.81,-0.05111048877533875,0.6120372518078472,7.89328615171584,-0.043128482723197234,0.2121000050399992,0.029380052635818495,0.3879627481921528,37070156,0.25639016069607673,-0.05556076204890313
829,(주)티비씨,33830,19-Dec,8.8,11.3,4.23,64.6,2.42,10.8,0.0,521.2,-3.39,127.85,0.98,0.99,21.11,0.41,3.69,21.36,26.59,5.13,3.61,21548.62,2.04,73.41,9.99,919.06,221.32,919.04,65.55,15.27,4.64,104.07,4.67,0.043116625492350236,0.09082659595879204,8.085345669826085,0.04574564283500633,0.012222730429456858,0.0009108096708104632,0.9091734040412079,32193232,0.1594194937739319,0.5138776930344884
830,(주)티사이언티픽,57680,19-Dec,43.02,68.79,10.84,126.18,43.42,14.07,10.13,3.91,4.91,2059.91,4.28,0.41,6.4,0.1,-69.79,47.5,53.4,12.32,1.31,3955.97,31.57,46.6,43.72,58.69,268.11,58.69,-12.36,16.91,0.25,0.0,7.13,0.02603761289173377,0.3041921114194306,7.8921923580571045,0.06780976062068284,0.05061865624378225,0.02188495978017494,0.6958078885805694,64310705,0.2698907625659198,-0.18223409168697524
831,(주)티씨케이,64760,19-Dec,13.5,27.33,17.15,-0.06,22.12,124.68,0.15,5311.6,-1.38,124.64,15.11,29.36,37.02,0.74,7.62,0.5,43.56,23.15,8.04,5.67,2.13,56.44,13.79,520.76,3776.58,404.19,49.93,93.09,5.67,0.16,20.14,0.23586448840139565,0.12122479422441793,8.399447928289415,0.18667094283352545,0.11046547672306661,0.0003663074967953026,0.8787752057755821,95844541,0.09034118417927668,0.8305203592734338
832,(주)티앤알바이오팹,246710,19-Dec,3.63,-485.66,-12.91,0.0,-420.86,-232.44,4.15,-149.08,-5.43,-566.56,-20.0,0.31,-12.12,0.04,-24.1,32.11,47.3,-22.72,7.96,3.16,2.31,52.7,9.41,2543.32,593.15,2496.13,81.13,525.13,0.81,0.0,-21.48,-0.2532393348114972,0.08603537551785573,7.432771489603809,-0.2307689922274571,0.17438028977032347,0.019743857211573325,0.9139646244821442,4210658,5.802449022084862,-0.7401524162662999
833,(주)티에스넥스젠,43220,19-Dec,53.88,2.17,13.81,0.0,-5.64,-8.37,30.44,1.19,5.84,51.66,-3.8,1.21,19.78,0.72,24.28,7.93,24.97,3.56,3.59,8.61,1.79,75.03,83.01,162.09,84.96,136.27,18.28,54.96,1.27,0.0,1.55,0.05342522776074078,0.4535821261972161,7.802283023699906,0.014575277944181786,0.16181603689066645,0.09869308034705669,0.5464178738027838,33158570,0.17031271447891608,-0.6953749961393412
834,(주)티에스이,131290,19-Dec,28.84,8.35,14.85,28.58,10.0,27.84,11.61,33.85,-0.04,112.61,7.26,34.62,35.23,0.78,17.96,3.83,27.22,10.33,3.91,8.13,2.13,72.78,35.3,236.72,2972.35,187.71,29.14,47.09,3.19,39.3,6.49,0.07839231706839357,0.2609121472192243,8.420948500012,0.06066039483982735,0.1003671415421403,0.00865956044680795,0.7390878527807757,130599635,0.1643197524862798,0.5329014158237522
835,(주)티에스트릴리온,317240,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
836,(주)티엘아이,62860,19-Dec,5.05,2.59,2.19,0.0,6.17,51.79,0.12,35.2,-0.98,29.37,3.25,8.5,10.57,0.53,-7.49,-13.43,26.03,2.0,18.06,8.3,1.42,73.97,6.69,777.39,1443.84,666.51,32.1,259.45,5.88,0.0,1.38,0.003173960999416567,0.06267527729353196,7.902208452287904,0.013613767817692326,0.12356852858383588,0.0014384909234979831,0.9373247101810697,50430547,0.25427815326154946,0.26832102545937525
837,(주)티움바이오,321550,19-Dec,1.04,-637.15,0.0,0.0,-399.87,-464.43,0.13,-408.77,-10.28,-664.62,-4.76,0.09,-6.11,0.01,0.0,0.0,0.0,-7.67,0.0,0.0,1.3,0.0,1.04,9437.54,788.57,9437.54,95.74,300.85,1.16,0.0,-7.59,-0.0858114629051376,0.010253692419508825,7.970610325641431,-0.07587928845103895,0.0308480801398081,0.020473224832929134,0.9897463182806364,3019073,8.205439353099731,-0.3173350004159681
838,(주)티케이케미칼,104480,19-Dec,114.48,1.53,0.0,0.0,0.04,0.06,42.21,1.11,1.17,49.36,0.03,13.66,10.85,0.91,0.0,0.0,6.0,3.49,11.29,5.84,3.93,94.0,150.37,68.78,597.79,34.57,-14.28,2.79,1.52,0.0,1.4,0.014165411121219761,0.6005982032676536,8.832650435796419,0.013954184376440004,0.012737104579005102,0.021237899348613663,0.3994017967323465,466317825,0.04443188016630959,0.11540024586721939
839,(주)티티씨디펜스,309900,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
840,(주)티플랙스,81150,19-Dec,36.41,1.69,14.09,5.37,2.62,6.39,23.68,3.33,0.86,13.06,2.27,10.81,6.81,0.92,4.92,7.85,6.98,2.44,3.88,4.27,1.83,93.02,55.0,199.27,807.99,109.17,23.32,8.93,2.54,12.25,1.56,0.025936263883200552,0.3548451961941421,8.181751690653334,0.0146051032902751,0.020977405482633694,0.021959401508664118,0.6451548038058579,80826271,0.039811409239835505,0.2992425107838606
841,(주)티피씨,130740,19-Dec,63.46,-3.37,-4.74,-184.88,4.62,6.32,36.96,0.24,1.95,28.8,3.04,17.13,13.19,0.64,-8.76,7.97,18.86,-3.81,5.75,5.43,1.41,81.14,92.72,130.88,1134.15,97.4,10.17,19.64,1.31,-52.18,-2.17,0.004163704977533639,0.4811191735014734,8.109575442379512,-0.02219331326999385,0.06466154225811094,0.036069874165036125,0.5188808264985266,73235552,0.1822850237946311,0.3127651961459243
842,(주)티피씨메카트로닉스,48770,19-Dec,221.65,-4.02,-4.07,-199.64,1.08,1.36,37.25,0.07,1.94,64.44,1.01,15.36,18.62,0.92,-7.57,-3.38,16.06,-14.31,3.77,5.28,3.19,83.94,289.92,112.08,406.0,80.5,6.87,11.69,1.24,-94.48,-3.68,0.0016084618527885863,0.7435374863417638,8.034165937432016,-0.037531380470420025,0.06644186721261928,0.029539318898673495,0.2564625136582362,39257244,0.15883081122682355,0.108743708665779
843,(주)파나진,46210,19-Dec,2.42,44.09,-9.51,0.0,13.0,65.32,0.11,-247.52,-2.27,78.88,4.74,0.5,30.46,0.35,-23.58,3.2,64.18,19.2,2.77,6.55,0.93,35.82,7.83,2069.07,125.74,1814.01,44.18,493.87,1.7,0.0,15.28,-0.0279022456823625,0.07261150256479389,7.338192270559658,0.1608750937095181,0.11309456517613167,0.0015524966371001183,0.9273884974352061,11672638,0.7182665879935242,-2.9777806602648833
844,(주)파라다이스,34230,19-Dec,39.42,0.69,10.14,0.0,13.44,7.05,38.72,1.0,4.71,19.62,3.79,20.82,12.39,0.3,62.48,24.35,14.25,1.19,36.5,152.57,0.44,85.75,116.33,84.15,2692.33,83.17,-2.89,35.04,0.58,2054.2,0.2,0.014946123637115179,0.5377408863824477,9.540373728270257,0.0019392568515558433,0.06386283342201046,0.027889409477814493,0.4622591139057074,2938157892,0.08951220057483283,0.18564573524401332
845,(주)파라텍,33540,19-Dec,100.51,-23.4,-16.19,-8718.92,0.2,0.37,28.44,-29.0,0.16,203.74,0.21,14.97,38.67,0.93,-46.7,-33.77,-20.23,-42.64,5.63,9.84,6.15,120.23,132.78,110.7,627.78,84.18,4.62,1.9,1.89,0.0,-21.86,-0.29974677198174565,0.5704061943955779,8.092003442357672,-0.23975846639935913,0.008189547141530132,0.01811956368762983,0.4295937975135272,64519200,0.09030253460905596,0.3641897220019499
846,(주)파루,43200,19-Dec,40.49,0.41,39.54,0.0,-17.9,-43.09,17.91,0.87,-0.18,37.47,-14.05,3.24,12.35,0.91,107.53,46.19,22.47,1.12,5.98,11.73,2.06,77.53,48.4,156.99,253.43,120.32,15.55,31.55,2.87,0.0,0.37,0.0023388815841149423,0.3261624154182061,7.830618061151595,0.0031903453742613756,0.08624803266638587,0.008233100224655602,0.6738375845817939,38705181,0.221675281452637,-0.5198069755456137
847,(주)파마리서치,214450,19-Dec,8.14,17.71,4.55,15.68,14.59,29.49,7.76,8.14,0.2,65.64,4.53,17.64,15.65,0.32,-1.23,30.48,59.74,8.2,4.65,6.4,1.2,40.26,18.17,561.98,4376.34,487.06,31.82,106.18,2.08,119.0,5.62,0.07062084225210839,0.1537530586179271,8.431243797063587,0.055017632703420714,0.0731237520650472,0.05645932495555621,0.8462469413820729,165452750,0.3701269256180772,0.3066887099895187
848,(주)파멥신,208340,19-Dec,3.87,0.0,131.2,0.0,0.0,-7.0,33.84,-2.38,12.36,-104.33,-4.06,0.0,-1.7,0.0,103.25,0.0,0.0,-15.25,0.0,0.0,0.0,0.0,138.03,5190.04,1961.66,5190.04,82.76,1761.65,0.0,0.0,-8.79,-0.06262438410993212,0.5798913082820963,8.207760830174877,-0.06295933305871193,0.28644652131565207,0.045366125876861084,0.42010869171790366,25185460,inf,-0.2920274626033276
