,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
917,더이앤엠(주),89230,17-Dec,71.11,-135.46,-8.96,12.7,6.56,6.43,8.4,0.77,-2204.13,2.78,1.48,-21.75,0.21,494.39,-11.36,59.67,-40.76,6.62,328.07,0.74,40.33,73.29,159.82,390.73,159.82,24.55,6.98,0.68,-28.21,6.328159546615828,-589.0903908002982,0.03997389179523121,0.4229233343438684,7.793776922749686,-0.29598922294568875,0.028635212358350915,0.011252758789426321,0.5770766817338003,21407313,0.41370906472713254,-1.8081133768905249,정보통신업
918,덕산네오룩스(주),213420,17-Dec,16.01,16.7,26.33,14.37,53.92,0.67,890.0,-0.71,87.44,9.67,27.88,23.75,0.75,46.43,137.19,32.12,14.52,22.56,8.19,2.57,67.88,21.85,391.15,2550.65,299.98,38.26,243.29,5.52,12.55,368.6235440216526,258.84177449318486,0.12326317541309714,0.1793218465416197,8.173899563353187,0.11237943492643589,0.3197397697725354,0.0007723385473346941,0.8206781534583804,72523870,0.1379523369945879,0.15808841388921763,제조업
919,덕산하이메탈(주),77360,17-Dec,2.76,17.67,-0.8,10.55,73.93,0.76,97.91,-1.1,88.91,2.61,9.92,10.37,0.25,3.22,5.24,21.4,4.62,8.71,9.11,1.63,78.6,3.66,991.1,3966.97,889.44,23.73,556.11,3.92,4.36,-49.907919140730606,309.0962628151564,0.014729044503704448,0.03532677855787938,8.260139896115227,0.04375995364950997,0.148082254188559,0.00425830823414957,0.9646732214421206,133988769,0.154479610735747,0.9538012332911524,제조업
920,덕우전자(주),263600,17-Dec,36.9,12.62,88.32,16.44,60.86,4.65,1038.71,-0.11,88.04,16.43,49.72,27.89,1.31,198.43,49.69,24.02,23.25,16.22,24.17,2.72,75.98,36.97,212.69,2087.92,191.84,30.36,68.6,4.36,16.48,35.2995862717796,36.58957684934406,0.16154265393009135,0.2699204666096147,8.063720507950876,0.12615405935377288,0.18479419037745645,0.0005761789513926991,0.7300795333903853,49450928,0.07856978112420594,0.4659154455387782,제조업
921,데브시스터즈(주),194480,17-Dec,1.69,-91.17,-4.73,-1.75,-6.92,0.0,-4464.24,-7.03,-35.29,-0.22,3.16,-0.93,0.12,-13.68,15.5,0.0,-11.07,5.69,93.27,4.52,0.0,3.22,4782.7,2474.89,4777.41,76.54,229.7,5.23,-10.96,-18.56093610659014,-62.72723525331436,-0.10074604993939729,0.031149011466636622,8.154240255390645,-0.11236311458342294,0.03754708534857774,0.0007244967684608258,0.9688509885333634,31126085,1.8174200610597122,0.14971574487982292,정보통신업
922,도이치모터스(주),67990,17-Dec,153.47,0.45,28.74,1.54,3.74,57.21,1.71,0.66,28.58,2.63,72.36,12.92,1.92,-2.09,41.1,7.8,3.48,64.37,13.38,4.72,92.2,235.94,72.99,1116.32,48.0,-12.34,20.41,2.57,0.86,700.0075304753727,244.10228748525705,0.020997500748914814,0.7023316590986383,8.74648403784541,0.007624580253639654,0.09323066522459109,0.01752346108317947,0.2976683409013618,288798466,0.06564068128769261,0.05341068265355532,도매 및 소매업
923,동국산업(주),5160,17-Dec,42.5,2.91,-1.07,7.15,18.56,16.15,9.28,0.29,36.24,6.78,14.46,14.18,0.94,4.34,3.9,11.53,5.41,6.73,4.88,2.34,88.47,57.53,181.24,682.11,111.23,21.91,23.06,2.52,2.74,-24.06615762810337,-25.064532942999644,0.04640470743337141,0.3652114594438158,8.91751967719428,0.02756840535911949,0.062207525638652714,0.01368521618000387,0.6347885405561842,422679598,0.066400419334945,0.1754024217872583,제조업
924,동국제약(주),86450,17-Dec,28.69,11.52,14.83,9.59,36.28,2.65,209.11,-0.36,188.75,9.12,15.96,32.83,1.02,15.89,14.56,59.01,15.8,3.73,7.4,5.37,40.99,33.57,338.21,1187.31,274.98,51.17,78.74,3.93,11.7,6.70107813987787,0.4297562985911768,0.13412612494670254,0.2513020862806593,8.572067319071886,0.10947450341268988,0.16911538672304813,0.002552362525466064,0.7486979137193407,102121594,0.44898593073291676,0.6417836472995776,제조업
925,동신건설(주),25950,17-Dec,13.13,20.33,2.64,0.29,1.16,0.66,1051.4,-1.5,6591.66,0.15,12.52,19.93,0.53,1.78,-19.2,28.29,13.01,18.45,2.44,167.36,71.71,15.34,650.28,2074.66,417.73,62.64,335.32,3.09,10.78,115.98364615022868,84.34737333910311,0.09431847113275209,0.13301344690705058,8.002183364049708,0.1063913433737426,0.3817290005679774,0.0006744270661285612,0.8669865530929494,26103052,0.1027287971860914,0.8079366668814508,건설업
926,동아화성(주),41930,17-Dec,91.13,3.58,-6.41,7.26,19.4,33.9,7.2,0.55,58.33,9.56,31.88,23.67,1.27,-8.96,6.21,12.53,9.76,4.17,12.62,3.18,87.47,97.23,118.46,1198.37,96.09,8.53,13.91,2.44,4.56,-10.623750849544274,-39.57161530172813,0.06718182420461039,0.4929687032855184,8.28693453003113,0.047201560172039476,0.06429604701093249,0.018916036522043187,0.5070312967144815,87637003,0.0742535504160757,0.40336069983149425,제조업
927,동양이엔피(주),79960,17-Dec,31.17,2.06,3.25,4.75,27.22,1.46,171.54,-0.11,114.92,7.49,108.07,24.05,1.6,5.09,-3.6,9.53,4.46,9.66,11.1,6.9,90.47,37.93,312.72,4951.05,248.36,48.07,138.59,5.89,3.29,-10.130933431762893,-42.32892370453191,0.05335385625077622,0.27500732621276225,8.430654587358802,0.032401344050740924,0.31315839600305484,0.0011309599833418831,0.7249926774969943,79084710,0.061423217229492504,0.6343587058448914,제조업
928,동양파일(주),228340,17-Dec,8.72,9.31,-15.39,31.37,217.07,0.0,36.7,-0.22,30.88,17.4,8.86,10.83,0.51,-24.13,-26.76,30.77,5.67,3.3,20.54,1.56,69.23,8.72,603.4,1468.94,563.36,40.35,374.96,3.06,4.73,-61.72264399968363,-71.03695461004736,0.09215933058240362,0.08016388831507319,8.203294231329405,0.05163028713461586,0.30057946134441843,0.031328030665548706,0.9198361179468216,82449583,0.14156581059193435,0.42675548980788636,제조업
929,동일금속(주),109860,17-Dec,17.1,5.34,1.36,6.71,24.05,6.0,15.2,-3.07,40.01,3.92,20.36,8.75,0.59,66.64,20.71,10.15,3.7,12.26,6.42,2.55,89.85,19.48,210.28,2899.92,140.67,15.79,26.46,3.69,3.14,78.51683341536877,3.2795027414682285,0.02295024748269931,0.1630482349806822,8.086356388343368,0.031191689855443364,0.03787998057328864,0.00925781858960763,0.8369517650193178,85277150,0.06221964159009651,0.665922278252812,제조업
930,동일철강(주),23790,17-Dec,145.77,-7.08,-2.34,-3.33,-2.35,47.1,0.12,4.37,9.64,-1.54,15.05,5.82,0.46,3.74,-4.98,8.7,-9.0,4.39,2.88,0.75,91.3,189.54,57.94,1125.6,24.63,-21.17,1.59,0.71,-3.23,-90.67513159607807,-277.877628693695,0.002860362224209658,0.6546267868491296,8.078060715337866,-0.03268277503568884,0.007992102315980298,0.035087593685555106,0.3453732131508704,84776073,0.08084220440075887,-0.13134631876631103,제조업
931,동화기업(주),25900,17-Dec,51.0,7.99,1.09,13.14,18.15,24.21,10.04,1.0,37.64,8.36,101.43,23.13,0.64,-0.64,12.76,27.44,7.26,7.12,11.35,1.02,72.56,85.33,82.05,6282.13,60.37,-4.94,7.83,1.36,5.11,10.13042985871452,6.275847638926015,0.07445297641545373,0.4604260060046226,9.087821003508596,0.05082930136698356,0.021539874798275332,0.016104048679859477,0.5395739939953774,947705291,0.15740380261629,0.5564276431821854,제조업
932,디에스티(주),33430,17-Dec,2797.93,9.73,-24.02,-11.88,-6.83,36.41,0.85,11.3,105.38,-6.59,1.3,18.41,0.48,-33.37,6.2,41.34,11.05,3.53,5.15,2.86,58.66,2828.51,52.62,348.05,40.57,-45.27,1.78,0.53,4.66,17476.145926589077,1533.218628481158,0.06497525359445797,0.9658529464647889,7.776288640750322,0.05401655438000984,0.0170212446861336,0.07931848870617449,0.034147053535211074,29709004,0.296276043435413,-1.219449731050662,제조업
933,디엑스앤브이엑스(주),180400,17-Dec,4.77,-80.14,91.86,-38.86,-6.68,43.99,-17.41,-0.82,13.85,-3.19,2.23,1.32,0.11,80.51,-8.38,13.82,-12.72,7.11,9.77,1.04,86.18,91.24,2702.51,982.47,2666.1,64.92,2591.56,0.34,-8.64,-376.661395190536,-680.5669383950301,-0.05702794793157716,0.4770920580394193,7.755687497196925,-0.06569496685544107,0.6464215837655592,0.006865478761018387,0.5229079419605808,18568488,0.8339167891388578,-0.10446804117179313,"전문, 과학 및 기술 서비스업"
934,디와이피엔에프(주),104460,17-Dec,77.32,-2.98,-7.22,2.14,4.97,9.19,9.68,0.02,68.21,2.17,17.81,9.6,0.98,-8.61,3.35,11.32,-4.73,3.27,581.47,5.76,88.68,77.84,156.27,999.47,155.86,24.46,37.0,2.23,-2.92,49.78896165931361,-681.8499722333717,0.025912681684800872,0.43771225026828253,7.972139842590519,-0.03032367327905076,0.16084985460844295,0.006115374135103716,0.5622877497317175,30070686,0.08773314089899316,0.37081026517758786,제조업
935,디젠스(주),113810,17-Dec,205.34,-6.05,-7.4,8.52,13.65,36.69,-0.86,1.44,63.46,9.77,9.96,22.86,1.1,-20.05,-10.22,12.29,-21.77,5.1,11.53,2.63,87.71,251.53,74.92,242.79,58.35,-14.65,15.79,1.59,-6.66,-130.34450290111374,-401.0926697335664,-0.015289147416810929,0.7155255947123105,7.9729764755936054,-0.06928273013783602,0.09221995780423095,0.024834044921731326,0.28447439464568297,52840618,0.13620213001915718,0.052237194023819426,제조업
936,디케이락(주),105740,17-Dec,23.0,0.91,1.88,10.98,26.26,9.46,7.36,0.33,34.98,5.91,13.64,14.75,0.54,0.66,2.99,21.54,0.63,3.12,2.54,1.27,78.46,29.03,288.33,1964.04,175.52,33.57,49.54,2.51,0.49,-32.7137310634854,-81.35330245330368,0.018007648893743837,0.22500661190511012,7.997998273407681,0.004878946028469759,0.08829743930654874,0.01086698773966789,0.7749933880948898,48387940,0.18189844871166264,0.47152043558384976,제조업
937,라온시큐어(주),42510,17-Dec,22.2,16.17,22.42,14.38,69.96,1.8,201.54,-0.3,1676.55,15.02,1.34,54.74,1.15,55.98,27.18,61.48,23.82,5.61,0.0,30.34,38.52,27.34,389.34,99.33,389.34,50.44,104.16,4.96,18.59,73.63767710785454,101.22694247341526,0.16340378538223416,0.214704902342221,7.308263653882774,0.16891905315089875,0.18157292380100779,0.003776264136942252,0.785295097657779,6534109,0.4584098879060747,0.3093948773971878,정보통신업
938,램테크놀러지(주),171010,17-Dec,133.42,3.79,-2.2,10.77,8.57,58.59,1.29,3.79,22.04,5.44,4.29,15.86,0.5,22.11,-1.75,14.95,5.33,13.38,4.08,0.66,85.05,174.1,46.65,310.02,17.8,-25.97,5.6,0.77,1.89,282.1982666805889,451.6154101404803,0.024753067410865644,0.6351638648410253,7.684510475862778,0.019130096828975176,0.027279518946556596,0.03022133270352284,0.36483611448187964,37380235,0.10050748437517655,0.049615268529401374,제조업
939,럭슬(주),33600,17-Dec,185.44,-40.0,-0.51,-12.09,-8.14,48.2,-5.59,1.93,4.16,-5.64,4.43,3.09,0.47,-11.01,-34.28,-12.46,-53.67,6.11,22.62,0.63,112.46,225.32,21.88,291.99,20.18,-44.53,0.23,0.71,-18.61,1.284038209060484,16.24691762702673,-0.09184802843591622,0.6926062099281398,7.737346734227282,-0.18655831952382612,0.0012875833660201464,0.02372251297980828,0.30739379007186024,47805747,0.07231443673725882,-0.019551541562832942,제조업
940,로스웰인터내셔널유한회사,900260,17-Dec,40.23,15.56,22.1,-13.37,-31.94,16.39,24.28,0.62,195.54,-9.24,1.7,17.44,0.76,22.03,19.88,29.24,15.57,1.23,16.02,8.39,70.76,40.67,315.49,179.98,298.58,61.63,50.63,3.15,11.82,-2.260010530900031,-3.649958542422112,0.1258566607306087,0.28914042008704827,8.446827919659706,0.10748244961126713,0.14480516535331756,0.01793043749284514,0.710859583487096,27337693,0.11023177279143087,0.32213847485902236,"전문, 과학 및 기술 서비스업"
941,로체시스템즈(주),71280,17-Dec,23.03,0.98,0.0,1.72,32.61,4.7,8.43,0.05,96.89,6.83,44.06,28.8,3.96,0.0,0.0,6.87,4.93,30.84,19.9,13.27,93.13,26.49,355.24,879.89,245.96,46.46,129.58,18.9,3.9,-54.47860626504543,-18.21961150534284,0.024358284567322704,0.2094332773602048,7.930052941388502,0.03896936217182944,0.2358840578552416,0.013804760151484454,0.7905667343873386,30076150,0.06258159917046223,0.4572816090563222,제조업
942,리노공업(주),58470,17-Dec,7.83,28.52,13.73,27.09,206.76,0.0,999999999.0,-1.11,128.74,15.55,18.57,35.83,0.61,22.25,25.47,42.14,18.82,6.91,20.93,2.06,57.86,8.13,943.02,2990.95,898.45,61.05,336.36,8.24,17.43,25.02981975378101,14.02957003509808,0.19943309750322755,0.07520785475528649,8.391788127084485,0.1637519446725506,0.24357512775613813,0.0,0.9247921452447135,78161967,0.074007225153017,0.8954320525008765,제조업
943,마이크로로봇(주),182690,17-Dec,39.86,-77.99,0.0,-55.33,-91.73,13.1,-1146.07,-0.33,-14.61,-29.21,1.15,-5.6,0.53,0.0,0.0,-21.82,-60.4,3.3,6.72,1.12,121.82,46.71,172.87,148.98,143.95,19.8,45.06,1.66,-41.17,-20.227370586046742,-43.1209656792486,-0.339173418632635,0.31837522756067926,7.183638822965317,-0.41170789785102,0.1224245333245277,0.0009295483818923069,0.6816247724393207,8094412,0.4243574622450387,-0.2033465719170368,도매 및 소매업
944,매일유업(주),267980,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0865566970266218,0.5135145582327737,8.771551814360247,0.058796155012838226,0.062191817965639835,0.008523566236413493,0.4864854400750399,259795666,0.2584180526277635,0.058796155012838226,제조업
945,매일홀딩스(주),5990,17-Dec,66.05,1.2,0.17,4.83,19.0,17.31,11.41,0.15,106.84,8.92,240.05,28.93,1.85,-7.35,0.21,35.12,0.18,9.09,9.69,6.12,64.88,88.56,153.02,3680.83,103.02,18.57,22.97,3.78,2.21,15.231805110416069,-41.81480451127239,0.06829217981225932,0.4696694975144371,8.947962365788426,0.022082790769001267,0.08046065896772335,0.012743892323548726,0.5303305024855629,411625879,0.31417749608157963,0.4044131201290859,제조업
946,메가스터디(주),72870,17-Dec,18.47,-2.67,-6.22,9.34,18.67,0.09,-42.04,-1.97,198.85,3.65,65.78,13.21,0.38,-18.55,-12.07,46.71,-0.68,8.44,12.75,4.63,53.29,24.34,263.11,11911.79,253.43,24.22,122.72,1.83,-1.01,-399.4118913227064,-111.15528580413496,-0.039443367335453054,0.19577107158908486,8.528456449971001,-0.010430580658615893,0.18226461460633084,0.004792200317171417,0.8042289284109152,205703077,0.5678880249500472,0.6782353482700281,정보통신업
947,메가스터디교육(주),215200,17-Dec,52.47,4.3,22.69,11.6,27.44,2.09,85.97,-0.11,76.25,10.29,216.96,33.48,0.98,113.66,44.48,58.8,5.52,28.29,188.66,2.0,41.2,59.97,59.36,15363.51,57.51,-13.33,14.46,3.02,4.2,316.8424288857002,258.7306329578475,0.050576056240339375,0.37488521725355967,8.453979969738928,0.03807742527983533,0.04743785488850745,0.0015693372703468687,0.6251147792306738,229052422,0.530992731835005,0.050698317022239106,교육 서비스업
948,메가엠디(주),133750,17-Dec,60.93,-4.7,0.58,9.13,17.98,0.0,-29.43,-0.84,169.19,6.85,6.19,20.45,0.75,8.82,5.27,58.46,-4.65,21.35,53.85,5.77,41.54,61.51,94.99,519.26,91.09,-1.89,67.93,2.15,-3.53,-354.82530211252754,-377.5754055370002,-0.022898807700913418,0.3808275342334937,7.96528533347888,-0.03519898486289358,0.2562756602802043,0.0020429414203670827,0.6191724657665063,59234988,0.6151234738988636,0.36191025659023673,교육 서비스업
949,메디앙스(주),14100,17-Dec,83.28,4.96,1.56,6.35,14.75,23.49,8.88,0.45,95.49,7.73,21.56,21.37,1.23,-3.27,-11.2,53.28,13.48,7.92,5.55,5.5,46.72,110.08,131.51,827.77,76.86,12.49,23.74,2.24,6.09,-12.851415204789296,122.37429180641055,0.059327766235482124,0.5239812832807846,7.996159137663655,0.060384409898402644,0.0941055518556448,0.012750350825649197,0.47601871671921536,47444222,0.4840811286805882,0.41676227852139863,제조업
950,메디포스트(주),78160,17-Dec,5.24,-4.37,-22.42,-13.44,-14.13,11.21,-9.26,-2.38,16.16,-4.08,10.75,4.95,0.27,9.37,47.45,59.64,-1.52,10.52,6.0,0.97,40.36,40.67,809.97,2516.33,664.96,26.44,174.96,1.11,-1.16,60.94826615811354,65.57143623636932,-0.026168317844422508,0.28911304151490697,8.143233220439502,-0.013288358356416745,0.06526892137174878,0.009776175643755334,0.710886958485093,97124734,0.6824933925886933,-0.25429540571047266,제조업
951,모바일어플라이언스(주),87260,17-Dec,38.3,2.78,47.75,-5.13,-10.2,36.2,1.96,1.75,101.87,-5.2,7.56,11.35,1.21,73.88,-12.25,18.92,6.5,3.07,15.15,9.26,81.08,104.03,358.84,351.55,317.16,48.59,35.55,2.51,3.36,-60.42486280350502,-68.04323803855638,0.03659163226590273,0.5098705165085373,7.730736648131865,0.02820759162282253,0.06673643483884217,0.0367088894651014,0.4901294649021492,17554039,0.1531316074317447,-0.10679950986672429,정보통신업
952,모트렉스(주),118990,17-Dec,43.68,7.89,47.47,6.64,26.15,8.61,13.32,0.67,287.43,8.4,159.14,26.31,1.51,58.55,8.35,24.81,20.09,6.8,5.86,13.81,75.19,47.31,245.43,5034.98,172.99,43.12,18.09,3.67,11.89,25.096304650233694,-2.068009722411265,0.1318053447247893,0.32117574117260567,8.304283178066045,0.09976443071132401,0.05364090183701822,0.030799610798353964,0.6788242637900807,54864333,0.14388999353833534,0.40146415423659737,제조업
953,무림에스피(주),1810,17-Dec,34.9,5.21,7.49,6.73,12.39,17.29,5.96,0.49,61.71,4.48,18.34,14.12,0.69,7.76,-1.95,13.71,5.55,6.37,6.42,2.74,86.29,56.65,144.03,1747.52,93.32,9.81,42.68,1.93,3.59,-23.558315120750464,310.3757956128424,0.024714310018336814,0.36164721653055587,8.484457586319914,0.0346917475921305,0.09508561683053347,0.0114654671551543,0.6383527834694441,207202346,0.09994537413086035,0.42288722427541436,제조업
954,미래나노텍(주),95500,17-Dec,64.7,3.67,-4.78,5.73,13.44,29.39,1.94,0.57,135.86,5.66,24.1,22.75,0.96,3.41,-10.79,16.73,7.07,8.16,8.52,5.11,83.27,72.67,148.51,1245.45,115.43,18.18,57.23,2.1,3.53,-56.91227102799129,1253.9454603728168,0.019369894607187216,0.42086569703604776,8.453575390760873,0.03623608140960374,0.21443731567603158,0.0237479863980107,0.5791343029639522,126040742,0.14773235909239088,0.2684609081305046,제조업
955,미래오토스,176440,17-Dec,93.12,-0.99,6.34,0.66,2.52,29.37,2.14,0.31,73.22,1.31,39.31,23.45,2.04,3.6,1.47,8.33,-3.88,14.48,15.78,6.57,91.67,108.87,129.37,714.73,99.68,13.09,46.9,4.26,-2.02,-82.16019804721056,-128.6612127284133,0.016319809151935694,0.5212447285787547,8.014768498828944,-0.019643210923262558,0.20910439804624928,0.014662504385982317,0.4787552714212453,43791279,0.07499086270806653,0.3039948374551621,제조업
956,미스터블루(주),207760,17-Dec,27.76,10.31,10.1,8.68,29.98,7.9,53.52,-0.04,134.42,6.89,12.48,27.15,0.83,13.7,25.5,0.0,10.09,7.93,492.62,4.0,0.0,29.86,196.77,1193.56,196.03,20.68,60.83,3.63,8.58,-23.25542359723373,-22.296472768612112,0.09532826546069406,0.22994360501878766,7.579621585989134,0.08185371349161359,0.13002154724708245,0.007746435497088704,0.7700563949812124,22009414,0.8799390942861206,0.17754308732043664,정보통신업
957,바디텍메드(주),206640,17-Dec,31.43,-5.97,19.14,12.05,16.76,26.27,2.47,1.56,70.09,5.86,2.37,17.87,0.53,42.72,-4.33,56.03,-3.0,4.11,4.87,1.98,43.97,53.78,268.28,291.28,213.17,34.39,103.03,2.06,-3.16,-76.800072854498,-125.49661388822034,0.026566670817988258,0.3497209950409997,8.034092203088063,-0.02901913392534797,0.21056455659313736,0.030723104228011142,0.6502790049590004,48862012,0.5056565719137657,0.2599528335783741,제조업
958,바이온(주),32980,17-Dec,58.96,-35.12,20.68,-4.32,-3.77,34.3,-1.93,4.97,-14.77,-1.49,1.34,-2.59,0.38,18.06,-31.69,12.44,-23.22,3.03,11.12,2.24,87.56,65.82,100.62,198.02,92.43,0.22,25.73,0.88,-13.29,-360.3857238708103,-235.63992587133492,-0.04954790869346093,0.3969267366709823,7.741469991005801,-0.12149594099862515,0.09149516661192762,0.06453283530187255,0.6030732633290177,35412402,0.2676071991282998,-0.6409749220217985,도매 및 소매업
959,베뉴지(주),19010,17-Dec,60.3,-5.62,5.68,2.49,0.82,33.17,0.35,2.37,7.37,0.39,2.8,4.14,0.16,22.7,-3.18,54.46,-0.86,46.18,22.45,0.23,45.54,88.55,56.22,861.14,54.48,-14.0,10.53,0.35,-0.89,-67.81956769576377,-129.7010187268414,0.0027385594827212716,0.4696501395710706,8.639998702394939,-0.008697930438640521,0.03367763512329194,0.016579785242615733,0.5303498604289294,358024529,0.5269095583738008,0.4200068823368005,도매 및 소매업
960,보성파워텍(주),6910,17-Dec,42.51,-12.39,-3.96,-12.7,-24.53,10.72,-23.59,0.05,7.88,-7.8,3.31,2.63,0.6,-9.8,5.43,-0.06,-10.59,4.06,3.73,1.91,100.06,46.63,192.83,367.06,122.36,26.91,24.62,2.05,-7.45,-68.3822875513954,-2104.314739201964,-0.05161577154736323,0.31802099189489286,8.092095090968161,-0.07608113125153453,0.07135698905164047,0.006880722627092971,0.6819790081051071,54518232,0.08345974384613604,-0.12614001730180163,제조업
961,비디아이(주),148140,17-Dec,158.17,3.79,0.0,-11.8,-17.18,35.14,6.45,0.69,98.85,-11.55,35.94,13.33,0.98,0.0,0.0,10.41,11.41,1.67,0.0,7.26,89.59,205.17,148.95,1199.18,148.95,25.37,9.67,1.46,3.71,-17.50332996913544,-8.988183615020969,0.05803536613117267,0.6723169211011446,7.986329339032198,0.037126531743798825,0.05012991526083758,0.013377746025286536,0.3276830685790701,22094335,0.044889888887140836,0.11408933348954736,제조업
962,비에이치아이(주),83650,17-Dec,236.02,2.5,-5.17,6.09,6.36,48.44,2.08,2.67,30.94,4.68,25.01,14.46,0.75,-11.95,3.83,12.9,7.7,6.99,39.95,1.61,87.1,278.44,67.72,860.76,65.35,-20.13,5.22,0.99,1.87,28.07095025521942,-19.60119969007776,0.045199914341056496,0.7357561164417706,8.626717363302523,0.019237728135535894,0.03256406042515073,0.02946952125265732,0.2642438835582293,244554141,0.07011225583491286,0.1237213754822582,제조업
963,빛샘전자(주),72950,17-Dec,12.21,6.56,2.96,8.23,47.87,0.0,157.85,-0.33,62.6,7.16,18.8,23.68,0.88,8.04,-3.66,20.79,6.76,4.8,7.07,2.26,79.21,17.59,572.77,1779.33,452.48,49.08,99.5,5.49,5.78,42.11411704733013,24.11142912375286,0.0614675421540489,0.14957502654860216,7.811953655457709,0.05701884538304413,0.1033067422270963,0.0026033624041276104,0.8504249580327481,26288753,0.13719124250236464,0.616403096669291,제조업
964,삼강엠앤티(주),100090,17-Dec,63.09,78.21,0.0,-13.35,-5.84,42.12,-3.09,4.36,25.82,-3.1,14.6,22.36,0.23,0.0,0.0,-5.45,60.18,4.01,148.95,0.26,105.45,112.69,38.0,1916.16,37.48,-18.39,14.52,0.44,18.15,-300.0384316344719,2946.9855295796515,-0.03953359226169537,0.5298343430297269,8.724655574391894,0.18145289155504574,0.04307602393885727,0.024153641778710988,0.4701656569702731,470665928,0.11594691302348696,0.21826575416393854,제조업
965,삼륭물산(주),14970,17-Dec,72.94,4.42,2.55,16.19,23.82,35.26,6.04,0.98,54.14,11.16,11.97,19.43,0.7,6.72,-10.49,13.19,5.92,5.95,7.52,1.59,86.81,88.17,98.19,927.22,75.6,-0.7,37.88,1.46,3.09,-53.4208669964388,-56.57495280350694,0.04655746462967041,0.46856879512395033,8.118228555427443,0.030494116170299485,0.1468480181498741,0.016438467992736884,0.5314312124928302,81318753,0.06437825811450588,0.45677370769606745,제조업
966,삼목에스폼(주),18310,17-Dec,10.41,11.51,7.34,22.27,127.35,0.0,999999999.0,-0.36,39.29,18.09,41.51,26.29,0.84,1.84,13.83,23.93,11.49,10.84,241.86,1.27,76.07,16.55,338.63,4384.24,334.76,21.32,90.47,5.35,9.68,-4.186650025270397,-7.126574092137952,0.11782774555943447,0.14203380559801312,8.5747116757728,0.09351552131174211,0.08083350443394924,0.0,0.8579661944019868,261950981,0.09423063861560274,0.6752026260308464,제조업
