,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
54,(주)뉴인텍,12340,17-Dec,150.58,-7.1,-1.5,-0.36,-0.62,38.37,-1.93,1.51,46.92,-0.41,2.05,20.07,1.14,-3.13,5.01,8.12,-21.12,5.35,6.49,2.55,91.88,197.74,94.2,60.03,59.34,-2.94,6.43,1.84,-8.08,82.50879990888669,62.99868465567666,-0.03694377659810384,0.6641333268000911,7.64245038318254,-0.08136968740964257,0.03253149174263554,0.0287618338490684,0.3358666731999089,22985717,0.11344230154074778,-0.49241596041930386,제조업
55,(주)뉴파워프라즈마,144960,17-Dec,15.82,17.77,10.36,18.05,91.88,2.85,135.62,-0.67,109.79,13.42,25.55,31.08,0.78,2.28,55.02,49.3,16.91,11.43,9.18,2.9,50.7,17.11,431.28,2908.61,382.94,44.75,19.6,4.34,13.87,81.33366670049192,68.72271544701562,0.16202382061945486,0.14607434251021692,8.14770681342543,0.132178086799657,0.026473429651885507,0.008178608154023364,0.8539256574897831,58645325,0.275093468625531,0.5385156731772226,제조업
56,(주)뉴프렉스,85670,17-Dec,115.37,2.82,11.04,8.0,16.87,35.31,5.58,0.82,64.91,10.27,23.71,30.04,1.35,16.12,5.16,11.28,9.39,8.38,5.55,2.76,88.72,155.7,106.27,673.88,52.52,2.83,7.67,2.19,3.82,692.7769382564807,273.10723599494884,0.059426952551046505,0.6089132031962007,8.07523092091388,0.036278289633785196,0.03462632321256486,0.017488629703143136,0.39108678839432054,61896820,0.06650872138861948,0.14558714198767483,제조업
57,(주)다나와,119860,17-Dec,19.25,12.56,26.98,11.97,80.63,1.26,188.63,-0.97,487.39,13.87,21.85,30.58,1.3,26.64,67.07,0.0,19.03,14.07,42.18,29.7,0.0,20.77,452.75,1175.47,428.64,56.22,117.27,9.0,16.29,78.62626850617637,51.24531816552894,0.16420391481497926,0.17201312910425878,7.96773725553671,0.14556013480933647,0.18688722698404728,0.0050606216980988526,0.8279868708957412,25852926,0.858328285765759,0.6032134547726361,정보통신업
58,(주)다날,64260,17-Dec,137.48,6.18,21.07,-26.8,-16.14,32.71,6.12,0.53,898.36,-9.87,7.57,8.69,0.4,23.28,29.52,0.0,7.49,5.55,80.07,51.32,0.0,157.45,152.85,753.5,152.18,28.22,19.35,0.65,2.49,230.1960238988408,373.259717700764,0.03676940323134678,0.6115814188506753,8.67162382747846,0.022761626402923802,0.1033319162768281,0.009824741394302668,0.38841858114932476,86292126,0.9001471338508862,0.04204365052474042,정보통신업
59,(주)다산네트웍스,39560,17-Dec,97.58,-0.81,-6.92,-1.62,-2.73,20.63,0.01,0.89,135.7,-1.44,23.63,16.63,0.86,-5.65,37.81,34.16,-1.3,4.15,7.43,5.88,65.84,111.4,128.82,935.33,107.32,13.3,19.04,1.51,-0.7,43365.33506409216,93.94585692286456,8.916777640977654e-05,0.5269668270176158,8.538554235356475,-0.007220052159517671,0.08789880450766997,0.022036959224537748,0.47303317298238423,140108258,0.3414820056584607,-0.06793615190200496,제조업
60,(주)다우데이타,32190,17-Dec,267.39,14.61,33.29,-36.71,-5.16,28.68,49.39,0.28,242.21,-4.37,84.3,4.49,0.14,36.12,17.12,42.13,7.9,27.64,220.58,6.18,57.87,553.47,210.16,2469.36,209.99,45.08,4.71,0.16,1.99,33.85253679422892,35.492705658911134,0.026072639856803945,0.8469706221516541,10.132317882950225,0.0173898763930963,0.019267633246472207,0.0006233124553167135,0.15302937784834592,1899452738,0.20225961220312436,0.02451180933925319,도매 및 소매업
61,(주)다원시스,68240,17-Dec,58.47,4.84,47.43,-19.4,-12.59,37.09,2.55,2.69,35.2,-6.16,9.22,10.14,0.38,24.24,50.23,32.58,4.08,1.55,15.84,1.38,67.42,95.9,163.71,1429.14,154.08,19.02,16.61,0.82,1.83,-4.425228709451181,-20.180467298451525,0.025161660151297,0.48953154228678325,8.545183390493264,0.015386875813725378,0.054766155640379593,0.020136109669914522,0.5104684605630314,179445050,0.24659978877473682,0.1420148829972417,제조업
62,(주)대동스틸,48470,17-Dec,20.86,6.8,26.56,-0.93,-5.81,0.0,1421.75,-0.65,102.08,-1.07,18.1,14.48,1.27,44.57,32.75,10.3,9.97,4.33,5.6,7.93,89.7,22.46,403.62,1296.3,262.87,51.72,55.65,9.66,8.66,27.010363993270023,42.2507644863838,0.06983065012469701,0.1833787875605605,7.8996541314018405,0.07748810441742365,0.09480535422704532,0.00026781728704935775,0.8166212124394395,24795213,0.0417819107919592,0.6585390280904693,제조업
63,(주)대륙제관,4780,17-Dec,42.68,4.88,3.99,9.81,35.61,10.78,25.39,0.17,99.48,12.53,24.79,28.75,1.3,2.51,5.85,13.18,9.95,5.66,7.57,3.77,86.82,54.29,207.34,1258.3,145.39,29.69,44.36,3.6,6.35,-31.47462741275365,-33.71730657037183,0.084189580602191,0.35186755932441616,8.188575583672428,0.062298867778732406,0.12269803070528996,0.009423045524027602,0.6481324471533373,65835425,0.0659033707459195,0.530947334458532,제조업
64,(주)대림제지,17650,17-Dec,51.03,2.76,0.0,4.41,4.8,28.52,13.52,0.24,14.27,2.18,26.23,8.21,0.49,0.0,0.0,11.67,2.5,4.25,21.07,0.72,88.33,83.36,73.34,2893.67,64.91,-7.42,21.25,1.09,1.36,-30.74501128935613,-80.83961626342646,0.020859450795779257,0.4546105102338541,8.377954814555995,0.013631590834848219,0.0591282610251359,0.003394040988172252,0.5453894897661459,190029035,0.07445838095199522,0.4056518620833296,제조업
65,(주)대명소노시즌,7720,17-Dec,96.35,7.48,181.18,3.54,2.96,21.35,1.44,1.82,17.29,1.99,4.67,12.87,0.83,-31.79,8.31,18.26,10.98,9.85,24.42,1.49,81.74,206.03,58.09,211.21,48.07,-13.19,7.5,1.41,6.21,2968.4237827641764,1204.1859337592034,0.018631716940446432,0.6732321814132227,8.622299052403664,0.04206198593911121,0.023602955949129034,0.019184972875724557,0.3267678185867773,342439749,0.14942671782178862,0.004726406280309176,도매 및 소매업
66,(주)대성미생물연구소,36480,17-Dec,10.16,6.48,-2.32,10.82,57.98,3.45,77.35,-0.33,76.5,7.48,12.65,28.39,0.68,-6.82,-21.94,30.06,5.25,6.91,3.63,1.86,69.94,14.81,622.51,1594.55,402.14,46.26,170.39,4.34,4.43,-59.69477259559734,-65.34783890362806,0.05732182419880089,0.12897193381296015,7.541360281875452,0.044779870221366466,0.15085750550298932,0.005746148929961718,0.8710280661870399,15612255,0.21767993127753202,0.6369687088540807,제조업
67,(주)대성엘텍,25440,17-Dec,115.4,-1.17,-8.76,2.95,17.22,29.38,1.5,0.38,75.28,9.68,7.07,30.33,3.13,-9.09,-4.4,4.26,-8.52,13.25,17.33,7.92,95.74,128.33,99.05,94.29,61.96,-0.48,5.8,5.48,-3.65,-63.87748845448862,-364.96525511450807,0.019308731887046706,0.5620327383504345,8.028776420564546,-0.03825841059036654,0.029324121057179103,0.022911286044134675,0.43796726164956545,53362244,0.036752494729819285,-0.03736445098891754,제조업
68,(주)대성파인텍,104040,17-Dec,45.27,4.94,29.21,13.43,14.99,33.0,5.57,1.14,29.52,6.63,14.53,15.73,0.56,-8.45,-9.32,20.61,4.75,3.32,7.3,1.08,79.39,79.36,146.16,1556.81,116.9,11.65,50.83,1.34,2.75,-33.459551281842224,-45.90166879959955,0.03728499706130195,0.44245558659862316,7.942284821341765,0.024415384112847834,0.12828711022847378,0.0151235388831629,0.5575444248226673,55255804,0.13063995731321879,0.4304591427316392,제조업
69,(주)대원,7680,17-Dec,52.22,8.14,-0.14,7.05,12.1,9.37,82.37,-0.45,200.07,4.76,55.09,13.96,0.67,7.52,8.39,14.38,9.93,147.66,2.81,9.84,85.62,64.77,242.32,4361.55,161.76,45.1,86.79,1.61,5.49,37.28738141199595,-37.98344509499161,0.0558510112355717,0.39310209668402896,8.63313979151264,0.05493257458632502,0.27504535064455005,0.0017248762624097924,0.606897903315971,99698875,0.06103445102928619,0.5298485627181748,건설업
70,(주)대창솔루션,96350,17-Dec,109.27,-26.48,-6.28,-6.15,-3.24,47.84,-2.64,5.42,6.12,-1.92,5.82,4.66,0.3,-19.86,-13.28,-2.23,-19.8,4.71,3.03,0.4,102.23,144.26,38.99,617.27,16.0,-27.29,1.09,0.51,-7.98,-32.04420867103938,-35.26948575031918,-0.05814066164383402,0.5906040258193948,8.137782876238521,-0.08247206549332613,0.0048615245349491526,0.037313611235361414,0.4093959668991678,113379475,0.16435018106666127,0.11900668523336133,제조업
71,(주)대창스틸,140520,17-Dec,99.74,0.59,4.16,-1.58,-2.83,43.01,1.27,1.38,16.85,-1.64,36.81,6.78,1.06,11.06,5.09,4.81,1.65,4.57,5.86,2.54,95.19,137.6,107.71,1111.81,59.06,3.24,0.98,1.81,0.63,499.5631829041056,339.9761859633779,0.01830946665797339,0.579126092172704,8.487414636102553,0.006148537099108229,0.004111696365559233,0.024909378239407334,0.4208739078272959,168288466,0.030377564529902812,0.2888926973956237,제조업
72,(주)대한과학,131220,17-Dec,33.42,3.25,-9.47,10.52,40.05,3.79,20.22,0.21,84.19,11.8,11.56,27.5,1.07,-11.44,-10.21,28.55,4.3,6.59,2.97,3.37,71.45,41.75,267.06,670.88,108.24,39.39,15.63,3.12,3.47,17.79735870794308,-40.12132690965558,0.05237603039230418,0.29453621857272305,7.566975236449432,0.036485514717504955,0.036846749655298175,0.008793692746376749,0.7054638085307386,13663331,0.23877172951031106,0.32250455175536114,도매 및 소매업
73,(주)대호특수강,21040,17-Dec,105.64,1.96,7.0,6.1,15.28,34.64,4.74,1.07,63.93,8.29,6.24,20.67,1.4,10.79,10.57,10.13,7.3,4.04,7.95,4.44,89.87,118.79,113.14,178.52,73.52,6.34,2.27,2.25,2.75,-13.994970206258165,-28.381754820679088,0.06777892852349322,0.5429455549593283,8.17918977708654,0.026570207635373856,0.010967882054794372,0.02635942573874398,0.45705444504067166,68545709,0.05140605239678105,-0.026947664997879813,제조업
74,(주)더 미동,161570,17-Dec,5.93,-12.72,-11.96,-14.37,-153.45,0.0,-171.6,-2.59,-1588.59,-8.6,4.08,-3.29,0.56,-14.44,-2.48,9.1,-7.64,8.78,41.0,161.39,90.9,5.93,1382.25,644.2,1370.63,71.84,878.0,8.4,-7.13,38.31843713501219,-15.615896399452357,-0.08187702400846787,0.05602432702020586,7.672649809502171,-0.07612019616500046,0.49189555129794404,0.008516619811476766,0.9439756729797941,10616769,0.2278616148092619,0.1788012313107091,제조업
75,(주)더블유게임즈,192080,17-Dec,75.97,11.16,128.21,21.4,11.53,55.08,3.97,6.07,5547.41,6.85,36.73,10.63,0.45,-67.44,105.19,0.0,9.04,11.3,0.0,210.14,0.0,146.45,34.19,4599.1,34.19,-20.29,8.07,0.98,4.97,80.60734136929173,-26.841325184245516,0.0812488967887147,0.5942377510594399,8.998773468877248,0.035742550426653655,0.024874617595539883,0.03444037288277997,0.4057622489405602,892077654,0.7462941558113594,0.1484771865493239,정보통신업
76,(주)더블유아이,73570,17-Dec,20.01,-89.82,-24.48,-41.57,-71.84,10.88,-4.07,4.69,-75.45,-16.4,1.72,-18.8,0.34,7.48,153.36,11.1,-58.13,14.36,838.04,1.66,88.9,29.57,222.06,497.98,222.06,18.85,130.59,0.71,-30.48,0.245277713113633,4.02167445148062,-0.161532909428099,0.228235200963655,7.485912218671178,-0.354220135818751,0.20165145733675327,0.1740151016177606,0.771764799036345,20116107,0.5205968457004418,-0.33084886948042375,제조업
77,(주)덕신하우징,90410,17-Dec,67.14,6.92,-4.15,0.96,2.72,24.99,9.91,0.54,59.91,1.13,31.42,25.62,1.16,-6.39,3.5,15.59,14.93,3.86,7.52,2.61,84.41,71.05,123.99,1556.02,86.55,9.42,7.15,2.49,8.0,231.05568190028384,239.87970296864955,0.07619955895852311,0.4153755921878682,8.027849370451012,0.08172840426691802,0.02806403425164218,0.018236724367507583,0.5846244078121318,54730427,0.09137497609478915,0.4329405883601159,제조업
78,(주)데이타솔루션,263800,17-Dec,108.72,0.98,56.59,-0.48,-1.32,13.49,2.37,0.19,1800.07,-0.7,13.16,27.18,1.77,74.22,-10.69,15.14,3.77,7.08,10.45,122.61,84.86,112.01,158.77,381.1,122.96,30.14,34.94,3.29,1.74,-85.85357369998515,-71.00636914313367,0.008980203745828641,0.5283170651157364,7.792714005497451,0.014272306958683626,0.17919608749832847,0.0071718171126233556,0.4716829348842636,11525944,0.14522496942452834,0.10585747217255524,도매 및 소매업
79,(주)데코앤이,17680,17-Dec,91.32,-45.45,5.67,-7.06,-12.16,20.19,-12.04,0.66,-624.98,-5.9,1.17,-17.86,0.86,-15.27,-15.44,47.23,-67.27,9.67,2.83,24.22,52.77,94.34,117.38,62.8,64.33,8.17,34.02,2.05,-39.04,-20.35993326467549,-145.36607827770652,-0.17457480104395867,0.48544114192054266,7.748496313174748,-0.37996448807441485,0.15986692378408576,0.029879714783204003,0.5145588580794573,25128757,0.6811352234156597,-0.7261631677762538,제조업
80,(주)덱스터스튜디오,206560,17-Dec,89.47,-134.92,4.49,-21.4,-11.14,27.1,-8.98,2.47,-239.28,-6.05,2.3,-20.19,0.29,-23.26,-20.28,-40.54,-57.46,1.57,0.0,3.46,140.54,119.02,121.02,365.16,121.02,8.59,41.61,0.9,-39.02,-1008.4387230353232,-766.145361841586,-0.24424419031027417,0.543411750454032,7.951979421103746,-0.38176840309826293,0.16996857243615746,0.050054212631411577,0.4565882607151297,45268582,0.4577351571836814,-0.2499282213822566,정보통신업
81,(주)덴티스,261200,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,제조업
82,(주)동구바이오제약,6620,17-Dec,91.61,10.82,15.74,10.92,29.19,19.88,23.2,0.61,92.56,14.61,27.99,34.53,1.44,38.32,15.75,60.2,36.61,5.54,8.87,3.5,39.8,100.27,128.74,990.31,93.61,13.15,28.66,2.49,15.53,26.140903708091457,0.2795148246496466,0.1762916354938635,0.5006859923825365,7.878483907974168,0.14476581654180018,0.13109540442053114,0.015174131200080827,0.4993140076174635,31075982,0.47022179327578933,0.28487594916514214,제조업
83,(주)동국알앤에스,75970,17-Dec,47.57,2.72,1.15,3.28,6.24,17.77,4.25,0.77,34.77,2.47,5.17,12.55,0.76,3.21,0.7,17.61,3.49,3.57,3.81,2.07,82.39,65.32,172.07,395.03,92.47,20.73,18.87,1.92,2.06,4.917219302476541,34.951704400265754,0.02981199202878646,0.3951255838660828,8.102414927013157,0.020441547369907605,0.054282078515780374,0.017744860851307744,0.604874424033153,63923051,0.1364272520301686,0.2930144546692327,제조업
84,(주)동국에스엔씨,100130,17-Dec,45.89,1.68,0.91,10.8,25.93,11.16,6.91,-0.05,28.94,9.06,12.88,9.36,0.84,6.74,-4.16,9.69,2.74,8.47,4.63,2.52,90.31,53.72,181.38,930.22,126.6,24.29,32.61,2.45,1.41,-56.04908560551918,-61.31703099873304,0.025651825832165465,0.3494743679599508,8.642041381587955,0.014075167073009608,0.09734247008222598,0.010628985968420324,0.6505256320400492,201118924,0.06632125926495933,0.148735703289731,제조업
85,(주)동방선기,99410,17-Dec,7.11,-19.09,-16.56,7.64,31.95,0.0,999999999.0,-0.51,34.78,4.21,2.85,19.27,0.5,28.62,-33.93,6.44,-10.85,2.71,7.78,0.98,93.56,15.17,705.88,449.65,606.15,37.43,308.18,4.22,-9.56,-137.1263393570196,-62.24447609592012,-0.01902702767454871,0.13170343671863668,7.544823245878301,-0.10510284742996581,0.1903874727741703,0.0,0.8682965347595749,19771476,0.09892292060046136,0.12106723398405318,제조업
86,(주)동성화인텍,33500,17-Dec,103.83,-13.94,-20.02,6.96,11.49,46.7,-8.98,0.93,6.49,7.18,16.71,3.38,0.92,-33.17,-31.05,-1.14,-30.05,5.12,5.2,1.91,101.14,166.21,112.83,624.61,79.56,5.0,16.35,1.53,-12.78,-288.84835046662323,-471.41105517412507,-0.11249225457384743,0.6243511421174699,8.350222871180096,-0.14374246133805157,0.06376716991157926,0.02007432317354568,0.37564885788253005,125412086,0.09769010581931734,0.14385248110124949,제조업
87,(주)동아엘텍,88130,17-Dec,24.53,6.01,22.49,5.01,23.69,0.93,97.43,-0.02,102.38,5.09,44.93,19.72,1.12,22.83,15.89,23.09,8.88,6.96,68.4,5.78,76.91,27.35,390.2,2664.34,381.06,55.9,203.66,3.87,6.71,-18.171381799890646,-52.473135478957325,0.11144167078412878,0.2147442499296786,8.39258100928998,0.060933471767587254,0.39232303252835504,0.005326219211098296,0.7852557500703214,61326280,0.1210192458867494,0.3747378525944741,제조업
88,(주)동양에스텍,60380,17-Dec,93.82,1.75,3.93,-1.8,-4.75,41.72,1.37,0.75,43.44,-2.68,37.25,12.69,1.52,18.37,22.55,6.48,6.16,4.63,10.49,4.98,93.52,129.86,130.62,1049.34,88.84,12.5,6.28,2.68,2.66,-26.46783484064079,-21.362173723168272,0.022927376478789927,0.5649479669871358,8.096830439495141,0.026136188358796837,0.025639481358100655,0.029537051459886488,0.4350520330128642,58348689,0.049413478937177964,0.326773371495845,제조업
89,(주)동우팜투테이블,88910,17-Dec,14.09,7.58,15.48,7.59,60.17,2.81,220.07,-0.3,226.69,8.74,18.92,22.75,1.23,19.28,-2.08,13.73,11.1,13.08,73.66,11.28,86.27,16.99,486.23,1326.9,475.2,46.52,64.58,7.85,9.36,73.47674466991963,35.200435192619764,0.08399837391309652,0.14524631396702947,8.302121804303056,0.08731404289350084,0.0777788643205698,0.002627841182232883,0.8547536860329705,83082977,0.06433543896595519,0.6583153248715762,제조업
90,(주)동운아나텍,94170,17-Dec,40.28,-5.68,0.42,0.24,0.81,19.8,-13.85,0.19,1593.88,0.31,18.36,18.43,1.28,-8.72,0.58,24.67,-10.53,5.02,5.83,96.65,75.33,61.74,249.94,886.15,167.15,37.34,49.3,4.17,-7.29,-222.5650347153856,-334.53242055831254,-0.04190169880898622,0.3817349315379261,7.632799773950011,-0.07274950735834415,0.12274968903320187,0.007923683114178794,0.6182650917537224,16212803,0.27937050520110235,0.4813704777983541,제조업
91,(주)동원개발,13120,17-Dec,15.49,17.87,7.59,17.24,89.19,0.19,999999999.0,-0.46,12058.93,13.8,12.4,23.99,0.83,7.11,5.36,27.49,18.31,2.75,3.47,477.35,72.51,18.3,742.1,1310.01,604.86,84.08,188.61,4.35,14.82,9.066837291525312,2.6904523643919767,0.2032889658568875,0.1546740540732802,8.847344939692574,0.14299826309944955,0.24698857942093477,0.0,0.8453259473479193,19860289,0.020868596183443822,0.7708105379143785,건설업
92,(주)동일기연,32960,17-Dec,9.21,21.12,9.46,15.21,74.1,0.0,999999999.0,-2.21,522.16,7.27,7.35,31.78,0.5,16.32,21.74,41.52,11.87,8.97,3.5,7.73,58.48,10.88,951.9,1340.19,779.71,70.79,55.65,5.12,10.56,120.54166458810248,36.739897818484245,0.03315547428189226,0.09812767117553563,7.857354482032909,0.10099597041233122,0.04624383946118283,0.0,0.9018723288244643,15052932,0.34581592788525745,1.1228271152106257,제조업
93,(주)동진쎄미켐,5290,17-Dec,126.4,5.73,1.46,12.25,24.08,47.59,5.59,1.7,71.64,14.42,31.77,31.09,1.19,14.37,2.64,18.82,19.73,6.45,11.66,2.51,81.18,149.32,89.53,1027.09,68.77,-5.31,21.59,1.83,6.79,58.36695940664086,70.5876287151163,0.10777612563213045,0.5989032051834567,8.824236154793033,0.06744410383715783,0.1100625117797097,0.03217660338174851,0.40109679481654326,364333710,0.09660658599112902,0.15390803825094182,제조업
94,(주)두산테스나,131970,17-Dec,33.73,19.06,22.99,36.79,59.41,17.31,22.88,0.46,72.47,18.04,13.78,42.19,0.54,35.85,55.84,24.59,14.33,12.47,0.0,0.93,75.41,43.62,138.44,1956.16,138.44,9.03,90.37,1.93,10.31,799.6409258057539,1115.3766308189472,0.10252310948346885,0.30371237664724526,7.9832771688987645,0.09345451398963184,0.21225608307601856,0.014752189980837667,0.6962876129601878,64934108,0.036801024855244516,0.5314645772784939,"전문, 과학 및 기술 서비스업"
95,(주)듀오백,73190,17-Dec,16.61,3.42,3.11,-5.23,-35.26,0.08,108.72,-2.3,93.65,-5.17,6.49,21.57,1.0,23.44,19.63,29.38,4.05,10.47,7.99,4.19,70.62,17.18,310.63,558.6,230.71,29.85,77.09,6.52,3.44,974.665406968224,514.6925879681241,0.014766785137068195,0.14663614460972232,7.594166746959847,0.03386704417247723,0.10927033522666693,0.0009262466350857364,0.8533638553902777,21985900,0.2788400027370419,0.5685609812652744,제조업
96,(주)드래곤플라이,30350,17-Dec,132.52,-128.62,-25.31,-23.84,-6.26,50.29,-4.35,5.55,3.98,-3.59,1.02,3.44,0.13,-76.14,-30.84,0.0,-36.56,6.44,0.0,0.16,0.0,133.84,6.87,289.79,6.87,-52.77,3.11,0.23,-16.54,-449.598659739784,-3133.1597902864623,-0.10926082618051047,0.5723629825210969,7.701621910203626,-0.19343977684202474,0.017596105262952834,0.043921612264852194,0.4276370174789031,48346797,1.7264992161371722,-0.17267404528654354,정보통신업
97,(주)드림시큐리티,203650,17-Dec,14.77,-6.44,0.0,-2.62,-14.67,7.04,6.86,0.33,378.04,-2.68,7.11,33.83,1.02,0.0,0.0,26.84,-8.05,5.65,58.93,11.42,73.16,22.31,484.42,569.08,470.06,46.42,153.39,5.6,-6.58,0.0,0.0,0.04469728669801897,0.1823844261924507,7.384574609596942,-0.06583377415979247,0.18528690954967061,0.03573733903948636,0.8176155738075493,10061410,0.22468486259226575,0.0953704394261545,정보통신업
98,(주)드림어스컴퍼니,60570,17-Dec,8.41,-20.29,161.36,-2.47,-9.96,3.65,-19.57,0.1,178.79,-1.31,3.53,1.66,0.77,84.61,32.72,22.01,-18.57,6.85,4.46,29.19,77.99,15.13,782.91,478.14,626.78,49.9,239.67,4.77,-15.58,15.7141047647935,-41.10425227624391,-0.06080865426706977,0.1314508179964319,8.116865282599077,-0.10767329391797777,0.17512779957405694,0.023641351069863776,0.8685491820035681,56004886,0.33469798339696316,-0.13286030301842053,정보통신업
99,(주)드림티엔터테인먼트,220110,17-Dec,243.82,3.85,73.49,19.47,33.19,2.61,203.01,-0.08,890.15,23.53,19.2,21.24,1.53,130.21,52.1,16.91,9.56,15.96,0.0,53.18,83.09,243.82,113.84,433.26,113.84,9.81,70.93,2.4,5.91,75.71633659603488,296.01189047131203,0.07149205851414832,0.7091494018568246,7.36094445572575,0.04658538975675729,0.5029819827471683,0.0004965898374317811,0.29085059814317543,4424425,0.10997292870745927,0.050239975956669736,"전문, 과학 및 기술 서비스업"
100,(주)디딤,217620,17-Dec,57.89,3.37,0.0,3.94,11.88,26.27,1.66,1.01,200.98,5.0,19.55,47.8,1.27,0.0,0.0,52.26,7.52,24.87,20.73,5.15,47.74,72.78,123.44,888.85,105.15,7.85,66.86,3.02,4.28,0.0,0.0,0.028228365131490178,0.4212303183640301,7.7335223184140105,0.04283642929313536,0.22398648760345002,0.04029436073726204,0.5787696816359699,31749274,0.5004059214096273,0.26456955787281417,숙박 및 음식점업
