회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)사람인에이치알,143240,17-Dec,81347113,97757060,3409905,8137004,16,22049707,75707353,15459447,37141228,57306578,37317182
(주)삼기,122350,17-Dec,292561351,337321756,10897361,11022722,4420850,218416100,118905656,13303977,27510876,255631179,76585888
(주)삼보판지,23600,17-Dec,323858909,511843398,9155278,12118740,2749546,212158230,299685168,7662437,35987454,380802801,265019679
(주)삼양옵틱스,225190,17-Dec,66272717,44181489,17840160,10674646,2320,8455451,35726038,20131333,13016261,18074627,26028971
(주)삼일,32280,17-Dec,90876304,84414537,1978790,818751,308363,23679801,60734735,2865605,7281135,66641993,29497560
(주)삼일기업공사,2290,17-Dec,56403800,64106791,2650701,35000258,0,9800995,54305796,2597068,2962643,7786726,48105796
(주)삼진,32750,17-Dec,108784102,79676217,2770083,17437644,71488,16385955,63290262,4832172,12162810,43771946,60961787
(주)삼진엘앤디,54090,17-Dec,220648773,162170125,-12721933,11292488,1610973,73393150,88776975,-3807893,25695604,74939446,33038735
(주)삼표시멘트,38500,17-Dec,671307465,1265303707,36285020,38435920,26407000,632988002,632315705,74355172,69102418,1064848759,350276176
(주)삼화네트웍스,46390,17-Dec,21001397,44058838,708954,6739114,0,5422412,38636426,-178463,2086661,10300533,9371365
(주)상보,27580,17-Dec,127789248,162384453,-7040779,30172418,3907404,114591436,47793017,-4418883,12679456,68120669,-21987165
(주)상상인,38540,17-Dec,397628354,2043693616,100182154,68830241,151167,1749446017,294247599,121890318,26994055,567513998,243018484
(주)상상인인더스트리,101000,17-Dec,95702436,168270390,-21135824,7141528,3638623,120982026,47288364,-4395345,13162564,129981227,-2495889
(주)상아프론테크,89980,17-Dec,153236134,219920722,7467457,19563401,1943974,110436943,109483779,10796435,22585609,114695544,74245450
(주)상지카일룸,42940,17-Dec,13455342,40446347,-7918303,1711008,639494,13658940,26787407,-4334582,5480868,19548932,-36743999
(주)새로닉스,42600,17-Dec,126219454,116633451,1278697,12464835,551384,45060705,71572746,155926,13316366,67598421,58404003
(주)서린바이오사이언스,38070,17-Dec,42619342,71038280,2268469,3419613,83558,18238592,52799688,1156806,11650077,39088708,31985536
(주)서부티엔디,6730,17-Dec,57542734,1502577668,-26557902,34065352,13573896,1018991496,483586172,-14009032,22841695,1353063110,261682284
(주)서산,79650,17-Dec,100372500,126631601,6099410,10499603,3857,9693773,116937829,7325835,13418547,44669337,70636992
(주)서연탑메탈,19770,17-Dec,209952442,206264694,4273124,8496802,2401207,126814174,79450520,5737959,6935212,97910233,66298141
(주)서울리거,43710,17-Dec,14372479,38212815,-1406275,6991757,0,1444260,36768555,-1514798,3162917,15299475,-3313031
(주)서울옥션,63170,17-Dec,54167584,154338745,3055687,14953215,1061448,82050210,72288535,6379126,11729913,53169306,29200616
(주)서울제약,18680,17-Dec,34051567,70270901,-10577449,4426740,1898843,33149072,37121829,-5965144,23188713,46429562,1564033
(주)서원인텍,93920,17-Dec,284134788,196942719,3144260,45617613,465392,43247228,153695492,9033437,16505409,69544902,134617001
(주)서전기전,189860,17-Dec,50168944,43583060,2791479,272216,261,9932976,33650084,2263202,10763758,24150357,24033529
(주)서진시스템,178320,17-Dec,237945884,259231952,6310106,19686711,3787080,137935820,121296132,17846982,25700827,148944626,43936955
(주)서진오토모티브,122690,17-Dec,1238336209,828627924,-17749881,12833742,10546827,633184768,195443156,-7734906,57125008,534267946,63236740
(주)서플러스글로벌,140070,17-Dec,111730233,155283308,19867045,9697807,552274,45228421,110054887,26727702,11303328,36056136,72878681
(주)서한,11370,17-Dec,528692838,391890974,77467236,46466865,1735188,105443202,286447772,103111932,17380314,106906982,231093440
(주)서희건설,35890,17-Dec,1033271360,807007034,31108092,73058155,11441844,537379079,269627955,88123170,72301740,288306927,106700287
(주)선광,3100,17-Dec,143592261,541277167,6168685,4169041,7334849,237320598,303956568,20935615,11632236,468926345,222554528
(주)선익시스템,171090,17-Dec,123595928,117826131,9765573,35518893,247267,26983251,90842880,14538590,17434263,33124916,39120062
(주)성광벤드,14620,17-Dec,145746476,502479497,-16318803,37471409,44589,52116687,450362811,-18641619,24184695,255654480,445670408
(주)성도이엔지,37350,17-Dec,391339341,328533571,21235465,30258727,809337,141556623,186976948,24856280,16399532,68477834,174578073
(주)성우하이텍,15750,17-Dec,3366358641,3385206082,29281956,246980137,41483655,2201614097,1183591985,60837596,207696182,1983392215,955102511
(주)성창오토텍,80470,17-Dec,142953914,106028645,-1288740,8996578,899470,59722323,46306322,962144,16538314,46727165,31099821
(주)세동,53060,17-Dec,119281845,114492516,-7778987,2097385,2468982,93663898,20828618,-5727607,10123746,80144092,1945462
(주)세보엠이씨,11560,17-Dec,602536022,257713994,21596937,22836522,279227,120800191,136913803,29088950,13954023,50925304,134221572
(주)세영디앤씨,52190,17-Dec,11649229,31112426,-23260279,3787546,1394799,17849244,13263182,-305791,4095194,14759265,-47698199
(주)세운메디칼,100700,17-Dec,61230473,86062523,9306122,8347461,52479,7386769,78675754,12474435,11114389,38756459,73227217
(주)세원물산,24830,17-Dec,71892127,252941769,6476214,3059545,32338,66754948,186186821,4909434,7766842,186720866,137950298
(주)세중,39310,17-Dec,158350962,115681226,-1272896,32391792,182622,31863283,83817943,7972016,30517012,22316554,55964375
(주)세진티에스,67770,17-Dec,22828076,44168218,-2457380,3587285,93,2559121,41609097,-2428928,3133269,14586369,23587830
(주)세코닉스,53450,17-Dec,331101709,343632178,-2356373,10819258,2949999,214073231,129558947,1642502,43085019,201770379,99805021
(주)세토피아,222810,17-Dec,14909489,18780495,-5309971,1686234,87577,8857897,9922598,-953150,4895677,11951262,-318253
(주)세화피앤씨,252500,17-Dec,32928605,28319079,-2703990,5224103,178988,4668312,23650767,1435910,14753683,13358741,8852072
(주)셀루메드,49180,17-Dec,21608625,64983515,-7884455,2092990,1823670,30462094,34521421,-1017018,9694832,35045275,-99641343
(주)셀바스에이아이,108860,17-Dec,46866565,106906184,-4282233,11507088,1114020,52197234,54708950,561995,46304570,70696106,-17574098
(주)셀바스헬스케어,208370,17-Dec,29575768,54696398,-1116106,3286157,557613,26882217,27814181,159485,12765533,32370496,2218184
(주)셀트리온제약,68760,17-Dec,135860256,470269310,15714765,5637883,5475450,176645642,293623668,8670526,49615086,259162638,-20909503
(주)셀트리온헬스케어,91990,17-Dec,921499987,2875003480,165683864,251366073,24125104,1170919114,1704084366,164827520,70476658,75806527,261308599
(주)셀피글로벌,68940,17-Dec,27191581,29821380,-9736883,4793892,285643,12565658,17255722,-7255526,13426507,9484311,8008457
(주)소리바다,53110,17-Dec,54007575,62490967,-6015913,5591518,1277681,28238677,34252290,-4012532,58020107,36286068,-29917378
(주)소프트센,32680,17-Dec,142514026,80239657,-776797,20636495,1340466,46011237,34228420,458933,13233189,14645757,-3784089
(주)손오공,66910,17-Dec,104074946,60058075,-12292550,1364662,331681,40965082,19092993,-11927686,22167365,15640494,-48345212
(주)솔고바이오메디칼,43100,17-Dec,23210535,64743115,-8521580,4312734,535931,17726104,47017011,-6060929,11830703,33357185,-19850432
(주)솔루에타,154040,17-Dec,155927912,201892913,8999,23376015,4868007,118544596,83348317,2828301,22118190,96640667,39280656
(주)솔본,35610,17-Dec,74108667,187436714,-6157927,31955993,81893,22201596,165235118,2449639,37606599,104080659,-647737
(주)쇼박스,86980,17-Dec,102706678,203267261,15845913,63943192,0,64344876,138922385,10397090,9841327,43183651,72096955
(주)수산아이앤티,50960,17-Dec,16391345,71373432,4212462,1121744,0,1260291,70113141,4366499,12024847,26730799,39889499
(주)슈프리마,236200,17-Dec,47062107,103278676,9089245,31256257,0,6063657,97215019,12407697,12618596,38234825,20211993
(주)슈프리마에이치큐,94840,17-Dec,28628445,129283489,4652792,13159459,0,6629162,122654327,3709397,6280807,74506056,102040106
(주)슈피겐코리아,192440,17-Dec,224993661,257553469,40656388,55062795,147392,36180007,221373462,48327513,110320203,87501827,169044827
(주)스마트솔루션즈,136510,17-Dec,25027290,41702389,3020851,11364872,152936,9234829,32467560,3346492,6989993,19846946,19265406
(주)스맥,99440,17-Dec,161130468,204499981,334271,11926059,3098555,108490316,96009665,4715375,23414770,77591157,24380248
(주)스카이문스테크놀로지,33790,17-Dec,13458871,62674030,-4758219,26939047,508099,23140011,39534019,-4294142,4929374,13469173,4043069
(주)스킨앤스킨,159910,17-Dec,29874487,50212555,-18673169,8592462,1766535,26631215,23581339,-8065895,16186679,29355582,-39677685
(주)스타플렉스,115570,17-Dec,86988215,142665803,-8653997,4275874,1773712,88410654,54255150,2599450,9460501,85146381,38360985
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,46522005,54659442,-2465153,10518420,688976,8796847,45862595,-510443,10381190,16796529,-7033249
(주)스페이스솔루션,245030,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)스페코,13810,17-Dec,68786456,99135240,-349493,10632793,1078677,56239532,42895708,1362133,11301096,43110723,16549171
(주)승일,49830,17-Dec,135816978,169038229,2732415,17446096,246982,34439062,134599167,3746791,7411838,107983597,114100656
(주)시공테크,20710,17-Dec,173114089,129465894,18716581,20694791,1070,33992604,95473290,14857097,6220508,58424133,59044496
(주)시너지이노베이션,48870,17-Dec,34197705,106059255,-12221264,7981101,4511190,77646682,28412573,-1180565,13992186,78928425,-87135529
(주)시노펙스,25320,17-Dec,181187121,150611300,-13790199,22413178,1817044,96029335,54581965,24862904,20095528,85096313,-40201238
(주)시스웍,269620,17-Dec,31381567,35182889,5543368,18176062,55100,3171348,32011541,6556923,2824840,7873498,18293904
(주)시큐브,131090,17-Dec,15259224,33106158,3106936,13185560,0,8834563,24271594,2785786,6036238,4322483,18184986
(주)시티랩스,139050,17-Dec,49340104,54620991,-9350611,12769171,188144,24198026,30422965,-3207237,8453920,19268416,-810398
(주)신진에스엠,138070,17-Dec,56975933,98551325,4674324,13995979,570005,27821566,70729759,5472373,7003741,47332895,52355689
(주)신화콘텍,187270,17-Dec,55347069,89470579,6161177,15743664,751682,36854489,52616090,9883751,7280219,54503055,24377004
(주)심텍,222800,17-Dec,811565475,728156876,16099696,12174869,8117458,513408749,214748127,33804625,67706997,517938496,161414064
(주)심텍홀딩스,36710,17-Dec,812440662,754085651,9770225,13037782,8165817,524321707,229763944,27410943,69463351,543201891,72013469
(주)싸이맥스,160980,17-Dec,164085573,147866098,17567275,10026419,418589,46055511,101810587,23757370,9400213,76731988,46214455
(주)썬테크놀로지스,122800,17-Dec,15229793,32929432,-12920233,23037,1246218,14307585,18621847,-4950620,5594277,12729655,-7085527
(주)썸에이지,208640,17-Dec,3554861,28114639,-8706014,3884374,64042,994316,27120323,-8936641,12491502,4601540,-9594535
(주)쎄노텍,222420,17-Dec,40468377,54409154,2339543,2088744,301181,15505935,38903219,4102282,7639893,22602942,26333557
(주)쎄니트,37760,17-Dec,126227417,153682575,6746386,8523605,1759780,78417258,75265316,8561114,15318697,93970509,25246739
(주)쎄트렉아이,99320,17-Dec,42762139,70595677,5396783,7271934,233698,15806165,54789512,5370127,5084486,49177104,39460998
(주)쎌바이오텍,49960,17-Dec,61056741,96476719,18197947,13616318,0,6280325,90196394,22632703,25797003,25607601,85872020
(주)쏠리드,50890,17-Dec,259308877,280947024,-25861412,44697474,9586877,201342849,79604175,20216138,70606159,141700827,-16568097
(주)씨씨에스충북방송,66790,17-Dec,21259587,42450754,-7114186,1023584,525865,11333617,31117137,-1125228,5277994,33351743,-15566758
(주)씨에스,65770,17-Dec,43330916,50170235,1000563,5691452,861914,31269249,18900985,1863534,5780731,4319701,-29278809
(주)씨에스에이코스믹,83660,17-Dec,31466024,30762561,-9579263,2074535,192284,7094366,23668196,-9528209,18601185,10935403,-26996220
(주)씨엔플러스,115530,17-Dec,28849965,44500061,-625656,831101,1157747,32138783,12361278,-318607,6771164,25628500,-16318387
(주)씨엠에스에듀,225330,17-Dec,63999760,70652691,5975817,3493692,294986,27470826,43181866,7225250,56774510,57043166,14594229
(주)씨유메디칼시스템,115480,17-Dec,58347211,61664992,-3150464,7030241,610194,19587410,42077582,-1344985,13870676,27111788,10425641
(주)씨제이이엔엠,35760,17-Dec,2260006796,2801818454,143441966,114276457,20235437,1317714354,1484104100,224481551,1047480538,2137854757,924144307
(주)씨젠,96530,17-Dec,87662545,179723663,4050660,27810618,1652386,39493223,140230440,13980471,44265319,60911688,54842387
(주)씨티네트웍스,189540,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)씨티씨바이오,60590,17-Dec,130558989,196899089,-20702202,6531866,2993005,122821446,74077643,-14056539,43994323,124913267,-1596805
(주)씨티케이,260930,17-Dec,112990498,185225306,15297752,40714625,7921,13445026,171780280,24443199,10892620,21696644,47833521
(주)아가방앤컴퍼니,13990,17-Dec,140860568,211445069,-4896212,9298033,236594,44477150,166967918,-3937803,68359617,119691432,111321964
(주)아나패스,123860,17-Dec,87058623,96625499,678656,12310222,289287,20610273,76015226,4982208,27120485,18089628,32482470
(주)아난티,25980,17-Dec,150455721,730382412,2624089,16815618,9742401,399719243,330663169,12518015,54958172,658243040,81673405
(주)아리온테크놀로지,58220,17-Dec,51742898,68569950,-21438450,4127827,1213496,45705162,22864788,-9452895,15960257,43088292,-17584573
(주)아모텍,52710,17-Dec,315448056,394148895,25331268,46455160,3877662,202351313,191797583,40890159,38447329,211663228,136136484
(주)아미노로직스,74430,17-Dec,16835420,49371249,542129,7469424,17000,4228824,45142425,1075247,2813944,21384559,-82502827
(주)아바코,83930,17-Dec,186078757,186316025,-1816577,41777350,82387,82170936,104145089,1796827,20754624,41171932,54028562
(주)아바텍,149950,17-Dec,95628780,150213583,14435536,37743272,0,12709383,137504200,15889073,5871634,57010970,97080670
(주)아스타,246720,17-Dec,1033962,23646565,-4314269,2813370,109216,9218530,14428035,-5212061,5531707,8380617,-9379113
(주)아스트,67390,17-Dec,97205917,310505612,1466069,23058302,4598837,195412478,115093134,8051740,6995871,167338694,1749577
(주)아시아경제,127710,17-Dec,54258166,129002693,9975159,31299479,60354,20302562,108700131,6380476,21720696,64805376,20326067
(주)아우딘퓨쳐스,227610,17-Dec,51015104,52672720,-321630,1712870,64806,6728316,45944404,-532749,17264524,14412996,14319553
(주)아이디스,143160,17-Dec,95158879,163258361,9516813,42882167,0,11320962,151937399,-4927418,35175428,34154951,73589096
(주)아이디스홀딩스,54800,17-Dec,438219714,774739599,30867107,143935354,523932,201409024,573330575,32238044,73824987,262236814,155482417
(주)아이센스,99190,17-Dec,156963801,234077006,15144223,27474374,1239099,68924832,165152174,22756027,46447360,138298641,111535363
(주)아이씨디,40910,17-Dec,311847748,237851633,24892032,16299029,2522580,102089882,135761752,37279580,18443521,82005551,67924365
(주)아이앤씨테크놀로지,52860,17-Dec,42928877,62120310,6264328,1250561,395084,22411832,39708479,6933939,9747161,39220071,-16879430
(주)아이에스시,95340,17-Dec,114082893,211233455,16120713,25592141,491439,39467050,171766405,22193085,19846220,121046585,85418601
(주)아이에스이커머스,69920,17-Dec,36484877,97041544,33707586,15176695,190323,21412537,75629008,-1396778,19101337,35153314,22408975
(주)아이에이,38880,17-Dec,60756810,85018705,-8830992,2360041,1398972,50258719,34759985,-3986369,17528068,65640384,-7169646
(주)아이엠,101390,17-Dec,249371615,136172605,-3680685,4111889,1574443,88722820,47449785,1206183,15586810,98046740,14250767
(주)아이엠비씨,52220,17-Dec,57402132,65406293,-175504,6150558,8480,13020561,52385731,143550,57258582,42788529,31822493
(주)아이엠텍,226350,17-Dec,69006125,47607120,-20964654,1018055,234261,24997809,22609311,-6639818,10346982,22918565,-17094295
(주)아이오케이컴퍼니,78860,17-Dec,18379991,84844704,-4374619,10668356,329999,15195024,69649681,-146970,4177467,65428963,-7573948
(주)아이윈,90150,17-Dec,97190531,97244600,-2987595,11249789,989693,57614999,39629601,-3548771,20653817,48533733,28433062
(주)아이윈플러스,123010,17-Dec,14183309,21820800,-3219305,1952094,397345,11371824,10448976,-3105904,2005409,14316377,-2295604
(주)아이즈비전,31310,17-Dec,167068035,130894359,5610444,29183265,341652,55558287,75336072,8563435,25368621,41956614,62695752
(주)아이컴포넌트,59100,17-Dec,24520294,56512382,-8303058,7282093,672389,23346013,33166369,-4086988,5903031,30470901,2678720
(주)아이톡시,52770,17-Dec,21083673,15293908,-21108362,6580676,520102,15051989,241919,-10068615,17478029,4882060,-67085017
(주)아이티센,124500,17-Dec,311549095,172136603,-126450,46364347,3093768,97487162,74649440,3523656,37678036,68255124,3416730
(주)아이티엑스에이아이,99520,17-Dec,31094349,27909280,-337114,285444,386260,10740876,17168404,390828,7927978,12541733,-12181861
(주)아즈텍더블유비이,32080,17-Dec,34436524,101593818,-364557,1969635,119170,13897086,87696732,-2761330,4894327,37824560,57589892
(주)아진엑스텍,59120,17-Dec,30704497,46145660,6156377,13497580,475774,6765339,39380321,7776916,8380943,14204761,22421630
(주)아프리카티비,67160,17-Dec,94552465,103442156,14659197,23004086,0,33334044,70108112,18322967,76229498,40066960,28448725
(주)안랩,53800,17-Dec,150259297,223620399,16278990,19003882,0,39730731,183889668,16742127,99168468,77289787,129661441
(주)안트로젠,65660,17-Dec,5357319,60298401,738764,11858473,61047,11529913,48768488,195957,3055268,22575693,-4848880
(주)알로이스,271400,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)알에프세미,96610,17-Dec,62185137,93638264,-1374559,7662882,734096,41626891,52011373,219514,7727560,50745135,42566734
(주)알에프텍,61040,17-Dec,287143154,185953928,3734459,65629473,2387402,67569185,118384743,10368897,21934327,59865626,82312045
(주)알엔투테크놀로지,148250,17-Dec,14390958,35450020,776801,5227227,165864,14017367,21432654,713880,4634786,18117750,11011871
(주)알테오젠,196170,17-Dec,12104356,43013380,-7448958,5229129,1863,3168348,39845032,-6173477,7208461,7343157,-5661513
(주)알톤스포츠,123750,17-Dec,43446206,59131622,-21315788,6667315,915544,28736891,30394731,-13199504,20918482,19128053,-2039035
(주)알티캐스트,85810,17-Dec,70643136,171544134,1050839,10099512,354901,73642729,97901406,5739386,64903750,36862549,46709658
(주)알파홀딩스,117670,17-Dec,69995825,63151264,-10332532,5048826,733625,19354470,43796795,-6312632,11915708,37410006,-2636068
(주)액션스퀘어,205500,17-Dec,9402123,24963687,-12258989,5062673,0,11484722,13478966,-10796217,20198340,6012785,-20082761
(주)액토즈소프트,52790,17-Dec,55399431,143736510,-7477694,59120188,249772,36629398,107107112,6643079,21758369,52023355,-2863144
(주)앤디포스,238090,17-Dec,52344188,92726264,8072425,6922611,59996,12209683,80516581,9092143,7319923,49887570,33332007
(주)앤씨앤,92600,17-Dec,53399310,60379404,-8961209,7016683,126448,12261856,48117548,-10871793,28053383,17366906,24988894
(주)야스,255440,17-Dec,86546664,126152861,16240812,6800326,125044,19479936,106672924,17754370,9720201,33342554,48484438
(주)어스앤에어로스페이스,263540,17-Dec,30086064,61475210,747316,3493249,429876,19735521,41739690,3194061,3370279,29377284,7091577
(주)얼라인드제네틱스,238120,17-Dec,5636108,24307065,-1754366,7405383,0,1666845,22640220,-1541047,5140305,2017801,-7203390
(주)에너토크,19990,17-Dec,24468473,42508123,400112,4130096,0,1586392,40921731,300591,6187408,18080200,28634518
(주)에스디생명공학,217480,17-Dec,127402379,128073431,13459906,8710116,144180,22081749,105991682,19437157,49904392,49911030,56700528
(주)에스디시스템,121890,17-Dec,55362066,35094048,-9147176,3000082,120815,21114383,13979665,-7518695,13422105,8155259,4236104
(주)에스마크,30270,17-Dec,17074815,65810066,-84466669,5409537,3729837,32631679,33178387,-10559882,8833651,27607487,-117816006
(주)에스비에스콘텐츠허브,46140,17-Dec,197964758,211510721,-6068056,58395674,0,63133700,148377020,134745,11859274,48256943,108899469
(주)에스씨디,42110,17-Dec,146294275,120553513,3463529,7881413,51735,23271773,97281740,7676352,10686261,42113831,38864590
(주)에스아이리소스,65420,17-Dec,33368170,29671701,-675459,5714395,293650,13737702,15933998,733521,8270340,13569854,1010824
(주)에스앤더블류,103230,17-Dec,32736658,64140404,-4191839,1652758,0,11699467,52440937,-4625048,4246793,39267192,36491500
(주)에스앤에스텍,101490,17-Dec,53899317,120963274,3131678,14324766,357088,42603472,78359802,2443055,8819345,86036905,31240057
(주)에스에너지,95910,17-Dec,231105250,301905196,-2778448,34224484,4415533,199879857,102025339,7620670,26740474,113209470,45412280
(주)에스에이엠티,31330,17-Dec,1212024348,285611568,29462675,5489343,2964682,93130560,192481008,34192184,18705841,88897069,69116493
(주)에스에이티,158300,17-Dec,25545359,40014948,-1024703,135784,271770,27219116,12795832,571655,4295160,15492308,8719745
(주)에스에이티,60540,17-Dec,97309966,123940681,6899003,23684757,236610,48847464,75093216,8047092,9371912,64943224,24414233
(주)에스에프씨,112240,17-Dec,44615639,120568042,-15916306,719958,1532434,46857327,73710715,-3049542,8798341,48770483,23632160
(주)에스에프에이,56190,17-Dec,1920384917,1810808943,203335873,585865181,11061609,825954272,984854672,236087843,89002495,677710798,730099695
(주)에스에프에이반도체,36540,17-Dec,449558231,632921458,9865761,69727864,11314988,363304797,269616661,25462304,13423274,455672091,-164004760
(주)에스엘바이오닉스,214310,17-Dec,48020218,56424586,-14514435,5616036,4545573,39912252,16512334,-90789,10649838,33137438,-18281227
(주)에스엠라이프디자인그룹,63440,17-Dec,33280384,45895630,753042,4887415,2048,4174959,41720672,598990,6212910,19804074,-21376664
(주)에스엠엔터테인먼트,41510,17-Dec,365386504,797509024,-4709252,195462237,1208319,361878090,435630933,10941301,105462854,356674461,134145631
(주)에스엠컬처앤콘텐츠,48550,17-Dec,88565311,300762940,-14019802,66478752,133771,185847122,114915818,-12965406,25011753,93747314,-41599283
(주)에스엠코어,7820,17-Dec,72414808,99113905,-1832609,25100948,31291,22983829,76130075,532389,4401804,22589868,25581632
(주)에스제이케이,80440,17-Dec,8771196,45523072,-7478672,137634,1010052,32233136,13289936,-4861857,6515337,42853968,-45205168
(주)에스지엔지,40610,17-Dec,1217586997,1234294674,-1419804,41879249,11738739,636749894,597544779,28577980,130798216,757495965,217098686
(주)에스코넥,96630,17-Dec,365629927,169031564,14080477,27062089,1485349,82057298,86974266,19445173,32834522,86534295,54338857
(주)에스텍파마,41910,17-Dec,38213541,96850991,1514426,21468355,223968,12988341,83862650,2534789,8563532,50566799,46635476
(주)에스티아이,39440,17-Dec,287012566,164687148,25240075,24309519,172652,77629565,87057583,33177119,21896655,37356814,59150128
(주)에스티오,98660,17-Dec,90839468,70331254,-135867,2655685,937383,36669925,33661329,1086782,49867403,25162695,28567167
(주)에스티큐브,52020,17-Dec,8460728,26457389,-16453531,7816384,405637,7336329,19121060,-14098647,13893460,12256183,-17715964
(주)에스폴리텍,50760,17-Dec,122283422,108019265,-3051439,13466140,1019791,62861634,45157632,1071161,13256212,49162399,20840666
(주)에스피지,58610,17-Dec,295751093,246662318,-4125611,15491410,2518859,149998456,96663862,6373328,49946290,74368004,52431511
(주)에쎈테크,43340,17-Dec,66131227,54088454,619431,130052,815923,25462797,28625658,588480,5126445,21897158,-8249939
(주)에이디칩스,54630,17-Dec,18617247,38947789,483583,17115428,198504,6609633,32338156,1171786,2992335,16561919,-18591053
(주)에이디테크놀로지,200710,17-Dec,32204669,49063072,170261,9404163,371383,10481071,38582001,-379343,3998661,13774955,15658676
(주)에이루트,96690,17-Dec,36658646,116428169,-8661649,16545648,611848,47060537,69367632,-1427007,11571921,51522188,-4566945
(주)에이비프로바이오,195990,17-Dec,45943801,171929134,-11528088,4245329,2962338,69861407,102067727,-11669410,13698711,101258162,45250928
(주)에이스침대,3800,17-Dec,206082706,425894166,26429035,21552965,0,33207881,392686285,31438354,83689076,353799075,372615078
(주)에이스테크놀로지,88800,17-Dec,351616055,373477776,-55571000,16133019,9977737,306409737,67068039,-14466539,76524387,169052961,-51173961
(주)에이치디,102210,17-Dec,41678313,223964802,-2007361,11793447,2157569,104532685,119432116,-1443105,4799585,80900159,81644346
(주)에이치비테크놀러지,78150,17-Dec,285223838,200161636,37781094,18227182,291280,44064226,156097410,47978270,26011702,76185083,52148602
(주)에이치시티,72990,17-Dec,27878325,62766100,88167,9351591,293683,19985252,42780848,378691,9312054,42667226,21907728
(주)에이치알에스,36640,17-Dec,67720042,103078258,6287855,17444425,331683,22641592,80436666,7668275,7526076,43209627,61602713
(주)에이치엘사이언스,239610,17-Dec,40197225,57736972,4940098,3795619,0,4601278,53135693,5332778,22819691,17831140,24076769
(주)에이치케이,44780,17-Dec,57186686,81164307,332575,8201815,715835,34869142,46295165,2797396,10182570,30541390,27943334
(주)에이텍,45660,17-Dec,106326664,86779328,12910367,10795832,30593,20921835,65857493,4213445,18553095,60632274,72712147
(주)에이텍티앤,224110,17-Dec,40937913,107363600,11513257,16277249,49455,40131484,67232117,3706055,5978632,44246185,10585985
(주)에이트원,230980,17-Dec,8199432,41781273,-77875,3423548,198714,30788989,10992284,-334334,1112375,24023028,174338
(주)에이티세미콘,89530,17-Dec,103239769,95580943,6055443,2591493,3339944,63865277,31715666,6176080,8510142,78541393,-46923037
(주)에이팩트,200470,17-Dec,22643454,68891170,862864,15559929,466597,28074016,40817154,1946606,2394535,46036979,11820247
(주)에이팸,73070,17-Dec,82326520,122608332,7908144,41050575,395493,46885251,75723081,7623595,8470729,18951217,44082716
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,11242042,141748553,-3973318,17424883,2503095,27061459,114687094,-2605567,5248415,61751728,-28711431
(주)에치에프알,230240,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)에코마케팅,230360,17-Dec,24092472,93125343,7618312,13802334,0,21020050,72105294,7886231,16206241,14380610,37519596
(주)에코프로,86520,17-Dec,329012475,448145544,-3286686,22712523,7364850,263740758,184404786,21781771,33461555,283161381,-11057786
(주)에프알텍,73540,17-Dec,23215136,60837367,-2726526,5721025,308249,26350287,34487080,-5821635,9875299,45471047,27461186
(주)에프앤리퍼블릭,64090,17-Dec,77374491,100752645,8208762,1777738,1670197,54748820,46003825,7964444,5253710,70476130,-12089184
(주)에프에스엔,214270,17-Dec,34193103,37993333,399796,6071285,80250,14159259,23834074,204446,14818388,12105474,-7352851
(주)에프에스티,36810,17-Dec,191695210,134204943,9755089,5545055,1448266,54622424,79582519,13136639,29187342,82217905,39592414
(주)에프엔씨엔터테인먼트,173940,17-Dec,116687389,123872017,-6498024,20284643,3204,26742962,97129054,3070237,18976114,47761195,29364
(주)에프티이앤이,65160,17-Dec,68502012,116684579,-8481121,15070317,4298777,38912463,77772116,3342986,15368279,59264924,-15312643
(주)엑사이엔씨,54940,17-Dec,255852212,142570221,-5147227,10616446,960645,76242512,66327709,5450025,21184612,44842398,19668458
(주)엑세스바이오인코퍼레이션,950130,17-Dec,29464754,93376260,-9207710,6933672,1713224,39286224,54090036,-6855836,15999686,54834475,11326290
(주)엑셈,205100,17-Dec,33716596,61720037,-31265,16935834,521454,13169450,48550587,5413364,13613413,27613047,7273350
(주)엑시콘,92870,17-Dec,67217160,91402727,8214117,5821049,285557,15950366,75452361,7568437,15483971,52276435,48901393
(주)엔에스,217820,17-Dec,42165075,61887233,994819,6368640,200155,38026253,23860980,2341283,3852161,13214768,12656796
(주)엔에스엔,31860,17-Dec,5233309,32562511,-13120966,1148350,1144733,12135913,20426598,-8716398,8830132,22747164,-28638919
(주)엔에이치엔벅스,104200,17-Dec,92820905,91004398,-5353884,8243222,0,26372822,64631576,-5964434,98785339,29523944,32052660
