회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)윈팩,097800,2019/12,제조업
(주)윈하이텍,192390,2019/12,제조업
(주)윌링스,313760,2019/12,제조업
(주)유니온커뮤니티,203450,2019/12,제조업
(주)유니크,011320,2019/12,제조업
(주)유니테스트,086390,2019/12,제조업
(주)유니테크노,241690,2019/12,제조업
(주)유니트론텍,142210,2019/12,도매 및 소매업
(주)유라테크,048430,2019/12,제조업
(주)유바이오로직스,206650,2019/12,제조업
(주)유비케어,032620,2019/12,정보통신업
(주)유비쿼스,264450,2019/12,제조업
(주)유비쿼스홀딩스,078070,2019/12,"전문, 과학 및 기술 서비스업"
(주)유성티엔에스,024800,2019/12,운수 및 창고업
(주)유신,054930,2019/12,"전문, 과학 및 기술 서비스업"
(주)유씨아이,038340,2019/12,제조업
(주)유아이디,069330,2019/12,제조업
(주)유에스티,263770,2019/12,제조업
(주)유진로봇,056080,2019/12,제조업
(주)유진테크,084370,2019/12,제조업
(주)유테크,178780,2019/12,도매 및 소매업
(주)유티아이,179900,2019/12,제조업
(주)유틸렉스,263050,2019/12,제조업
(주)육일씨엔에쓰,191410,2019/12,제조업
(주)율호,072770,2019/12,정보통신업
(주)이건홀딩스,039020,2019/12,제조업
(주)이글루코퍼레이션,067920,2019/12,정보통신업
(주)이글벳,044960,2019/12,도매 및 소매업
(주)이노메트리,302430,2019/12,제조업
(주)이노와이어리스,073490,2019/12,제조업
(주)이노인스트루먼트,215790,2019/12,제조업
(주)이노테라피,246960,2019/12,제조업
(주)이녹스,088390,2019/12,제조업
(주)이녹스첨단소재,272290,2019/12,제조업
(주)이라이콤,041520,2019/12,도매 및 소매업
(주)이랜시스,264850,2019/12,제조업
(주)이랜텍,054210,2019/12,제조업
(주)이루온,065440,2019/12,정보통신업
(주)이매진아시아,036260,2019/12,정보통신업
(주)이미지스테크놀로지,115610,2019/12,제조업
(주)이브이수성,084180,2019/12,제조업
(주)이브이첨단소재,131400,2019/12,제조업
(주)이상네트웍스,080010,2019/12,도매 및 소매업
(주)이수앱지스,086890,2019/12,제조업
(주)이스트소프트,047560,2019/12,정보통신업
(주)이십일스토어,270020,2019/12,제조업
(주)이엔에프테크놀로지,102710,2019/12,제조업
(주)이엔코퍼레이션,066980,2019/12,정보통신업
(주)이엘피,063760,2019/12,제조업
(주)이엠네트웍스,087730,2019/12,제조업
(주)이엠넷,123570,2019/12,"전문, 과학 및 기술 서비스업"
(주)이엠앤아이,083470,2019/12,제조업
(주)이엠텍,091120,2019/12,제조업
(주)이오테크닉스,039030,2019/12,제조업
(주)이즈미디어,181340,2019/12,제조업
(주)이지,037370,2019/12,건설업
(주)이지홀딩스,035810,2019/12,제조업
(주)이큐셀,160600,2019/12,제조업
(주)이크레더블,092130,2019/12,정보통신업
(주)이퓨쳐,134060,2019/12,정보통신업
(주)인바디,041830,2019/12,제조업
(주)인산가,277410,2019/12,제조업
(주)인성정보,033230,2019/12,정보통신업
(주)인지디스플레이,037330,2019/12,제조업
(주)인콘,083640,2019/12,제조업
(주)인터로조,119610,2019/12,제조업
(주)인터코스,240340,2019/12,제조업
(주)인터플렉스,051370,2019/12,제조업
(주)인텍플러스,064290,2019/12,제조업
(주)인텔리안테크놀로지스,189300,2019/12,제조업
(주)인트로메딕,150840,2019/12,제조업
(주)인트론바이오테크놀로지,048530,2019/12,제조업
(주)인포마크,175140,2019/12,제조업
(주)인포바인,115310,2019/12,정보통신업
(주)인피니트헬스케어,071200,2019/12,정보통신업
(주)일승,333430,2019/12,제조업
(주)일신바이오베이스,068330,2019/12,제조업
(주)일야,058450,2019/12,제조업
(주)일지테크,019540,2019/12,제조업
(주)일진파워,094820,2019/12,건설업
(주)잉크테크,049550,2019/12,제조업
(주)자비스,254120,2019/12,제조업
(주)자연과환경,043910,2019/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)장원테크,174880,2019/12,제조업
(주)전우정밀,120780,2019/12,제조업
(주)정다운,208140,2019/12,제조업
(주)정상제이엘에스,040420,2019/12,교육 서비스업
(주)정원엔시스,045510,2019/12,정보통신업
(주)제낙스,065620,2019/12,제조업
(주)제넥신,095700,2019/12,"전문, 과학 및 기술 서비스업"
(주)제넨바이오,072520,2019/12,도매 및 소매업
(주)제노레이,122310,2019/12,제조업
(주)제노포커스,187420,2019/12,제조업
(주)제닉,123330,2019/12,제조업
(주)제로투세븐,159580,2019/12,도매 및 소매업
(주)제우스,079370,2019/12,제조업
(주)제이브이엠,054950,2019/12,제조업
(주)제이스텍,090470,2019/12,제조업
(주)제이시스메디칼,287410,2019/12,제조업
(주)제이앤티씨,204270,2019/12,제조업
(주)제이에스티나,026040,2019/12,제조업
(주)제이엘케이,322510,2019/12,정보통신업
(주)제이와이피엔터테인먼트,035900,2019/12,정보통신업
(주)제이웨이,058420,2019/12,정보통신업
(주)제이티,089790,2019/12,제조업
(주)제일바이오,052670,2019/12,제조업
(주)제일테크노스,038010,2019/12,제조업
(주)제주반도체,080220,2019/12,제조업
(주)제테마,216080,2019/12,제조업
(주)젬백스&카엘,082270,2019/12,제조업
(주)젬백스링크,064800,2019/12,도매 및 소매업
(주)조이시티,067000,2019/12,정보통신업
(주)좋은사람들,033340,2019/12,제조업
(주)중앙디앤엠,051980,2019/12,제조업
(주)중앙백신연구소,072020,2019/12,제조업
(주)중앙에너비스,000440,2019/12,도매 및 소매업
(주)지노믹트리,228760,2019/12,제조업
(주)지니뮤직,043610,2019/12,정보통신업
(주)지니틱스,303030,2019/12,제조업
(주)지란지교시큐리티,208350,2019/12,정보통신업
(주)지씨셀,144510,2019/12,"전문, 과학 및 기술 서비스업"
(주)지어소프트,051160,2019/12,정보통신업
(주)지에스이,053050,2019/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)지에스홈쇼핑,028150,2019/12,정보통신업
(주)지엔씨에너지,119850,2019/12,제조업
(주)지엔코,065060,2019/12,제조업
(주)지유온,111820,2019/12,정보통신업
(주)지티지웰니스,219750,2019/12,제조업
(주)진로발효,018120,2019/12,제조업
(주)진매트릭스,109820,2019/12,"전문, 과학 및 기술 서비스업"
(주)진바이오텍,086060,2019/12,도매 및 소매업
(주)진성티이씨,036890,2019/12,제조업
(주)차바이오텍,085660,2019/12,제조업
(주)창해에탄올,004650,2019/12,제조업
(주)천보,278280,2019/12,제조업
(주)체리부로,066360,2019/12,제조업
(주)초록뱀미디어,047820,2019/12,정보통신업
(주)초록뱀컴퍼니,052300,2019/12,도매 및 소매업
(주)칩스앤미디어,094360,2019/12,제조업
(주)카나리아바이오,016790,2019/12,제조업
(주)카스,016920,2019/12,도매 및 소매업
(주)카이노스메드,284620,2019/12,"전문, 과학 및 기술 서비스업"
(주)캐리소프트,317530,2019/12,정보통신업
(주)캐스텍코리아,071850,2019/12,제조업
(주)캠시스,050110,2019/12,제조업
(주)컴투스,078340,2019/12,정보통신업
(주)컴투스홀딩스,063080,2019/12,정보통신업
(주)케스피온,079190,2019/12,제조업
(주)케어랩스,263700,2019/12,"전문, 과학 및 기술 서비스업"
(주)케어젠,214370,2019/12,제조업
(주)케이비지,318000,2019/12,제조업
(주)케이사인,192250,2019/12,정보통신업
(주)케이씨씨건설,021320,2019/12,건설업
(주)케이씨아이,036670,2019/12,제조업
(주)케이씨에스,115500,2019/12,정보통신업
(주)케이씨티,089150,2019/12,정보통신업
(주)케이씨피드,025880,2019/12,제조업
(주)케이아이엔엑스,093320,2019/12,정보통신업
(주)케이에스피,073010,2019/12,제조업
(주)케이에이치바텍,060720,2019/12,제조업
(주)케이엑스이노베이션,122450,2019/12,정보통신업
(주)케이엑스하이텍,052900,2019/12,제조업
(주)케이엔더블유,105330,2019/12,제조업
(주)케이엔엔,058400,2019/12,정보통신업
(주)케이엔제이,272110,2019/12,제조업
(주)케이엘넷,039420,2019/12,정보통신업
(주)케이엠,083550,2019/12,제조업
(주)케이엠더블유,032500,2019/12,제조업
(주)케이지모빌리언스,046440,2019/12,정보통신업
(주)케이지이니시스,035600,2019/12,정보통신업
(주)케이티서브마린,060370,2019/12,건설업
(주)케이티알파,036030,2019/12,도매 및 소매업
(주)케이프,064820,2019/12,제조업
(주)케이피에스,256940,2019/12,제조업
(주)케이피에프,024880,2019/12,제조업
(주)케이피엠테크,042040,2019/12,제조업
(주)케이피티유,054410,2019/12,제조업
(주)케일럼,258610,2019/12,제조업
(주)켐온,217600,2019/12,"전문, 과학 및 기술 서비스업"
(주)켐트로닉스,089010,2019/12,제조업
(주)켐트로스,220260,2019/12,제조업
(주)코너스톤네트웍스,033110,2019/12,도매 및 소매업
(주)코다코,046070,2019/12,제조업
(주)코데즈컴바인,047770,2019/12,제조업
(주)코디,080530,2019/12,제조업
(주)코디엠,224060,2019/12,제조업
(주)코렌텍,104540,2019/12,제조업
(주)코리아나화장품,027050,2019/12,제조업
(주)코리아센터,290510,2019/12,정보통신업
(주)코리아에스이,101670,2019/12,제조업
(주)코맥스,036690,2019/12,제조업
(주)코메론,049430,2019/12,제조업
(주)코미코,183300,2019/12,제조업
(주)코미팜,041960,2019/12,제조업
(주)코세스,089890,2019/12,제조업
(주)코센,009730,2019/12,제조업
(주)코스나인,082660,2019/12,제조업
(주)코스메카코리아,241710,2019/12,제조업
(주)코스온,069110,2019/12,제조업
(주)코썬바이오,204990,2019/12,제조업
(주)코아시아,045970,2019/12,제조업
(주)코아시아옵틱스,196450,2019/12,제조업
(주)코엔텍,029960,2019/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)코원플레이,056000,2019/12,정보통신업
(주)코윈테크,282880,2019/12,제조업
(주)코이즈,121850,2019/12,제조업
(주)코콤,015710,2019/12,제조업
(주)코텍,052330,2019/12,제조업
(주)코퍼스코리아,322780,2019/12,정보통신업
(주)코프라,126600,2019/12,제조업
(주)큐로컴,040350,2019/12,정보통신업
(주)큐로홀딩스,051780,2019/12,도매 및 소매업
(주)큐리언트,115180,2019/12,"전문, 과학 및 기술 서비스업"
(주)큐브엔터테인먼트,182360,2019/12,정보통신업
(주)큐에스아이,066310,2019/12,제조업
(주)크레버스,096240,2019/12,교육 서비스업
(주)크리스에프앤씨,110790,2019/12,제조업
(주)크린앤사이언스,045520,2019/12,제조업
(주)클라우드에어,036170,2019/12,제조업
(주)클래시스,214150,2019/12,제조업
(주)클리오,237880,2019/12,제조업
(주)키이스트,054780,2019/12,정보통신업
(주)타이거일렉,219130,2019/12,제조업
(주)탑엔지니어링,065130,2019/12,제조업
(주)탑코미디어,134580,2019/12,제조업
(주)태광,023160,2019/12,제조업
(주)태성,323280,2019/12,제조업
(주)태양,053620,2019/12,제조업
(주)태웅,044490,2019/12,제조업
(주)태웅로직스,124560,2019/12,운수 및 창고업
(주)테라젠이텍스,066700,2019/12,제조업
(주)테스,095610,2019/12,제조업
(주)테크윙,089030,2019/12,제조업
(주)텔레칩스,054450,2019/12,제조업
(주)텔레필드,091440,2019/12,제조업
(주)텔콘알에프제약,200230,2019/12,제조업
(주)토박스코리아,215480,2019/12,도매 및 소매업
(주)토비스,051360,2019/12,제조업
(주)토탈소프트뱅크,045340,2019/12,정보통신업
(주)톱텍,108230,2019/12,제조업
(주)투비소프트,079970,2019/12,정보통신업
(주)트루윈,105550,2019/12,제조업
(주)특수건설,026150,2019/12,건설업
(주)티라유텍,322180,2019/12,정보통신업
(주)티로보틱스,117730,2019/12,제조업
(주)티비씨,033830,2019/12,정보통신업
(주)티사이언티픽,057680,2019/12,정보통신업
(주)티씨케이,064760,2019/12,제조업
(주)티앤알바이오팹,246710,2019/12,제조업
(주)티에스넥스젠,043220,2019/12,제조업
(주)티에스이,131290,2019/12,제조업
(주)티에스트릴리온,317240,2019/12,제조업
(주)티엘아이,062860,2019/12,제조업
(주)티움바이오,321550,2019/12,"전문, 과학 및 기술 서비스업"
(주)티케이케미칼,104480,2019/12,제조업
(주)티티씨디펜스,309900,2019/12,"전문, 과학 및 기술 서비스업"
(주)티플랙스,081150,2019/12,제조업
(주)티피씨,130740,2019/12,제조업
(주)티피씨메카트로닉스,048770,2019/12,제조업
(주)파나진,046210,2019/12,제조업
(주)파라다이스,034230,2019/12,"예술, 스포츠 및 여가관련 서비스업"
(주)파라텍,033540,2019/12,제조업
(주)파루,043200,2019/12,제조업
(주)파마리서치,214450,2019/12,제조업
(주)파멥신,208340,2019/12,제조업
(주)파버나인,177830,2019/12,제조업
(주)파세코,037070,2019/12,제조업
(주)파수,150900,2019/12,정보통신업
(주)파워넷,037030,2019/12,제조업
(주)파워로직스,047310,2019/12,제조업
(주)파이오링크,170790,2019/12,제조업
(주)파인디앤씨,049120,2019/12,제조업
(주)파인디지털,038950,2019/12,제조업
(주)파인테크닉스,106240,2019/12,제조업
(주)파인텍,131760,2019/12,제조업
(주)파커스,065690,2019/12,제조업
(주)파크시스템스,140860,2019/12,제조업
(주)파트론,091700,2019/12,제조업
(주)팍스넷,038160,2019/12,정보통신업
(주)팜스빌,318010,2019/12,제조업
(주)팜스토리,027710,2019/12,제조업
(주)팬스타엔터프라이즈,054300,2019/12,제조업
(주)팬엔터테인먼트,068050,2019/12,정보통신업
(주)팬젠,222110,2019/12,제조업
(주)펄어비스,263750,2019/12,정보통신업
(주)펩트론,087010,2019/12,제조업
(주)포메탈,119500,2019/12,제조업
(주)포스코아이씨티,022100,2019/12,"전문, 과학 및 기술 서비스업"
(주)포스코엠텍,009520,2019/12,제조업
(주)포인트엔지니어링,256630,2019/12,제조업
(주)포커스에이치엔에스,331380,2019/12,제조업
(주)폴라리스세원,234100,2019/12,제조업
(주)폴라리스오피스,041020,2019/12,정보통신업
(주)폴라리스우노,114630,2019/12,제조업
(주)푸드나무,290720,2019/12,도매 및 소매업
(주)푸드웰,005670,2019/12,제조업
(주)푸른기술,094940,2019/12,제조업
(주)퓨전,195440,2019/12,정보통신업
(주)퓨쳐켐,220100,2019/12,제조업
(주)프럼파스트,035200,2019/12,제조업
(주)프로스테믹스,203690,2019/12,제조업
(주)프로이천,321260,2019/12,제조업
(주)프로텍,053610,2019/12,제조업
(주)프리엠스,053160,2019/12,제조업
(주)플래스크,041590,2019/12,건설업
(주)플랜티넷,075130,2019/12,정보통신업
(주)플레이디,237820,2019/12,"전문, 과학 및 기술 서비스업"
(주)플레이위드,023770,2019/12,정보통신업
(주)플리토,300080,2019/12,정보통신업
(주)피델릭스,032580,2019/12,제조업
(주)피씨디렉트,051380,2019/12,도매 및 소매업
(주)피에이치씨,057880,2019/12,도매 및 소매업
(주)피엔티,137400,2019/12,제조업
(주)피엔풍년,024940,2019/12,도매 및 소매업
(주)피제이메탈,128660,2019/12,제조업
(주)피제이전자,006140,2019/12,제조업
(주)피피아이,062970,2019/12,제조업
(주)픽셀플러스,087600,2019/12,제조업
(주)필옵틱스,161580,2019/12,제조업
(주)하림,136480,2019/12,제조업
(주)하림지주,003380,2019/12,"전문, 과학 및 기술 서비스업"
(주)하이로닉,149980,2019/12,제조업
(주)하이비젼시스템,126700,2019/12,제조업
(주)하이소닉,106080,2019/12,제조업
(주)하이텍팜,106190,2019/12,제조업
(주)하츠,066130,2019/12,제조업
(주)한국가구,004590,2019/12,도매 및 소매업
(주)한국경제티브이,039340,2019/12,정보통신업
(주)한국비엔씨,256840,2019/12,제조업
(주)한국아트라스비엑스,023890,2019/12,제조업
(주)한국코퍼레이션,050540,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)한국큐빅,021650,2019/12,제조업
(주)한국테크놀로지,053590,2019/12,도매 및 소매업
(주)한국팩키지,037230,2019/12,제조업
(주)한글과컴퓨터,030520,2019/12,정보통신업
(주)한네트,052600,2019/12,정보통신업
(주)한독크린텍,256150,2019/12,제조업
(주)한빛소프트,047080,2019/12,정보통신업
(주)한송네오텍,226440,2019/12,제조업
(주)한일진공,123840,2019/12,제조업
(주)한창바이오텍,043090,2019/12,도매 및 소매업
(주)한컴위드,054920,2019/12,정보통신업
(주)한탑,002680,2019/12,제조업
(주)한프,066110,2019/12,제조업
(주)핸디소프트,220180,2019/12,정보통신업
(주)행남사,008800,2019/12,제조업
(주)헥토이노베이션,214180,2019/12,정보통신업
(주)헥토파이낸셜,234340,2019/12,정보통신업
(주)헬릭스미스,084990,2019/12,"전문, 과학 및 기술 서비스업"
(주)현대공업,170030,2019/12,제조업
(주)현대바이오랜드,052260,2019/12,제조업
(주)현대에버다임,041440,2019/12,제조업
(주)현대이지웰,090850,2019/12,정보통신업
(주)협진,138360,2019/12,제조업
(주)형지아이앤씨,011080,2019/12,제조업
(주)홈센타홀딩스,060560,2019/12,도매 및 소매업
(주)홈캐스트,064240,2019/12,제조업
(주)화신정공,126640,2019/12,제조업
(주)휴네시온,290270,2019/12,정보통신업
(주)휴럼,284420,2019/12,제조업
(주)휴맥스,115160,2019/12,제조업
(주)휴맥스홀딩스,028080,2019/12,정보통신업
(주)휴먼엔,032860,2019/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)휴메딕스,200670,2019/12,제조업
(주)휴비츠,065510,2019/12,제조업
(주)휴센텍,215090,2019/12,제조업
(주)휴엠앤씨,263920,2019/12,제조업
(주)휴온스,243070,2019/12,제조업
(주)휴온스글로벌,084110,2019/12,제조업
(주)흥국,010240,2019/12,제조업
(주)흥국에프엔비,189980,2019/12,제조업
(주)희림종합건축사사무소,037440,2019/12,"전문, 과학 및 기술 서비스업"
(주)힘스,238490,2019/12,제조업
KB오토시스(주),024120,2019/12,제조업
KD(주),044180,2019/12,건설업
가온미디어(주),078890,2019/12,제조업
감성코퍼레이션(주),036620,2019/12,도매 및 소매업
갤럭시아머니트리(주),094480,2019/12,정보통신업
경남스틸(주),039240,2019/12,제조업
경남제약(주),053950,2019/12,제조업
경동제약(주),011040,2019/12,제조업
경창산업(주),024910,2019/12,제조업
고려신용정보(주),049720,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
고려제약(주),014570,2019/12,제조업
광진실업(주),026910,2019/12,제조업
국일신동(주),060480,2019/12,제조업
국일제지(주),078130,2019/12,제조업
글로벌에스엠테크리미티드,900070,2019/12,"전문, 과학 및 기술 서비스업"
글로벌텍스프리(주),204620,2019/12,금융 및 보험업
글로본(주),019660,2019/12,도매 및 소매업
금강철강(주),053260,2019/12,제조업
나노캠텍(주),091970,2019/12,제조업
나라엠앤디(주),051490,2019/12,제조업
나무기술(주),242040,2019/12,정보통신업
나이스정보통신(주),036800,2019/12,정보통신업
나이스평가정보(주),030190,2019/12,정보통신업
남화산업(주),111710,2019/12,"예술, 스포츠 및 여가관련 서비스업"
남화토건(주),091590,2019/12,건설업
넥슨지티(주),041140,2019/12,정보통신업
농업회사법인(주)농우바이오,054050,2019/12,"농업, 임업 및 어업"
뉴지랩파마(주),214870,2019/12,도매 및 소매업
다믈멀티미디어(주),093640,2019/12,제조업
다이노나(주),086080,2019/12,"전문, 과학 및 기술 서비스업"
대동금속(주),020400,2019/12,제조업
대동기어(주),008830,2019/12,제조업
대모엔지니어링(주),317850,2019/12,제조업
대보마그네틱(주),290670,2019/12,제조업
대봉엘에스(주),078140,2019/12,제조업
대아티아이(주),045390,2019/12,제조업
대양전기공업(주),108380,2019/12,제조업
대양제지공업(주),006580,2019/12,제조업
대원미디어(주),048910,2019/12,도매 및 소매업
대원산업(주),005710,2019/12,제조업
대정화금(주),120240,2019/12,제조업
대주산업(주),003310,2019/12,제조업
대주전자재료(주),078600,2019/12,제조업
대한광통신(주),010170,2019/12,제조업
대한그린파워(주),060900,2019/12,"전기, 가스, 증기 및 공기조절 공급업"
대한뉴팜(주),054670,2019/12,제조업
대한약품공업(주),023910,2019/12,제조업
대화제약(주),067080,2019/12,제조업
더이앤엠(주),089230,2019/12,정보통신업
덕산네오룩스(주),213420,2019/12,제조업
덕산하이메탈(주),077360,2019/12,제조업
덕우전자(주),263600,2019/12,제조업
데브시스터즈(주),194480,2019/12,정보통신업
도이치모터스(주),067990,2019/12,도매 및 소매업
동국산업(주),005160,2019/12,제조업
동국제약(주),086450,2019/12,제조업
동신건설(주),025950,2019/12,건설업
동아화성(주),041930,2019/12,제조업
동양이엔피(주),079960,2019/12,제조업
동양파일(주),228340,2019/12,제조업
동일금속(주),109860,2019/12,제조업
동일철강(주),023790,2019/12,제조업
동화기업(주),025900,2019/12,제조업
디아이티(주),110990,2019/12,제조업
디에스티(주),033430,2019/12,제조업
디엑스앤브이엑스(주),180400,2019/12,"전문, 과학 및 기술 서비스업"
디와이씨(주),310870,2019/12,제조업
디와이피엔에프(주),104460,2019/12,제조업
디젠스(주),113810,2019/12,제조업
디케이락(주),105740,2019/12,제조업
라온시큐어(주),042510,2019/12,정보통신업
라온피플(주),300120,2019/12,정보통신업
램테크놀러지(주),171010,2019/12,제조업
로스웰인터내셔널유한회사,900260,2019/12,"전문, 과학 및 기술 서비스업"
로체시스템즈(주),071280,2019/12,제조업
리노공업(주),058470,2019/12,제조업
마이크로로봇(주),182690,2019/12,도매 및 소매업
매일유업(주),267980,2019/12,제조업
매일홀딩스(주),005990,2019/12,제조업
메가스터디(주),072870,2019/12,정보통신업
메가스터디교육(주),215200,2019/12,교육 서비스업
메가엠디(주),133750,2019/12,교육 서비스업
메디앙스(주),014100,2019/12,제조업
메디포스트(주),078160,2019/12,제조업
명성티엔에스(주),257370,2019/12,제조업
모바일어플라이언스(주),087260,2019/12,정보통신업
모트렉스(주),118990,2019/12,제조업
무림에스피(주),001810,2019/12,제조업
미디어젠(주),279600,2019/12,정보통신업
미래나노텍(주),095500,2019/12,제조업
미래오토스,176440,2019/12,제조업
미스터블루(주),207760,2019/12,정보통신업
바디텍메드(주),206640,2019/12,제조업
바이온(주),032980,2019/12,도매 및 소매업
베뉴지(주),019010,2019/12,도매 및 소매업
보성파워텍(주),006910,2019/12,제조업
브릿지바이오테라퓨틱스(주),288330,2019/12,제조업
비디아이(주),148140,2019/12,제조업
비에이치아이(주),083650,2019/12,제조업
빛샘전자(주),072950,2019/12,제조업
삼강엠앤티(주),100090,2019/12,제조업
삼륭물산(주),014970,2019/12,제조업
삼목에스폼(주),018310,2019/12,제조업
삼보모터스(주),053700,2019/12,제조업
삼보산업(주),009620,2019/12,제조업
삼아제약(주),009300,2019/12,제조업
삼영엠텍(주),054540,2019/12,제조업
삼영이엔씨(주),065570,2019/12,제조업
삼지전자(주),037460,2019/12,제조업
삼천당제약(주),000250,2019/12,제조업
삼천리자전거(주),024950,2019/12,도매 및 소매업
삼현철강(주),017480,2019/12,제조업
상신이디피(주),091580,2019/12,제조업
상신전자(주),263810,2019/12,제조업
서암기계공업(주),100660,2019/12,제조업
서울바이오시스(주),092190,2019/12,제조업
서울반도체(주),046890,2019/12,제조업
서울전자통신(주),027040,2019/12,도매 및 소매업
서호전기(주),065710,2019/12,제조업
성우전자(주),081580,2019/12,제조업
성우테크론(주),045300,2019/12,제조업
성호전자(주),043260,2019/12,제조업
세명전기공업(주),017510,2019/12,제조업
세종텔레콤(주),036630,2019/12,정보통신업
소니드(주),060230,2019/12,제조업
소프트캠프(주),258790,2019/12,정보통신업
솔브레인홀딩스(주),036830,2019/12,"전문, 과학 및 기술 서비스업"
스튜디오드래곤(주),253450,2019/12,정보통신업
시그네틱스(주),033170,2019/12,제조업
신라섬유(주),001000,2019/12,도매 및 소매업
신라에스지(주),025870,2019/12,도매 및 소매업
신라젠(주),215600,2019/12,"전문, 과학 및 기술 서비스업"
신성델타테크(주),065350,2019/12,제조업
신신제약(주),002800,2019/12,제조업
신원종합개발(주),017000,2019/12,건설업
신일제약(주),012790,2019/12,제조업
신화인터텍(주),056700,2019/12,제조업
신흥에스이씨(주),243840,2019/12,제조업
쌍용정보통신(주),010280,2019/12,정보통신업
씨비아이(주),013720,2019/12,제조업
씨아이에스(주),222080,2019/12,제조업
씨앤지하이테크(주),264660,2019/12,제조업
씨앤티85(주),056730,2019/12,건설업
씨에스베어링(주),297090,2019/12,제조업
씨제이바이오사이언스(주),311690,2019/12,"전문, 과학 및 기술 서비스업"
씨제이프레시웨이(주),051500,2019/12,도매 및 소매업
씨큐브(주),101240,2019/12,제조업
아미코젠(주),092040,2019/12,제조업
아비코전자(주),036010,2019/12,제조업
아이쓰리시스템(주),214430,2019/12,제조업
아이진(주),185490,2019/12,"전문, 과학 및 기술 서비스업"
아이큐어(주),175250,2019/12,제조업
아이크래프트(주),052460,2019/12,정보통신업
아이텍(주),119830,2019/12,"전문, 과학 및 기술 서비스업"
아진산업(주),013310,2019/12,제조업
안국약품(주),001540,2019/12,제조업
알리코제약(주),260660,2019/12,제조업
알서포트(주),131370,2019/12,정보통신업
알에스오토메이션(주),140670,2019/12,제조업
알에프머트리얼즈(주),327260,2019/12,제조업
알에프에이치아이씨(주),218410,2019/12,제조업
압타바이오(주),293780,2019/12,"전문, 과학 및 기술 서비스업"
애니젠(주),196300,2019/12,제조업
애머릿지코퍼레이션,900100,2019/12,도매 및 소매업
앱클론(주),174900,2019/12,제조업
어보브반도체(주),102120,2019/12,제조업
에스넷시스템(주),038680,2019/12,정보통신업
에스디엔(주),099220,2019/12,도매 및 소매업
에스맥(주),097780,2019/12,제조업
에스비더블유생명과학(주),151910,2019/12,제조업
에스씨아이평가정보(주),036120,2019/12,정보통신업
에스앤씨엔진그룹리미티드,900080,2019/12,"전문, 과학 및 기술 서비스업"
에스에이치엔엘(주),050320,2019/12,제조업
에스엔유프리시젼(주),080000,2019/12,제조업
에스엔케이폴리텍(주),091340,2019/12,제조업
에스와이(주),109610,2019/12,제조업
에스지씨이테크건설(주),016250,2019/12,건설업
에스지에이(주),049470,2019/12,정보통신업
에스지에이솔루션즈(주),184230,2019/12,정보통신업
에스지에이클라우드서비스(주),224880,2019/12,정보통신업
에스지이(주),255220,2019/12,제조업
에스케이 머티리얼즈(주),036490,2019/12,제조업
에스텍(주),069510,2019/12,제조업
에스트래픽(주),234300,2019/12,정보통신업
에스티팜(주),237690,2019/12,제조업
에스퓨얼셀(주),288620,2019/12,제조업
에이비엘바이오(주),298380,2019/12,제조업
에이아이비트(주),039230,2019/12,제조업
에이에프더블류(주),312610,2019/12,제조업
에이치엘비(주),028300,2019/12,제조업
에이치엘비생명과학(주),067630,2019/12,"전문, 과학 및 기술 서비스업"
에이치엘비제약(주),047920,2019/12,"전문, 과학 및 기술 서비스업"
에이치엘비테라퓨틱스(주),115450,2019/12,도매 및 소매업
에이테크솔루션(주),071670,2019/12,제조업
에이피시스템(주),265520,2019/12,제조업
에이피에스홀딩스(주),054620,2019/12,"전문, 과학 및 기술 서비스업"
에이피위성(주),211270,2019/12,제조업
에이피티씨(주),089970,2019/12,제조업
에코바이오홀딩스(주),038870,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
에코캡(주),128540,2019/12,제조업
에코플라스틱(주),038110,2019/12,제조업
에프엔에스테크(주),083500,2019/12,제조업
엑스큐어(주),070300,2019/12,정보통신업
엔브이에이치코리아(주),067570,2019/12,제조업
엔시트론(주),101400,2019/12,제조업
엔에이치엔한국사이버결제(주),060250,2019/12,정보통신업
엘비세미콘(주),061970,2019/12,제조업
엘컴텍(주),037950,2019/12,제조업
엘티씨(주),170920,2019/12,제조업
엠에프엠코리아(주),323230,2019/12,제조업
엠케이전자(주),033160,2019/12,제조업
영신금속공업(주),007530,2019/12,제조업
영풍정밀(주),036560,2019/12,제조업
영화테크(주),265560,2019/12,제조업
예스이십사(주),053280,2019/12,도매 및 소매업
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019/12,"전문, 과학 및 기술 서비스업"
오로라월드(주),039830,2019/12,"전문, 과학 및 기술 서비스업"
오상자이엘(주),053980,2019/12,정보통신업
오성첨단소재(주),052420,2019/12,제조업
오션브릿지(주),241790,2019/12,제조업
오스템임플란트(주),048260,2019/12,제조업
올리패스(주),244460,2019/12,제조업
