회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)베노홀딩스,206400,19-Dec,15950474,44249191,1874323,18018401,751153,10410109,33839081,2729571,13220903,14330392,-30938877
(주)베셀,177350,19-Dec,42343768,86241040,-11046724,5711350,1977817,66743943,19497098,-7349573,13466736,27327346,3435847
(주)베스파,299910,19-Dec,100572482,106207019,-8127695,14091736,138458,21787083,84419937,-8700075,109272558,44805074,1066654
(주)보광산업,225530,19-Dec,49767222,100570886,6263682,13577636,781830,32824776,67746110,7426591,4871211,66232015,40964401
(주)보라티알,250000,19-Dec,46789495,86622147,3327724,15482164,268827,31401048,55221100,3208938,11851258,29372568,23962861
(주)본느,226340,19-Dec,47018567,41068940,5033953,4076987,74441,7116993,33951947,5581769,12474849,12511268,11028721
(주)부-스타,8470,19-Dec,96542723,94164882,3493120,24139871,10336,20510306,73654575,3262119,12792046,28225126,61605457
(주)부방,14470,19-Dec,330262944,261497703,-9421837,18511990,110661,78912024,182585679,-4220138,94347236,173351500,102682374
(주)뷰웍스,100120,19-Dec,136009901,181014312,24320047,53350068,67307,19560681,161453632,26425918,45501238,56603453,151839125
(주)브리지텍,64480,19-Dec,35589607,42299688,-3174465,8864201,85493,9374465,32925223,-3932394,4376360,20780726,28427765
(주)브이원텍,251630,19-Dec,26780003,87282327,6642301,13610056,16384,5587469,81694859,4813533,4799168,24283731,51149041
(주)브이티지엠피,18290,19-Dec,112756600,135892621,3411551,17689544,1615487,74641892,61250730,10263495,30833474,45329049,11726616
(주)블루베리엔에프티,44480,19-Dec,37484494,140121718,-3604285,53093938,1968576,48679727,91441990,-3673856,15168291,46081181,2403600
(주)블루콤,33560,19-Dec,28562802,173877976,1818654,5880064,10718,7082446,166795530,-12101384,12941054,144847554,132422713
(주)비덴트,121800,19-Dec,18671853,326821610,-7421102,14284615,1619296,77747164,249074447,-1826418,8236011,279941048,87031019
(주)비보존헬스케어,82800,19-Dec,44952919,164654060,-29006089,57330916,7560297,55657476,108996583,-1972225,5271337,19141632,-103995558
(주)비씨월드제약,200780,19-Dec,51497337,162170556,-1738976,1732774,1345442,76199835,85970721,-1004654,18807854,128324866,49169817
(주)비아트론,141000,19-Dec,49953294,149710472,4800282,13044839,4437,17008654,132701818,3785365,8200873,57680932,83870741
(주)비에이치,90460,19-Dec,654853721,477943796,56601199,59889198,5600394,198485726,279458070,62568027,25870803,245218391,252991093
(주)비엔지티,32790,19-Dec,51911129,41822337,-18520371,3918459,1744749,19301794,22520543,-3134779,8041209,20949913,-53211870
(주)비엘,142760,19-Dec,72876570,148113572,-41657220,43473714,6211974,89571458,58542114,-12385287,36754007,81561510,-94770934
(주)비엘팜텍,65170,19-Dec,58869487,89113254,-17453415,22722210,1113414,38216921,50896333,-2787171,25207843,48836515,-44046251
(주)비엠티,86670,19-Dec,74362153,117489334,5385385,1983642,931499,47115240,70374094,6376364,13299899,47319647,43598677
(주)비올,335890,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)비즈니스온커뮤니케이션,138580,19-Dec,15677354,64059044,4411014,31072484,186421,26787749,37271296,6196229,9481125,4676466,14173755
(주)비츠로셀,82920,19-Dec,133438199,163957502,20081747,10690479,49314,22512357,141445145,25333745,10558111,91880221,113939682
(주)비츠로시스,54220,19-Mar,31266242,18700996,-116387168,5705,3723417,118228754,-99527757,-22155087,21128356,13311663,-162568317
(주)비츠로테크,42370,19-Dec,312975670,367544313,29786931,27498333,2103505,120508560,247035753,37395107,29291808,208206063,91002228
(주)비케이홀딩스,50090,19-Dec,12993006,44270690,-1963153,18398713,58433,16981605,27289085,-25432,2029634,8436024,-62716905
(주)비투엔,307870,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)비트컴퓨터,32850,19-Dec,37376712,62486547,7093059,2135699,172515,13443064,49043484,6072520,4993546,39652064,29113177
(주)비피도,238200,19-Dec,13012639,48243898,1581977,2166321,5483,1950353,46293545,1392294,4067168,30106195,20013270
(주)빅솔론,93190,19-Dec,84844466,164097769,9563647,21283349,101713,17164294,146933475,9505805,17222144,44032861,148305363
(주)빅텍,65450,19-Dec,48979452,93617772,1979785,13594293,401055,53528500,40089273,2610386,4853852,35110196,18069775
(주)사람인에이치알,143240,19-Dec,93567189,130667966,25460629,5387297,33241,19409200,111258766,27293657,66273532,58262017,71864575
(주)삼기,122350,19-Dec,301765684,424954537,2007859,8563587,7385562,288924767,136029770,5786388,27686648,305276262,76653010
(주)삼보판지,23600,19-Dec,367007847,530767249,32097264,17384819,2064840,133105995,397661254,45664519,42063234,400450443,348913530
(주)삼양옵틱스,225190,19-Dec,63594654,49488705,13557226,8534516,72658,10203915,39284791,15728849,13138205,19127106,28161359
(주)삼일,32280,19-Dec,96146134,98674478,3303350,7764,441089,33806155,64868323,2498645,7059740,82719115,34170692
(주)삼일기업공사,2290,19-Dec,76264881,69829145,3290112,47634759,0,11006675,58822470,3633753,3467795,8533803,52622470
(주)삼진,32750,19-Dec,135228931,96419553,12091535,12332195,89,19685255,76734298,11744780,10898267,38997546,72993154
(주)삼진엘앤디,54090,19-Dec,230790590,170409136,459781,27839554,1849596,77800417,92608719,3849653,25284810,78341507,33753707
(주)삼표시멘트,38500,19-Dec,595485610,1346969002,18557380,65339120,21551000,711766436,635202566,48058638,52495918,1127363293,356640860
(주)삼화네트웍스,46390,19-Dec,54197930,43303787,720922,8603341,23953,8391494,34912293,173531,2054311,21237908,6800998
(주)상보,27580,19-Dec,48850032,104559643,-10361457,8857747,4244404,75110958,29448685,-4959353,10423865,30954553,-62123630
(주)상상인,38540,19-Dec,541349885,3627156735,120386462,591432320,3927710,3008493636,618663099,182373179,65709132,850451754,484509071
(주)상상인인더스트리,101000,19-Dec,32880655,47833180,-8089270,1542177,1256548,23168057,24665123,-986622,4297192,10297172,-48749420
(주)상아프론테크,89980,19-Dec,186171234,248318385,12453879,10243018,2656868,104512906,143805479,14886053,24369818,116737449,93730151
(주)상지카일룸,42940,19-Dec,104940554,154372206,-5132906,5185406,6225548,109458452,44913755,591245,12456013,105500454,-32166688
(주)새로닉스,42600,19-Dec,163776250,134591385,-1882399,15120725,780372,52911278,81680107,78517,13072171,73959168,65916121
(주)서남,294630,19-Dec,1413311,10526328,-4220254,1835687,43165,4546378,5979950,-4416062,2873515,5950945,-46827550
(주)서린바이오사이언스,38070,19-Dec,54409607,80707446,8887481,4543037,16447,19444365,61263081,1802772,12062013,36904247,40280312
(주)서부티엔디,6730,19-Dec,127936628,1811212318,47094,11239091,29930408,1138808621,672403697,14439054,24087220,1699234533,429792702
(주)서산,79650,19-Dec,52401645,119198013,-2840515,15012049,2229,7855666,111342347,-4878862,8580867,75243026,67882803
(주)서연탑메탈,19770,19-Dec,159678959,156275835,-3206249,2040724,2371313,89267279,67008556,355869,4647477,81567857,53025707
(주)서울리거,43710,19-Dec,78368688,119147803,-8037162,12180935,1843490,53341261,65806542,-8741445,28165658,42467244,-13969597
(주)서울옥션,63170,19-Dec,45092705,172774839,-8742192,13184920,2538262,104221808,68553031,-4624907,21947928,65303697,26506013
(주)서울제약,18680,19-Dec,53950359,70890348,-1869378,7665368,1419509,42439805,28450543,3662972,26941249,45671688,-9150901
(주)서원인텍,93920,19-Dec,302903887,201386876,12670944,33761431,324776,40547737,160839139,16903712,14089201,57824664,140764126
(주)서전기전,189860,19-Dec,61071315,56704266,1336274,2395592,179767,18940503,37763763,1074529,10315777,30452469,28160609
(주)서진시스템,178320,19-Dec,392360901,563040746,48987390,26242207,8751251,296147874,266892871,54397094,37672541,347477631,118750405
(주)서진오토모티브,122690,19-Dec,1429752268,871205379,-16826424,12913532,16845913,719897500,151307879,5263781,60033910,576325708,27394694
(주)서플러스글로벌,140070,19-Dec,110327845,178822583,1535960,18643743,495678,53799671,125022912,2718688,16410392,53038305,91403469
(주)서한,11370,19-Dec,548055256,469386259,9848609,27702207,1492271,167286404,302099855,24032013,24401320,90282191,256333126
(주)서희건설,35890,19-Dec,1242974178,976143473,61814559,167020239,10504190,581719951,394423522,118232064,60231308,324759584,192658104
(주)선광,3100,19-Dec,144994753,709957771,5086402,6793225,14772375,402950001,307007770,24254814,15191273,655479408,232051050
(주)선익시스템,171090,19-Dec,87647566,120131791,7145804,15619816,67081,29506189,90625603,11430479,12507200,41971593,40733696
(주)성광벤드,14620,19-Dec,202365162,502049444,6167400,43001185,657893,62784988,439264457,6972728,29536802,258756245,434572054
(주)성도이엔지,37350,19-Dec,695685233,519451891,-65568397,58779991,2043398,380395494,139056397,19008641,20704284,153803739,120420698
(주)성우하이텍,15750,19-Dec,3389454157,3446277584,29501514,198901343,48079228,2130070846,1316206738,73354787,190059713,1971592890,995820045
(주)성창오토텍,80470,19-Dec,132801199,110875098,-140764,4119845,920574,68317070,42558028,-372965,15548679,48536730,27277598
(주)세경하이테크,148150,19-Dec,281348171,206426561,21123932,29897595,133890,67602737,138823824,23378046,30455285,119702964,82145947
(주)세동,53060,19-Dec,147345825,116302468,-6196756,4145978,3015218,102665394,13637074,-270863,13140152,75294409,-9888079
(주)세림비앤지,340440,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)세보엠이씨,11560,19-Dec,615709105,289059467,-7586135,5931257,832406,140673493,148385973,-8949532,10590389,54723781,142463984
(주)세영디앤씨,52190,19-Dec,2662331,37402436,-25340929,542589,3944299,2614267,34788169,-9148935,6939929,20526068,-87763220
(주)세운메디칼,100700,19-Dec,66868600,104471828,9978657,20345477,58117,8295029,96176799,16907878,10519682,43184346,88479360
(주)세원물산,24830,19-Dec,115276852,284013793,13124812,5683330,161214,94961478,189052315,12606493,9620031,225117554,152851648
(주)세종메디칼,258830,19-Dec,16229948,49484741,3062980,2615610,82263,3744293,45740448,3764308,6464089,26283513,26175751
(주)세중,39310,19-Dec,153178120,124802699,2311228,26475252,195655,38861385,85941314,3935149,20945081,33550821,57944901
(주)세진티에스,67770,19-Dec,21212352,40921359,-2108201,3920717,37627,3435226,37486133,-252119,4199088,14086405,19103063
(주)세코닉스,53450,19-Dec,462244785,357537428,-17493670,13650893,5481485,248204695,109332733,1077836,47012390,199722579,79417330
(주)세토피아,222810,19-Dec,12996701,55633997,-36530356,2109987,4196930,52649490,2984507,-6117681,10904498,17056886,-23072255
(주)세화피앤씨,252500,19-Dec,29231952,29486062,595313,3169217,43623,3431069,26054993,512086,11085234,12821128,9712182
(주)셀루메드,49180,19-Dec,17921487,64980480,-37293720,16137568,1993994,49255113,15725367,-8048176,10065173,23233103,-60755520
(주)셀리드,299660,19-Dec,0,52515665,-2493555,1676578,5624,1186040,51329625,-3530763,3530763,25476888,-2472864
(주)셀리버리,268600,19-Dec,2073695,30858307,-19649973,1245118,6999,3574885,27283423,-14584399,12682198,2493943,-70262458
(주)셀바스에이아이,108860,19-Dec,35418106,94134129,-8592018,19354412,1563210,50329921,43804207,-6175156,41593262,53209229,-44278704
(주)셀바스헬스케어,208370,19-Dec,22351230,47106649,-3328422,12943161,908857,22969161,24137488,-3373994,11838485,23451063,-21381117
(주)셀트리온제약,68760,19-Dec,173512797,470980396,8602168,10764154,5244007,190949018,280031378,14735270,47731530,282124897,11168290
(주)셀트리온헬스케어,91990,19-Dec,1100877966,2848904874,64962000,296966141,6845029,1183011067,1665893807,82793145,126511190,182633588,329641451
(주)셀피글로벌,68940,19-Dec,24722106,35940955,6709,2806085,449614,21124056,14816899,-159811,6076223,8352469,4343891
(주)소리바다,53110,19-Dec,45818975,55840053,-12938082,782632,1823578,33172487,22667566,-7458718,53277693,42301609,-48230662
(주)소프트센,32680,19-Dec,94999247,59357863,-3376557,40223785,498510,26467714,32890149,247279,7845499,3738628,-7844778
(주)손오공,66910,19-Dec,73402174,55702504,-1917458,1769547,492365,31264009,24438495,-2068423,16094304,19980965,-49152756
(주)솔고바이오메디칼,43100,19-Dec,21441926,56455027,-18787614,2852586,582637,23284068,33170958,-5942269,12285017,22724513,-54137092
(주)솔루에타,154040,19-Dec,256338425,185747167,-3403118,17532156,3752399,115166173,70580995,6175793,31372843,87441247,21146384
(주)솔본,35610,19-Dec,80312073,208145441,5773648,22834558,142893,25111899,183033541,314829,42187813,110459318,22611200
(주)쇼박스,86980,19-Dec,78650191,165251340,3259345,6832197,134222,24591014,140660326,1942204,8695825,53170172,72699011
(주)수산아이앤티,50960,19-Dec,16000356,79531987,2903089,1417984,1563,3398714,76133273,2789717,13210639,35592772,44562534
(주)수젠텍,253840,19-Dec,3845081,45420146,-9577176,2632066,434768,21100268,24319878,-7069010,7075746,12837190,-88517238
(주)슈프리마,236200,19-Dec,72130977,148553814,25942271,15603075,5433,12159616,136394198,24565178,21932317,60282138,57552900
(주)슈프리마아이디,317770,19-Dec,12078457,41757383,1107081,6118383,4164,1526000,40231383,458156,4342715,3693459,5691252
(주)슈프리마에이치큐,94840,19-Dec,26159585,174441141,8238775,11638847,5137,10698256,163742885,2017918,8200355,88163582,116692946
(주)슈피겐코리아,192440,19-Dec,308557219,346250549,40280863,51650740,635091,51641801,294608748,44084209,163590061,160063960,242016011
(주)스마트솔루션즈,136510,19-Dec,17083260,37911975,-5995719,8193280,258226,11699378,26212597,-7782689,11319402,19171696,13860211
(주)스맥,99440,19-Dec,136977992,225041495,-16987126,5709113,3715099,128452984,96588511,-14763286,29984600,97603405,2018882
(주)스카이문스테크놀로지,33790,19-Dec,5733712,26928240,-12319196,10648484,264767,6930240,19998000,-10511246,11212109,13808556,-15086029
(주)스킨앤스킨,159910,19-Dec,20974333,51689281,-6314553,20084310,373656,13810439,37878841,-7326621,9518523,24480791,-60261896
(주)스타플렉스,115570,19-Dec,92736865,137078094,-6212002,2997572,2465200,83044398,54033696,1331625,10807676,80360896,36728160
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,40606059,79274813,-5670826,21987681,464425,37971328,41303485,-8620471,49226529,28921742,-13730349
(주)스페코,13810,19-Dec,74708315,87795562,9856239,12025187,910349,46084565,41710998,6635585,6873504,34839035,17206532
(주)승일,49830,19-Dec,136635791,170980812,-585952,17889671,103339,30468948,140511864,-1379747,8066733,108658773,121049973
(주)시공테크,20710,19-Dec,119772437,155221788,15340778,20794573,110147,46873840,108347948,8014565,6049209,81106630,72881465
(주)시너지이노베이션,48870,19-Dec,54585276,147294986,4221716,11269089,4563050,54619771,92675215,1181752,17672047,103584150,-85191517
(주)시노펙스,25320,19-Dec,217056055,153556594,6184461,30280748,2533850,70929494,82627100,16670142,31359302,80097036,-32499420
(주)시스웍,269620,19-Dec,14879639,49384635,1971680,15284134,462744,10390945,38993690,672220,3124715,21926845,24178078
(주)시큐브,131090,19-Dec,18216685,37345661,5145956,18399997,6324,5946046,31399615,5050031,6806718,6700416,25194747
(주)시티랩스,139050,19-Dec,80745442,182348730,-12001532,21115222,3437745,111933778,70414952,-1466201,52408038,122051059,-20518169
(주)신진에스엠,138070,19-Dec,51776148,119152310,2369379,9741557,933307,44967154,74185156,2985364,8130464,58041508,55470652
(주)신테카바이오,226330,19-Dec,461374,47946292,-22966267,17217056,55450,1835643,46110649,-5194158,5655532,2290040,-31571023
(주)신화콘텍,187270,19-Dec,44341306,86471265,-2697453,6118445,893849,38320618,48150647,-733304,9829834,54015140,21360419
(주)심텍,222800,19-Dec,1000187191,839945994,-39404353,9739294,13318224,678424016,161521978,-17929193,105895179,585767053,103868918
(주)심텍홀딩스,36710,19-Dec,1000340255,865319569,-38620592,14568926,13761559,680138092,185181477,-17115399,103645818,610359068,56360984
(주)싸이맥스,160980,19-Dec,83475335,150525335,3170301,11694677,393120,44799943,105725392,1974606,10436907,85028071,52901573
(주)싸이토젠,217330,19-Dec,798925,19716116,-4140794,10065183,47399,1796078,17920039,-4488206,4301503,5434921,-17771764
(주)썸에이지,208640,19-Dec,3647939,43489978,-14157793,14327538,477431,7943749,35546229,-13278218,16926157,4764397,-50469567
(주)쎄노텍,222420,19-Dec,28207532,85262664,-2154632,1196181,621336,50383342,34879322,-112521,6483444,58997868,21413111
(주)쎄니트,37760,19-Dec,109747055,157234051,1919911,9846504,1854944,78074128,79159923,5748267,13941399,96145360,28601997
(주)쎄트렉아이,99320,19-Dec,70228243,96315121,7360267,19832043,85120,31846857,64468264,9248317,5706038,45451796,49499616
(주)쎌바이오텍,49960,19-Dec,45959678,108303435,7231093,9422378,53628,4701041,103602393,5794687,29414067,39045871,103847866
(주)쏠리드,50890,19-Dec,229279898,283758311,5410909,55627290,2678740,160128892,123629419,-3523738,69050312,157917132,26038777
(주)씨씨에스충북방송,66790,19-Dec,20318290,32952881,-1434493,1487694,453470,8680208,24272672,614083,4641973,23648304,-26388126
(주)씨에스,65770,19-Dec,32157824,27188933,-538357,1009442,11781,5429054,21759880,-917978,5696373,5354381,-15764679
(주)씨에스에이코스믹,83660,19-Dec,64289801,33205505,-7636565,3938251,276104,16693787,16511719,-5727835,33281746,9296661,-34852081
(주)씨엔플러스,115530,19-Dec,19619973,22339698,-6574004,492798,1119928,9495901,12843796,-1136649,4254027,13203538,-30173756
(주)씨엠에스에듀,225330,19-Dec,82117662,102295816,6141971,4131303,1094707,63557843,38737973,9548647,72569015,90136297,7776714
(주)씨유메디칼시스템,115480,19-Dec,81794149,129280916,-2944322,9197258,5279368,73711593,55569323,2474482,15365623,75571960,9108206
(주)씨제이이엔엠,35760,19-Dec,3789723950,5434907588,58615849,269792454,29647700,2283014093,3151893494,269385174,1192694795,3758793982,1145527002
(주)씨젠,96530,19-Dec,121953287,195715540,26709828,49088991,485641,42889888,152825653,22423158,58869483,57213471,69646413
(주)씨티씨바이오,60590,19-Dec,136123660,186497921,-13764930,15269961,5070259,111937796,74560125,-4019987,30649480,98961950,-16383331
(주)씨티케이,260930,19-Dec,116328076,202468010,7191007,36507067,378953,27501518,174966492,3950194,27312754,86985659,58656098
(주)아가방앤컴퍼니,13990,19-Dec,134236271,187823149,-15811446,4532550,320017,52783251,135039898,-3483680,74282609,106348999,82185169
(주)아나패스,123860,19-Dec,60833182,124489670,-22209910,9228074,659261,69285735,55203935,-23615808,38304149,22036838,912732
(주)아난티,25980,19-Dec,142703754,845966626,-7979908,54677672,15345945,452567634,393398992,4710347,54801388,725619761,48725701
(주)아리온테크놀로지,58220,19-Dec,33038989,86960616,-7502144,1882583,5841178,67550834,19409782,2078065,7510337,56450910,-34129798
(주)아모그린텍,125210,19-Dec,93385523,88827141,1716950,5123093,1068398,50596527,38230614,2612745,17065981,39292743,-21950455
(주)아모텍,52710,19-Dec,248551605,430547774,363384,49882001,5005924,231661227,198886547,6983007,41964041,262134822,143274651
(주)아미노로직스,74430,19-Dec,18980396,57773776,-1200843,8140673,39332,5922039,51851737,-761038,4054492,25282345,-75031672
(주)아바코,83930,19-Dec,226084847,198606306,19587873,18571409,94971,68233674,130372632,23336512,26036018,53491172,88416390
(주)아바텍,149950,19-Dec,75410526,144778503,7237344,16403298,0,8690701,136087802,5431636,7079762,105566715,108224859
(주)아스타,246720,19-Dec,1250848,25811265,-14996408,3972891,303600,10704122,15107143,-6175593,7201408,13311793,-22690117
(주)아스트,67390,19-Dec,144613767,578756230,499295,28741242,10530216,360689345,218066885,14306566,19607552,362206822,2766494
(주)아시아경제,127710,19-Dec,38372830,134950581,4083296,9851695,1258170,32340482,102610099,3278157,16290420,83402537,50217995
(주)아우딘퓨쳐스,227610,19-Dec,54122517,54307215,-18697227,6617694,136410,20177669,34129547,-20663704,39968377,24799143,2520199
(주)아이디스,143160,19-Dec,111875143,170723399,1912288,19502470,197346,18355885,152367514,3305340,32644735,48303102,75141401
(주)아이디스홀딩스,54800,19-Dec,507776368,799552850,13476746,146644683,2628940,183216121,616336729,46674476,99180981,285395761,163252142
(주)아이비김영,339950,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)아이센스,99190,19-Dec,189844257,270042338,23263932,34473096,1489094,68951050,201091288,30172842,56608529,141058961,154346571
(주)아이스크림에듀,289010,19-Dec,106436331,95666665,4981294,6451433,146039,21142940,74523725,5378255,41783463,31465375,32863999
(주)아이씨디,40910,19-Dec,121604632,203772358,11151768,18790354,1361649,56716962,147055396,14295628,20053202,72375054,81676222
(주)아이앤씨테크놀로지,52860,19-Dec,45567583,72454410,5724789,518679,374951,17345686,55108724,4303605,14512582,45485503,25211059
(주)아이에스시,95340,19-Dec,87678824,208455083,3181415,13487444,674967,30037441,178417642,2025737,19017239,142961265,96302343
(주)아이에스이커머스,69920,19-Dec,36135279,78983800,-16446818,2165409,1481083,29515943,49467857,-4740108,22978840,44125845,-6933735
(주)아이에이,38880,19-Dec,67834575,109347269,1238877,1186064,1798205,49482285,59864984,2721530,14295370,86336521,-4206260
(주)아이엘사이언스,307180,19-Dec,20281482,27215219,-2726422,6857147,298420,15044355,12170864,1094084,4105271,10793913,-4291146
(주)아이엠,101390,19-Dec,202192400,117389823,-20221487,9742288,2077502,84694644,32695179,-7408314,12923406,73129949,-24134983
(주)아이엠비씨,52220,19-Dec,51552466,66610004,2274106,7643809,57437,13173172,53436832,1726916,49825551,45715431,32166169
(주)아이엠텍,226350,19-Dec,13844952,54274661,-1253664,353180,3479914,36964987,17309673,-2908095,9088987,37021892,-44133875
(주)아이오케이컴퍼니,78860,19-Dec,48736408,156580009,-8380601,16281704,8250865,45805133,110774875,578278,10638907,129969854,-29483394
(주)아이윈,90150,19-Dec,95380947,96723157,2266080,4078560,1318398,52503299,44219858,3730414,16354418,57125585,24869035
(주)아이윈플러스,123010,19-Dec,5448365,28829937,-7792480,10283980,754290,21122653,7707284,-5759907,2557180,16865525,-7910497
(주)아이즈비전,31310,19-Dec,131548342,157431620,-258901,57193931,216419,42771096,114660524,-454654,26606325,32586897,71657290
(주)아이컴포넌트,59100,19-Dec,29041712,49844304,-1247513,6690772,636179,21129465,28714839,-1545321,3967918,24203269,-1840354
(주)아이톡시,52770,19-Dec,3774569,8560505,-2896942,2445320,132009,3432782,5127723,-2076146,4054444,4574491,-94011338
(주)아이티센,124500,19-Dec,1542384997,392923342,5561854,40151819,6471678,228238712,164684630,24118535,60154238,186725380,601956
(주)아이티엑스에이아이,99520,19-Dec,31861192,22007317,-5005679,804896,366348,12176675,9830642,-2865782,7808061,8642675,-19566930
(주)아이티엠반도체,84850,19-Dec,397697086,430519931,41666848,44870022,3968239,164155697,266364234,53501443,44814623,201270079,41408447
(주)아즈텍더블유비이,32080,19-Dec,44574103,117389875,4763021,5695596,370322,22039542,95350332,2925230,5308950,61220140,65560738
(주)아진엑스텍,59120,19-Dec,20619941,48167634,2475375,9907204,25078,4817198,43350436,1981021,9357795,15799901,25809713
(주)아톤,158430,19-Dec,32525173,58962831,-11268303,12971129,226416,12857623,46105208,4123862,11460176,20377956,-3878002
(주)아프리카티비,67160,19-Dec,167868522,228549555,34160386,27335698,415118,106760702,121788853,36725813,131142709,83544354,76179055
(주)안랩,53800,19-Dec,166992214,260216804,19142259,24436825,10908,54544805,205671999,18423513,148568701,91519695,153806364
(주)안트로젠,65660,19-Dec,4147568,84593765,-4049845,42076320,1092986,16200116,68393649,-2907881,4568609,30475632,-12229982
(주)알로이스,297570,19-Dec,30188225,21853390,-4020080,1858020,98418,5331079,16522310,4156732,3872215,529165,-237603
(주)알에프세미,96610,19-Dec,42446601,102545695,-2753635,4576959,1688683,52684251,49861444,-787244,9002134,48410541,40342297
(주)알에프텍,61040,19-Dec,284492015,254270323,-1807468,72746846,5635638,121519540,132750784,13137161,27160326,109337648,85863718
(주)알엔투테크놀로지,148250,19-Dec,20964927,50518526,908425,3816831,628555,18848781,31669746,2840378,8249292,25491730,12339595
(주)알테오젠,196170,19-Dec,29229182,85979112,-1738267,4413478,189613,15774959,70204153,-2252031,13352120,20769660,-13238281
(주)알톤스포츠,123750,19-Dec,31187516,33706229,-12218530,9429926,984737,17839846,15866383,-10618914,14784717,5551918,-16574747
(주)알티캐스트,85810,19-Dec,53178375,169930839,-27219159,12365241,603734,103714750,66216089,-15721195,68899570,51704198,12808047
(주)알파홀딩스,117670,19-Dec,73164302,134595649,-11705371,889539,3338142,73104547,61491102,-3686574,17178826,86850230,-752787
(주)애니플러스,310200,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)액션스퀘어,205500,19-Dec,5838397,30255626,-9160139,19733281,120985,10055283,20200343,-8228878,14067275,9723962,-40458286
(주)액토즈소프트,52790,19-Dec,62665219,175372734,20774308,30919216,585148,57267966,118104767,25654108,22138494,90029514,5055497
(주)액트로,290740,19-Dec,107845425,99003423,14595299,13912058,46424,22999820,76003603,13043357,6251500,38545608,38816169
(주)앤디포스,238090,19-Dec,84122729,189924143,-1549639,19918844,3516764,72294106,117630037,8676316,12901318,55419986,19823013
(주)앤씨앤,92600,19-Dec,78473813,71516824,-6859587,13281213,294835,30284359,41232465,-11575996,31443505,25012332,4237967
(주)야스,255440,19-Dec,86853451,214004929,16318268,1432089,74676,63370902,150634027,12545715,11120272,62690145,94361777
(주)어스앤에어로스페이스,263540,19-Dec,26308494,41897759,-33093325,2579688,808036,38878489,3019270,-18430086,3853964,20227237,-32903820
(주)얼라인드제네틱스,238120,19-Dec,7793683,24619170,116738,4897966,96838,3652665,20966505,-398924,5011314,7324796,-8903400
(주)에너토크,19990,19-Dec,23483475,42867117,488724,4509478,6631,2806740,40060377,220375,6271482,22996048,29515298
(주)에스디생명공학,217480,19-Dec,156259210,137235392,-19628121,10119311,573461,41025206,96210187,-16407848,67121994,59897604,41823263
(주)에스디시스템,121890,19-Dec,38144085,24820711,-13517163,2060217,275258,18509739,6310972,-4293482,7201001,5454470,-14349563
(주)에스비에스콘텐츠허브,46140,19-Dec,162067187,197100484,554786,68132194,7670,41843188,155257296,1924267,5746434,38538465,116255566
(주)에스씨디,42110,19-Dec,174946389,139154002,-992106,39872031,41743,38474981,100679022,3477841,13395010,43597305,42796727
(주)에스아이리소스,65420,19-Dec,12830794,13041168,-11015441,6328558,300026,1530968,11510200,549255,673480,5238413,-11437155
(주)에스앤더블류,103230,19-Dec,36022930,55567064,-2754370,523031,19285,16616443,38950621,-2208123,4146511,38689672,23001184
(주)에스앤에스텍,101490,19-Dec,84466768,135575184,10098863,18145542,760192,46990904,88584280,11098097,11314140,82153217,43744854
(주)에스에너지,95910,19-Dec,216932737,327670045,-7226107,30036860,3970332,208855239,118814806,1381968,33618709,87372734,23265979
(주)에스에스알,275630,19-Dec,12954946,26461298,1064866,4859444,18060,3470783,22990515,493768,4630779,5216553,4535774
(주)에스에이엠티,31330,19-Dec,1213833610,285718635,37593122,3011845,2280173,47417913,238300721,33707935,17358728,112642916,114643549
(주)에스에이티,158300,19-Dec,37479251,38585331,-413779,3695523,400859,26669110,11916221,-124814,5418821,16707556,6586106
(주)에스에이티,60540,19-Dec,140167604,135282080,9535391,23180572,861423,46446127,88835954,10000951,13390744,77192753,37576233
(주)에스에프에이,56190,19-Dec,1577746351,1805907173,146968500,208984395,9937468,693841815,1112065358,214205322,103170739,707448621,911062580
(주)에스에프에이반도체,36540,19-Dec,588938238,661228514,20822399,62386379,9952800,345386475,315842039,39075607,14064830,434501264,-131862058
(주)에스엘바이오닉스,214310,19-Dec,24150312,41920291,-23448870,2239429,3118246,15731666,26188625,-4130160,7507350,31976397,-8498130
(주)에스엠라이프디자인그룹,63440,19-Dec,36981225,60354837,-3025657,7696322,144009,11545494,48809343,423829,7293582,19244052,-25909963
(주)에스엠엔터테인먼트,41510,19-Dec,657825612,1115620587,-16182525,284977571,3882366,482852439,632768148,40396706,175221761,486929432,164528312
